"Plot Title: CT_354_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739354, SEN S/N: 20739354)","Temp, °C (LGR S/N: 20739354, SEN S/N: 20739354)"
1,08/11/21 06:00:00 PM,5001.2,26.43
2,08/11/21 06:20:00 PM,4161.2,26.02
3,08/11/21 06:40:00 PM,3998.3,26.14
4,08/11/21 07:00:00 PM,3864.1,26.11
5,08/11/21 07:20:00 PM,2993.3,25.28
6,08/11/21 07:40:00 PM,1918.9,25.96
7,08/11/21 08:00:00 PM,40288.6,27.77
8,08/11/21 08:20:00 PM,8990.0,25.96
9,08/11/21 08:40:00 PM,8809.6,25.57
10,08/11/21 09:00:00 PM,8627.2,25.19
11,08/11/21 09:20:00 PM,8380.8,24.57
12,08/11/21 09:40:00 PM,8147.2,24.17
13,08/11/21 10:00:00 PM,7998.3,24.08
14,08/11/21 10:20:00 PM,7788.6,23.76
15,08/11/21 10:40:00 PM,7568.9,23.58
16,08/11/21 11:00:00 PM,7305.6,23.56
17,08/11/21 11:20:00 PM,6969.9,23.56
18,08/11/21 11:40:00 PM,6690.2,23.65
19,08/12/21 12:00:00 AM,6433.7,23.70
20,08/12/21 12:20:00 AM,6104.7,23.70
21,08/12/21 12:40:00 AM,5782.2,23.74
22,08/12/21 01:00:00 AM,5427.7,23.74
23,08/12/21 01:20:00 AM,5154.3,23.81
24,08/12/21 01:40:00 AM,4989.6,23.90
25,08/12/21 02:00:00 AM,4884.6,23.92
26,08/12/21 02:20:00 AM,4759.7,23.97
27,08/12/21 02:40:00 AM,4610.1,23.95
28,08/12/21 03:00:00 AM,4503.8,23.97
29,08/12/21 03:20:00 AM,4486.1,24.03
30,08/12/21 03:40:00 AM,4524.0,24.07
31,08/12/21 04:00:00 AM,4541.7,24.08
32,08/12/21 04:20:00 AM,4560.7,24.11
33,08/12/21 04:40:00 AM,4564.5,24.12
34,08/12/21 05:00:00 AM,4496.8,24.10
35,08/12/21 05:20:00 AM,4434.5,24.12
36,08/12/21 05:40:00 AM,4319.0,24.11
37,08/12/21 06:00:00 AM,4181.1,24.11
38,08/12/21 06:20:00 AM,4037.8,24.17
39,08/12/21 06:40:00 AM,3838.9,24.22
