KorDSS MEASUREMENT DATA FILE EXPORT

FILE CREATED:,5/22/2021 7:20:33 AM


DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),pH,pH (mV),ODO (% Sat),ODO (mg/L),Turbidity (FNU),TSS (mg/L)
5/21/2021,5:47:26 PM,<None>,,-17.54039 °,-149.89969 °,757.6,59767.3,55592.3,36.77,55135.3,36135,84.1,23.4,23.4,11.77,-442.3,122.8,7.71,0.07,0
5/21/2021,5:47:49 PM,<None>,,-17.54038 °,-149.89966 °,757.7,59695.8,55515.3,36.71,55057.7,36085,84.1,23.4,23.4,11.76,-442.0,123.6,7.77,0.07,0
5/21/2021,5:48:09 PM,<None>,,-17.54036 °,-149.89963 °,757.7,59496.0,55284.8,36.54,54823.4,35935,84.2,23.2,23.2,11.75,-441.4,124.7,7.84,0.20,0
5/21/2021,5:48:21 PM,<None>,,-17.54035 °,-149.89963 °,757.6,57613.1,53736.4,35.39,53313.0,34929,83.8,22.4,22.4,11.82,-444.4,123.5,7.84,0.40,0
5/21/2021,5:48:30 PM,<None>,,-17.54035 °,-149.89963 °,757.7,57867.1,53870.1,35.49,53432.8,35016,84.0,22.5,22.5,11.78,-443.0,125.6,7.96,0.36,0
5/21/2021,5:48:59 PM,<None>,,-17.54035 °,-149.89961 °,757.7,55990.3,52396.7,34.41,52005.1,34058,83.5,21.8,21.8,11.83,-445.0,122.2,7.83,0.49,0
5/21/2021,5:50:18 PM,<None>,,-17.54030 °,-149.89955 °,757.7,56864.7,53071.3,34.90,52657.2,34496,83.7,22.1,22.1,11.77,-442.5,121.7,7.75,0.87,0
5/21/2021,5:51:07 PM,<None>,,-17.54028 °,-149.89949 °,757.7,58480.0,54404.5,35.88,53958.4,35363,84.1,22.8,22.8,11.72,-440.0,126.2,7.97,0.72,0
5/21/2021,5:51:26 PM,<None>,,-17.54031 °,-149.89948 °,757.7,57248.0,53370.3,35.12,52946.6,34691,83.8,22.2,22.2,11.74,-441.1,124.7,7.92,0.82,0
5/21/2021,5:51:50 PM,<None>,,-17.54037 °,-149.89948 °,757.7,58447.2,54389.7,35.87,53945.8,35353,84.0,22.7,22.7,11.73,-440.6,126.7,8.00,0.71,0
5/21/2021,5:52:03 PM,<None>,,-17.54039 °,-149.89948 °,757.6,57386.4,53491.9,35.21,53066.3,34770,83.9,22.3,22.3,11.76,-441.9,124.1,7.88,0.70,0
5/21/2021,5:52:36 PM,<None>,,-17.54045 °,-149.89949 °,757.7,59571.6,55333.0,36.57,54868.6,35966,84.2,23.2,23.2,11.68,-438.4,125.3,7.87,0.24,0
5/21/2021,5:53:01 PM,<None>,,-17.54051 °,-149.89949 °,757.7,59668.9,55460.6,36.67,54999.7,36049,84.1,23.3,23.3,11.68,-438.1,123.3,7.74,0.16,0
5/21/2021,5:53:16 PM,<None>,,-17.54054 °,-149.89951 °,757.7,59716.0,55538.2,36.73,55080.8,36100,84.1,23.4,23.4,11.70,-439.3,122.5,7.70,0.01,0
5/21/2021,5:53:54 PM,<None>,,-17.54060 °,-149.89954 °,757.6,59758.3,55599.4,36.78,55144.2,36140,84.1,23.4,23.4,11.72,-440.2,121.7,7.65,0.03,0
5/21/2021,5:54:09 PM,<None>,,-17.54062 °,-149.89949 °,757.6,59761.9,55604.8,36.78,55149.9,36143,84.0,23.4,23.4,11.74,-440.9,121.5,7.63,-0.01,0
5/21/2021,5:54:39 PM,<None>,,-17.54058 °,-149.89943 °,757.6,59653.4,55489.8,36.69,55034.1,36068,84.1,23.4,23.4,11.73,-440.5,122.2,7.68,0.06,0
5/21/2021,5:55:18 PM,<None>,,-17.54053 °,-149.89937 °,757.7,59603.2,55368.4,36.60,54904.4,35989,84.2,23.3,23.3,11.71,-439.7,124.0,7.79,0.22,0
5/21/2021,5:55:44 PM,<None>,,-17.54049 °,-149.89938 °,757.7,59562.9,55327.6,36.57,54863.5,35963,84.2,23.2,23.2,11.72,-440.3,125.2,7.87,0.31,0
5/21/2021,5:56:09 PM,<None>,,-17.54044 °,-149.89937 °,757.7,59507.2,55259.9,36.52,54794.4,35919,84.2,23.2,23.2,11.72,-440.2,128.4,8.07,0.45,0
5/21/2021,5:56:32 PM,<None>,,-17.54039 °,-149.89932 °,757.6,59447.7,55227.5,36.50,54765.1,35898,84.2,23.2,23.2,11.73,-440.7,128.8,8.10,0.60,0
5/21/2021,5:56:51 PM,<None>,,-17.54038 °,-149.89932 °,757.7,58732.8,54707.4,36.11,54267.2,35560,83.9,22.9,22.9,11.77,-442.5,125.1,7.90,0.79,0
5/21/2021,5:57:03 PM,<None>,,-17.54037 °,-149.89931 °,757.6,54544.0,51087.2,33.44,50710.8,33207,83.4,21.0,21.0,11.85,-445.8,114.9,7.40,0.92,0
5/21/2021,5:57:29 PM,<None>,,-17.54036 °,-149.89931 °,757.6,54432.0,51138.3,33.48,50780.5,33240,83.1,21.1,21.1,11.90,-447.9,113.3,7.31,0.83,0
5/21/2021,5:58:01 PM,<None>,,-17.54037 °,-149.89931 °,757.6,59362.3,55206.5,36.48,54751.5,35884,84.1,23.2,23.2,11.70,-439.3,125.9,7.92,0.71,0
5/21/2021,5:58:22 PM,<None>,,-17.54045 °,-149.89929 °,757.7,59462.0,55236.6,36.50,54773.6,35904,84.2,23.2,23.2,11.66,-437.1,126.6,7.95,0.59,0
5/21/2021,5:58:44 PM,<None>,,-17.54053 °,-149.89931 °,757.6,59550.3,55312.7,36.56,54848.3,35953,84.2,23.2,23.2,11.65,-436.7,126.0,7.92,0.28,0
5/21/2021,5:58:58 PM,<None>,,-17.54059 °,-149.89932 °,757.6,59590.9,55379.2,36.61,54917.8,35996,84.2,23.3,23.3,11.66,-437.1,121.3,7.62,0.51,0
5/21/2021,5:59:14 PM,<None>,,-17.54064 °,-149.89934 °,757.6,59647.8,55443.4,36.66,54982.9,36038,84.1,23.3,23.3,11.66,-437.5,121.1,7.61,0.07,0
5/21/2021,5:59:30 PM,<None>,,-17.54065 °,-149.89931 °,757.6,59639.0,55433.1,36.65,54972.4,36031,84.1,23.3,23.3,11.68,-438.0,121.7,7.65,0.10,0
5/21/2021,5:59:44 PM,<None>,,-17.54063 °,-149.89926 °,757.6,59567.3,55371.3,36.60,54911.8,35991,84.1,23.3,23.3,11.70,-439.0,122.0,7.67,0.24,0
5/21/2021,6:00:08 PM,<None>,,-17.54061 °,-149.89917 °,757.6,59527.9,55309.7,36.56,54847.5,35951,84.2,23.2,23.2,11.71,-439.6,124.8,7.84,0.39,0
5/21/2021,6:00:25 PM,<None>,,-17.54061 °,-149.89911 °,757.6,59497.1,55286.9,36.54,54825.7,35937,84.2,23.2,23.2,11.74,-440.8,126.9,7.98,0.55,0
5/21/2021,6:00:39 PM,<None>,,-17.54063 °,-149.89906 °,757.6,59497.4,55281.6,36.54,54819.7,35933,84.2,23.2,23.2,11.74,-440.9,128.6,8.08,0.78,0
5/21/2021,6:02:06 PM,<None>,,-17.54069 °,-149.89890 °,757.6,59467.3,55305.8,36.56,54850.3,35949,84.1,23.3,23.3,11.83,-445.3,119.6,7.52,1.57,0
5/21/2021,6:02:07 PM,<None>,,-17.54069 °,-149.89890 °,757.7,59467.6,55306.0,36.56,54850.4,35949,84.1,23.3,23.3,11.83,-445.0,112.3,7.06,1.78,0
5/21/2021,6:02:08 PM,<None>,,-17.54069 °,-149.89890 °,757.6,59468.4,55301.6,36.55,54845.4,35946,84.1,23.2,23.2,11.82,-444.5,112.7,7.09,1.45,0
5/21/2021,6:02:13 PM,<None>,,-17.54069 °,-149.89886 °,757.7,59472.1,55268.4,36.53,54807.9,35924,84.2,23.2,23.2,11.78,-442.7,117.5,7.38,2.34,0
5/21/2021,6:02:14 PM,<None>,,-17.54069 °,-149.89886 °,757.6,59473.4,55267.7,36.53,54807.0,35924,84.2,23.2,23.2,11.77,-442.5,123.3,7.75,2.26,0
5/21/2021,6:02:17 PM,<None>,,-17.54069 °,-149.89886 °,757.8,59480.4,55267.6,36.53,54806.1,35924,84.2,23.2,23.2,11.76,-442.1,126.0,7.92,2.45,0
5/21/2021,6:02:24 PM,<None>,,-17.54070 °,-149.89885 °,757.7,59493.1,55270.5,36.53,54807.9,35926,84.2,23.2,23.2,11.75,-441.4,125.4,7.88,1.39,0
5/21/2021,6:02:25 PM,<None>,,-17.54070 °,-149.89885 °,757.6,59494.5,55271.9,36.53,54809.3,35927,84.2,23.2,23.2,11.75,-441.3,125.5,7.89,1.14,0
5/21/2021,6:02:32 PM,<None>,,-17.54071 °,-149.89883 °,757.6,59490.8,55273.1,36.53,54811.1,35928,84.2,23.2,23.2,11.73,-440.7,126.9,7.98,1.27,0
5/21/2021,6:02:38 PM,<None>,,-17.54071 °,-149.89882 °,757.6,59488.7,55269.8,36.53,54807.6,35925,84.2,23.2,23.2,11.72,-440.3,127.0,7.99,1.39,0
5/21/2021,6:02:39 PM,<None>,,-17.54071 °,-149.89882 °,757.7,59492.2,55271.5,36.53,54809.1,35926,84.2,23.2,23.2,11.72,-440.2,127.3,8.00,1.24,0
5/21/2021,6:02:46 PM,<None>,,-17.54072 °,-149.89880 °,757.7,59493.8,55278.3,36.53,54816.5,35931,84.2,23.2,23.2,11.72,-440.3,119.3,7.50,1.36,0
5/21/2021,6:02:54 PM,<None>,,-17.54074 °,-149.89879 °,757.6,59507.5,55286.4,36.54,54823.9,35936,84.2,23.2,23.2,11.72,-440.0,126.2,7.93,0.94,0
5/21/2021,6:02:58 PM,<None>,,-17.54074 °,-149.89877 °,757.7,59517.3,55289.5,36.54,54826.2,35938,84.2,23.2,23.2,11.72,-439.9,126.9,7.97,0.86,0
5/21/2021,6:02:59 PM,<None>,,-17.54075 °,-149.89877 °,757.7,59517.9,55289.4,36.54,54826.0,35938,84.2,23.2,23.2,11.72,-439.9,127.1,7.99,0.90,0
5/21/2021,6:03:01 PM,<None>,,-17.54075 °,-149.89877 °,757.7,59519.1,55290.1,36.54,54826.7,35939,84.2,23.2,23.2,11.72,-440.0,127.2,8.00,1.13,0
5/21/2021,6:03:03 PM,<None>,,-17.54075 °,-149.89877 °,757.7,59514.0,55288.6,36.54,54825.7,35938,84.2,23.2,23.2,11.72,-440.1,126.9,7.98,1.47,0
5/21/2021,6:03:10 PM,<None>,,-17.54076 °,-149.89874 °,757.6,59510.9,55284.8,36.54,54821.8,35935,84.2,23.2,23.2,11.72,-440.1,126.8,7.97,1.41,0
5/21/2021,6:03:14 PM,<None>,,-17.54075 °,-149.89874 °,757.7,59505.3,55278.3,36.53,54815.2,35931,84.2,23.2,23.2,11.72,-440.1,127.7,8.02,0.78,0
5/21/2021,6:03:19 PM,<None>,,-17.54075 °,-149.89871 °,757.7,59476.7,55259.0,36.52,54796.9,35918,84.2,23.2,23.2,11.72,-440.2,127.5,8.02,1.20,0
5/21/2021,6:03:20 PM,<None>,,-17.54076 °,-149.89871 °,757.6,59474.0,55257.5,36.52,54795.6,35917,84.2,23.2,23.2,11.72,-440.2,127.6,8.02,1.17,0
5/21/2021,6:03:26 PM,<None>,,-17.54077 °,-149.89870 °,757.6,59476.0,55260.6,36.52,54798.8,35919,84.2,23.2,23.2,11.73,-440.4,122.5,7.70,0.97,0
5/21/2021,6:03:27 PM,<None>,,-17.54077 °,-149.89870 °,757.6,59475.2,55260.3,36.52,54798.5,35919,84.2,23.2,23.2,11.73,-440.4,125.0,7.86,1.02,0
5/21/2021,6:03:33 PM,<None>,,-17.54078 °,-149.89868 °,757.7,59494.9,55281.6,36.54,54820.1,35933,84.2,23.2,23.2,11.73,-440.6,127.3,8.00,0.95,0
5/21/2021,6:03:34 PM,<None>,,-17.54078 °,-149.89868 °,757.7,59496.1,55282.2,36.54,54820.5,35933,84.2,23.2,23.2,11.73,-440.5,127.4,8.01,0.78,0
5/21/2021,6:03:35 PM,<None>,,-17.54078 °,-149.89867 °,757.7,59497.2,55278.9,36.53,54816.8,35931,84.2,23.2,23.2,11.73,-440.4,127.5,8.01,0.73,0
5/21/2021,6:03:41 PM,<None>,,-17.54079 °,-149.89865 °,757.7,59502.7,55275.9,36.53,54812.8,35929,84.2,23.2,23.2,11.72,-440.2,127.9,8.04,0.66,0
5/21/2021,6:03:47 PM,<None>,,-17.54079 °,-149.89862 °,757.7,59472.6,55256.6,36.52,54794.7,35917,84.2,23.2,23.2,11.72,-440.2,127.2,8.00,0.73,0
5/21/2021,6:03:48 PM,<None>,,-17.54079 °,-149.89862 °,757.7,59465.8,55251.3,36.51,54789.6,35913,84.2,23.2,23.2,11.72,-440.3,127.2,8.00,0.75,0
5/21/2021,6:03:56 PM,<None>,,-17.54078 °,-149.89861 °,757.7,59442.7,55230.9,36.50,54769.5,35900,84.2,23.2,23.2,11.73,-440.4,128.1,8.05,0.85,0
5/21/2021,6:03:57 PM,<None>,,-17.54078 °,-149.89861 °,757.7,59436.6,55226.4,36.50,54765.1,35897,84.2,23.2,23.2,11.73,-440.5,128.1,8.05,0.89,0
5/21/2021,6:03:58 PM,<None>,,-17.54078 °,-149.89859 °,757.7,59429.3,55221.1,36.49,54760.1,35894,84.2,23.2,23.2,11.73,-440.5,128.1,8.05,0.87,0
5/21/2021,6:04:01 PM,<None>,,-17.54079 °,-149.89859 °,757.7,59412.1,55212.0,36.48,54751.9,35888,84.2,23.2,23.2,11.73,-440.7,127.9,8.05,0.85,0
5/21/2021,6:04:06 PM,<None>,,-17.54080 °,-149.89857 °,757.6,59401.7,55207.3,36.48,54747.9,35885,84.2,23.2,23.2,11.73,-440.7,127.9,8.04,0.72,0
5/21/2021,6:04:12 PM,<None>,,-17.54082 °,-149.89854 °,757.6,59431.8,55236.0,36.50,54776.4,35903,84.2,23.2,23.2,11.73,-440.6,127.9,8.04,0.82,0
5/21/2021,6:04:19 PM,<None>,,-17.54084 °,-149.89853 °,757.6,59469.3,55271.9,36.53,54812.2,35927,84.2,23.2,23.2,11.73,-440.4,127.8,8.04,2.04,0
5/21/2021,6:04:27 PM,<None>,,-17.54086 °,-149.89851 °,757.6,59512.4,55299.4,36.55,54837.9,35945,84.2,23.2,23.2,11.72,-440.0,128.4,8.07,0.83,0
5/21/2021,6:04:37 PM,<None>,,-17.54088 °,-149.89848 °,757.6,59483.2,55256.7,36.52,54793.6,35917,84.2,23.2,23.2,11.71,-439.8,129.0,8.11,0.67,0
5/21/2021,6:04:51 PM,<None>,,-17.54091 °,-149.89844 °,757.6,59531.0,55296.5,36.55,54832.5,35943,84.2,23.2,23.2,11.71,-439.5,129.5,8.14,0.67,0
5/21/2021,6:05:01 PM,<None>,,-17.54094 °,-149.89841 °,757.6,59543.8,55309.5,36.56,54845.5,35951,84.2,23.2,23.2,11.71,-439.5,129.6,8.14,0.69,0
5/21/2021,6:05:09 PM,<None>,,-17.54095 °,-149.89839 °,757.6,58632.4,54455.4,35.92,53997.7,35396,84.2,22.7,22.7,11.70,-439.2,129.7,8.15,0.77,0
5/21/2021,6:05:19 PM,<None>,,-17.54097 °,-149.89836 °,757.6,59530.6,55296.6,36.55,54832.6,35943,84.2,23.2,23.2,11.70,-439.1,129.4,8.13,0.63,0
5/21/2021,6:05:26 PM,<None>,,-17.54099 °,-149.89835 °,757.6,59563.4,55322.3,36.57,54857.6,35959,84.2,23.2,23.2,11.70,-439.1,129.6,8.14,0.65,0
5/21/2021,6:05:35 PM,<None>,,-17.54101 °,-149.89832 °,757.8,59552.3,55312.8,36.56,54848.2,35953,84.2,23.2,23.2,11.70,-439.1,129.6,8.14,0.66,0
5/21/2021,6:05:51 PM,<None>,,-17.54106 °,-149.89827 °,757.7,59550.8,55311.1,36.56,54846.5,35952,84.2,23.2,23.2,11.70,-439.0,129.3,8.12,0.88,0
5/21/2021,6:05:58 PM,<None>,,-17.54107 °,-149.89824 °,757.7,59553.0,55315.5,36.56,54851.2,35955,84.2,23.2,23.2,11.69,-439.0,129.3,8.12,0.77,0
5/21/2021,6:06:04 PM,<None>,,-17.54108 °,-149.89822 °,757.7,59566.7,55328.9,36.57,54864.5,35964,84.2,23.2,23.2,11.69,-438.8,129.4,8.13,0.83,0
5/21/2021,6:06:17 PM,<None>,,-17.54110 °,-149.89819 °,757.7,59571.8,55340.0,36.58,54876.3,35971,84.2,23.2,23.2,11.69,-438.8,129.5,8.14,0.61,0
5/21/2021,6:06:29 PM,<None>,,-17.54113 °,-149.89815 °,757.7,59504.0,55293.2,36.55,54832.0,35941,84.2,23.2,23.2,11.69,-438.9,128.2,8.06,12.02,0
5/21/2021,6:06:30 PM,<None>,,-17.54113 °,-149.89815 °,757.7,52831.7,49093.1,31.97,48683.5,31911,84.2,19.8,19.8,11.70,-439.0,128.0,8.05,10.07,0
5/21/2021,6:06:32 PM,<None>,,-17.54114 °,-149.89813 °,757.7,59589.2,55370.6,36.60,54908.5,35991,84.2,23.3,23.3,11.70,-439.2,128.0,8.04,10.10,0
5/21/2021,6:06:33 PM,<None>,,-17.54114 °,-149.89813 °,757.7,59517.4,55303.4,36.55,54841.8,35947,84.2,23.2,23.2,11.70,-439.3,128.0,8.05,9.55,0
5/21/2021,6:06:36 PM,<None>,,-17.54115 °,-149.89813 °,757.7,59504.7,55291.0,36.54,54829.5,35939,84.2,23.2,23.2,11.70,-439.4,128.0,8.04,4.53,0
5/21/2021,6:06:43 PM,<None>,,-17.54116 °,-149.89809 °,757.7,7498.2,6966.1,3.80,6907.8,4528,84.2,-1.2,-1.2,11.71,-439.7,129.0,9.59,4.64,0
