DATE,TIME,Who,LAT,LONG,BarmetricPressure_mmHg,Conductivity,SpecificConductivity,Salinity,TempF,percentDO,DO,TempC
5/13/2021,12:16:47 PM,Ben,-17.53896,-149.90096,758.8,67978.9,63896.5,43.09,83,111.8,6.85,28.3
5/13/2021,12:17:03 PM,Ben,-17.53894,-149.90097,758.8,67972.5,63893.5,43.08,83,111.9,6.86,28.3
5/13/2021,12:17:20 PM,Ben,-17.5389,-149.901,758.8,67949.1,63868.9,43.07,83,112,6.86,28.3
5/13/2021,12:18:56 PM,Ben,-17.53883,-149.90103,758.8,68357.6,64254.2,43.36,83,111.8,6.84,28.3
5/13/2021,12:19:38 PM,Ben,-17.53899,-149.90094,758.8,68445.2,64362.3,43.45,83,111.8,6.84,28.3
5/13/2021,12:25:23 PM,Ben,-17.53919,-149.90079,758.7,68613,64508.1,43.56,83,112.6,6.88,28.3
5/13/2021,12:25:57 PM,Ben,-17.53913,-149.90083,758.7,68574.2,64464.1,43.52,83,112.5,6.88,28.3
5/13/2021,12:26:15 PM,Ben,-17.53911,-149.90086,758.6,68581.8,64469.2,43.53,83,112.4,6.87,28.3
5/13/2021,12:26:35 PM,Ben,-17.53909,-149.90088,758.7,68580.8,64464.2,43.52,83,112.4,6.87,28.3
5/13/2021,12:26:53 PM,Ben,-17.53906,-149.90091,758.7,68582,64463.3,43.52,83,112.4,6.87,28.3
5/13/2021,12:27:08 PM,Ben,-17.53903,-149.90092,758.6,68578.9,64460.2,43.52,83,112.6,6.88,28.3
5/13/2021,12:27:24 PM,Ben,-17.539,-149.90094,758.7,68558.9,64441.3,43.51,83,112.5,6.88,28.3
5/13/2021,12:27:39 PM,Ben,-17.53898,-149.90097,758.7,68565.6,64442.5,43.51,83,112.7,6.88,28.3
5/13/2021,12:27:57 PM,Ben,-17.53895,-149.90099,758.5,68566,64442.5,43.51,83,112.6,6.88,28.3
5/13/2021,12:28:19 PM,Ben,-17.53893,-149.90102,758.6,68564.8,64439.7,43.5,83,112.8,6.89,28.3
5/13/2021,12:28:40 PM,Ben,-17.53889,-149.90103,758.5,68589.8,64455.6,43.52,83,113.1,6.91,28.3
5/13/2021,12:29:05 PM,Ben,-17.53884,-149.90106,758.6,68608.5,64463,43.52,83.1,113.2,6.92,28.4
5/13/2021,12:29:27 PM,Ben,-17.5388,-149.90112,758.5,68612.5,64467.2,43.52,83.1,113.4,6.93,28.4
5/13/2021,12:29:45 PM,Ben,-17.53876,-149.90115,758.7,68613.2,64467.7,43.53,83.1,113.5,6.93,28.4
5/13/2021,12:29:57 PM,Ben,-17.53872,-149.90117,758.5,68608.3,64464.6,43.52,83.1,113.7,6.95,28.4
5/13/2021,12:30:10 PM,Ben,-17.53868,-149.90121,758.5,68603.6,64458.3,43.52,83.1,113.8,6.95,28.4
5/13/2021,12:30:23 PM,Ben,-17.53864,-149.90125,758.5,68598.2,64446.9,43.51,83.1,113.8,6.95,28.4
5/13/2021,12:30:35 PM,Ben,-17.53861,-149.90128,758.6,68599.9,64445.3,43.51,83.1,113.9,6.96,28.4
5/13/2021,12:30:49 PM,Ben,-17.53855,-149.90132,758.6,68570.9,64410.1,43.48,83.1,113.6,6.94,28.4
5/13/2021,12:31:01 PM,Ben,-17.53852,-149.90135,758.7,68549.3,64380.6,43.46,83.1,113.4,6.93,28.4
5/13/2021,12:31:19 PM,Ben,-17.53846,-149.9014,758.5,68535.8,64356.9,43.44,83.1,113.4,6.93,28.4
5/13/2021,12:31:35 PM,Ben,-17.53843,-149.90144,758.5,68550.2,64370.9,43.45,83.1,113.4,6.93,28.4
5/13/2021,12:31:51 PM,Ben,-17.53838,-149.90149,758.5,68563.3,64387.2,43.46,83.1,113.5,6.93,28.4
5/13/2021,12:32:11 PM,Ben,-17.53833,-149.90155,758.5,68562.1,64386,43.46,83.1,113.7,6.95,28.4
5/13/2021,12:32:33 PM,Ben,-17.53828,-149.90161,758.5,68556.9,64363.2,43.44,83.1,113.6,6.94,28.4
5/13/2021,12:32:55 PM,Ben,-17.53822,-149.90166,758.5,68619.4,64425.3,43.49,83.1,113.8,6.95,28.4
5/13/2021,12:33:14 PM,Ben,-17.53819,-149.90173,758.5,68564.6,64385.4,43.46,83.1,114.4,6.98,28.4
5/13/2021,12:33:36 PM,Ben,-17.53813,-149.90179,758.5,68610.8,64430.5,43.5,83.1,115.1,7.03,28.4
5/13/2021,12:33:57 PM,Ben,-17.53807,-149.90189,758.6,68600.4,64415.5,43.48,83.1,114.5,6.99,28.4
5/13/2021,12:34:17 PM,Ben,-17.53802,-149.90195,758.5,68246.2,64078.6,43.22,83.1,114.4,7,28.4
5/13/2021,12:34:50 PM,Ben,-17.53797,-149.90201,758.6,68486.5,64294.9,43.39,83.1,114.2,6.97,28.4
5/13/2021,12:35:12 PM,Ben,-17.53792,-149.90207,758.5,68428.7,64246,43.35,83.1,114.8,7.02,28.4
5/13/2021,12:35:34 PM,Ben,-17.53787,-149.90215,758.5,68456.2,64257.6,43.36,83.2,114.6,7,28.4
5/13/2021,12:35:57 PM,Ben,-17.53783,-149.90222,758.6,68370.2,64161,43.29,83.2,114.7,7.01,28.4
5/13/2021,12:36:19 PM,Ben,-17.53779,-149.90228,758.6,68353.3,64161.6,43.29,83.2,114.8,7.02,28.4
5/13/2021,12:36:40 PM,Ben,-17.53774,-149.90236,758.5,68322.8,64132.9,43.27,83.2,115.1,7.03,28.4
5/13/2021,12:36:59 PM,Ben,-17.53768,-149.90244,758.6,68606.4,64394,43.47,83.2,114.9,7.02,28.4
5/13/2021,12:37:42 PM,Ben,-17.5376,-149.90259,758.5,68481.4,64208.7,43.32,83.3,117.7,7.18,28.5
5/13/2021,12:37:53 PM,Ben,-17.53758,-149.90263,758.5,68496.2,64243,43.35,83.2,116.8,7.13,28.4
5/13/2021,12:38:01 PM,Ben,-17.53756,-149.90266,758.5,68532.8,64284.8,43.38,83.2,116.3,7.1,28.4
5/13/2021,12:38:23 PM,Ben,-17.53751,-149.90276,758.5,68383.2,64147.7,43.28,83.2,116.3,7.1,28.4
5/13/2021,12:38:46 PM,Ben,-17.53749,-149.90286,758.5,68529.8,64255.7,43.36,83.3,117.1,7.15,28.5
5/13/2021,12:39:08 PM,Ben,-17.53745,-149.90295,758.6,68390.7,64115.1,43.25,83.3,117.5,7.17,28.5
5/13/2021,12:39:35 PM,Ben,-17.53738,-149.90306,758.5,68509.2,64188.5,43.3,83.3,118.6,7.24,28.5
5/13/2021,12:40:28 PM,Ben,-17.5372,-149.90324,758.5,68727.5,64170.7,43.28,83.7,121.7,7.4,28.7
5/13/2021,12:40:49 PM,Ben,-17.53713,-149.90332,758.5,68713,64198.8,43.31,83.6,122.1,7.43,28.7
5/13/2021,12:41:14 PM,Ben,-17.53704,-149.90341,758.5,68673.3,64090.9,43.22,83.8,123.8,7.53,28.8
5/13/2021,12:41:42 PM,Ben,-17.53697,-149.90352,758.5,68757.7,64055.7,43.19,83.9,126.3,7.67,28.8
5/13/2021,12:42:12 PM,Ben,-17.5369,-149.90363,758.5,68137.3,63389.8,42.68,84.1,123,7.48,28.9
5/13/2021,12:42:39 PM,Ben,-17.53683,-149.9037,758.5,69038.7,63644.3,42.85,85,127,7.65,29.4
5/13/2021,12:43:09 PM,Ben,-17.53675,-149.90375,758.5,69027.4,63403.1,42.66,85.4,125.8,7.56,29.7
5/13/2021,12:45:11 PM,Ben,-17.53693,-149.90359,758.5,68539.3,63590.8,42.83,84.3,124.8,7.56,29.1
5/13/2021,12:45:50 PM,Ben,-17.53704,-149.90344,758.4,68728.3,64168.1,43.28,83.7,124.7,7.58,28.7
5/13/2021,12:46:13 PM,Ben,-17.53714,-149.90344,758.5,68572.5,64283.3,43.38,83.3,119,7.26,28.5
5/13/2021,12:46:30 PM,Ben,-17.53718,-149.9034,758.5,68599.8,64360.3,43.44,83.2,119.5,7.29,28.4
5/13/2021,12:46:44 PM,Ben,-17.53722,-149.90338,758.5,68599.7,64365.5,43.44,83.2,119.7,7.31,28.4
5/13/2021,12:46:56 PM,Ben,-17.53726,-149.90337,758.5,68607.1,64382.2,43.46,83.2,120.1,7.33,28.4
5/13/2021,12:47:13 PM,Ben,-17.53731,-149.90334,758.5,68590.8,64381,43.46,83.2,122,7.45,28.4
5/13/2021,12:47:27 PM,Ben,-17.53735,-149.90332,758.5,68585.8,64376.1,43.45,83.2,124.1,7.58,28.4
5/13/2021,12:48:02 PM,Ben,-17.53741,-149.90327,758.4,68593.9,64381.8,43.46,83.2,124.6,7.61,28.4
5/13/2021,12:48:28 PM,Ben,-17.53747,-149.90326,758.4,68569.7,64352.6,43.43,83.2,127.6,7.79,28.4
5/13/2021,12:48:41 PM,Ben,-17.53751,-149.90324,758.5,68523.4,64312.8,43.4,83.2,129.8,7.93,28.4
5/13/2021,12:48:56 PM,Ben,-17.53753,-149.90321,758.5,68538.3,64330.8,43.42,83.2,131.9,8.06,28.4
5/13/2021,12:49:10 PM,Ben,-17.53755,-149.90317,758.5,68537.3,64332.2,43.42,83.2,135,8.24,28.4
5/13/2021,12:49:26 PM,Ben,-17.53754,-149.90312,758.4,68515.6,64303,43.4,83.2,133.4,8.14,28.4
5/13/2021,12:50:13 PM,Ben,-17.53758,-149.90311,758.5,68577.3,64357.9,43.44,83.2,129.1,7.88,28.4
5/13/2021,12:50:24 PM,Ben,-17.53758,-149.90308,758.5,68600.6,64383.7,43.46,83.2,130.2,7.95,28.4
5/13/2021,12:50:42 PM,Ben,-17.53761,-149.90303,758.5,68620.3,64403.3,43.47,83.2,129.1,7.88,28.4
5/13/2021,12:50:57 PM,Ben,-17.53765,-149.90303,758.4,68604.1,64391.3,43.46,83.2,130.1,7.94,28.4
5/13/2021,12:51:11 PM,Ben,-17.53767,-149.90302,758.4,68589.6,64373.5,43.45,83.2,133.1,8.13,28.4
5/13/2021,12:51:45 PM,Ben,-17.53763,-149.90294,758.5,68611.7,64396,43.47,83.2,129.2,7.89,28.4
5/13/2021,12:53:26 PM,Ben,-17.53769,-149.90285,758.5,68550.1,64314.4,43.4,83.2,131.3,8.02,28.4
5/13/2021,12:53:38 PM,Ben,-17.53764,-149.90285,758.5,68653.8,64405.2,43.47,83.2,127.7,7.79,28.4
5/13/2021,12:53:52 PM,Ben,-17.5376,-149.90285,758.5,68724.3,64466.9,43.52,83.2,123.5,7.53,28.4
5/13/2021,12:54:29 PM,Ben,-17.53756,-149.90273,758.5,68735.6,64446.1,43.5,83.3,119.1,7.26,28.5
5/13/2021,12:54:41 PM,Ben,-17.53755,-149.90269,758.4,68795.4,64478.1,43.53,83.3,118.3,7.21,28.5
5/13/2021,12:54:56 PM,Ben,-17.53759,-149.90266,758.5,68727,64395.2,43.46,83.3,117.6,7.17,28.5
5/13/2021,12:55:30 PM,Ben,-17.53768,-149.90262,758.5,68754,64460.6,43.52,83.3,118.4,7.22,28.5
5/13/2021,12:56:12 PM,Ben,-17.53775,-149.90251,758.5,68669.3,64411.8,43.48,83.2,120.8,7.37,28.4
5/13/2021,12:56:42 PM,Ben,-17.53778,-149.90245,758.3,68729.7,64476.1,43.53,83.2,123.9,7.56,28.4
5/13/2021,12:56:46 PM,Ben,-17.53779,-149.90245,758.4,68728.6,64474,43.53,83.2,123.1,7.51,28.4
5/13/2021,12:56:57 PM,Ben,-17.53781,-149.90242,758.5,68686.4,64430.5,43.49,83.2,123.3,7.52,28.4
5/13/2021,12:57:34 PM,Ben,-17.53783,-149.90237,758.4,68715.5,64445.6,43.5,83.2,122.1,7.45,28.4
5/13/2021,12:57:47 PM,Ben,-17.53783,-149.90234,758.3,68727.4,64461.3,43.52,83.2,122.5,7.47,28.4
5/13/2021,12:57:59 PM,Ben,-17.53784,-149.90233,758.5,68685.4,64423.6,43.49,83.2,123.7,7.54,28.4
5/13/2021,12:58:16 PM,Ben,-17.53783,-149.9023,758.4,68577.7,64307.6,43.4,83.3,122.5,7.47,28.5
5/13/2021,12:58:48 PM,Ben,-17.53788,-149.90222,758.4,68021.1,63763.3,42.98,83.3,119.9,7.33,28.5
5/13/2021,12:59:08 PM,Ben,-17.53793,-149.90221,758.4,67638.9,63411.2,42.71,83.3,121.4,7.43,28.5
5/13/2021,12:59:46 PM,Ben,-17.538,-149.90219,758.3,67513.8,63308.7,42.63,83.3,123.2,7.55,28.5
5/13/2021,12:59:55 PM,Ben,-17.53802,-149.90218,758.3,67479,63280.5,42.61,83.2,123.5,7.57,28.4
5/13/2021,1:00:12 PM,Ben,-17.53805,-149.90216,758.2,67396.2,63186.1,42.54,83.3,124.3,7.62,28.5
5/13/2021,1:00:44 PM,Ben,-17.53808,-149.9021,758.3,67415.6,63207.6,42.55,83.3,126.2,7.74,28.5
5/13/2021,1:00:58 PM,Ben,-17.5381,-149.90208,758.3,68487.5,64208.2,43.32,83.3,126.9,7.74,28.5
5/13/2021,1:01:07 PM,Ben,-17.5381,-149.90207,758.4,68680.4,64390.3,43.46,83.3,126.7,7.73,28.5
5/13/2021,1:01:40 PM,Ben,-17.53811,-149.90202,758.3,68761.8,64470,43.52,83.3,125.7,7.67,28.5
5/13/2021,1:01:58 PM,Ben,-17.53814,-149.90199,758.3,68784,64492.8,43.54,83.3,126,7.68,28.5
5/13/2021,1:02:08 PM,Ben,-17.53815,-149.90198,758.4,68837,64539.3,43.58,83.3,126,7.68,28.5
5/13/2021,1:02:34 PM,Ben,-17.53814,-149.90192,758.4,68867,64559.3,43.59,83.3,127.6,7.78,28.5
5/13/2021,1:02:50 PM,Ben,-17.53813,-149.90189,758.4,68790.3,64485.3,43.53,83.3,126.4,7.7,28.5
5/13/2021,1:02:58 PM,Ben,-17.53815,-149.90187,758.2,68728.8,64422.2,43.49,83.3,124.9,7.61,28.5
5/13/2021,1:03:12 PM,Ben,-17.53818,-149.90186,758.3,68775.3,64472.4,43.52,83.3,123.2,7.51,28.5
5/13/2021,1:03:31 PM,Ben,-17.53821,-149.90181,758.3,68768.8,64466.4,43.52,83.3,124.1,7.56,28.5
5/13/2021,1:03:56 PM,Ben,-17.53821,-149.90176,758.3,68657.9,64358.8,43.44,83.3,123.6,7.53,28.5
5/13/2021,1:04:54 PM,Ben,-17.53831,-149.90167,758.3,68731.6,64416,43.48,83.3,123,7.5,28.5
5/13/2021,1:05:53 PM,Ben,-17.53837,-149.90157,758.3,68785.3,64432.1,43.49,83.4,121.7,7.42,28.6
5/13/2021,1:06:19 PM,Ben,-17.53843,-149.90154,758.2,68880.5,64528.6,43.57,83.4,122.3,7.45,28.6
5/13/2021,1:06:28 PM,Ben,-17.53847,-149.90154,758.2,68874.4,64526.1,43.56,83.4,122,7.43,28.6
5/13/2021,1:06:51 PM,Ben,-17.53851,-149.9015,758.2,68878.5,64534.9,43.57,83.3,124,7.55,28.5
5/13/2021,1:07:41 PM,Ben,-17.53855,-149.90138,758.2,68908.2,64560.6,43.59,83.4,124,7.55,28.6
5/13/2021,1:07:54 PM,Ben,-17.53857,-149.90134,758.2,68896.1,64535.4,43.57,83.4,122.7,7.47,28.6
5/13/2021,1:10:11 PM,Ben,-17.5389,-149.90102,758.2,68886.8,64496.4,43.54,83.4,119.4,7.27,28.6
5/13/2021,1:10:19 PM,Ben,-17.53893,-149.901,758.2,68890.9,64508.5,43.55,83.4,119.6,7.28,28.6
5/13/2021,1:10:31 PM,Ben,-17.53897,-149.90096,758.3,68893.1,64512.8,43.55,83.4,119.6,7.28,28.6
5/13/2021,1:10:54 PM,Ben,-17.53904,-149.90088,758.2,68887.1,64500.4,43.54,83.4,119.3,7.26,28.6
5/13/2021,1:11:33 PM,Ben,-17.53919,-149.90079,758.2,68872.1,64476.3,43.52,83.4,119.4,7.27,28.6
5/13/2021,1:11:44 PM,Ben,-17.53924,-149.90076,758.2,68865.1,64473.8,43.52,83.4,119.3,7.26,28.6
5/13/2021,1:13:04 PM,Ben,-17.53949,-149.90054,758.2,68873.2,64494.9,43.54,83.4,119.8,7.29,28.6
5/13/2021,1:13:19 PM,Ben,-17.53956,-149.90053,758.2,68891.8,64512.3,43.55,83.4,119.9,7.3,28.6
5/13/2021,1:13:32 PM,Ben,-17.53958,-149.90048,758.2,68879.5,64499.6,43.54,83.4,119.8,7.3,28.6
5/13/2021,1:14:13 PM,Ben,-17.5397,-149.90041,758.2,68823.3,64439.4,43.5,83.4,119.3,7.26,28.6
5/13/2021,1:14:34 PM,Ben,-17.53974,-149.90036,758.1,68855.8,64469.2,43.52,83.4,119.6,7.28,28.6
5/13/2021,1:14:44 PM,Ben,-17.53979,-149.90036,758.2,68870.2,64485.5,43.53,83.4,119.6,7.28,28.6
5/13/2021,1:14:57 PM,Ben,-17.53984,-149.90038,758.2,68930.8,64549.9,43.58,83.4,119.6,7.28,28.6
5/13/2021,1:15:09 PM,Ben,-17.53988,-149.90034,758.2,69003.2,64619.1,43.64,83.4,119.9,7.3,28.6
5/13/2021,1:15:37 PM,Ben,-17.53995,-149.90034,758.2,69096.6,64701.1,43.7,83.4,120.4,7.32,28.6
5/13/2021,1:16:00 PM,Ben,-17.53993,-149.9003,758.2,69033.2,64637.1,43.65,83.4,120.4,7.32,28.6
5/13/2021,1:16:20 PM,Ben,-17.53991,-149.90025,758.1,69060.3,64666.9,43.67,83.4,120.4,7.33,28.6
5/13/2021,1:18:32 PM,Ben,-17.54023,-149.90018,758.1,69304.6,64859.5,43.82,83.5,118.2,7.18,28.6
5/13/2021,5:07:27 PM,Megan,NA,NA,758.2,69502.1,64666.8,43.66,84,119.1,7.2,28.9
5/13/2021,5:07:41 PM,Megan,NA,NA,758.2,69531.4,64672.1,43.66,84.1,121.4,7.34,28.9
5/13/2021,5:07:52 PM,Megan,NA,NA,758.3,69546.6,64676.5,43.67,84.1,122.1,7.38,28.9
5/13/2021,5:08:04 PM,Megan,-17.54144,-149.8976,758.3,69579.2,64702.9,43.69,84.1,122.6,7.42,28.9
5/13/2021,5:08:14 PM,Megan,-17.54145,-149.89758,758.3,69586,64713.8,43.69,84.1,122.9,7.43,28.9
5/13/2021,5:08:27 PM,Megan,-17.54147,-149.8976,758.3,69604.3,64733.6,43.71,84.1,123.4,7.46,28.9
5/13/2021,5:08:43 PM,Megan,-17.54148,-149.89761,758.3,69597.7,64737.3,43.71,84.1,123.6,7.48,28.9
5/13/2021,5:09:28 PM,Megan,-17.54147,-149.89763,758.3,69610.4,64742.2,43.72,84.1,123.6,7.47,28.9
5/13/2021,5:09:49 PM,Megan,-17.54148,-149.89763,758.3,69586.4,64727.3,43.7,84.1,123.6,7.48,28.9
5/13/2021,5:09:55 PM,Megan,-17.54148,-149.89763,758.3,69600.6,64738.8,43.71,84.1,123.7,7.48,28.9
5/13/2021,5:10:08 PM,Megan,-17.5415,-149.89763,758.2,69598.2,64743.2,43.72,84.1,123.6,7.48,28.9
5/13/2021,5:10:18 PM,Megan,-17.54151,-149.89763,758.2,69597.4,64745.6,43.72,84.1,123.4,7.46,28.9
5/13/2021,5:10:27 PM,Megan,-17.54152,-149.89763,758.4,69614.3,64759,43.73,84.1,123.6,7.47,28.9
5/13/2021,5:10:48 PM,Megan,-17.54148,-149.89763,758.3,69595,64743.6,43.72,84.1,123.4,7.46,28.9
5/13/2021,5:15:40 PM,Megan,-17.54138,-149.89775,758.2,69584.8,64726.6,43.7,84.1,122.7,7.42,28.9
5/13/2021,5:15:51 PM,Megan,-17.54137,-149.8978,758.4,69569.5,64722.7,43.7,84.1,122.3,7.4,28.9
5/13/2021,5:16:15 PM,Megan,-17.54134,-149.89787,758.3,69489.9,64655,43.65,84.1,122.7,7.42,28.9
5/13/2021,5:16:36 PM,Megan,-17.54131,-149.89795,758.3,69363.3,64553.5,43.57,84,122.2,7.4,28.9
5/13/2021,5:16:54 PM,Megan,-17.54129,-149.89801,758.3,69509.8,64688.9,43.68,84,122.5,7.41,28.9
5/13/2021,5:17:11 PM,Megan,-17.54127,-149.89806,758.3,69486.8,64674.9,43.67,84,122.3,7.4,28.9
5/13/2021,5:17:22 PM,Megan,-17.54127,-149.89807,758.2,69396.4,64601.3,43.61,84,122,7.39,28.9
5/13/2021,5:17:40 PM,Megan,-17.54122,-149.8981,758.3,69407.8,64602.8,43.61,84,122,7.39,28.9
5/13/2021,5:18:02 PM,Megan,-17.54118,-149.89818,758.4,69420.9,64630.2,43.63,84,121.5,7.35,28.9
5/13/2021,5:18:13 PM,Megan,-17.54117,-149.89821,758.3,69455.7,64669.8,43.66,84,120.9,7.32,28.9
5/13/2021,5:18:22 PM,Megan,-17.54116,-149.89824,758.3,69487.2,64708.1,43.69,84,120.3,7.28,28.9
5/13/2021,5:18:38 PM,Megan,-17.54111,-149.89825,758.5,69480.4,64703.7,43.69,84,119.8,7.25,28.9
5/13/2021,5:18:53 PM,Megan,-17.54111,-149.8983,758.5,69480.6,64694.9,43.68,84,119.7,7.24,28.9
5/13/2021,5:19:10 PM,Megan,-17.5411,-149.89833,758.4,69487,64689.8,43.68,84,120,7.26,28.9
5/13/2021,5:19:23 PM,Megan,-17.54107,-149.89836,758.5,69496.5,64700.8,43.69,84,119.9,7.25,28.9
5/13/2021,5:19:39 PM,Megan,-17.54105,-149.89841,758.5,69504.1,64710.5,43.69,84,119.4,7.23,28.9
