DATE,TIME,Who,LAT,LONG,BarmetricPressure_mmHg,Conductivity,SpecificConductivity,Salinity,TempF,percentDO,DO,TempC
5/13/2021,5:19:58 PM,Megan,-17.54105,-149.89844,758.5,69509.8,64708.5,43.69,84,119.8,7.25,28.9
5/13/2021,5:20:17 PM,Megan,-17.54101,-149.89841,758.4,69490.6,64691.9,43.68,84,120,7.26,28.9
5/13/2021,5:20:37 PM,Megan,-17.54096,-149.89845,758.5,69439.7,64648.2,43.65,84,121.2,7.34,28.9
5/13/2021,5:20:52 PM,Megan,-17.54095,-149.89848,758.4,69439.2,64648.2,43.65,84,120.7,7.31,28.9
5/13/2021,5:21:05 PM,Megan,-17.54092,-149.89851,758.5,69438,64648.6,43.65,84,120.6,7.3,28.9
5/13/2021,5:21:16 PM,Megan,-17.5409,-149.89854,758.4,69433.9,64646.9,43.64,84,120.7,7.31,28.9
5/13/2021,5:21:23 PM,Megan,-17.54088,-149.89857,758.3,69430.9,64643.9,43.64,84,120.7,7.31,28.9
5/13/2021,5:21:33 PM,Megan,-17.54087,-149.89862,758.4,69426.3,64635.4,43.64,84,120.3,7.28,28.9
5/13/2021,5:21:50 PM,Megan,-17.54083,-149.89868,758.5,69415.2,64626.3,43.63,84,120.1,7.27,28.9
5/13/2021,5:22:04 PM,Megan,-17.54079,-149.89874,758.4,69416.9,64627.5,43.63,84,120.7,7.31,28.9
5/13/2021,5:22:23 PM,Megan,-17.54075,-149.89877,758.4,69397,64612.4,43.62,84,121.2,7.34,28.9
5/13/2021,5:22:40 PM,Megan,-17.54076,-149.89882,758.3,69405.8,64619.1,43.62,84,121,7.32,28.9
5/13/2021,5:22:58 PM,Megan,-17.54077,-149.89888,758.4,69412.4,64623.3,43.63,84,120.5,7.29,28.9
5/13/2021,5:23:05 PM,Megan,-17.54077,-149.8989,758.2,69427.3,64637.3,43.64,84,119.9,7.26,28.9
5/13/2021,5:23:13 PM,Megan,-17.54075,-149.89891,758.4,69427.6,64637.2,43.64,84,119.7,7.25,28.9
5/13/2021,5:23:18 PM,Megan,-17.54074,-149.89894,758.3,69420.7,64631,43.63,84,119.9,7.26,28.9
5/13/2021,5:23:23 PM,Megan,-17.54072,-149.89896,758.3,69417,64628,43.63,84,120.1,7.27,28.9
5/13/2021,5:23:36 PM,Megan,-17.54069,-149.899,758.2,69421.8,64631,43.63,84,120.2,7.27,28.9
5/13/2021,5:23:48 PM,Megan,-17.54067,-149.89906,758.3,69413.9,64623.9,43.63,84,120.2,7.28,28.9
5/13/2021,5:24:02 PM,Megan,-17.54064,-149.89912,758.3,69404,64613.9,43.62,84,120.8,7.31,28.9
5/13/2021,5:24:18 PM,Megan,-17.54062,-149.89919,758.3,69416.6,64625.7,43.63,84,120.7,7.31,28.9
5/13/2021,5:24:27 PM,Megan,-17.54061,-149.89922,758.3,69441.8,64648.7,43.65,84,120.4,7.29,28.9
5/13/2021,5:24:45 PM,Megan,-17.54056,-149.89928,758.4,69460.9,64671.2,43.66,84,119.9,7.26,28.9
5/13/2021,5:24:59 PM,Megan,-17.54055,-149.89935,758.4,69467.4,64678.2,43.67,84,120,7.26,28.9
5/13/2021,5:25:05 PM,Megan,-17.54055,-149.89937,758.4,69481.3,64693,43.68,84,119.9,7.26,28.9
5/13/2021,5:25:14 PM,Megan,-17.54055,-149.89941,758.4,69506,64719.3,43.7,84,119.6,7.24,28.9
5/13/2021,5:25:23 PM,Megan,-17.54055,-149.89946,758.4,69539.6,64759.3,43.73,83.9,119.4,7.23,28.8
5/13/2021,5:25:33 PM,Megan,-17.54052,-149.89951,758.3,69578.6,64797.2,43.76,83.9,119,7.2,28.8
5/13/2021,5:25:41 PM,Megan,-17.5405,-149.89954,758.3,69583.2,64802.5,43.77,83.9,118.9,7.19,28.8
5/13/2021,5:25:49 PM,Megan,-17.54049,-149.89957,758.4,69587.3,64806,43.77,83.9,118.9,7.19,28.8
5/13/2021,5:25:56 PM,Megan,-17.54047,-149.8996,758.4,69601.7,64816.6,43.78,84,118.8,7.19,28.9
5/13/2021,5:26:07 PM,Megan,-17.54045,-149.89964,758.4,69622.9,64833.3,43.79,84,118.7,7.18,28.9
5/13/2021,5:27:10 PM,Megan,-17.54041,-149.89966,758.5,67042.5,62629.5,42.1,83.6,114.8,7.03,28.7
5/13/2021,5:27:17 PM,Megan,-17.5404,-149.89966,758.4,59748.1,55916.9,37.02,83.5,104.5,6.64,28.6
5/13/2021,5:27:34 PM,Megan,-17.54039,-149.89964,758.4,69272.5,64548.5,43.57,83.9,117.7,7.13,28.8
5/13/2021,5:27:51 PM,Megan,-17.54038,-149.89964,758.5,68722.2,64073.1,43.21,83.8,117.5,7.14,28.8
5/13/2021,5:28:02 PM,Megan,-17.54036,-149.89967,758.5,69417.7,64665.7,43.66,83.9,118.4,7.17,28.8
5/13/2021,5:28:09 PM,Megan,-17.54035,-149.89969,758.4,69410.8,64657.5,43.65,83.9,118.5,7.18,28.8
5/13/2021,5:28:15 PM,Megan,-17.54033,-149.89972,758.5,69346.4,64601.3,43.61,83.9,118.5,7.18,28.8
5/13/2021,5:28:31 PM,Megan,-17.5403,-149.89977,758.5,69517.2,64741.1,43.72,83.9,118.6,7.18,28.8
5/13/2021,5:28:47 PM,Megan,-17.54029,-149.8998,758.5,69536.1,64745.7,43.72,84,118.5,7.17,28.9
5/13/2021,5:28:53 PM,Megan,-17.54028,-149.89981,758.5,69546.4,64749.8,43.72,84,118.5,7.17,28.9
5/13/2021,5:28:57 PM,Megan,-17.54027,-149.89981,758.5,69529.6,64735.6,43.71,84,118.4,7.17,28.9
5/13/2021,5:29:04 PM,Megan,-17.54025,-149.89984,758.5,69476.4,64691.1,43.68,84,118.3,7.16,28.9
5/13/2021,5:29:16 PM,Megan,-17.54026,-149.89986,758.5,69409.5,64636.4,43.64,84,118.2,7.16,28.9
5/13/2021,5:29:46 PM,Megan,-17.54028,-149.89986,758.5,69052.7,64332.2,43.4,83.9,117.8,7.14,28.8
5/13/2021,5:30:03 PM,Megan,-17.54031,-149.89987,758.5,69161.8,64428.6,43.48,83.9,117.8,7.14,28.8
5/13/2021,5:30:14 PM,Megan,-17.5403,-149.8999,758.5,69272,64517.3,43.55,83.9,117.8,7.14,28.8
5/13/2021,5:30:23 PM,Megan,-17.54031,-149.89989,758.5,69198,64452.7,43.5,83.9,117.5,7.12,28.8
5/13/2021,5:30:31 PM,Megan,-17.54033,-149.8999,758.5,69093.2,64367.6,43.43,83.9,117.5,7.13,28.8
5/13/2021,5:30:40 PM,Megan,-17.54036,-149.89992,758.5,69322,64555.3,43.57,84,117.7,7.13,28.9
5/13/2021,5:30:48 PM,Megan,-17.54037,-149.89995,758.5,69252.3,64495,43.53,83.9,117.6,7.13,28.8
5/13/2021,5:30:56 PM,Megan,-17.54037,-149.89996,758.5,69262.7,64498.7,43.53,84,117.5,7.12,28.9
5/13/2021,5:31:06 PM,Megan,-17.54039,-149.89998,758.5,69221.6,64464.3,43.5,83.9,117.2,7.1,28.8
5/13/2021,5:31:11 PM,Megan,-17.5404,-149.89999,758.5,69244.1,64485.3,43.52,83.9,117.2,7.1,28.8
5/13/2021,5:31:18 PM,Megan,-17.54041,-149.90004,758.5,69329.1,64555.4,43.57,84,117.5,7.11,28.9
5/13/2021,5:31:28 PM,Megan,-17.54041,-149.90009,758.5,69580.8,64754.3,43.73,84,117.9,7.13,28.9
5/13/2021,5:31:37 PM,Megan,-17.54041,-149.90012,758.4,69688.5,64835.9,43.79,84.1,117.7,7.11,28.9
5/13/2021,5:31:42 PM,Megan,-17.5404,-149.90013,758.5,69682.8,64830.3,43.78,84.1,117.6,7.11,28.9
5/13/2021,5:31:46 PM,Megan,-17.5404,-149.90013,758.5,69642.7,64799.3,43.76,84,117.6,7.11,28.9
5/13/2021,5:31:51 PM,Megan,-17.54038,-149.90016,758.5,69629.3,64790.9,43.75,84,117.7,7.11,28.9
5/13/2021,5:31:58 PM,Megan,-17.54037,-149.90018,758.5,69668.1,64820.8,43.78,84.1,117.4,7.1,28.9
5/13/2021,5:32:02 PM,Megan,-17.54037,-149.90018,758.5,69621.4,64781.9,43.75,84,117.2,7.09,28.9
5/13/2021,5:32:12 PM,Megan,-17.54033,-149.90021,758.5,69514.3,64697.9,43.68,84,116.6,7.06,28.9
5/13/2021,5:32:29 PM,Megan,-17.5403,-149.90022,758.5,69262.3,64511.4,43.54,83.9,114.7,6.95,28.8
5/13/2021,5:32:34 PM,Megan,-17.5403,-149.90025,758.5,69253.4,64507.4,43.54,83.9,114.5,6.94,28.8
5/13/2021,5:32:41 PM,Megan,-17.54029,-149.90028,758.5,69279.5,64526.1,43.55,83.9,114.6,6.94,28.8
5/13/2021,5:32:45 PM,Megan,-17.54029,-149.9003,758.5,69300.9,64541.3,43.56,83.9,114.8,6.95,28.8
5/13/2021,5:32:49 PM,Megan,-17.54029,-149.90033,758.5,69318.8,64556.4,43.58,83.9,114.9,6.96,28.8
5/13/2021,5:32:55 PM,Megan,-17.54027,-149.90034,758.5,69335.7,64568.9,43.59,84,115,6.97,28.9
5/13/2021,5:33:01 PM,Megan,-17.54025,-149.90036,758.5,69326.6,64559.5,43.58,84,114.9,6.96,28.9
5/13/2021,5:33:12 PM,Megan,-17.54026,-149.90036,758.5,69048.2,64328,43.4,83.9,113.9,6.91,28.8
5/13/2021,5:33:16 PM,Megan,-17.54027,-149.90038,758.5,68950.2,64254.3,43.34,83.9,113.7,6.9,28.8
5/13/2021,5:33:20 PM,Megan,-17.54028,-149.90039,758.5,69077.7,64364.5,43.43,83.9,114,6.92,28.8
5/13/2021,5:33:24 PM,Megan,-17.54027,-149.90041,758.5,69249.8,64504.8,43.54,83.9,114.4,6.93,28.8
5/13/2021,5:33:30 PM,Megan,-17.54026,-149.90042,758.6,69378.8,64604.4,43.61,84,115,6.97,28.9
5/13/2021,5:33:33 PM,Megan,-17.54025,-149.90044,758.5,69379.4,64602,43.61,84,115.2,6.98,28.9
5/13/2021,5:33:38 PM,Megan,-17.54024,-149.90044,758.5,69326.4,64557.6,43.58,84,115.1,6.97,28.9
5/13/2021,5:33:40 PM,Megan,-17.54022,-149.90044,758.5,69259.1,64502,43.53,83.9,114.8,6.96,28.8
5/13/2021,5:33:58 PM,Megan,-17.54017,-149.90045,758.5,68912.6,64220.2,43.32,83.9,112.6,6.84,28.8
5/13/2021,5:34:24 PM,Megan,-17.54018,-149.90045,758.5,68746.8,64088.6,43.22,83.9,111.2,6.76,28.8
5/13/2021,5:34:32 PM,Megan,-17.54019,-149.90045,758.7,68785.6,64139.8,43.26,83.8,111.6,6.78,28.8
5/13/2021,5:34:33 PM,Megan,-17.54019,-149.90045,758.7,68794.8,64147.1,43.26,83.8,111.6,6.78,28.8
5/13/2021,5:34:33 PM,Megan,-17.54019,-149.90045,758.5,68797,64147.8,43.26,83.8,111.6,6.78,28.8
5/13/2021,5:34:34 PM,Megan,-17.54019,-149.90045,758.5,68798,64148.1,43.26,83.8,111.6,6.78,28.8
5/13/2021,5:34:35 PM,Megan,-17.54019,-149.90045,758.5,68799.2,64148.8,43.26,83.8,111.6,6.78,28.8
5/13/2021,5:34:42 PM,Megan,-17.5402,-149.90044,758.5,3866.2,3604.7,1.88,83.8,111.7,8.09,28.8
5/13/2021,5:34:50 PM,Megan,-17.54021,-149.90042,758.5,68710.4,64110,43.24,83.8,111.1,6.75,28.8
5/13/2021,5:34:59 PM,Megan,-17.54024,-149.90041,758.5,68756.5,64132.3,43.25,83.8,111.9,6.8,28.8
5/13/2021,5:35:09 PM,Megan,-17.54026,-149.90039,758.5,23924,22307.9,13.37,83.8,113.5,7.74,28.8
5/13/2021,5:35:18 PM,Megan,-17.54027,-149.90038,758.6,69010.8,64356.4,43.42,83.8,113.5,6.89,28.8
5/13/2021,5:35:25 PM,Megan,-17.54025,-149.90034,758.5,68752.1,64120.6,43.24,83.8,113.6,6.9,28.8
5/13/2021,5:35:49 PM,Megan,-17.54022,-149.90028,758.5,68632.1,64047.3,43.19,83.8,112.4,6.91,28.8
5/13/2021,5:35:52 PM,Megan,-17.54022,-149.90028,758.5,9709.6,9061.5,5.04,83.7,113,8.53,28.7
5/13/2021,5:35:55 PM,Megan,-17.54021,-149.90028,758.5,68633.7,64049.5,43.19,83.8,113.1,6.88,28.8
5/13/2021,5:36:04 PM,Megan,-17.54019,-149.90024,758.5,68410.6,63841.7,43.03,83.8,113.7,6.92,28.8
5/13/2021,5:36:22 PM,Megan,-17.54018,-149.90018,758.5,68394.2,63824.7,43.02,83.8,114.1,6.95,28.8
5/13/2021,5:36:34 PM,Megan,-17.54016,-149.90013,758.5,68307.1,63740.1,42.95,83.8,113.6,6.92,28.8
5/13/2021,5:36:39 PM,Megan,-17.54014,-149.90013,758.6,68259.1,63697.3,42.92,83.8,113.2,6.89,28.8
5/13/2021,5:36:43 PM,Megan,-17.54012,-149.90013,758.5,68239.3,63682.9,42.91,83.8,112.9,6.87,28.8
5/13/2021,5:36:47 PM,Megan,-17.54011,-149.90012,758.6,68343.9,63775.8,42.98,83.8,113.1,6.89,28.8
5/13/2021,5:36:52 PM,Megan,-17.54009,-149.90012,758.5,68547.8,63950.1,43.11,83.8,114.1,6.94,28.8
5/13/2021,5:36:55 PM,Megan,-17.54009,-149.9001,758.5,68747.8,64115.8,43.24,83.8,115.2,7,28.8
5/13/2021,5:36:59 PM,Megan,-17.54009,-149.90009,758.5,68855.7,64204,43.31,83.8,115.9,7.04,28.8
5/13/2021,5:37:06 PM,Megan,-17.54012,-149.90007,758.5,68891.9,64239.9,43.33,83.8,116.5,7.08,28.8
5/13/2021,5:37:10 PM,Megan,-17.54012,-149.90004,758.5,68844.8,64201,43.3,83.8,116.4,7.07,28.8
5/13/2021,5:37:16 PM,Megan,-17.5401,-149.90002,758.5,68811.7,64178,43.29,83.8,115.9,7.04,28.8
5/13/2021,5:37:24 PM,Megan,-17.54009,-149.89999,758.5,67997.3,63412.4,42.7,83.8,116,7.07,28.8
5/13/2021,5:37:30 PM,Megan,-17.54011,-149.89998,758.5,69075.2,64415.8,43.47,83.8,116.1,7.05,28.8
5/13/2021,5:37:39 PM,Megan,-17.54012,-149.89993,758.5,68964.1,64302.3,43.38,83.8,117.1,7.11,28.8
5/13/2021,5:37:50 PM,Megan,-17.54012,-149.89989,758.5,67802.3,63230,42.56,83.8,116.1,7.09,28.8
5/13/2021,5:37:59 PM,Megan,-17.54013,-149.89987,758.5,68641.2,64039.9,43.18,83.8,117.3,7.13,28.8
5/13/2021,5:38:04 PM,Megan,-17.54014,-149.89987,758.5,68519.6,63923.7,43.09,83.8,117.8,7.16,28.8
5/13/2021,5:38:11 PM,Megan,-17.54015,-149.89984,758.5,68485.8,63910.3,43.08,83.8,118.1,7.19,28.8
5/13/2021,5:38:18 PM,Megan,-17.54016,-149.89983,758.5,68024.6,63548.7,42.81,83.6,117.8,7.18,28.7
5/13/2021,5:38:24 PM,Megan,-17.54017,-149.89981,758.5,67607.3,63225.1,42.56,83.5,117.3,7.17,28.6
5/13/2021,5:38:29 PM,Megan,-17.54017,-149.89981,758.5,67715.1,63310.9,42.63,83.6,117.2,7.17,28.7
5/13/2021,5:38:33 PM,Megan,-17.54017,-149.89978,758.5,67912.6,63487.6,42.76,83.6,117.4,7.17,28.7
5/13/2021,5:38:39 PM,Megan,-17.54019,-149.89978,758.5,67454.6,63124.8,42.49,83.5,117.2,7.17,28.6
5/13/2021,5:38:43 PM,Megan,-17.5402,-149.89977,758.5,67385,63060.9,42.44,83.5,116.9,7.16,28.6
5/13/2021,5:38:48 PM,Megan,-17.5402,-149.89975,758.5,67458.3,63109.2,42.47,83.5,116.4,7.12,28.6
5/13/2021,5:38:51 PM,Megan,-17.54021,-149.89975,758.5,67123.4,62822,42.25,83.4,116,7.11,28.6
5/13/2021,5:38:55 PM,Megan,-17.54022,-149.89975,758.5,66633.5,62421.9,41.95,83.4,115.3,7.08,28.6
5/13/2021,5:38:59 PM,Megan,-17.54023,-149.89973,758.5,66115.2,62007.6,41.63,83.2,114.2,7.04,28.4
5/13/2021,5:39:04 PM,Megan,-17.54025,-149.89972,758.5,65634.8,61615,41.34,83.2,113.2,6.99,28.4
5/13/2021,5:39:09 PM,Megan,-17.54026,-149.8997,758.5,65634.7,61586.5,41.31,83.2,112.5,6.95,28.4
5/13/2021,5:39:15 PM,Megan,-17.54028,-149.89969,758.5,65442.7,61334,41.12,83.3,112.4,6.94,28.5
5/13/2021,5:39:21 PM,Megan,-17.5403,-149.89967,758.5,65073.1,61039.6,40.9,83.2,111.2,6.89,28.4
5/13/2021,5:39:25 PM,Megan,-17.54031,-149.89966,758.5,65294.8,61229.2,41.04,83.3,111.3,6.88,28.5
5/13/2021,5:39:31 PM,Megan,-17.54032,-149.89964,758.5,65288.3,61204.9,41.02,83.3,112.2,6.93,28.5
5/13/2021,5:39:37 PM,Megan,-17.54034,-149.89963,758.5,64603.3,60649.1,40.6,83.1,111.3,6.9,28.4
5/13/2021,5:39:38 PM,Megan,-17.54035,-149.89963,758.5,64634.7,60678,40.62,83.1,111.1,6.89,28.4
5/13/2021,5:39:42 PM,Megan,-17.54036,-149.89961,758.4,64700.4,60712.7,40.65,83.2,110.8,6.87,28.4
5/13/2021,5:39:45 PM,Megan,-17.54037,-149.8996,758.5,64856.3,60821,40.73,83.2,111.1,6.88,28.4
5/13/2021,5:39:48 PM,Megan,-17.54037,-149.89958,758.5,64116.4,60166.6,40.23,83.2,110.6,6.87,28.4
5/13/2021,5:39:52 PM,Megan,-17.54038,-149.89958,758.5,63107,59281.1,39.56,83.1,109.2,6.81,28.4
5/13/2021,5:39:56 PM,Megan,-17.54039,-149.89957,758.5,62580.5,58822,39.22,83,107.6,6.73,28.3
5/13/2021,5:40:02 PM,Megan,-17.54042,-149.89954,758.5,63281.7,59391.5,39.65,83.2,107.3,6.69,28.4
5/13/2021,5:40:07 PM,Megan,-17.54043,-149.89952,758.5,63475.2,59552.1,39.77,83.2,107.8,6.71,28.4
5/13/2021,5:40:11 PM,Megan,-17.54044,-149.89951,758.5,61490.5,57743.5,38.4,83.1,107.3,6.74,28.4
5/13/2021,5:40:21 PM,Megan,-17.54046,-149.89948,758.5,61593.2,57929,38.54,83,104.3,6.56,28.3
5/13/2021,5:40:26 PM,Megan,-17.54047,-149.89946,758.5,58436.3,55077.3,36.41,82.7,98.6,6.29,28.2
5/13/2021,5:40:36 PM,Megan,-17.54048,-149.89949,758.5,66631.9,62380,41.92,83.4,109.8,6.75,28.6
5/13/2021,5:40:42 PM,Megan,-17.54048,-149.89948,758.5,67405.1,63002.3,42.39,83.6,106.8,6.53,28.7
5/13/2021,5:40:47 PM,Megan,-17.54049,-149.89944,758.5,62901.5,58953,39.31,83.3,102.2,6.49,28.5
5/13/2021,5:40:50 PM,Megan,-17.54049,-149.89944,758.5,62580.6,58779.1,39.18,83.1,102.3,6.4,28.4
5/13/2021,5:40:55 PM,Megan,-17.5405,-149.89943,758.4,63301.7,59489.9,39.72,83,106.7,6.66,28.3
5/13/2021,5:41:10 PM,Megan,-17.54052,-149.8994,758.5,68752,64142.3,43.26,83.8,112.8,6.86,28.8
5/13/2021,5:41:17 PM,Megan,-17.54054,-149.89938,758.5,69139,64485.2,43.52,83.8,113.5,6.89,28.8
5/13/2021,5:41:34 PM,Megan,-17.54059,-149.89935,758.5,66135.5,61801.4,41.47,83.6,113.4,6.9,28.7
5/13/2021,5:41:38 PM,Megan,-17.5406,-149.89934,758.5,44960,41940.4,26.81,83.8,113.6,7.99,28.8
5/13/2021,5:41:45 PM,Megan,-17.54063,-149.89931,758.5,63309.4,59057.1,39.38,83.8,113.8,6.96,28.8
5/13/2021,5:41:52 PM,Megan,-17.54065,-149.89928,758.5,45175.9,42147.9,26.96,83.8,113.4,8.46,28.8
5/13/2021,5:42:04 PM,Megan,-17.54068,-149.89923,758.6,69428.7,64779.3,43.75,83.8,113.8,6.9,28.8
5/13/2021,5:42:07 PM,Megan,-17.54069,-149.89922,758.5,69102.3,64467.7,43.51,83.8,113.9,6.91,28.8
5/13/2021,5:42:11 PM,Megan,-17.5407,-149.8992,758.5,69363.2,64699,43.69,83.8,113.9,6.91,28.8
5/13/2021,5:42:16 PM,Megan,-17.54071,-149.8992,758.5,69421.5,64765.8,43.74,83.8,113.8,6.9,28.8
5/13/2021,5:42:21 PM,Megan,-17.54072,-149.89917,758.5,63980,59708.9,39.88,83.8,113.6,6.96,28.8
5/13/2021,5:42:28 PM,Megan,-17.54074,-149.89915,758.5,69446.4,64804.8,43.77,83.8,113.4,8.22,28.8
5/13/2021,5:42:36 PM,Megan,-17.54074,-149.89911,758.5,69397.2,64745.2,43.72,83.8,113.1,6.87,28.8
5/13/2021,5:42:44 PM,Megan,-17.54078,-149.89909,758.5,69207,64586.2,43.6,83.8,112.3,6.81,28.8
5/13/2021,5:42:50 PM,Megan,-17.54079,-149.89906,758.5,69234,64621.1,43.63,83.7,112,6.8,28.7
5/13/2021,5:42:57 PM,Megan,-17.54082,-149.89906,758.5,69188.2,64559.7,43.58,83.8,112.1,6.8,28.8
5/13/2021,5:43:01 PM,Megan,-17.54084,-149.89906,758.5,69329.6,64683.5,43.68,83.8,112.1,6.8,28.8
5/13/2021,5:43:07 PM,Megan,-17.54086,-149.89905,758.5,69414,64756.7,43.73,83.8,111.9,6.78,28.8
5/13/2021,5:43:17 PM,Megan,-17.5409,-149.89903,758.6,69480.8,64821.7,43.78,83.8,110.5,6.69,28.8
5/13/2021,5:43:24 PM,Megan,-17.54093,-149.89905,758.5,32983.3,30764.2,19.02,83.8,111.1,6.73,28.8
5/13/2021,5:43:25 PM,Megan,-17.54094,-149.89905,758.5,54887.9,51196.1,33.51,83.8,111.1,7.72,28.8
5/13/2021,5:43:37 PM,Megan,-17.54096,-149.89905,758.5,69516.9,64842.3,43.8,83.8,112,6.79,28.8
5/13/2021,5:43:44 PM,Megan,-17.54098,-149.89905,758.5,69506.8,64835.7,43.79,83.8,112.8,6.83,28.8
5/13/2021,5:43:50 PM,Megan,-17.54099,-149.89906,758.5,69555.9,64887.8,43.83,83.8,113.3,6.87,28.8
5/13/2021,5:43:55 PM,Megan,-17.54101,-149.89905,758.5,69490.4,64810.4,43.77,83.8,113.4,7.03,28.8
5/13/2021,5:44:00 PM,Megan,-17.54102,-149.89902,758.5,69535.6,64842.9,43.8,83.8,113.3,6.86,28.8
5/13/2021,5:44:08 PM,Megan,-17.54104,-149.89902,758.5,68586.5,63963.2,43.12,83.8,113.6,6.95,28.8
5/13/2021,5:44:18 PM,Megan,-17.54105,-149.89899,758.5,69562.5,64869.9,43.82,83.8,112.7,6.82,28.8
5/13/2021,5:44:34 PM,Megan,-17.54105,-149.89897,758.5,69292.6,64597.5,43.61,83.9,114.1,6.92,28.8
5/13/2021,5:44:43 PM,Megan,-17.54104,-149.89897,758.5,30991.7,28896.3,17.75,83.8,114,7.66,28.8
5/13/2021,5:44:48 PM,Megan,-17.54102,-149.89897,758.5,69516.7,64834.9,43.79,83.8,113.9,6.9,28.8
5/13/2021,5:45:19 PM,Megan,-17.54101,-149.89894,758.4,69493.3,64812.7,43.78,83.8,111,6.73,28.8
5/13/2021,5:45:23 PM,Megan,-17.541,-149.89894,758.5,69348.4,64677.3,43.67,83.8,110.9,6.73,28.8
5/13/2021,5:45:27 PM,Megan,-17.541,-149.89894,758.5,69348.3,64676.8,43.67,83.8,110.9,6.72,28.8
5/13/2021,5:45:47 PM,Megan,-17.54105,-149.89894,758.5,69525.3,65004.1,43.93,83.6,111,6.74,28.7
5/13/2021,5:45:48 PM,Megan,-17.54105,-149.89894,758.5,69525,64970.8,43.9,83.6,111.7,6.77,28.7
5/13/2021,5:45:56 PM,Megan,-17.54106,-149.89894,758.5,69553.8,64857,43.81,83.8,113,6.85,28.8
5/13/2021,5:46:24 PM,Megan,-17.54109,-149.89891,758.5,1888.8,1762.4,0.89,83.8,110.5,8.49,28.8
5/13/2021,5:46:30 PM,Megan,-17.54109,-149.89888,758.5,7478.1,6980.5,3.81,83.7,113.5,8.09,28.7
5/13/2021,5:46:35 PM,Megan,-17.54111,-149.89886,758.5,69428.7,64774.1,43.75,83.8,113.4,7.04,28.8
5/13/2021,5:46:39 PM,Megan,-17.5411,-149.89885,758.5,69374.9,64697.9,43.69,83.8,113.9,6.9,28.8
5/13/2021,5:46:43 PM,Megan,-17.5411,-149.89882,758.5,69427.3,64742.1,43.72,83.8,112.7,6.83,28.8
5/13/2021,5:49:19 PM,Megan,-17.54113,-149.89868,758.5,69459.1,64812.3,43.78,83.8,112.5,6.82,28.8
5/13/2021,5:49:26 PM,Megan,-17.54113,-149.89867,758.5,49435.8,46146.5,29.83,83.7,112.7,6.97,28.7
5/13/2021,5:49:33 PM,Megan,-17.54113,-149.89864,758.5,69349.8,64762.4,43.74,83.7,112.7,6.84,28.7
5/13/2021,5:49:38 PM,Megan,-17.54114,-149.89862,758.5,69387.2,64791.8,43.76,83.7,112.7,6.84,28.7
5/13/2021,5:49:39 PM,Megan,-17.54114,-149.89862,758.5,69391.1,64792.6,43.76,83.7,112.7,6.84,28.7
5/13/2021,5:49:49 PM,Megan,-17.54114,-149.89861,758.5,64894.3,60552.9,40.52,83.8,113,6.85,28.8
5/13/2021,5:49:59 PM,Megan,-17.54117,-149.89861,758.6,19545,18243.6,10.74,83.7,112.7,6.84,28.7
5/13/2021,5:50:02 PM,Megan,-17.54117,-149.89861,758.6,69466.3,64848.4,43.81,83.7,111.6,6.82,28.7
5/13/2021,5:50:12 PM,Megan,-17.54116,-149.89857,758.5,38755.4,36155.9,22.74,83.8,113.5,6.88,28.8
5/13/2021,5:50:17 PM,Megan,-17.54116,-149.89856,758.5,48418.9,45183.4,29.13,83.8,114.1,6.93,28.8
5/13/2021,5:50:26 PM,Megan,-17.54116,-149.89854,758.6,69272.4,64783.1,43.76,83.5,110.3,6.71,28.6
5/13/2021,5:50:28 PM,Megan,-17.54115,-149.89854,758.5,69337.5,64855.3,43.81,83.5,110.8,6.73,28.6
5/13/2021,5:50:35 PM,Megan,-17.54114,-149.89853,758.6,69374.3,64785.2,43.76,83.7,111,6.74,28.7
5/13/2021,5:50:35 PM,Megan,-17.54114,-149.89853,758.6,69377.7,64782.1,43.75,83.7,111,6.73,28.7
5/13/2021,5:50:44 PM,Megan,-17.54113,-149.89853,758.6,69403,64781.6,43.75,83.7,110.2,6.68,28.7
5/13/2021,5:50:49 PM,Megan,-17.54111,-149.89851,758.6,69397.2,64771.2,43.75,83.7,109.9,6.66,28.7
5/13/2021,5:51:01 PM,Megan,-17.5411,-149.8985,758.5,69359.3,64736.1,43.72,83.7,111,6.73,28.7
5/13/2021,5:51:02 PM,Megan,-17.5411,-149.8985,758.5,69361.7,64736.3,43.72,83.7,111.1,6.74,28.7
5/13/2021,5:51:09 PM,Megan,-17.5411,-149.89848,758.5,69350,64705.4,43.69,83.8,112,6.79,28.8
5/13/2021,5:51:24 PM,Megan,-17.54107,-149.8985,758.5,69281.1,64648.4,43.65,83.8,112.5,6.91,28.8
5/13/2021,5:51:30 PM,Megan,-17.54106,-149.8985,758.6,69320.4,64666.2,43.66,83.8,113.4,6.88,28.8
5/13/2021,5:51:37 PM,Megan,-17.54106,-149.8985,758.5,69322.9,64650.8,43.65,83.8,114.6,6.95,28.8
5/13/2021,5:51:47 PM,Megan,-17.54107,-149.8985,758.6,69335.3,64649.9,43.65,83.8,114.7,6.95,28.8
5/13/2021,5:51:48 PM,Megan,-17.54107,-149.8985,758.5,69335.7,64649.9,43.65,83.8,114.7,6.95,28.8
5/13/2021,5:51:55 PM,Megan,-17.54107,-149.89848,758.5,69340.2,64650.7,43.65,83.8,114.5,6.94,28.8
