7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643498160, +3.04, +30.881, +741.46979, +1052.000, +184.000, +480.000
1643498280, +3.04, +30.857, +613.51586, +1052.000, +184.000, +480.000
1643498400, +3.04, +30.881, +687.37867, +1054.000, +184.000, +478.000
1643498520, +3.04, +30.897, +635.51089, +1052.000, +184.000, +483.000
1643498640, +3.04, +30.913, +639.09054, +1051.000, +184.000, +480.000
1643498760, +3.04, +30.921, +663.06739, +1052.000, +184.000, +480.000
1643498880, +3.04, +30.913, +679.74559, +1054.000, +184.000, +483.000
1643499000, +3.04, +30.929, +697.81106, +1052.000, +182.000, +480.000
1643499120, +3.04, +30.929, +609.40050, +1054.000, +184.000, +480.000
1643499240, +3.04, +30.937, +624.88342, +1052.000, +184.000, +484.000
1643499360, +3.04, +30.929, +598.13823, +1052.000, +184.000, +481.000
1643499480, +3.04, +30.937, +482.44058, +1052.000, +184.000, +483.000
1643499600, +3.04, +30.921, +658.01686, +1052.000, +184.000, +480.000
1643499720, +3.04, +30.945, +596.12545, +1052.000, +184.000, +480.000
1643499840, +3.04, +30.937, +612.85010, +1052.000, +184.000, +484.000
1643499960, +3.04, +30.953, +571.57264, +1052.000, +184.000, +480.000
1643500080, +3.04, +30.961, +599.28396, +1052.000, +185.000, +480.000
1643500200, +3.04, +30.937, +570.97190, +1052.000, +180.000, +480.000
1643500320, +3.04, +30.945, +566.98041, +1052.000, +184.000, +486.000
1643500440, +3.04, +30.945, +586.07394, +1052.000, +179.000, +481.000
1643500560, +3.04, +30.937, +553.73632, +1054.000, +180.000, +481.000
1643500680, +3.04, +30.937, +400.57930, +1040.000, +156.000, +531.000
1643500800, +3.04, +30.929, +404.62344, +1039.000, +160.000, +528.000
1643500920, +3.04, +30.921, +400.96328, +1039.000, +158.000, +531.000
1643501040, +3.04, +30.913, +384.86414, +1040.000, +158.000, +531.000
1643501160, +3.04, +30.921, +409.38598, +1040.000, +152.000, +529.000
1643501280, +3.04, +30.929, +433.01292, +1039.000, +156.000, +530.000
1643501400, +3.04, +30.913, +429.44875, +1039.000, +160.000, +528.000
1643501520, +3.04, +30.913, +430.65951, +1038.000, +160.000, +528.000
1643501640, +3.04, +30.921, +386.58274, +1038.000, +160.000, +529.000
1643501760, +3.04, +30.921, +414.28788, +1039.000, +152.000, +528.000
1643501880, +3.04, +30.873, +411.87873, +1040.000, +158.000, +531.000
1643502000, +3.04, +30.849, +417.81179, +1039.000, +156.000, +528.000
1643502120, +3.04, +30.817, +368.62566, +1040.000, +156.000, +528.000
1643502240, +3.04, +30.801, +216.71037, +1040.000, +152.000, +528.000
1643502360, +3.04, +30.761, +178.56975, +1038.000, +158.000, +528.000
1643502480, +3.04, +30.721, +161.90084, +1040.000, +156.000, +528.000
1643502600, +3.04, +30.697, +97.93472, +1043.000, +152.000, +528.000
1643502720, +3.04, +30.673, +101.38741, +1039.000, +152.000, +532.000
1643502840, +3.04, +30.657, +89.64826, +1040.000, +152.000, +528.000
1643502960, +3.04, +30.641, +100.55443, +1040.000, +152.000, +531.000
1643503080, +3.04, +30.625, +116.94155, +1040.000, +152.000, +528.000
1643503200, +3.04, +30.609, +85.27588, +1040.000, +152.000, +528.000
1643503320, +3.04, +30.593, +121.31082, +1043.000, +148.000, +531.000
1643503440, +3.04, +30.577, +108.29588, +1040.000, +148.000, +532.000
1643503560, +3.04, +30.561, +132.25725, +1040.000, +147.000, +531.000
1643503680, +3.04, +30.553, +116.91368, +1040.000, +147.000, +529.000
1643503800, +3.04, +30.521, +93.67072, +1043.000, +147.000, +532.000
1643503920, +3.04, +30.497, +73.72872, +1040.000, +152.000, +527.000
1643504040, +3.04, +30.480, +70.35035, +1040.000, +144.000, +536.000
1643504160, +3.04, +30.448, +70.05927, +1040.000, +147.000, +532.000
1643504280, +3.04, +30.440, +68.64413, +1040.000, +152.000, +529.000
1643504400, +3.04, +30.408, +68.93212, +1040.000, +152.000, +528.000
1643504520, +3.04, +30.384, +73.08773, +1040.000, +150.000, +532.000
1643504640, +3.04, +30.368, +76.60235, +1043.000, +116.000, +539.000
1643504760, +3.04, +30.328, +74.52764, +1043.000, +112.000, +540.000
1643504880, +3.04, +30.279, +70.27603, +1041.000, +112.000, +536.000
1643505000, +3.04, +30.215, +69.63194, +1044.000, +112.000, +540.000
1643505120, +3.04, +30.118, +87.48065, +1043.000, +104.000, +544.000
1643505240, +3.04, +30.094, +82.58495, +1040.000, +112.000, +542.000
1643505360, +3.04, +30.054, +77.05755, +1044.000, +113.000, +540.000
1643505480, +3.04, +30.013, +80.68984, +1041.000, +108.000, +536.000
1643505600, +3.04, +29.973, +84.41813, +1043.000, +103.000, +550.000
1643505720, +3.04, +29.925, +87.30724, +1048.000, +104.000, +540.000
1643505840, +3.04, +29.900, +103.72223, +1043.000, +104.000, +544.000
1643505960, +3.04, +29.852, +105.93009, +1046.000, +100.000, +556.000
1643506080, +3.04, +29.811, +112.22545, +1043.000, +96.000, +563.000
