7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643671200, +3.03, +30.102, +144.22864, +1043.000, +152.000, +536.000
1643671320, +3.03, +30.094, +378.40467, +1040.000, +148.000, +540.000
1643671440, +3.03, +30.102, +113.24732, +1040.000, +144.000, +544.000
1643671560, +3.03, +30.094, +163.55132, +1040.000, +152.000, +537.000
1643671680, +3.03, +30.086, +352.85166, +1041.000, +152.000, +534.000
1643671800, +3.03, +30.070, +264.04474, +1040.000, +152.000, +536.000
1643671920, +3.03, +30.086, +344.68907, +1040.000, +152.000, +540.000
1643672040, +3.03, +30.086, +358.16540, +1040.000, +145.000, +537.000
1643672160, +3.03, +30.086, +339.42487, +1040.000, +152.000, +536.000
1643672280, +3.03, +30.070, +158.10443, +1040.000, +153.000, +536.000
1643672400, +3.03, +30.110, +334.58182, +1040.000, +156.000, +534.000
1643672520, +3.03, +30.110, +296.26779, +1043.000, +152.000, +536.000
1643672640, +3.03, +30.142, +353.91998, +1039.000, +150.000, +540.000
1643672760, +3.03, +30.151, +127.94371, +1040.000, +152.000, +542.000
1643672880, +3.03, +30.159, +106.55251, +1040.000, +152.000, +537.000
1643673000, +3.03, +30.167, +114.62220, +1040.000, +152.000, +536.000
1643673120, +3.03, +30.183, +101.97885, +1039.000, +152.000, +540.000
1643673240, +3.03, +30.199, +107.32046, +1039.000, +156.000, +536.000
1643673360, +3.03, +30.191, +94.93103, +1040.000, +160.000, +530.000
1643673480, +3.03, +30.231, +91.01695, +1040.000, +160.000, +531.000
1643673600, +3.03, +30.255, +93.63975, +1040.000, +152.000, +536.000
1643673720, +3.03, +30.255, +87.38466, +1039.000, +152.000, +536.000
1643673840, +3.03, +30.263, +100.05897, +1040.000, +156.000, +536.000
1643673960, +3.03, +30.279, +82.69024, +1040.000, +160.000, +531.000
1643674080, +3.03, +30.296, +122.20883, +1039.000, +158.000, +531.000
1643674200, +3.03, +30.288, +63.43568, +1039.000, +152.000, +536.000
1643674320, +3.03, +30.271, +61.69850, +1040.000, +156.000, +536.000
1643674440, +3.03, +30.288, +65.58471, +1039.000, +160.000, +536.000
1643674560, +3.03, +30.296, +68.46453, +1038.000, +156.000, +534.000
1643674680, +3.03, +30.296, +63.17247, +1040.000, +152.000, +536.000
1643674800, +3.03, +30.279, +72.62324, +1040.000, +160.000, +529.000
1643674920, +3.03, +30.296, +75.64551, +1040.000, +160.000, +536.000
1643675040, +3.03, +30.271, +62.40142, +1038.000, +156.000, +534.000
1643675160, +3.03, +30.271, +56.36618, +1040.000, +158.000, +534.000
1643675280, +3.03, +30.271, +57.16819, +1039.000, +156.000, +536.000
1643675400, +3.03, +30.263, +52.53261, +1040.000, +156.000, +534.000
1643675520, +3.03, +30.231, +61.01415, +1042.000, +152.000, +536.000
1643675640, +3.03, +30.223, +66.46723, +1040.000, +160.000, +528.000
1643675760, +3.03, +30.215, +67.24138, +1043.000, +152.000, +536.000
1643675880, +3.03, +30.223, +67.02772, +1040.000, +150.000, +536.000
1643676000, +3.03, +30.183, +71.56111, +1041.000, +150.000, +536.000
1643676120, +3.03, +30.167, +70.52066, +1040.000, +147.000, +540.000
1643676240, +3.03, +30.126, +62.36426, +1039.000, +152.000, +540.000
1643676360, +3.03, +30.126, +66.90695, +1040.000, +152.000, +536.000
1643676480, +3.03, +30.086, +77.59636, +1041.000, +145.000, +540.000
1643676600, +3.03, +30.070, +94.08566, +1041.000, +152.000, +536.000
1643676720, +3.03, +30.054, +100.32528, +1040.000, +147.000, +540.000
1643676840, +3.03, +30.005, +93.53137, +1040.000, +148.000, +544.000
1643676960, +3.03, +30.013, +80.48856, +1040.000, +148.000, +538.000
1643677080, +3.03, +29.989, +98.63764, +1040.000, +144.000, +544.000
1643677200, +3.03, +29.973, +104.03189, +1040.000, +150.000, +536.000
1643677320, +3.03, +29.957, +91.63936, +1040.000, +152.000, +536.000
1643677440, +3.03, +29.925, +76.86866, +1040.000, +152.000, +534.000
1643677560, +3.03, +29.925, +87.41562, +1040.000, +147.000, +540.000
1643677680, +3.03, +29.892, +81.19459, +1040.000, +140.000, +545.000
1643677800, +3.03, +29.884, +67.72754, +1040.000, +150.000, +536.000
1643677920, +3.03, +29.876, +76.36701, +1039.000, +144.000, +540.000
1643678040, +3.03, +29.876, +74.93329, +1040.000, +142.000, +543.000
1643678160, +3.03, +29.860, +74.98594, +1040.000, +140.000, +544.000
1643678280, +3.03, +29.852, +64.78269, +1040.000, +143.000, +540.000
1643678400, +3.03, +29.827, +60.04802, +1040.000, +147.000, +540.000
1643678520, +3.03, +29.819, +61.70159, +1040.000, +142.000, +540.000
1643678640, +3.03, +29.795, +60.47225, +1040.000, +142.000, +540.000
1643678760, +3.03, +29.787, +61.09157, +1040.000, +140.000, +544.000
1643678880, +3.03, +29.803, +59.07569, +1041.000, +144.000, +536.000
1643679000, +3.03, +29.803, +61.49103, +1040.000, +150.000, +540.000
1643679120, +3.03, +29.811, +66.54155, +1040.000, +142.000, +540.000
1643679240, +3.03, +29.795, +57.25180, +1040.000, +140.000, +550.000
1643679360, +3.03, +29.771, +55.88621, +1041.000, +144.000, +536.000
1643679480, +3.03, +29.779, +62.42000, +1043.000, +136.000, +559.000
1643679600, +3.03, +29.795, +65.05829, +1039.000, +136.000, +550.000
1643679720, +3.03, +29.811, +54.98510, +1040.000, +142.000, +544.000
1643679840, +3.03, +29.787, +52.79892, +1040.000, +132.000, +556.000
1643679960, +3.03, +29.771, +51.76775, +1044.000, +148.000, +536.000
1643680080, +3.03, +29.771, +48.13856, +1040.000, +140.000, +544.000
1643680200, +3.03, +29.755, +41.76269, +1040.000, +142.000, +544.000
1643680320, +3.03, +29.722, +41.72863, +1041.000, +144.000, +536.000
1643680440, +3.03, +29.690, +45.44763, +1041.000, +140.000, +544.000
1643680560, +3.03, +29.657, +40.78727, +1040.000, +136.000, +550.000
1643680680, +3.03, +29.633, +42.31388, +1040.000, +132.000, +551.000
1643680800, +3.03, +29.576, +37.25716, +1041.000, +128.000, +559.000
1643680920, +3.03, +29.536, +37.60398, +1043.000, +130.000, +551.000
1643681040, +3.03, +29.487, +37.22310, +1040.000, +136.000, +550.000
1643681160, +3.03, +29.479, +35.95040, +1041.000, +128.000, +566.000
1643681280, +3.03, +29.455, +34.51978, +1040.000, +140.000, +540.000
1643681400, +3.03, +29.422, +34.62197, +1041.000, +132.000, +553.000
1643681520, +3.03, +29.365, +33.16967, +1043.000, +128.000, +559.000
1643681640, +3.03, +29.357, +34.86041, +1036.000, +126.000, +575.000
1643681760, +3.03, +29.317, +34.74893, +1040.000, +128.000, +558.000
1643681880, +3.03, +29.300, +35.72126, +1040.000, +128.000, +563.000
1643682000, +3.03, +29.292, +37.35006, +1040.000, +128.000, +575.000
1643682120, +3.03, +29.251, +37.72784, +1040.000, +130.000, +573.000
1643682240, +3.03, +29.227, +35.87299, +1040.000, +128.000, +572.000
1643682360, +3.03, +29.211, +33.03652, +1038.000, +128.000, +568.000
1643682480, +3.03, +29.211, +30.50042, +1039.000, +123.000, +575.000
1643682600, +3.03, +29.194, +30.91226, +1040.000, +120.000, +575.000
1643682720, +3.03, +29.162, +28.31113, +1040.000, +126.000, +575.000
1643682840, +3.03, +29.154, +25.68213, +1041.000, +128.000, +563.000
1643682960, +3.03, +29.072, +22.57316, +1039.000, +129.000, +569.000
1643683080, +3.03, +29.015, +19.33104, +1039.000, +124.000, +575.000
1643683200, +3.03, +28.901, +18.50735, +937.000, +124.000, +663.000
1643683320, +3.03, +28.860, +16.29329, +940.000, +126.000, +662.000
1643683440, +3.03, +28.819, +14.60256, +940.000, +124.000, +659.000
1643683560, +3.03, +28.770, +14.27432, +940.000, +124.000, +659.000
1643683680, +3.03, +28.681, +17.73630, +940.000, +124.000, +664.000
1643683800, +3.03, +28.623, +13.69836, +939.000, +127.000, +659.000
1643683920, +3.03, +28.640,  +8.82433, +940.000, +126.000, +659.000
1643684040, +3.03, +28.607,  +7.84891, +942.000, +126.000, +663.000
1643684160, +3.03, +28.550,  +6.99735, +942.000, +124.000, +659.000
1643684280, +3.03, +28.574,  +6.56692, +937.000, +124.000, +659.000
1643684400, +3.03, +28.542,  +6.00025, +940.000, +124.000, +659.000
1643684520, +3.03, +28.542,  +5.62247, +937.000, +127.000, +660.000
1643684640, +3.03, +28.533,  +4.81735, +939.000, +124.000, +662.000
1643684760, +3.03, +28.525,  +4.22900, +937.000, +127.000, +659.000
1643684880, +3.03, +28.501,  +3.66233, +937.000, +127.000, +660.000
1643685000, +3.03, +28.484,  +3.21952, +937.000, +126.000, +662.000
1643685120, +3.03, +28.476,  +2.62807, +936.000, +126.000, +662.000
1643685240, +3.03, +28.460,  +2.22861, +937.000, +124.000, +659.000
1643685360, +3.03, +28.476,  +2.08926, +940.000, +124.000, +662.000
1643685480, +3.03, +28.452,  +1.55665, +937.000, +124.000, +659.000
1643685600, +3.03, +28.435,  +1.10455, +940.000, +127.000, +662.000
1643685720, +3.03, +28.394,  +0.65555, +940.000, +127.000, +659.000
1643685840, +3.03, +28.386,  +0.53168, +940.000, +124.000, +659.000
1643685960, +3.03, +28.386,  +0.38305, +940.000, +126.000, +662.000
1643686080, +3.03, +28.353,  +0.22822, +937.000, +127.000, +664.000
1643686200, +3.03, +28.304,  +0.05171, +936.000, +126.000, +662.000
1643686320, +3.03, +28.288,  +0.15390, +940.000, +127.000, +659.000
1643686440, +3.03, +28.263,  +0.00217, +937.000, +126.000, +659.000
1643686560, +3.03, +28.247,  -0.01332, +940.000, +127.000, +662.000
1643686680, +3.03, +28.206,  -0.03809, +1001.000, +152.000, +620.000
1643686800, +3.03, +28.189,  +0.02694, +937.000, +124.000, +663.000
1643686920, +3.03, +28.173,  +0.03004, +1000.000, +156.000, +624.000
1643687040, +3.03, +28.148,  +0.03313, +939.000, +126.000, +659.000
1643687160, +3.03, +28.156,  +0.00217, +1001.000, +156.000, +624.000
1643687280, +3.03, +28.140,  -0.06286, +936.000, +124.000, +660.000
1643687400, +3.03, +28.140,  +0.06410, +1004.000, +158.000, +620.000
1643687520, +3.03, +28.132,  -0.09692, +942.000, +126.000, +659.000
1643687640, +3.03, +28.091,  -0.09692, +1004.000, +156.000, +620.000
1643687760, +3.03, +28.066,  -0.03809, +1001.000, +156.000, +624.000
1643687880, +3.03, +28.033,  -0.13718, +940.000, +124.000, +662.000
1643688000, +3.03, +28.017,  -0.05047, +1008.000, +160.000, +609.000
1643688120, +3.03, +27.976,  -0.10621, +1036.000, +172.000, +536.000
1643688240, +3.03, +27.984,  -0.10002, +1035.000, +176.000, +540.000
1643688360, +3.03, +27.927,  +0.00526, +1038.000, +172.000, +527.000
1643688480, +3.03, +27.918,  -0.04118, +999.000, +156.000, +624.000
1643688600, +3.03, +27.902,  -0.03809, +940.000, +126.000, +659.000
1643688720, +3.03, +27.902,  +0.00526, +940.000, +126.000, +659.000
