date,PAR,Temperature
2021-08-04T17:01:00Z,214.22071,27.391
2021-08-04T17:02:00Z,211.8766,27.391
2021-08-04T17:03:00Z,184.56473,27.391
2021-08-04T17:04:00Z,169.06633,27.383
2021-08-04T17:05:00Z,134.22667,27.375
2021-08-04T17:06:00Z,142.98381,27.375
2021-08-04T17:07:00Z,137.30468,27.367
2021-08-04T17:08:00Z,118.4341,27.35
2021-08-04T17:09:00Z,136.04437,27.35
2021-08-04T17:10:00Z,135.44053,27.375
2021-08-04T17:11:00Z,114.11436,27.359
2021-08-04T17:12:00Z,103.3847,27.342
2021-08-04T17:13:00Z,75.77556,27.359
2021-08-04T17:14:00Z,74.29849,27.342
2021-08-04T17:15:00Z,63.45116,27.35
2021-08-04T17:16:00Z,67.44576,27.317
2021-08-04T17:17:00Z,77.09781,27.35
2021-08-04T17:18:00Z,75.44733,27.317
2021-08-04T17:19:00Z,77.94317,27.309
2021-08-04T17:20:00Z,83.70901,27.309
2021-08-04T17:21:00Z,82.50754,27.317
2021-08-04T17:22:00Z,80.5505,27.309
2021-08-04T17:23:00Z,79.40166,27.309
2021-08-04T17:24:00Z,73.83091,27.301
2021-08-04T17:25:00Z,68.3159,27.284
2021-08-04T17:26:00Z,66.7738,27.293
2021-08-04T17:27:00Z,59.39154,27.284
2021-08-04T17:28:00Z,51.05244,27.293
2021-08-04T17:29:00Z,44.88714,27.276
2021-08-04T17:30:00Z,42.56471,27.284
2021-08-04T17:31:00Z,39.72204,27.268
2021-08-04T17:32:00Z,36.50469,27.268
2021-08-04T17:33:00Z,34.68081,27.235
2021-08-04T17:34:00Z,31.98678,27.251
2021-08-04T17:35:00Z,29.8811,27.251
2021-08-04T17:36:00Z,26.6204,27.235
2021-08-04T17:37:00Z,24.28558,27.235
2021-08-04T17:38:00Z,22.96333,27.227
2021-08-04T17:39:00Z,21.26021,27.227
2021-08-04T17:40:00Z,19.51064,27.227
2021-08-04T17:41:00Z,18.21317,27.218
2021-08-04T17:42:00Z,7.42468,27.227
2021-08-04T17:43:00Z,7.1026300000000004,27.202
2021-08-04T17:44:00Z,6.53286,27.202
2021-08-04T17:45:00Z,5.93522,27.169
2021-08-04T17:46:00Z,5.34377,27.161
2021-08-04T17:47:00Z,4.79568,27.144
2021-08-04T17:48:00Z,4.34048,27.128
2021-08-04T17:49:00Z,3.81097,27.111
2021-08-04T17:50:00Z,3.20713,27.111
2021-08-04T17:51:00Z,2.83554,27.111
2021-08-04T17:52:00Z,2.34318,27.111
2021-08-04T17:53:00Z,1.91895,27.094
2021-08-04T17:54:00Z,1.58143,27.086
2021-08-04T17:55:00Z,1.28415,27.086
2021-08-04T17:56:00Z,1.17887,27.086
2021-08-04T17:57:00Z,0.77941,27.078
2021-08-04T17:58:00Z,0.65245,27.053
2021-08-04T17:59:00Z,0.50381,27.07
2021-08-04T18:00:00Z,0.40472,27.053
2021-08-04T18:01:00Z,0.29944,27.053
2021-08-04T18:02:00Z,0.23751,27.053
2021-08-04T18:03:00Z,0.07958,27.028
2021-08-04T18:04:00Z,0.14151,27.02
2021-08-04T18:05:00Z,0.05171,27.028
2021-08-04T18:06:00Z,0.07339,27.012
2021-08-04T18:07:00Z,-0.03189,26.995
2021-08-04T18:08:00Z,-0.07525,27.012
2021-08-04T18:09:00Z,0.1508,26.995
2021-08-04T18:10:00Z,-0.01022,26.995
2021-08-04T18:11:00Z,-0.05667,26.987
2021-08-04T18:12:00Z,0.05791,26.987
2021-08-04T18:13:00Z,-0.03189,26.971
2021-08-04T18:14:00Z,-0.05667,26.971
2021-08-04T18:15:00Z,-0.05667,26.971
2021-08-04T18:16:00Z,-0.06596,26.962
2021-08-04T18:17:00Z,-0.06596,26.962
2021-08-04T18:18:00Z,0.07029,26.946
2021-08-04T18:19:00Z,-0.01332,26.954
2021-08-04T18:20:00Z,-0.01951,26.938
2021-08-04T18:21:00Z,0.04242,26.946
2021-08-04T18:22:00Z,-0.01332,26.954
2021-08-04T18:23:00Z,0.07649,26.929
2021-08-04T18:24:00Z,-0.03189,26.946
2021-08-04T18:25:00Z,-0.12789,26.896
2021-08-04T18:26:00Z,-0.04428,26.929
2021-08-04T18:27:00Z,-0.0257,26.888
2021-08-04T18:28:00Z,-0.00403,26.929
2021-08-04T18:29:00Z,-0.01332,26.938
2021-08-04T18:30:00Z,0.02694,26.913
2021-08-04T18:31:00Z,0.04862,26.904
2021-08-04T18:32:00Z,-0.1217,26.904
2021-08-04T18:33:00Z,0.03004,26.913
2021-08-04T18:34:00Z,0.04242,26.896
2021-08-04T18:35:00Z,0.02075,26.88
2021-08-04T18:36:00Z,-0.06286,26.888
2021-08-04T18:37:00Z,-0.00403,26.913
2021-08-04T18:38:00Z,-0.13099,26.896
2021-08-04T18:39:00Z,-0.03499,26.871
2021-08-04T18:40:00Z,-0.07215,26.888
2021-08-04T18:41:00Z,-0.02261,26.904
2021-08-04T18:42:00Z,-0.03189,26.871
2021-08-04T18:43:00Z,0.01146,26.871
2021-08-04T18:44:00Z,-0.01022,26.88
2021-08-04T18:45:00Z,-0.01641,26.88
2021-08-04T18:46:00Z,-0.07525,26.871
2021-08-04T18:47:00Z,0.01146,26.88
2021-08-04T18:48:00Z,-0.05357,26.888
2021-08-04T18:49:00Z,0.02075,26.855
2021-08-04T18:50:00Z,-0.01022,26.847
2021-08-04T18:51:00Z,0.07339,26.863
2021-08-04T18:52:00Z,-0.10931,26.847
2021-08-04T18:53:00Z,-0.05047,26.863
2021-08-04T18:54:00Z,0.07649,26.863
2021-08-04T18:55:00Z,-0.01951,26.847
2021-08-04T18:56:00Z,0.00526,26.838
