TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2021-10-28,2021-08-04T17:00:00Z,27.47,8.37,-93.83,8.054446113683774,-91.4743402216367
2021-10-28,2021-08-04T17:01:00Z,27.47,8.37,-93.85,8.054781405601483,-91.4743402216367
2021-10-28,2021-08-04T17:02:00Z,27.47,8.37,-93.88,8.05528434347805,-91.4743402216367
2021-10-28,2021-08-04T17:03:00Z,27.47,8.37,-93.92,8.055954927313472,-91.4743402216367
2021-10-28,2021-08-04T17:04:00Z,27.47,8.37,-93.97,8.056793157107748,-91.4743402216367
2021-10-28,2021-08-04T17:05:00Z,27.47,8.38,-94.08,8.058637262655157,-91.4743402216367
2021-10-28,2021-08-04T17:06:00Z,27.47,8.38,-94.13,8.059475492449433,-91.4743402216367
2021-10-28,2021-08-04T17:07:00Z,27.44,8.38,-94.16,8.06030191525933,-91.51043475747008
2021-10-28,2021-08-04T17:08:00Z,27.44,8.38,-94.21,8.061140228712057,-91.51043475747008
2021-10-28,2021-08-04T17:09:00Z,27.44,8.38,-94.22,8.061307891402603,-91.51043475747008
2021-10-28,2021-08-04T17:10:00Z,27.44,8.38,-94.11,8.059463601806602,-91.51043475747008
2021-10-28,2021-08-04T17:11:00Z,27.44,8.38,-94.1,8.059295939116057,-91.51043475747008
2021-10-28,2021-08-04T17:12:00Z,27.44,8.37,-94.05,8.058457625663328,-91.51043475747008
2021-10-28,2021-08-04T17:13:00Z,27.42,8.38,-94.08,8.059176187282972,-91.534497781359
2021-10-28,2021-08-04T17:14:00Z,27.42,8.37,-94.05,8.05867316574239,-91.534497781359
2021-10-28,2021-08-04T17:15:00Z,27.42,8.37,-94,8.057834796508082,-91.534497781359
2021-10-28,2021-08-04T17:16:00Z,27.42,8.37,-93.96,8.057164101120637,-91.534497781359
2021-10-28,2021-08-04T17:17:00Z,27.4,8.37,-93.86,8.055702695680068,-91.55856080524791
2021-10-28,2021-08-04T17:18:00Z,27.4,8.37,-93.78,8.054361215642775,-91.55856080524791
2021-10-28,2021-08-04T17:19:00Z,27.4,8.37,-93.77,8.054193530638113,-91.55856080524791
2021-10-28,2021-08-04T17:20:00Z,27.4,8.37,-93.72,8.053355105614804,-91.55856080524791
2021-10-28,2021-08-04T17:21:00Z,27.4,8.37,-93.67,8.052516680591495,-91.55856080524791
2021-10-28,2021-08-04T17:22:00Z,27.37,8.37,-93.66,8.05267166960418,-91.59465534108128
2021-10-28,2021-08-04T17:23:00Z,27.37,8.37,-93.64,8.052336266115885,-91.59465534108128
2021-10-28,2021-08-04T17:24:00Z,27.37,8.37,-93.64,8.052336266115885,-91.59465534108128
2021-10-28,2021-08-04T17:25:00Z,27.37,8.37,-93.57,8.051162353906856,-91.59465534108128
2021-10-28,2021-08-04T17:26:00Z,27.37,8.37,-93.58,8.051330055651002,-91.59465534108128
2021-10-28,2021-08-04T17:27:00Z,27.35,8.37,-93.5,8.050203385292516,-91.6187183649702
2021-10-28,2021-08-04T17:28:00Z,27.35,8.36,-93.41,8.048693969141567,-91.6187183649702
2021-10-28,2021-08-04T17:29:00Z,27.35,8.36,-93.36,8.047855404613264,-91.6187183649702
2021-10-28,2021-08-04T17:30:00Z,27.35,8.36,-93.42,8.048861682047228,-91.6187183649702
