"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity","Salinity_off"
"1",2021-05-25 09:50:00,"CT_350_052521",27.77,41601.8,58024.0666666667,27.8433333333333,NA,36.38143713714,31.1526719001924
"2",2021-05-25 09:50:30,"CT_350_052521",27.79,41583,58005.2666666667,27.8633333333333,NA,36.3526400548021,31.1238748178545
"3",2021-05-25 09:51:00,"CT_350_052521",27.79,41616.8,58039.0666666667,27.8633333333333,NA,36.3765529999236,31.147787762976
"4",2021-05-25 09:51:30,"CT_350_052521",27.79,41594.2,58016.4666666667,27.8633333333333,NA,36.3605635812583,31.1317983443107
"5",2021-05-25 09:52:00,"CT_350_052521",27.79,41601.8,58024.0666666667,27.8633333333333,NA,36.3659404234421,31.1371751864945
"6",2021-05-25 09:52:30,"CT_350_052521",27.79,41620.6,58042.8666666667,27.8633333333333,NA,36.3792416010564,31.1504763641088
"7",2021-05-25 09:53:00,"CT_350_052521",27.79,41579.2,58001.4666666667,27.8633333333333,NA,36.3499517807018,31.1211865437542
"8",2021-05-25 09:53:30,"CT_350_052521",27.79,41579.2,58001.4666666667,27.8633333333333,NA,36.3499517807018,31.1211865437542
"9",2021-05-25 09:54:00,"CT_350_052521",27.79,41605.5,58027.7666666667,27.8633333333333,NA,36.3685581444591,31.1397929075115
"10",2021-05-25 09:54:30,"CT_350_052521",27.79,41620.6,58042.8666666667,27.8633333333333,NA,36.3792416010564,31.1504763641088
"11",2021-05-25 09:55:00,"CT_350_052521",27.81,41579.2,58001.4666666667,27.8833333333333,NA,36.3344731703712,31.1057079334236
"12",2021-05-25 09:55:30,"CT_350_052521",27.81,41624.4,58046.6666666667,27.8833333333333,NA,36.3664375852475,31.1376723482999
"13",2021-05-25 09:56:00,"CT_350_052521",27.81,41609.3,58031.5666666667,27.8833333333333,NA,36.3557586878977,31.1269934509501
"14",2021-05-25 09:56:30,"CT_350_052521",27.81,41643.2,58065.4666666667,27.8833333333333,NA,36.3797338949339,31.1509686579863
"15",2021-05-25 09:57:00,"CT_350_052521",27.8,41631.9,58054.1666666667,27.8733333333333,NA,36.379487971426,31.1507227344784
"16",2021-05-25 09:57:30,"CT_350_052521",27.81,41650.8,58073.0666666667,27.8833333333333,NA,36.3851092283126,31.156343991365
"17",2021-05-25 09:58:00,"CT_350_052521",27.8,41635.7,58057.9666666667,27.8733333333333,NA,36.3821761135284,31.1534108765808
"18",2021-05-25 09:58:30,"CT_350_052521",27.81,41613.1,58035.3666666667,27.8833333333333,NA,36.3584460434196,31.129680806472
"19",2021-05-25 09:59:00,"CT_350_052521",27.8,41635.7,58057.9666666667,27.8733333333333,NA,36.3821761135284,31.1534108765808
"20",2021-05-25 09:59:30,"CT_350_052521",27.8,41631.9,58054.1666666667,27.8733333333333,NA,36.379487971426,31.1507227344784
"21",2021-05-25 10:00:00,"CT_350_052521",27.8,41665.9,58088.1666666667,27.8733333333333,NA,36.4035409438693,31.1747757069217
"22",2021-05-25 10:00:30,"CT_350_052521",27.8,41631.9,58054.1666666667,27.8733333333333,NA,36.379487971426,31.1507227344784
"23",2021-05-25 10:01:00,"CT_350_052521",27.8,41635.7,58057.9666666667,27.8733333333333,NA,36.3821761135284,31.1534108765808
"24",2021-05-25 10:01:30,"CT_350_052521",27.77,41609.3,58031.5666666667,27.8433333333333,NA,36.3867456923667,31.1579804554191
"25",2021-05-25 10:02:00,"CT_350_052521",27.79,41650.8,58073.0666666667,27.8633333333333,NA,36.4006100798766,31.171844842929
"26",2021-05-25 10:02:30,"CT_350_052521",27.81,41639.5,58061.7666666667,27.8833333333333,NA,36.3771170041315,31.1483517671839
"27",2021-05-25 10:03:00,"CT_350_052521",27.81,41673.4,58095.6666666667,27.8833333333333,NA,36.401094552866,31.1723293159184
"28",2021-05-25 10:03:30,"CT_350_052521",27.8,41620.6,58042.8666666667,27.8733333333333,NA,36.3714944809073,31.1427292439597
"29",2021-05-25 10:04:00,"CT_350_052521",27.76,41609.3,58031.5666666667,27.8333333333333,NA,36.3944993752974,31.1657341383498
"30",2021-05-25 10:04:30,"CT_350_052521",27.8,41654.5,58076.7666666667,27.8733333333333,NA,36.3954758289516,31.166710592004
"31",2021-05-25 10:05:00,"CT_350_052521",27.8,41684.7,58106.9666666667,27.8733333333333,NA,36.4168419583434,31.1880767213958
"32",2021-05-25 10:05:30,"CT_350_052521",27.79,41620.6,58042.8666666667,27.8633333333333,NA,36.3792416010564,31.1504763641088
"33",2021-05-25 10:06:00,"CT_350_052521",27.8,41628.1,58050.3666666667,27.8733333333333,NA,36.3767998623633,31.1480346254157
"34",2021-05-25 10:06:30,"CT_350_052521",27.77,41643.2,58065.4666666667,27.8433333333333,NA,36.4107419691878,31.1819767322402
"35",2021-05-25 10:07:00,"CT_350_052521",27.8,41692.3,58114.5666666667,27.8733333333333,NA,36.4222191937268,31.1934539567792
"36",2021-05-25 10:07:30,"CT_350_052521",27.77,41662.1,58084.3666666667,27.8433333333333,NA,36.4241215671784,31.1953563302308
"37",2021-05-25 10:08:00,"CT_350_052521",27.77,41677.2,58099.4666666667,27.8433333333333,NA,36.4348116751799,31.2060464382323
"38",2021-05-25 10:08:30,"CT_350_052521",27.8,41654.5,58076.7666666667,27.8733333333333,NA,36.3954758289516,31.166710592004
"39",2021-05-25 10:09:00,"CT_350_052521",27.79,41662.1,58084.3666666667,27.8633333333333,NA,36.4086061069623,31.1798408700147
"40",2021-05-25 10:09:30,"CT_350_052521",27.79,41692.3,58114.5666666667,27.8633333333333,NA,36.4299774543137,31.2012122173661
"41",2021-05-25 10:10:00,"CT_350_052521",27.77,41643.2,58065.4666666667,27.8433333333333,NA,36.4107419691878,31.1819767322402
"42",2021-05-25 10:10:30,"CT_350_052521",27.76,41598,58020.2666666667,27.8333333333333,NA,36.3864994440115,31.1577342070639
"43",2021-05-25 10:11:00,"CT_350_052521",27.58,41120.8,57543.0666666667,27.6533333333333,NA,36.1876002216455,30.9588349846979
"44",2021-05-25 10:11:30,"CT_350_052521",27.74,41545.4,57967.6666666667,27.8133333333333,NA,36.3647604868759,31.1359952499283
"45",2021-05-25 10:12:00,"CT_350_052521",27.71,41369.4,57791.6666666667,27.7833333333333,NA,36.263346386108,31.0345811491604
"46",2021-05-25 10:12:30,"CT_350_052521",27.54,40264.7,56686.9666666667,27.6133333333333,NA,35.611313201397,30.3825479644494
"47",2021-05-25 10:13:00,"CT_350_052521",27.64,41139.3,57561.5666666667,27.7133333333333,NA,36.1543886965041,30.9256234595565
"48",2021-05-25 10:13:30,"CT_350_052521",27.79,41628.1,58050.3666666667,27.8633333333333,NA,36.3845481476499,31.1557829107023
"49",2021-05-25 10:14:00,"CT_350_052521",27.79,41628.1,58050.3666666667,27.8633333333333,NA,36.3845481476499,31.1557829107023
"50",2021-05-25 10:14:30,"CT_350_052521",27.79,41696.1,58118.3666666667,27.8633333333333,NA,36.4326667120983,31.2039014751507
"51",2021-05-25 10:15:00,"CT_350_052521",27.79,41639.5,58061.7666666667,27.8633333333333,NA,36.3926143450466,31.163849108099
"52",2021-05-25 10:15:30,"CT_350_052521",27.79,41643.2,58065.4666666667,27.8633333333333,NA,36.3952323853325,31.1664671483849
"53",2021-05-25 10:16:00,"CT_350_052521",27.8,41707.4,58129.6666666667,27.8733333333333,NA,36.432903303522,31.2041380665744
"54",2021-05-25 10:16:30,"CT_350_052521",27.77,41673.4,58095.6666666667,27.8433333333333,NA,36.4321214001533,31.2033561632057
"55",2021-05-25 10:17:00,"CT_350_052521",27.8,41703.6,58125.8666666667,27.8733333333333,NA,36.4302145380269,31.2014493010793
"56",2021-05-25 10:17:30,"CT_350_052521",27.79,41654.5,58076.7666666667,27.8633333333333,NA,36.4032282158571,31.1744629789095
"57",2021-05-25 10:18:00,"CT_350_052521",27.8,41673.4,58095.6666666667,27.8733333333333,NA,36.4088471026892,31.1800818657416
"58",2021-05-25 10:18:30,"CT_350_052521",27.8,41681,58103.2666666667,27.8733333333333,NA,36.4142241415794,31.1854589046318
"59",2021-05-25 10:19:00,"CT_350_052521",27.79,41681,58103.2666666667,27.8633333333333,NA,36.4219806461652,31.1932154092176
"60",2021-05-25 10:19:30,"CT_350_052521",27.75,41665.9,58088.1666666667,27.8233333333333,NA,36.4423394948452,31.2135742578976
"61",2021-05-25 10:20:00,"CT_350_052521",27.76,41658.3,58080.5666666667,27.8333333333333,NA,36.4291927275477,31.2004274906001
"62",2021-05-25 10:20:30,"CT_350_052521",27.76,41658.3,58080.5666666667,27.8333333333333,NA,36.4291927275477,31.2004274906001
"63",2021-05-25 10:21:00,"CT_350_052521",27.76,41665.9,58088.1666666667,27.8333333333333,NA,36.4345742300432,31.2058089930956
"64",2021-05-25 10:21:30,"CT_350_052521",27.77,41665.9,58088.1666666667,27.8433333333333,NA,36.4268117438611,31.1980465069135
"65",2021-05-25 10:22:00,"CT_350_052521",27.76,41696.1,58118.3666666667,27.8333333333333,NA,36.4559599292007,31.2271946922531
