Serial Number:21335985 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2022-03-28 11:40:00,36.46,"26,716", , , , , 
2022-03-28 11:50:00,34.83,61, , , , , 
2022-03-28 12:00:00,33.55,436, , , , , 
2022-03-28 12:10:00,29.51,136, , , , , 
2022-03-28 12:20:00,29.38,115, , , , , 
2022-03-28 12:30:00,29.04,120, , , , , 
2022-03-28 12:40:00,29.13,"1,447", , , , , 
2022-03-28 12:50:00,29.26,"1,418", , , , , 
2022-03-28 13:00:00,29.38,"1,510", , , , , 
2022-03-28 13:10:00,29.34,"1,833", , , , , 
2022-03-28 13:20:00,29.34,"2,389", , , , , 
2022-03-28 13:30:00,29.30,"1,615", , , , , 
2022-03-28 13:40:00,29.30,"1,526", , , , , 
2022-03-28 13:50:00,29.21,"1,484", , , , , 
2022-03-28 14:00:00,29.34,"2,632", , , , , 
2022-03-28 14:10:00,29.38,"2,280", , , , , 
2022-03-28 14:20:00,29.34,"2,697", , , , , 
2022-03-28 14:30:00,29.47,"3,759", , , , , 
2022-03-28 14:40:00,29.51,"5,798", , , , , 
2022-03-28 14:50:00,29.56,"2,166", , , , , 
2022-03-28 15:00:00,29.56,"1,758", , , , , 
2022-03-28 15:10:00,29.43,"1,066", , , , , 
2022-03-28 15:20:00,29.43,"1,209", , , , , 
2022-03-28 15:30:00,29.64,"3,544", , , , , 
2022-03-28 15:40:00,29.86,"3,475", , , , , 
2022-03-28 15:50:00,29.86,"3,828", , , , , 
2022-03-28 16:00:00,29.98,"3,278", , , , , 
2022-03-28 16:10:00,29.94,"2,760", , , , , 
2022-03-28 16:20:00,29.98,"2,892", , , , , 
2022-03-28 16:30:00,30.03,"2,477", , , , , 
2022-03-28 16:40:00,30.03,"2,145", , , , , 
2022-03-28 16:50:00,29.98,981, , , , , 
2022-03-28 17:00:00,29.98,"1,282", , , , , 
2022-03-28 17:10:00,29.98,"1,055", , , , , 
2022-03-28 17:20:00,30.03,"1,295", , , , , 
2022-03-28 17:30:00,29.98,588, , , , , 
2022-03-28 17:40:00,29.94,343, , , , , 
2022-03-28 17:50:00,29.98,160, , , , , 
2022-03-28 18:00:00,29.98,66, , , , , 
2022-03-28 18:10:00,29.98,15, , , , , 
2022-03-28 18:20:00,29.94,1, , , , , 
2022-03-28 18:30:00,29.68,0, , , , , 
2022-03-28 18:40:00,29.30,0, , , , , 
2022-03-28 18:50:00,29.34,0, , , , , 
2022-03-28 19:00:00,29.51,0, , , , , 
2022-03-28 19:10:00,29.77,0, , , , , 
2022-03-28 19:20:00,29.81,0, , , , , 
2022-03-28 19:30:00,29.77,0, , , , , 
2022-03-28 19:40:00,29.86,0, , , , , 
2022-03-28 19:50:00,29.86,0, , , , , 
2022-03-28 20:00:00,29.81,0, , , , , 
2022-03-28 20:10:00,29.26,0, , , , , 
2022-03-28 20:20:00,29.64,0, , , , , 
2022-03-28 20:30:00,29.73,0, , , , , 
2022-03-28 20:40:00,29.73,0, , , , , 
2022-03-28 20:50:00,29.64,0, , , , , 
2022-03-28 21:00:00,29.64,0, , , , , 
2022-03-28 21:10:00,29.64,0, , , , , 
2022-03-28 21:20:00,29.34,0, , , , , 
2022-03-28 21:30:00,29.64,0, , , , , 
2022-03-28 21:40:00,29.64,0, , , , , 
2022-03-28 21:50:00,29.64,0, , , , , 
2022-03-28 22:00:00,29.68,0, , , , , 
2022-03-28 22:10:00,29.64,0, , , , , 
2022-03-28 22:20:00,29.60,0, , , , , 
2022-03-28 22:30:00,29.60,0, , , , , 
2022-03-28 22:40:00,29.60,0, , , , , 
2022-03-28 22:50:00,29.60,0, , , , , 
2022-03-28 23:00:00,29.60,0, , , , , 
2022-03-28 23:10:00,29.60,0, , , , , 
2022-03-28 23:20:00,29.60,0, , , , , 
2022-03-28 23:30:00,29.60,0, , , , , 
2022-03-28 23:40:00,29.60,0, , , , , 
2022-03-28 23:50:00,29.51,0, , , , , 
2022-03-29 00:00:00,29.56,0, , , , , 
2022-03-29 00:10:00,29.56,0, , , , , 
2022-03-29 00:20:00,29.56,0, , , , , 
2022-03-29 00:30:00,29.51,0, , , , , 
2022-03-29 00:40:00,29.43,0, , , , , 
2022-03-29 00:50:00,29.34,0, , , , , 
2022-03-29 01:00:00,29.30,0, , , , , 
2022-03-29 01:10:00,29.30,0, , , , , 
2022-03-29 01:20:00,29.34,0, , , , , 
2022-03-29 01:30:00,29.30,0, , , , , 
2022-03-29 01:40:00,29.34,0, , , , , 
2022-03-29 01:50:00,29.30,0, , , , , 
2022-03-29 02:00:00,29.30,0, , , , , 
2022-03-29 02:10:00,29.30,0, , , , , 
2022-03-29 02:20:00,29.26,0, , , , , 
2022-03-29 02:30:00,29.30,0, , , , , 
2022-03-29 02:40:00,29.26,0, , , , , 
2022-03-29 02:50:00,29.21,0, , , , , 
2022-03-29 03:00:00,29.17,0, , , , , 
2022-03-29 03:10:00,29.17,0, , , , , 
2022-03-29 03:20:00,29.17,0, , , , , 
2022-03-29 03:30:00,29.13,0, , , , , 
2022-03-29 03:40:00,29.08,0, , , , , 
2022-03-29 03:50:00,29.04,0, , , , , 
2022-03-29 04:00:00,29.00,0, , , , , 
2022-03-29 04:10:00,28.91,0, , , , , 
2022-03-29 04:20:00,28.87,0, , , , , 
2022-03-29 04:30:00,28.83,0, , , , , 
2022-03-29 04:40:00,28.78,0, , , , , 
2022-03-29 04:50:00,28.74,0, , , , , 
2022-03-29 05:00:00,28.78,0, , , , , 
2022-03-29 05:10:00,28.74,0, , , , , 
2022-03-29 05:20:00,28.74,0, , , , , 
2022-03-29 05:30:00,28.70,0, , , , , 
2022-03-29 05:40:00,28.65,0, , , , , 
2022-03-29 05:50:00,28.65,1, , , , , 
2022-03-29 06:00:00,28.53,14, , , , , 
2022-03-29 06:10:00,28.65,63, , , , , 
2022-03-29 06:20:00,28.61,136, , , , , 
