"Plot Title: Pressure_876_051321"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810876, SEN S/N: 20810876)","Temp, °C (LGR S/N: 20810876, SEN S/N: 20810876)","Water Level, meters (LGR S/N: 20810876)"
1,05/13/21 08:00:00 AM,101.567,25.416,-0.047
2,05/13/21 08:00:03 AM,101.550,25.416,-0.049
3,05/13/21 08:00:06 AM,101.550,25.416,-0.049
4,05/13/21 08:00:09 AM,101.550,25.416,-0.049
5,05/13/21 08:00:12 AM,101.567,25.416,-0.047
6,05/13/21 08:00:15 AM,101.567,25.416,-0.047
7,05/13/21 08:00:18 AM,101.567,25.416,-0.047
8,05/13/21 08:00:21 AM,101.550,25.416,-0.049
9,05/13/21 08:00:24 AM,101.550,25.416,-0.049
10,05/13/21 08:00:27 AM,101.548,25.319,-0.049
11,05/13/21 08:00:30 AM,101.548,25.319,-0.049
12,05/13/21 08:00:33 AM,101.567,25.416,-0.047
13,05/13/21 08:00:36 AM,101.565,25.319,-0.047
14,05/13/21 08:00:39 AM,101.565,25.319,-0.047
15,05/13/21 08:00:42 AM,101.565,25.319,-0.047
16,05/13/21 08:00:45 AM,101.565,25.319,-0.047
17,05/13/21 08:00:48 AM,101.582,25.319,-0.046
18,05/13/21 08:00:51 AM,101.565,25.319,-0.047
19,05/13/21 08:00:54 AM,101.582,25.319,-0.046
20,05/13/21 08:00:57 AM,101.565,25.319,-0.047
21,05/13/21 08:01:00 AM,101.582,25.319,-0.046
22,05/13/21 08:01:03 AM,101.565,25.319,-0.047
23,05/13/21 08:01:06 AM,101.565,25.319,-0.047
24,05/13/21 08:01:09 AM,101.582,25.319,-0.046
25,05/13/21 08:01:12 AM,101.565,25.319,-0.047
26,05/13/21 08:01:15 AM,101.582,25.319,-0.046
27,05/13/21 08:01:18 AM,101.565,25.319,-0.047
28,05/13/21 08:01:21 AM,101.582,25.319,-0.046
29,05/13/21 08:01:24 AM,101.565,25.319,-0.047
30,05/13/21 08:01:27 AM,101.582,25.319,-0.046
31,05/13/21 08:01:30 AM,101.565,25.319,-0.047
32,05/13/21 08:01:33 AM,101.565,25.319,-0.047
33,05/13/21 08:01:36 AM,101.565,25.319,-0.047
34,05/13/21 08:01:39 AM,101.565,25.319,-0.047
35,05/13/21 08:01:42 AM,101.565,25.319,-0.047
36,05/13/21 08:01:45 AM,101.565,25.319,-0.047
37,05/13/21 08:01:48 AM,101.582,25.319,-0.046
38,05/13/21 08:01:51 AM,101.582,25.319,-0.046
39,05/13/21 08:01:54 AM,101.582,25.319,-0.046
40,05/13/21 08:01:57 AM,101.582,25.319,-0.046
41,05/13/21 08:02:00 AM,101.582,25.319,-0.046
42,05/13/21 08:02:03 AM,101.582,25.319,-0.046
43,05/13/21 08:02:06 AM,101.582,25.319,-0.046
44,05/13/21 08:02:09 AM,101.582,25.319,-0.046
45,05/13/21 08:02:12 AM,101.582,25.319,-0.046
46,05/13/21 08:02:15 AM,101.582,25.319,-0.046
47,05/13/21 08:02:18 AM,101.582,25.319,-0.046
48,05/13/21 08:02:21 AM,101.582,25.319,-0.046
49,05/13/21 08:02:24 AM,101.599,25.319,-0.044
50,05/13/21 08:02:27 AM,101.582,25.319,-0.046
51,05/13/21 08:02:30 AM,101.582,25.319,-0.046
52,05/13/21 08:02:33 AM,101.582,25.319,-0.046
53,05/13/21 08:02:36 AM,101.582,25.319,-0.046
54,05/13/21 08:02:39 AM,101.582,25.319,-0.046
55,05/13/21 08:02:42 AM,101.582,25.319,-0.046
56,05/13/21 08:02:45 AM,101.599,25.319,-0.044
57,05/13/21 08:02:48 AM,101.599,25.319,-0.044
58,05/13/21 08:02:51 AM,101.599,25.319,-0.044
59,05/13/21 08:02:54 AM,101.582,25.319,-0.046
60,05/13/21 08:02:57 AM,101.582,25.319,-0.046
61,05/13/21 08:03:00 AM,101.582,25.319,-0.046
62,05/13/21 08:03:03 AM,101.582,25.319,-0.046
63,05/13/21 08:03:06 AM,101.582,25.319,-0.046
64,05/13/21 08:03:09 AM,101.582,25.319,-0.046
65,05/13/21 08:03:12 AM,101.582,25.319,-0.046
66,05/13/21 08:03:15 AM,101.582,25.319,-0.046
67,05/13/21 08:03:18 AM,101.582,25.319,-0.046
68,05/13/21 08:03:21 AM,101.582,25.319,-0.046
69,05/13/21 08:03:24 AM,101.582,25.319,-0.046
70,05/13/21 08:03:27 AM,101.582,25.319,-0.046
71,05/13/21 08:03:30 AM,101.599,25.319,-0.044
72,05/13/21 08:03:33 AM,101.582,25.319,-0.046
73,05/13/21 08:03:36 AM,101.582,25.319,-0.046
74,05/13/21 08:03:39 AM,101.582,25.319,-0.046
75,05/13/21 08:03:42 AM,101.582,25.319,-0.046
76,05/13/21 08:03:45 AM,101.565,25.319,-0.047
77,05/13/21 08:03:48 AM,101.582,25.319,-0.046
78,05/13/21 08:03:51 AM,101.582,25.319,-0.046
79,05/13/21 08:03:54 AM,101.582,25.319,-0.046
80,05/13/21 08:03:57 AM,101.565,25.319,-0.047
81,05/13/21 08:04:00 AM,101.582,25.319,-0.046
82,05/13/21 08:04:03 AM,101.582,25.319,-0.046
83,05/13/21 08:04:06 AM,101.582,25.319,-0.046
84,05/13/21 08:04:09 AM,101.582,25.319,-0.046
85,05/13/21 08:04:12 AM,101.582,25.319,-0.046
86,05/13/21 08:04:15 AM,101.582,25.319,-0.046
87,05/13/21 08:04:18 AM,101.582,25.319,-0.046
88,05/13/21 08:04:21 AM,101.582,25.319,-0.046
89,05/13/21 08:04:24 AM,101.582,25.319,-0.046
90,05/13/21 08:04:27 AM,101.582,25.319,-0.046
91,05/13/21 08:04:30 AM,101.582,25.319,-0.046
92,05/13/21 08:04:33 AM,101.565,25.319,-0.047
93,05/13/21 08:04:36 AM,101.582,25.319,-0.046
94,05/13/21 08:04:39 AM,101.565,25.319,-0.047
95,05/13/21 08:04:42 AM,101.582,25.319,-0.046
96,05/13/21 08:04:45 AM,101.565,25.319,-0.047
97,05/13/21 08:04:48 AM,101.565,25.319,-0.047
98,05/13/21 08:04:51 AM,101.582,25.319,-0.046
99,05/13/21 08:04:54 AM,101.582,25.319,-0.046
100,05/13/21 08:04:57 AM,101.582,25.319,-0.046
101,05/13/21 08:05:00 AM,101.582,25.319,-0.046
102,05/13/21 08:05:03 AM,101.582,25.319,-0.046
103,05/13/21 08:05:06 AM,101.565,25.319,-0.047
104,05/13/21 08:05:09 AM,101.582,25.319,-0.046
105,05/13/21 08:05:12 AM,101.582,25.319,-0.046
106,05/13/21 08:05:15 AM,101.565,25.319,-0.047
107,05/13/21 08:05:18 AM,101.565,25.319,-0.047
108,05/13/21 08:05:21 AM,101.582,25.319,-0.046
109,05/13/21 08:05:24 AM,101.565,25.319,-0.047
110,05/13/21 08:05:27 AM,101.582,25.319,-0.046
111,05/13/21 08:05:30 AM,101.582,25.319,-0.046
112,05/13/21 08:05:33 AM,101.580,25.222,-0.046
113,05/13/21 08:05:36 AM,101.565,25.319,-0.047
114,05/13/21 08:05:39 AM,101.565,25.319,-0.047
115,05/13/21 08:05:42 AM,101.582,25.319,-0.046
116,05/13/21 08:05:45 AM,101.582,25.319,-0.046
117,05/13/21 08:05:48 AM,101.580,25.222,-0.046
118,05/13/21 08:05:51 AM,101.562,25.222,-0.048
119,05/13/21 08:05:54 AM,101.580,25.222,-0.046
120,05/13/21 08:05:57 AM,101.580,25.222,-0.046
121,05/13/21 08:06:00 AM,101.580,25.222,-0.046
122,05/13/21 08:06:03 AM,101.580,25.222,-0.046
123,05/13/21 08:06:06 AM,101.580,25.222,-0.046
124,05/13/21 08:06:09 AM,101.580,25.222,-0.046
125,05/13/21 08:06:12 AM,101.580,25.222,-0.046
126,05/13/21 08:06:15 AM,101.562,25.222,-0.048
127,05/13/21 08:06:18 AM,101.580,25.222,-0.046
128,05/13/21 08:06:21 AM,101.580,25.222,-0.046
129,05/13/21 08:06:24 AM,101.562,25.222,-0.048
130,05/13/21 08:06:27 AM,101.562,25.222,-0.048
131,05/13/21 08:06:30 AM,101.562,25.222,-0.048
132,05/13/21 08:06:33 AM,101.562,25.222,-0.048
133,05/13/21 08:06:36 AM,101.562,25.222,-0.048
134,05/13/21 08:06:39 AM,101.562,25.222,-0.048
135,05/13/21 08:06:42 AM,101.580,25.222,-0.046
136,05/13/21 08:06:45 AM,101.562,25.222,-0.048
137,05/13/21 08:06:48 AM,101.562,25.222,-0.048
138,05/13/21 08:06:51 AM,101.580,25.222,-0.046
139,05/13/21 08:06:54 AM,101.562,25.222,-0.048
140,05/13/21 08:06:57 AM,101.562,25.222,-0.048
141,05/13/21 08:07:00 AM,101.562,25.222,-0.048
142,05/13/21 08:07:03 AM,101.580,25.222,-0.046
143,05/13/21 08:07:06 AM,101.562,25.222,-0.048
144,05/13/21 08:07:09 AM,101.562,25.222,-0.048
145,05/13/21 08:07:12 AM,101.562,25.222,-0.048
146,05/13/21 08:07:15 AM,101.562,25.222,-0.048
147,05/13/21 08:07:18 AM,101.562,25.222,-0.048
148,05/13/21 08:07:21 AM,101.562,25.222,-0.048
149,05/13/21 08:07:24 AM,101.562,25.222,-0.048
150,05/13/21 08:07:27 AM,101.562,25.222,-0.048
151,05/13/21 08:07:30 AM,101.580,25.222,-0.046
152,05/13/21 08:07:33 AM,101.562,25.222,-0.048
153,05/13/21 08:07:36 AM,101.562,25.222,-0.048
154,05/13/21 08:07:39 AM,101.562,25.222,-0.048
155,05/13/21 08:07:42 AM,101.562,25.222,-0.048
156,05/13/21 08:07:45 AM,101.562,25.222,-0.048
157,05/13/21 08:07:48 AM,101.562,25.222,-0.048
158,05/13/21 08:07:51 AM,101.580,25.222,-0.046
159,05/13/21 08:07:54 AM,101.580,25.222,-0.046
160,05/13/21 08:07:57 AM,101.562,25.222,-0.048
161,05/13/21 08:08:00 AM,101.562,25.222,-0.048
162,05/13/21 08:08:03 AM,101.562,25.222,-0.048
163,05/13/21 08:08:06 AM,101.562,25.222,-0.048
164,05/13/21 08:08:09 AM,101.562,25.222,-0.048
165,05/13/21 08:08:12 AM,101.580,25.222,-0.046
166,05/13/21 08:08:15 AM,101.580,25.222,-0.046
167,05/13/21 08:08:18 AM,101.562,25.222,-0.048
168,05/13/21 08:08:21 AM,101.580,25.222,-0.046
169,05/13/21 08:08:24 AM,101.580,25.222,-0.046
170,05/13/21 08:08:27 AM,101.580,25.222,-0.046
171,05/13/21 08:08:30 AM,101.580,25.222,-0.046
172,05/13/21 08:08:33 AM,101.562,25.222,-0.048
173,05/13/21 08:08:36 AM,101.580,25.222,-0.046
174,05/13/21 08:08:39 AM,101.580,25.222,-0.046
175,05/13/21 08:08:42 AM,101.580,25.222,-0.046
176,05/13/21 08:08:45 AM,101.580,25.222,-0.046
177,05/13/21 08:08:48 AM,101.580,25.222,-0.046
178,05/13/21 08:08:51 AM,101.580,25.222,-0.046
179,05/13/21 08:08:54 AM,101.580,25.222,-0.046
180,05/13/21 08:08:57 AM,101.580,25.222,-0.046
181,05/13/21 08:09:00 AM,101.562,25.222,-0.048
182,05/13/21 08:09:03 AM,101.580,25.222,-0.046
183,05/13/21 08:09:06 AM,101.580,25.222,-0.046
184,05/13/21 08:09:09 AM,101.580,25.222,-0.046
185,05/13/21 08:09:12 AM,101.580,25.222,-0.046
186,05/13/21 08:09:15 AM,101.580,25.222,-0.046
187,05/13/21 08:09:18 AM,101.580,25.222,-0.046
188,05/13/21 08:09:21 AM,101.562,25.222,-0.048
189,05/13/21 08:09:24 AM,101.580,25.222,-0.046
190,05/13/21 08:09:27 AM,101.562,25.222,-0.048
191,05/13/21 08:09:30 AM,101.580,25.222,-0.046
192,05/13/21 08:09:33 AM,101.580,25.222,-0.046
193,05/13/21 08:09:36 AM,101.580,25.222,-0.046
194,05/13/21 08:09:39 AM,101.580,25.222,-0.046
195,05/13/21 08:09:42 AM,101.580,25.222,-0.046
196,05/13/21 08:09:45 AM,101.580,25.222,-0.046
197,05/13/21 08:09:48 AM,101.580,25.222,-0.046
198,05/13/21 08:09:51 AM,101.580,25.222,-0.046
199,05/13/21 08:09:54 AM,101.580,25.222,-0.046
200,05/13/21 08:09:57 AM,101.580,25.222,-0.046
201,05/13/21 08:10:00 AM,101.562,25.222,-0.048
202,05/13/21 08:10:03 AM,101.580,25.222,-0.046
203,05/13/21 08:10:06 AM,101.562,25.222,-0.048
204,05/13/21 08:10:09 AM,101.580,25.222,-0.046
205,05/13/21 08:10:12 AM,101.580,25.222,-0.046
206,05/13/21 08:10:15 AM,101.560,25.125,-0.048
207,05/13/21 08:10:18 AM,101.562,25.222,-0.048
208,05/13/21 08:10:21 AM,101.560,25.125,-0.048
209,05/13/21 08:10:24 AM,101.560,25.125,-0.048
210,05/13/21 08:10:27 AM,101.560,25.125,-0.048
211,05/13/21 08:10:30 AM,101.560,25.125,-0.048
212,05/13/21 08:10:33 AM,101.560,25.125,-0.048
213,05/13/21 08:10:36 AM,101.577,25.125,-0.046
214,05/13/21 08:10:39 AM,101.560,25.125,-0.048
215,05/13/21 08:10:42 AM,101.560,25.125,-0.048
