date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-12T08:22:00Z,42003.1,23.44,316,50381.189532041266,0,0,50381.189532041266,50.38118953204127,34.185484160726006
2021-01-12T08:22:10Z,41956.1,23.44,316,50324.814742847,0,4.6468401486988845e-4,50324.81520753101,50.32481520753102,34.14253170324106
2021-01-12T08:22:20Z,41909.2,23.44,316,50268.55990001271,0,9.293680297397769e-4,50268.56082938074,50.26856082938074,34.0996790976067
2021-01-12T08:22:30Z,41883.9,23.44,316,50238.2134709358,0,0.0013940520446096654,50238.21486498784,50.238214864987846,34.076566120283566
2021-01-12T08:22:40Z,41865.9,23.44,316,50216.62312613799,0,0.0018587360594795538,50216.62498487405,50.21662498487405,34.0601237048145
2021-01-12T08:22:50Z,41801.2,23.45,316,50139.01783122587,0,0.0023234200743494425,50139.02015464594,50.13902015464594,33.99334103915467
2021-01-12T08:23:00Z,41794,23.44,316,50130.38169330675,0,0.0027881040892193307,50130.38448141084,50.130384481410836,33.994457107413005
2021-01-12T08:23:10Z,41718.7,23.44,316,50040.06208423593,0,0.0032527881040892194,50040.06533702403,50.04006533702403,33.92570619343297
2021-01-12T08:23:20Z,41693.7,23.45,316,50010.07549423897,0,0.0037174721189591076,50010.07921171109,50.010079211711094,33.89521766212514
2021-01-12T08:23:30Z,41697.3,23.44,316,50014.39356319854,0,0.004182156133828996,50014.39774535467,50.01439774535467,33.906172006033046
2021-01-12T08:23:40Z,41640.1,23.45,316,49945.784245285504,0,0.004646840148698885,49945.78889212565,49.945788892125655,33.84630966310877
2021-01-12T08:23:50Z,41600.9,23.45,316,49898.76527217028,0,0.005111524163568773,49898.77038369445,49.89877038369445,33.810547954955034
2021-01-12T08:24:00Z,41600.9,23.45,316,49898.76527217028,0,0.0055762081784386614,49898.77084837846,49.89877084837846,33.810548308358875
2021-01-12T08:24:10Z,41561.7,23.45,316,49851.746299055056,0,0.0060408921933085506,49851.75233994725,49.85175233994725,33.774792507673
2021-01-12T08:24:20Z,41522.6,23.45,316,49804.84727229983,0,0.006505576208178439,49804.85377787604,49.80485377787604,33.739133807031834
