date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Cond_drift.corr,Sp_Conductance.1pcal,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-15T08:23:20Z,37569.3,23.3,354,51654.594098204856,0,0,51654.594098204856,51.65459409820486,35.26971651665982
2021-01-15T08:23:30Z,37360.6,23.3,354,51367.649337767594,0,5.063291139240507e-4,51367.64984409671,51.36764984409671,35.04948574293687
2021-01-15T08:23:40Z,37220.4,23.3,354,51174.88625480975,0,0.0010126582278481013,51174.88726746798,51.17488726746798,34.901663694795474
2021-01-15T08:23:50Z,37081.1,23.3,354,50983.36059535163,0,0.0015189873417721519,50983.362114338976,50.98336211433897,34.754889251495996
2021-01-15T08:24:00Z,36980.3,23.3,354,50844.76916338194,0,0.0020253164556962027,50844.771188698396,50.844771188698395,34.64874206479284
2021-01-15T08:24:10Z,36911.3,23.31,354,50749.900028402684,0,0.002531645569620253,50749.90256004826,50.749902560048255,34.56827179550175
2021-01-15T08:24:20Z,36842.4,23.31,354,50655.168384923396,0,0.0030379746835443038,50655.17142289808,50.65517142289808,34.495787566793204
2021-01-15T08:24:30Z,36752,23.31,354,50530.87606895057,0,0.0035443037974683543,50530.87961325437,50.53087961325437,34.400721277982385
2021-01-15T08:24:40Z,36668.2,23.31,354,50415.65819197577,0,0.004050632911392405,50415.662242608676,50.415662242608676,34.31263270970198
2021-01-15T08:24:50Z,36662,23.31,354,50407.13371897763,0,0.004556962025316456,50407.13827593966,50.40713827593966,34.30611719035998
2021-01-15T08:25:00Z,36581.6,23.31,354,50296.590553001806,0,0.005063291139240506,50296.59561629294,50.29659561629295,34.221638641953604
2021-01-15T08:25:10Z,36560,23.31,354,50266.892389008295,0,0.005569620253164557,50266.89795862855,50.26689795862855,34.1989487830105
2021-01-15T08:25:20Z,36507.6,23.31,354,50194.846843024054,0,0.0060759493670886075,50194.85291897342,50.19485291897342,34.14391414924772
2021-01-15T08:25:30Z,36458.4,23.31,354,50127.20102503885,0,0.006582278481012658,50127.20760731733,50.12720760731733,34.09225311225792
2021-01-15T08:25:40Z,36424.7,23.31,354,50080.86638954897,0,0.007088607594936709,50080.873478156565,50.08087347815657,34.056874610791915
2021-01-15T08:25:50Z,36397.1,23.31,354,50042.91873555727,0,0.007594936708860759,50042.92633049398,50.042926330493984,34.0279042951829
2021-01-15T08:26:00Z,36357.4,23.31,354,49988.334610069214,0,0.00810126582278481,49988.34271133503,49.98834271133504,33.98623983446399
2021-01-15T08:26:10Z,36345.1,23.31,354,49971.423155572906,0,0.008607594936708861,49971.43176316784,49.97143176316784,33.97333308754426
2021-01-15T08:26:20Z,36323.8,23.31,354,49942.137466079315,0,0.009113924050632912,49942.14658000337,49.94214658000337,33.950983912609225
2021-01-15T08:26:30Z,36268.9,23.31,354,49866.65463259582,0,0.009620253164556962,49866.66425284898,49.866664252848985,33.893389707045415
2021-01-15T08:26:40Z,36256.7,23.31,354,49849.88066959948,0,0.010126582278481013,49849.89079618176,49.84989079618176,33.880593372525134
2021-01-15T08:26:50Z,36226.3,23.32,354,49808.08325360863,0,0.010632911392405063,49808.09388652002,49.80809388652003,33.841040539299215
2021-01-15T08:27:00Z,36211.2,23.31,354,49787.32203711316,0,0.011139240506329114,49787.33317635367,49.78733317635367,33.83287533266297
2021-01-15T08:27:10Z,36189.9,23.31,354,49758.03634761957,0,0.011645569620253165,49758.04799318919,49.75804799318919,33.810540633260224
2021-01-15T08:27:20Z,36211.2,23.32,354,49787.32203711316,0,0.012151898734177215,49787.3341890119,49.7873341890119,33.82521018795332
2021-01-15T08:27:30Z,36177.8,23.32,354,49741.39987612321,0,0.012658227848101266,49741.41253435105,49.741412534351056,33.790196642801526
2021-01-15T08:27:40Z,36156.6,23.31,354,49712.25167812958,0,0.013164556962025316,49712.26484268654,49.712264842686544,33.775628174067194
2021-01-15T08:27:50Z,36138.4,23.31,354,49687.228225135055,0,0.013670886075949367,49687.24189602113,49.68724189602113,33.756549022187215
2021-01-15T08:28:00Z,36120.3,23.31,354,49662.3422636405,0,0.014177215189873417,49662.35644085569,49.662356440855696,33.73757637072961
2021-01-15T08:28:10Z,36108.2,23.32,354,49645.70579214413,0,0.014683544303797468,49645.72047568843,49.645720475688435,33.717253215028784
2021-01-15T08:28:20Z,36087,23.31,354,49616.55759415051,0,0.015189873417721518,49616.57278402393,49.61657278402393,33.70267529170554
2021-01-15T08:28:30Z,36105.2,23.31,354,49641.58104714503,0,0.01569620253164557,49641.59674334756,49.64159674334756,33.72175046616005
2021-01-15T08:28:40Z,36087,23.31,354,49616.55759415051,0,0.01620253164556962,49616.573796682154,49.616573796682154,33.70267606359702
2021-01-15T08:28:50Z,36056.9,23.32,354,49575.17265265956,0,0.016708860759493672,49575.189361520315,49.575189361520316,33.663505022941216
2021-01-15T08:29:00Z,36038.8,23.31,354,49550.286691165,0,0.017215189873417722,49550.30390635487,49.55030390635487,33.65216821309405
2021-01-15T08:29:10Z,36038.8,23.31,354,49550.286691165,0,0.017721518987341773,49550.30441268399,49.55030441268399,33.65216859894965
2021-01-15T08:29:20Z,36059.9,23.32,354,49579.29739765866,0,0.018227848101265823,49579.31562550676,49.57931562550676,33.66664907199947
2021-01-15T08:29:30Z,36035.8,23.32,354,49546.1619461659,0,0.018734177215189874,49546.18068034312,49.54618068034312,33.64140285209384
2021-01-15T08:29:40Z,35990.7,23.31,354,49484.153279679456,0,0.019240506329113925,49484.172520185784,49.48417252018579,33.601777684342295
2021-01-15T08:29:50Z,36014.7,23.31,354,49517.15123967224,0,0.019746835443037975,49517.170986507685,49.517170986507686,33.62692025496999
2021-01-15T08:30:00Z,35996.7,23.31,354,49492.40276967765,0,0.020253164556962026,49492.4230228422,49.4924230228422,33.60806372786094
2021-01-15T08:30:10Z,35993.7,23.32,354,49488.278024678555,0,0.020759493670886076,49488.29878417223,49.48829878417223,33.5973084772195
2021-01-15T08:30:20Z,35954.6,23.32,354,49434.51884819031,0,0.021265822784810127,49434.54011401309,49.434540114013096,33.55636323117164
2021-01-15T08:30:30Z,35987.6,23.32,354,49479.89104318039,0,0.021772151898734177,49479.91281533229,49.47991281533229,33.59092080013512
2021-01-15T08:30:40Z,35948.6,23.32,354,49426.26935819211,0,0.022278481012658228,49426.29163667312,49.42629163667312,33.55008147216659
2021-01-15T09:54:30Z,41428,29.12,354,56959.97860754474,0,0.2769620253164557,56960.25556957006,56.96025556957006,34.68581038376886
2021-01-15T09:54:40Z,41307.2,29.14,354,56793.888875581055,0,0.27746835443037976,56794.16634393549,56.79416634393549,34.55743490842414
2021-01-15T09:54:50Z,41254.5,29.14,354,56721.43085509691,0,0.2779746835443038,56721.70882978045,56.721708829780454,34.50777385780198
2021-01-15T09:55:00Z,41149.5,29.15,354,56577.06478012847,0,0.27848101265822783,56577.34326114113,56.57734326114114,34.401674327426036
2021-01-15T09:55:10Z,41033.7,29.18,354,56417.84962316328,0,0.2789873417721519,56418.12861050505,56.41812861050506,34.271186184543964
2021-01-15T09:55:20Z,41082.2,29.15,354,56484.533000648706,0,0.27949367088607596,56484.812494319594,56.4848124943196,34.33831523435708
2021-01-15T09:55:30Z,40970.5,29.15,354,56330.95499518229,0,0.28,56331.23499518229,56.33123499518229,34.23319685026842
2021-01-15T09:55:40Z,41004,29.18,354,56377.014647672215,0,0.28050632911392404,56377.29515400133,56.37729515400133,34.24325605605972
2021-01-15T09:55:50Z,41018.8,29.14,354,56397.36338966777,0,0.2810126582278481,56397.644402326,56.397644402326,34.28580738119194
2021-01-15T09:56:00Z,40977.9,29.16,354,56341.12936618007,0,0.28151898734177216,56341.41088516741,56.34141088516741,34.23300907273924
2021-01-15T09:56:10Z,40937.1,29.15,354,56285.03283419233,0,0.28202531645569623,56285.314859508784,56.28531485950879,34.20177621268017
2021-01-15T09:56:20Z,40907.4,29.14,354,56244.19785870126,0,0.28253164556962024,56244.480390346835,56.24448039034684,34.18097879294742
2021-01-15T09:56:30Z,40914.8,29.15,354,56254.37222969904,0,0.2830379746835443,56254.65526767372,56.25465526767372,34.180800113484565
2021-01-15T09:56:40Z,40911.1,29.14,354,56249.28504420014,0,0.28354430379746837,56249.56858850394,56.24956858850394,34.184460430955824
2021-01-15T09:56:50Z,40892.6,29.15,354,56223.84911670571,0,0.28405063291139243,56224.133167338616,56.224133167338614,34.159920134940094
2021-01-15T09:57:00Z,40866.7,29.15,354,56188.23881821349,0,0.28455696202531644,56188.523375175515,56.188523375175514,34.13556228892112
2021-01-15T09:57:10Z,40855.6,29.15,354,56172.977261716835,0,0.2850632911392405,56173.26232500797,56.17326232500797,34.125124264087155
2021-01-15T09:57:20Z,40840.8,29.14,354,56152.628519721286,0,0.28556962025316457,56152.91408934154,56.15291408934154,34.118333599876244
2021-01-15T09:57:30Z,40822.3,29.15,354,56127.19259222685,0,0.28607594936708863,56127.47866817622,56.127478668176224,34.09381291827043
2021-01-15T09:57:40Z,40811.2,29.16,354,56111.93103573018,0,0.28658227848101264,56112.21761800866,56.112217618008664,34.076259408233874
2021-01-15T09:57:50Z,40829.7,29.15,354,56137.36696322462,0,0.2870886075949367,56137.654051832214,56.137654051832214,34.10077144291879
2021-01-15T09:58:00Z,40778,29.15,354,56066.28385774016,0,0.28759493670886077,56066.57145267687,56.066571452676875,34.05216575275946
2021-01-15T09:58:10Z,40781.7,29.16,354,56071.37104323905,0,0.28810126582278484,56071.659144504876,56.07165914450488,34.048532724911716
2021-01-15T09:58:20Z,40785.4,29.14,354,56076.45822873794,0,0.28860759493670884,56076.74683633287,56.07674683633287,34.066237744616274
2021-01-15T09:58:30Z,40863,29.12,354,56183.15163271461,0,0.2891139240506329,56183.44074663866,56.18344074663867,34.153484944862264
2021-01-15T09:58:40Z,40818.6,29.11,354,56122.105406727955,0,0.289620253164557,56122.39502698112,56.12239502698112,34.11883770986657
2021-01-15T09:58:50Z,40814.9,29.12,354,56117.018221229075,0,0.29012658227848104,56117.308347811355,56.11730834781135,34.10822797587147
2021-01-15T09:59:00Z,40789.1,29.12,354,56081.545414236825,0,0.29063291139240505,56081.836047148216,56.081836047148215,34.08395687219358
2021-01-15T09:59:10Z,40796.4,29.12,354,56091.58229373463,0,0.2911392405063291,56091.87343297514,56.09187343297514,34.09082444078594
2021-01-15T09:59:20Z,40796.4,29.1,354,56091.58229373463,0,0.2916455696202532,56091.87393930425,56.09187393930425,34.105076447859844
2021-01-15T09:59:30Z,40811.2,29.12,354,56111.93103573018,0,0.29215189873417724,56112.223187628915,56.11222318762891,34.1047484021025
2021-01-15T09:59:40Z,40741.1,29.12,354,56015.54949425126,0,0.29265822784810125,56015.842152479105,56.0158421524791,34.03880944691685
2021-01-15T09:59:50Z,40763.2,29.12,354,56045.93511574461,0,0.2931645569620253,56046.22828030157,56.04622828030157,34.059595866541464
2021-01-15T10:00:00Z,40774.3,29.12,354,56061.19667224128,0,0.2936708860759494,56061.490343127356,56.06149034312736,34.07003704422305
2021-01-15T10:00:10Z,40752.2,29.12,354,56030.811050747914,0,0.29417721518987344,56031.105227963104,56.0311052279631,34.04925029571613
