MiniDOT Logger Concatenated Data File
Sensor:             7450-646496
Concatenation Date: 2021Jan20 13:41:58 HST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: -0.54 (meter)

"            Unix Timestamp,               UTC_Date_&_Time,          Hawaii Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q"
"                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)"
"                1583370360,           2020-03-05 01:06:00,           2020-03-04 15:06:00,      3.380000,     23.720000,          8.087000,                    95.562329,      0.970000"
"                1583370420,           2020-03-05 01:07:00,           2020-03-04 15:07:00,      3.380000,     23.904000,          8.055000,                    95.513008,      0.970000"
"                1583370480,           2020-03-05 01:08:00,           2020-03-04 15:08:00,      3.380000,     24.013000,          8.050000,                    95.648504,      0.970000"
"                1583370540,           2020-03-05 01:09:00,           2020-03-04 15:09:00,      3.380000,     24.072000,          8.030000,                    95.516076,      0.969000"
"                1583370600,           2020-03-05 01:10:00,           2020-03-04 15:10:00,      3.380000,     24.105000,          8.027000,                    95.539225,      0.969000"
"                1583370660,           2020-03-05 01:11:00,           2020-03-04 15:11:00,      3.390000,     24.114000,          8.037000,                    95.674315,      0.970000"
"                1583370720,           2020-03-05 01:12:00,           2020-03-04 15:12:00,      3.390000,     24.097000,          8.046000,                    95.751070,      0.970000"
"                1583370780,           2020-03-05 01:13:00,           2020-03-04 15:13:00,      3.390000,     24.072000,          8.048000,                    95.730184,      0.970000"
"                1583370840,           2020-03-05 01:14:00,           2020-03-04 15:14:00,      3.390000,     24.038000,          8.038000,                    95.550543,      0.969000"
"                1583370900,           2020-03-05 01:15:00,           2020-03-04 15:15:00,      3.390000,     24.005000,          8.064000,                    95.800525,      0.970000"
"                1583370960,           2020-03-05 01:16:00,           2020-03-04 15:16:00,      3.400000,     23.954000,          8.070000,                    95.780434,      0.970000"
"                1583371020,           2020-03-05 01:17:00,           2020-03-04 15:17:00,      3.400000,     23.929000,          8.067000,                    95.700061,      0.970000"
"                1583371080,           2020-03-05 01:18:00,           2020-03-04 15:18:00,      3.400000,     23.887000,          8.077000,                    95.743402,      0.970000"
"                1583371140,           2020-03-05 01:19:00,           2020-03-04 15:19:00,      3.400000,     23.870000,          8.071000,                    95.641831,      0.969000"
"                1583371200,           2020-03-05 01:20:00,           2020-03-04 15:20:00,      3.400000,     23.837000,          8.081000,                    95.701159,      0.970000"
"                1583371260,           2020-03-05 01:21:00,           2020-03-04 15:21:00,      3.410000,     23.418000,          9.238000,                   108.545110,      0.966000"
"                1583371320,           2020-03-05 01:22:00,           2020-03-04 15:22:00,      3.410000,     22.164000,         10.305000,                   118.227063,      0.968000"
"                1583371380,           2020-03-05 01:23:00,           2020-03-04 15:23:00,      3.410000,     21.495000,         10.129000,                   114.716385,      0.968000"
"                1583371440,           2020-03-05 01:24:00,           2020-03-04 15:24:00,      3.410000,     21.010000,         10.558000,                   118.450548,      0.970000"
"                1583371500,           2020-03-05 01:25:00,           2020-03-04 15:25:00,      3.410000,     20.718000,         10.491000,                   117.027182,      0.969000"
"                1583371560,           2020-03-05 01:26:00,           2020-03-04 15:26:00,      3.410000,     20.517000,         10.395000,                   115.498613,      0.970000"
"                1583371620,           2020-03-05 01:27:00,           2020-03-04 15:27:00,      3.410000,     20.391000,         10.259000,                   113.704547,      0.969000"
"                1583371680,           2020-03-05 01:28:00,           2020-03-04 15:28:00,      3.420000,     20.316000,         10.160000,                   112.440545,      0.970000"
"                1583371740,           2020-03-05 01:29:00,           2020-03-04 15:29:00,      3.420000,     20.241000,         10.042000,                   110.969881,      0.970000"
"                1583371800,           2020-03-05 01:30:00,           2020-03-04 15:30:00,      3.420000,     20.191000,          9.932000,                   109.645708,      0.969000"
"                1583371860,           2020-03-05 01:31:00,           2020-03-04 15:31:00,      3.420000,     20.140000,          9.831000,                   108.421070,      0.970000"
"                1583371920,           2020-03-05 01:32:00,           2020-03-04 15:32:00,      3.420000,     20.107000,          9.751000,                   107.468441,      0.970000"
"                1583371980,           2020-03-05 01:33:00,           2020-03-04 15:33:00,      3.420000,     20.090000,          9.657000,                   106.396553,      0.970000"
"                1583372040,           2020-03-05 01:34:00,           2020-03-04 15:34:00,      3.420000,     20.073000,          9.563000,                   105.325365,      0.969000"
"                1583372100,           2020-03-05 01:35:00,           2020-03-04 15:35:00,      3.420000,     20.065000,          9.488000,                   104.482736,      0.970000"
"                1583372160,           2020-03-05 01:36:00,           2020-03-04 15:36:00,      3.420000,     20.065000,          9.409000,                   103.612781,      0.970000"
"                1583372220,           2020-03-05 01:37:00,           2020-03-04 15:37:00,      3.420000,     20.040000,          9.347000,                   102.878958,      0.970000"
"                1583372280,           2020-03-05 01:38:00,           2020-03-04 15:38:00,      3.420000,     20.032000,          9.280000,                   102.125288,      0.969000"
"                1583372340,           2020-03-05 01:39:00,           2020-03-04 15:39:00,      3.420000,     20.032000,          9.221000,                   101.476000,      0.969000"
"                1583372400,           2020-03-05 01:40:00,           2020-03-04 15:40:00,      3.420000,     20.015000,          9.178000,                   100.968692,      0.970000"
"                1583372460,           2020-03-05 01:41:00,           2020-03-04 15:41:00,      3.420000,     20.023000,          9.130000,                   100.456598,      0.970000"
"                1583372520,           2020-03-05 01:42:00,           2020-03-04 15:42:00,      3.420000,     20.023000,          9.077000,                    99.873444,      0.970000"
"                1583372580,           2020-03-05 01:43:00,           2020-03-04 15:43:00,      3.420000,     20.015000,          9.036000,                    99.406527,      0.970000"
"                1583372640,           2020-03-05 01:44:00,           2020-03-04 15:44:00,      3.420000,     20.015000,          8.984000,                    98.834466,      0.969000"
"                1583372700,           2020-03-05 01:45:00,           2020-03-04 15:45:00,      3.420000,     20.006000,          8.966000,                    98.618811,      0.970000"
"                1583372760,           2020-03-05 01:46:00,           2020-03-04 15:46:00,      3.420000,     19.998000,          8.927000,                    98.174236,      0.969000"
"                1583372820,           2020-03-05 01:47:00,           2020-03-04 15:47:00,      3.420000,     19.998000,          8.898000,                    97.855310,      0.970000"
"                1583372880,           2020-03-05 01:48:00,           2020-03-04 15:48:00,      3.420000,     20.006000,          8.867000,                    97.529890,      0.970000"
"                1583372940,           2020-03-05 01:49:00,           2020-03-04 15:49:00,      3.420000,     20.015000,          8.835000,                    97.195293,      0.969000"
"                1583373000,           2020-03-05 01:50:00,           2020-03-04 15:50:00,      3.420000,     19.990000,          8.821000,                    96.993086,      0.969000"
"                1583373060,           2020-03-05 01:51:00,           2020-03-04 15:51:00,      3.420000,     20.006000,          8.792000,                    96.704951,      0.970000"
"                1583373120,           2020-03-05 01:52:00,           2020-03-04 15:52:00,      3.420000,     20.023000,          8.764000,                    96.429532,      0.969000"
"                1583373180,           2020-03-05 01:53:00,           2020-03-04 15:53:00,      3.420000,     20.015000,          8.746000,                    96.216189,      0.969000"
"                1583373240,           2020-03-05 01:54:00,           2020-03-04 15:54:00,      3.420000,     20.006000,          8.735000,                    96.077996,      0.969000"
"                1583373300,           2020-03-05 01:55:00,           2020-03-04 15:55:00,      3.430000,     20.015000,          8.724000,                    95.974163,      0.970000"
"                1583373360,           2020-03-05 01:56:00,           2020-03-04 15:56:00,      3.430000,     19.981000,          8.717000,                    95.832391,      0.970000"
"                1583373420,           2020-03-05 01:57:00,           2020-03-04 15:57:00,      3.430000,     20.015000,          8.689000,                    95.589122,      0.969000"
"                1583373480,           2020-03-05 01:58:00,           2020-03-04 15:58:00,      3.430000,     20.023000,          8.685000,                    95.560302,      0.970000"
"                1583373540,           2020-03-05 01:59:00,           2020-03-04 15:59:00,      3.430000,     20.015000,          8.667000,                    95.347097,      0.970000"
"                1583373600,           2020-03-05 02:00:00,           2020-03-04 16:00:00,      3.430000,     20.023000,          8.645000,                    95.120185,      0.969000"
"                1583373660,           2020-03-05 02:01:00,           2020-03-04 16:01:00,      3.430000,     19.990000,          8.647000,                    95.079834,      0.969000"
"                1583373720,           2020-03-05 02:02:00,           2020-03-04 16:02:00,      3.430000,     20.015000,          8.635000,                    94.995060,      0.969000"
"                1583373780,           2020-03-05 02:03:00,           2020-03-04 16:03:00,      3.430000,     20.023000,          8.634000,                    94.999153,      0.970000"
"                1583373840,           2020-03-05 02:04:00,           2020-03-04 16:04:00,      3.430000,     20.023000,          8.614000,                    94.779095,      0.969000"
"                1583373900,           2020-03-05 02:05:00,           2020-03-04 16:05:00,      3.430000,     20.023000,          8.614000,                    94.779095,      0.970000"
"                1583373960,           2020-03-05 02:06:00,           2020-03-04 16:06:00,      3.430000,     20.032000,          8.592000,                    94.553931,      0.969000"
"                1583374020,           2020-03-05 02:07:00,           2020-03-04 16:07:00,      3.430000,     20.040000,          8.584000,                    94.480900,      0.969000"
"                1583374080,           2020-03-05 02:08:00,           2020-03-04 16:08:00,      3.430000,     20.032000,          8.597000,                    94.608955,      0.970000"
"                1583374140,           2020-03-05 02:09:00,           2020-03-04 16:09:00,      3.430000,     20.023000,          8.593000,                    94.548034,      0.970000"
"                1583374200,           2020-03-05 02:10:00,           2020-03-04 16:10:00,      3.430000,     20.040000,          8.583000,                    94.469893,      0.970000"
"                1583374260,           2020-03-05 02:11:00,           2020-03-04 16:11:00,      3.430000,     20.040000,          8.571000,                    94.337814,      0.969000"
"                1583374320,           2020-03-05 02:12:00,           2020-03-04 16:12:00,      3.430000,     20.048000,          8.572000,                    94.363808,      0.970000"
"                1583374380,           2020-03-05 02:13:00,           2020-03-04 16:13:00,      3.430000,     20.115000,          8.614000,                    94.952318,      0.970000"
"                1583374440,           2020-03-05 02:14:00,           2020-03-04 16:14:00,      3.430000,     20.174000,          8.582000,                    94.710290,      0.969000"
