CowTagID,Tide,Day_Night,Date,SamplingTime,A730_nodye,A578_nodye,A434_nodye,A730,A578,A434,TempInSpec,TempInSitu,Salinity
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
