date,E_Conductivity,TempInSitu,LoggerID
2022-03-14T08:54:00Z,33022.7,28.76,CT_353_CSled_20220329
2022-03-14T08:56:00Z,36312.6,28.76,CT_353_CSled_20220329
2022-03-14T08:58:00Z,33981.6,28.86,CT_353_CSled_20220329
2022-03-14T09:00:00Z,35455.6,28.87,CT_353_CSled_20220329
2022-03-14T09:02:00Z,35618.2,28.91,CT_353_CSled_20220329
2022-03-14T09:04:00Z,36245.2,28.95,CT_353_CSled_20220329
2022-03-14T09:06:00Z,40237.6,28.99,CT_353_CSled_20220329
2022-03-14T09:08:00Z,39221.4,29.06,CT_353_CSled_20220329
2022-03-14T09:10:00Z,39347.8,29.08,CT_353_CSled_20220329
2022-03-14T09:12:00Z,38011,29.15,CT_353_CSled_20220329
2022-03-14T09:14:00Z,33801.7,29.07,CT_353_CSled_20220329
2022-03-14T09:16:00Z,37590.1,29.29,CT_353_CSled_20220329
2022-03-14T09:18:00Z,39946.9,29.26,CT_353_CSled_20220329
2022-03-14T09:20:00Z,40461.7,29.2,CT_353_CSled_20220329
2022-03-14T09:22:00Z,40483.8,29.39,CT_353_CSled_20220329
2022-03-14T09:24:00Z,38815.3,29.29,CT_353_CSled_20220329
2022-03-14T09:26:00Z,40439.6,29.37,CT_353_CSled_20220329
2022-03-14T09:28:00Z,40296.2,29.25,CT_353_CSled_20220329
2022-03-14T09:30:00Z,40788.7,29.26,CT_353_CSled_20220329
2022-03-14T09:32:00Z,40762.5,29.4,CT_353_CSled_20220329
2022-03-14T09:34:00Z,40755,29.4,CT_353_CSled_20220329
2022-03-14T09:36:00Z,40740.1,29.28,CT_353_CSled_20220329
2022-03-14T09:38:00Z,40502.3,29.39,CT_353_CSled_20220329
2022-03-14T09:40:00Z,40554.1,29.17,CT_353_CSled_20220329
2022-03-14T09:42:00Z,40546.7,29.42,CT_353_CSled_20220329
2022-03-14T09:44:00Z,40826.1,29.44,CT_353_CSled_20220329
2022-03-14T09:46:00Z,40358.6,29.33,CT_353_CSled_20220329
2022-03-14T09:48:00Z,40388,29.45,CT_353_CSled_20220329
2022-03-14T09:50:00Z,40814.9,29.39,CT_353_CSled_20220329
2022-03-14T09:52:00Z,38040.9,29.48,CT_353_CSled_20220329
2022-03-14T09:54:00Z,38884.2,29.53,CT_353_CSled_20220329
2022-03-14T09:56:00Z,40410.1,29.35,CT_353_CSled_20220329
2022-03-14T09:58:00Z,39972.2,29.6,CT_353_CSled_20220329
2022-03-14T10:00:00Z,40591.2,29.55,CT_353_CSled_20220329
2022-03-14T10:02:00Z,40826.1,29.44,CT_353_CSled_20220329
2022-03-14T10:04:00Z,39270.5,29.41,CT_353_CSled_20220329
2022-03-14T10:06:00Z,37011.5,29.42,CT_353_CSled_20220329
2022-03-14T10:08:00Z,36513,29.42,CT_353_CSled_20220329
2022-03-14T10:10:00Z,36174.9,29.37,CT_353_CSled_20220329
2022-03-14T10:12:00Z,36004.8,29.37,CT_353_CSled_20220329
2022-03-14T10:14:00Z,36572,29.33,CT_353_CSled_20220329
2022-03-14T10:16:00Z,40110,29.26,CT_353_CSled_20220329
2022-03-14T10:18:00Z,40897.4,29.3,CT_353_CSled_20220329
2022-03-14T10:20:00Z,41017.9,29.24,CT_353_CSled_20220329
2022-03-14T10:22:00Z,39120.1,29.18,CT_353_CSled_20220329
2022-03-14T10:24:00Z,39838.8,29.18,CT_353_CSled_20220329
2022-03-14T10:26:00Z,40509.7,29.12,CT_353_CSled_20220329
2022-03-14T10:28:00Z,35305.9,29.09,CT_353_CSled_20220329
2022-03-14T10:30:00Z,36383.3,29.12,CT_353_CSled_20220329
2022-03-14T10:32:00Z,38264.7,29.04,CT_353_CSled_20220329
2022-03-14T10:34:00Z,40927.5,29.04,CT_353_CSled_20220329
2022-03-14T10:36:00Z,41123.9,29.08,CT_353_CSled_20220329
2022-03-14T10:38:00Z,41249.3,29.08,CT_353_CSled_20220329
2022-03-14T10:40:00Z,41287.5,29.17,CT_353_CSled_20220329
2022-03-14T10:42:00Z,38034.2,29.09,CT_353_CSled_20220329
2022-03-14T10:44:00Z,41283.7,29.09,CT_353_CSled_20220329
2022-03-14T10:46:00Z,41276,29.09,CT_353_CSled_20220329
2022-03-14T10:48:00Z,41283.7,29.08,CT_353_CSled_20220329
2022-03-14T10:50:00Z,41337.2,29.13,CT_353_CSled_20220329
2022-03-14T10:52:00Z,41302.8,29.15,CT_353_CSled_20220329
2022-03-14T10:54:00Z,41344.8,29.17,CT_353_CSled_20220329
2022-03-14T10:56:00Z,41298.9,29.18,CT_353_CSled_20220329
2022-03-14T10:58:00Z,41344.8,29.15,CT_353_CSled_20220329
2022-03-14T11:00:00Z,41341,29.17,CT_353_CSled_20220329
2022-03-14T11:02:00Z,41356.3,29.18,CT_353_CSled_20220329
2022-03-14T11:04:00Z,41314.2,29.26,CT_353_CSled_20220329
2022-03-14T11:06:00Z,41291.3,29.17,CT_353_CSled_20220329
2022-03-14T11:08:00Z,41325.7,29.17,CT_353_CSled_20220329
2022-03-14T11:10:00Z,41333.3,29.2,CT_353_CSled_20220329
2022-03-14T11:12:00Z,41367.8,29.18,CT_353_CSled_20220329
2022-03-14T11:14:00Z,41344.8,29.23,CT_353_CSled_20220329
2022-03-14T11:16:00Z,41344.8,29.19,CT_353_CSled_20220329
2022-03-14T11:18:00Z,41333.3,29.19,CT_353_CSled_20220329
2022-03-14T11:20:00Z,41344.8,29.23,CT_353_CSled_20220329
2022-03-14T11:22:00Z,41329.5,29.19,CT_353_CSled_20220329
2022-03-14T11:24:00Z,41344.8,29.19,CT_353_CSled_20220329
2022-03-14T11:26:00Z,41203.6,29.22,CT_353_CSled_20220329
2022-03-14T11:28:00Z,41375.4,29.19,CT_353_CSled_20220329
2022-03-14T11:30:00Z,41360.1,29.18,CT_353_CSled_20220329
2022-03-14T11:32:00Z,41310.4,29.15,CT_353_CSled_20220329
2022-03-14T11:34:00Z,41260.8,29.18,CT_353_CSled_20220329
2022-03-14T11:36:00Z,41237.9,29.19,CT_353_CSled_20220329
2022-03-14T11:38:00Z,41318,29.2,CT_353_CSled_20220329
2022-03-14T11:40:00Z,41306.6,29.24,CT_353_CSled_20220329
2022-03-14T11:42:00Z,41306.6,29.19,CT_353_CSled_20220329
2022-03-14T11:44:00Z,41321.9,29.2,CT_353_CSled_20220329
2022-03-14T11:46:00Z,41245.5,29.22,CT_353_CSled_20220329
2022-03-14T11:48:00Z,41279.9,29.23,CT_353_CSled_20220329
2022-03-14T11:50:00Z,41337.2,29.46,CT_353_CSled_20220329
2022-03-14T11:52:00Z,41371.6,29.55,CT_353_CSled_20220329
2022-03-14T11:54:00Z,41386.9,29.36,CT_353_CSled_20220329
2022-03-14T11:56:00Z,41406.1,29.4,CT_353_CSled_20220329
2022-03-14T11:58:00Z,41398.4,29.4,CT_353_CSled_20220329
2022-03-14T12:00:00Z,41344.8,29.4,CT_353_CSled_20220329
2022-03-14T12:02:00Z,41371.6,29.41,CT_353_CSled_20220329
2022-03-14T12:04:00Z,41417.6,29.5,CT_353_CSled_20220329
2022-03-14T12:06:00Z,41383.1,29.45,CT_353_CSled_20220329
2022-03-14T12:08:00Z,41348.6,29.48,CT_353_CSled_20220329
2022-03-14T12:10:00Z,41390.8,29.55,CT_353_CSled_20220329
2022-03-14T12:12:00Z,41429.1,29.61,CT_353_CSled_20220329
2022-03-14T12:14:00Z,41421.5,29.74,CT_353_CSled_20220329
2022-03-14T12:16:00Z,41483,29.74,CT_353_CSled_20220329
2022-03-14T12:18:00Z,41467.6,29.66,CT_353_CSled_20220329
2022-03-14T12:20:00Z,41467.6,29.66,CT_353_CSled_20220329
2022-03-14T12:22:00Z,41513.8,29.78,CT_353_CSled_20220329
2022-03-14T12:24:00Z,40124.5,29.97,CT_353_CSled_20220329
2022-03-14T12:26:00Z,41533,29.9,CT_353_CSled_20220329
2022-03-14T12:28:00Z,41579.3,30.06,CT_353_CSled_20220329
2022-03-14T12:30:00Z,41629.6,30.16,CT_353_CSled_20220329
2022-03-14T12:32:00Z,41579.3,29.91,CT_353_CSled_20220329
2022-03-14T12:34:00Z,41571.6,29.91,CT_353_CSled_20220329
2022-03-14T12:36:00Z,41594.8,29.9,CT_353_CSled_20220329
2022-03-14T12:38:00Z,41621.9,30.18,CT_353_CSled_20220329
2022-03-14T12:40:00Z,41621.9,30.15,CT_353_CSled_20220329
2022-03-14T12:42:00Z,41649,30.16,CT_353_CSled_20220329
2022-03-14T12:44:00Z,41602.5,29.97,CT_353_CSled_20220329
2022-03-14T12:46:00Z,41594.8,29.97,CT_353_CSled_20220329
2022-03-14T12:48:00Z,41618,29.91,CT_353_CSled_20220329
2022-03-14T12:50:00Z,41625.7,30.02,CT_353_CSled_20220329
2022-03-14T12:52:00Z,41598.7,29.96,CT_353_CSled_20220329
2022-03-14T12:54:00Z,41645.1,30.04,CT_353_CSled_20220329
2022-03-14T12:56:00Z,41676.1,30.11,CT_353_CSled_20220329
2022-03-14T12:58:00Z,41629.6,30.22,CT_353_CSled_20220329
2022-03-14T13:00:00Z,41618,30.01,CT_353_CSled_20220329
2022-03-14T13:02:00Z,41664.5,29.97,CT_353_CSled_20220329
2022-03-14T13:04:00Z,41621.9,29.91,CT_353_CSled_20220329
2022-03-14T13:06:00Z,41598.7,30,CT_353_CSled_20220329
2022-03-14T13:08:00Z,41687.7,30.22,CT_353_CSled_20220329
2022-03-14T13:10:00Z,41680,30.22,CT_353_CSled_20220329
2022-03-14T13:12:00Z,41761.5,30.4,CT_353_CSled_20220329
2022-03-14T13:14:00Z,41668.3,30.17,CT_353_CSled_20220329
2022-03-14T13:16:00Z,41668.3,30.28,CT_353_CSled_20220329
2022-03-14T13:18:00Z,41691.6,30.17,CT_353_CSled_20220329
2022-03-14T13:20:00Z,41718.8,30.18,CT_353_CSled_20220329
2022-03-14T13:22:00Z,41722.7,30.45,CT_353_CSled_20220329
2022-03-14T13:24:00Z,41753.8,30.31,CT_353_CSled_20220329
2022-03-14T13:26:00Z,41695.5,30.38,CT_353_CSled_20220329
2022-03-14T13:28:00Z,41440.7,30.18,CT_353_CSled_20220329
2022-03-14T13:30:00Z,41641.2,30.08,CT_353_CSled_20220329
2022-03-14T13:32:00Z,41680,30.2,CT_353_CSled_20220329
2022-03-14T13:34:00Z,41691.6,30.1,CT_353_CSled_20220329
2022-03-14T13:36:00Z,41652.8,30.18,CT_353_CSled_20220329
2022-03-14T13:38:00Z,41722.7,30.35,CT_353_CSled_20220329
2022-03-14T13:40:00Z,41730.4,30.37,CT_353_CSled_20220329
2022-03-14T13:42:00Z,41680,30.28,CT_353_CSled_20220329
2022-03-14T13:44:00Z,41726.5,30.45,CT_353_CSled_20220329
2022-03-14T13:46:00Z,41804.4,30.66,CT_353_CSled_20220329
2022-03-14T13:48:00Z,41718.8,30.4,CT_353_CSled_20220329
2022-03-14T13:50:00Z,41788.8,30.44,CT_353_CSled_20220329
2022-03-14T13:52:00Z,41718.8,30.32,CT_353_CSled_20220329
2022-03-14T13:54:00Z,41804.4,30.7,CT_353_CSled_20220329
2022-03-14T13:56:00Z,41738.2,30.43,CT_353_CSled_20220329
2022-03-14T13:58:00Z,41777.1,30.53,CT_353_CSled_20220329
2022-03-14T14:00:00Z,41870.7,30.56,CT_353_CSled_20220329
2022-03-14T14:02:00Z,41847.3,30.56,CT_353_CSled_20220329
2022-03-14T14:04:00Z,41870.7,30.49,CT_353_CSled_20220329
2022-03-14T14:06:00Z,41870.7,30.48,CT_353_CSled_20220329
2022-03-14T14:08:00Z,40901.1,30.4,CT_353_CSled_20220329
2022-03-14T14:10:00Z,41788.8,30.39,CT_353_CSled_20220329
2022-03-14T14:12:00Z,41812.2,30.51,CT_353_CSled_20220329
2022-03-14T14:14:00Z,41859,30.6,CT_353_CSled_20220329
2022-03-14T14:16:00Z,41902,30.53,CT_353_CSled_20220329
2022-03-14T14:18:00Z,41988.2,30.64,CT_353_CSled_20220329
2022-03-14T14:20:00Z,41960.8,30.49,CT_353_CSled_20220329
2022-03-14T14:22:00Z,41980.4,30.48,CT_353_CSled_20220329
2022-03-14T14:24:00Z,41933.3,30.37,CT_353_CSled_20220329
2022-03-14T14:26:00Z,41984.3,30.49,CT_353_CSled_20220329
2022-03-14T14:28:00Z,41956.8,30.5,CT_353_CSled_20220329
2022-03-14T14:30:00Z,41960.8,30.53,CT_353_CSled_20220329
2022-03-14T14:32:00Z,42011.8,30.5,CT_353_CSled_20220329
2022-03-14T14:34:00Z,42007.9,30.53,CT_353_CSled_20220329
2022-03-14T14:36:00Z,41972.5,30.53,CT_353_CSled_20220329
2022-03-14T14:38:00Z,41980.4,30.48,CT_353_CSled_20220329
2022-03-14T14:40:00Z,41980.4,30.45,CT_353_CSled_20220329
2022-03-14T14:42:00Z,41980.4,30.44,CT_353_CSled_20220329
2022-03-14T14:44:00Z,41902,30.38,CT_353_CSled_20220329
2022-03-14T14:46:00Z,41933.3,30.35,CT_353_CSled_20220329
2022-03-14T14:48:00Z,41933.3,30.35,CT_353_CSled_20220329
2022-03-14T14:50:00Z,41898.1,30.39,CT_353_CSled_20220329
2022-03-14T14:52:00Z,41913.7,30.4,CT_353_CSled_20220329
2022-03-14T14:54:00Z,41898.1,30.44,CT_353_CSled_20220329
2022-03-14T14:56:00Z,41917.7,30.49,CT_353_CSled_20220329
2022-03-14T14:58:00Z,41890.3,30.48,CT_353_CSled_20220329
2022-03-14T15:00:00Z,41917.7,30.48,CT_353_CSled_20220329
2022-03-14T15:02:00Z,41929.4,30.49,CT_353_CSled_20220329
2022-03-14T15:04:00Z,41905.9,30.48,CT_353_CSled_20220329
2022-03-14T15:06:00Z,41917.7,30.46,CT_353_CSled_20220329
2022-03-14T15:08:00Z,41941.2,30.43,CT_353_CSled_20220329
2022-03-14T15:10:00Z,41808.3,30.44,CT_353_CSled_20220329
2022-03-14T15:12:00Z,41804.4,30.44,CT_353_CSled_20220329
2022-03-14T15:14:00Z,41952.9,30.55,CT_353_CSled_20220329
2022-03-14T15:16:00Z,41933.3,30.43,CT_353_CSled_20220329
2022-03-14T15:18:00Z,41933.3,30.45,CT_353_CSled_20220329
2022-03-14T15:20:00Z,41956.8,30.49,CT_353_CSled_20220329
2022-03-14T15:22:00Z,41952.9,30.57,CT_353_CSled_20220329
2022-03-14T15:24:00Z,41956.8,30.65,CT_353_CSled_20220329
2022-03-14T15:26:00Z,41972.5,30.64,CT_353_CSled_20220329
2022-03-14T15:28:00Z,41964.7,30.72,CT_353_CSled_20220329
2022-03-14T15:30:00Z,41976.5,30.8,CT_353_CSled_20220329
2022-03-14T15:32:00Z,42003.9,30.75,CT_353_CSled_20220329
2022-03-14T15:34:00Z,41929.4,30.66,CT_353_CSled_20220329
2022-03-14T15:36:00Z,41976.5,30.72,CT_353_CSled_20220329
2022-03-14T15:38:00Z,41941.2,30.66,CT_353_CSled_20220329
2022-03-14T15:40:00Z,41941.2,30.65,CT_353_CSled_20220329
2022-03-14T15:42:00Z,41874.6,30.68,CT_353_CSled_20220329
2022-03-14T15:44:00Z,41874.6,30.7,CT_353_CSled_20220329
2022-03-14T15:46:00Z,41937.2,30.7,CT_353_CSled_20220329
2022-03-14T15:48:00Z,42003.9,30.7,CT_353_CSled_20220329
2022-03-14T15:50:00Z,41980.4,30.77,CT_353_CSled_20220329
2022-03-14T15:52:00Z,41952.9,30.67,CT_353_CSled_20220329
2022-03-14T15:54:00Z,41949,30.76,CT_353_CSled_20220329
2022-03-14T15:56:00Z,41960.8,30.75,CT_353_CSled_20220329
2022-03-14T15:58:00Z,41937.2,30.72,CT_353_CSled_20220329
2022-03-14T16:00:00Z,41968.6,30.76,CT_353_CSled_20220329
2022-03-14T16:02:00Z,41972.5,30.84,CT_353_CSled_20220329
2022-03-14T16:04:00Z,42007.9,30.87,CT_353_CSled_20220329
2022-03-14T16:06:00Z,41992.2,30.92,CT_353_CSled_20220329
2022-03-14T16:08:00Z,42007.9,30.88,CT_353_CSled_20220329
2022-03-14T16:10:00Z,41992.2,30.86,CT_353_CSled_20220329
2022-03-14T16:12:00Z,42000,30.88,CT_353_CSled_20220329
2022-03-14T16:14:00Z,42011.8,31.06,CT_353_CSled_20220329
2022-03-14T16:16:00Z,42000,30.98,CT_353_CSled_20220329
2022-03-14T16:18:00Z,41968.6,31,CT_353_CSled_20220329
2022-03-14T16:20:00Z,41996.1,31.09,CT_353_CSled_20220329
2022-03-14T16:22:00Z,41968.6,31.08,CT_353_CSled_20220329
2022-03-14T16:24:00Z,41992.2,31.06,CT_353_CSled_20220329
2022-03-14T16:26:00Z,41984.3,31.03,CT_353_CSled_20220329
2022-03-14T16:28:00Z,41874.6,30.94,CT_353_CSled_20220329
2022-03-14T16:30:00Z,41913.7,31.04,CT_353_CSled_20220329
2022-03-14T16:32:00Z,41996.1,31.03,CT_353_CSled_20220329
2022-03-14T16:34:00Z,41784.9,31.06,CT_353_CSled_20220329
2022-03-14T16:36:00Z,41835.6,30.98,CT_353_CSled_20220329
2022-03-14T16:38:00Z,41781,30.81,CT_353_CSled_20220329
2022-03-14T16:40:00Z,41781,30.83,CT_353_CSled_20220329
2022-03-14T16:42:00Z,41761.5,30.88,CT_353_CSled_20220329
2022-03-14T16:44:00Z,41816.1,30.91,CT_353_CSled_20220329
2022-03-14T16:46:00Z,41792.7,30.95,CT_353_CSled_20220329
2022-03-14T16:48:00Z,41878.5,30.94,CT_353_CSled_20220329
2022-03-14T16:50:00Z,41816.1,30.99,CT_353_CSled_20220329
2022-03-14T16:52:00Z,41886.4,30.97,CT_353_CSled_20220329
2022-03-14T16:54:00Z,41898.1,30.95,CT_353_CSled_20220329
2022-03-14T16:56:00Z,41851.2,30.92,CT_353_CSled_20220329
2022-03-14T16:58:00Z,41945.1,30.95,CT_353_CSled_20220329
2022-03-14T17:00:00Z,41929.4,30.98,CT_353_CSled_20220329
2022-03-14T17:02:00Z,41878.5,30.99,CT_353_CSled_20220329
2022-03-14T17:04:00Z,41886.4,30.99,CT_353_CSled_20220329
2022-03-14T17:06:00Z,41886.4,30.97,CT_353_CSled_20220329
2022-03-14T17:08:00Z,41870.7,31.02,CT_353_CSled_20220329
2022-03-14T17:10:00Z,41913.7,31.02,CT_353_CSled_20220329
2022-03-14T17:12:00Z,41902,31.03,CT_353_CSled_20220329
2022-03-14T17:14:00Z,41909.8,30.99,CT_353_CSled_20220329
2022-03-14T17:16:00Z,41894.2,30.98,CT_353_CSled_20220329
2022-03-14T17:18:00Z,41925.5,30.97,CT_353_CSled_20220329
2022-03-14T17:20:00Z,41874.6,30.95,CT_353_CSled_20220329
2022-03-14T17:22:00Z,41917.7,30.89,CT_353_CSled_20220329
2022-03-14T17:24:00Z,41874.6,30.88,CT_353_CSled_20220329
2022-03-14T17:26:00Z,41913.7,30.87,CT_353_CSled_20220329
2022-03-14T17:28:00Z,41862.9,30.84,CT_353_CSled_20220329
2022-03-14T17:30:00Z,41921.6,30.77,CT_353_CSled_20220329
2022-03-14T17:32:00Z,41921.6,30.78,CT_353_CSled_20220329
2022-03-14T17:34:00Z,41823.9,30.73,CT_353_CSled_20220329
2022-03-14T17:36:00Z,41823.9,30.75,CT_353_CSled_20220329
2022-03-14T17:38:00Z,41839.5,30.7,CT_353_CSled_20220329
2022-03-14T17:40:00Z,41796.6,30.72,CT_353_CSled_20220329
2022-03-14T17:42:00Z,41804.4,30.7,CT_353_CSled_20220329
2022-03-14T17:44:00Z,41730.4,30.7,CT_353_CSled_20220329
2022-03-14T17:46:00Z,41847.3,30.62,CT_353_CSled_20220329
2022-03-14T17:48:00Z,41952.9,30.65,CT_353_CSled_20220329
2022-03-14T17:50:00Z,41925.5,30.65,CT_353_CSled_20220329
2022-03-14T17:52:00Z,41839.5,30.65,CT_353_CSled_20220329
2022-03-14T17:54:00Z,41855.1,30.65,CT_353_CSled_20220329
2022-03-14T17:56:00Z,41913.7,30.62,CT_353_CSled_20220329
2022-03-14T17:58:00Z,41886.4,30.6,CT_353_CSled_20220329
2022-03-14T18:00:00Z,41827.8,30.57,CT_353_CSled_20220329
2022-03-14T18:02:00Z,41641.2,30.56,CT_353_CSled_20220329
2022-03-14T18:04:00Z,41859,30.55,CT_353_CSled_20220329
2022-03-14T18:06:00Z,41866.8,30.54,CT_353_CSled_20220329
2022-03-14T18:08:00Z,41859,30.55,CT_353_CSled_20220329
2022-03-14T18:10:00Z,41816.1,30.54,CT_353_CSled_20220329
2022-03-14T18:12:00Z,41862.9,30.53,CT_353_CSled_20220329
2022-03-14T18:14:00Z,41800.5,30.55,CT_353_CSled_20220329
2022-03-14T18:16:00Z,41851.2,30.51,CT_353_CSled_20220329
2022-03-14T18:18:00Z,41839.5,30.54,CT_353_CSled_20220329
2022-03-14T18:20:00Z,41816.1,30.54,CT_353_CSled_20220329
2022-03-14T18:22:00Z,41831.7,30.54,CT_353_CSled_20220329
2022-03-14T18:24:00Z,41788.8,30.51,CT_353_CSled_20220329
2022-03-14T18:26:00Z,41781,30.5,CT_353_CSled_20220329
2022-03-14T18:28:00Z,41761.5,30.45,CT_353_CSled_20220329
2022-03-14T18:30:00Z,41120.1,30.45,CT_353_CSled_20220329
2022-03-14T18:32:00Z,41421.5,30.45,CT_353_CSled_20220329
2022-03-14T18:34:00Z,41161.8,30.44,CT_353_CSled_20220329
2022-03-14T18:36:00Z,41135.3,30.43,CT_353_CSled_20220329
2022-03-14T18:38:00Z,41820,30.42,CT_353_CSled_20220329
2022-03-14T18:40:00Z,41765.4,30.4,CT_353_CSled_20220329
2022-03-14T18:42:00Z,41571.6,30.39,CT_353_CSled_20220329
2022-03-14T18:44:00Z,41494.5,30.37,CT_353_CSled_20220329
2022-03-14T18:46:00Z,41781,30.38,CT_353_CSled_20220329
2022-03-14T18:48:00Z,41074.6,30.37,CT_353_CSled_20220329
2022-03-14T18:50:00Z,41722.7,30.34,CT_353_CSled_20220329
2022-03-14T18:52:00Z,40717.7,30.34,CT_353_CSled_20220329
2022-03-14T18:54:00Z,41587.1,30.32,CT_353_CSled_20220329
2022-03-14T18:56:00Z,41560,30.29,CT_353_CSled_20220329
2022-03-14T18:58:00Z,41602.5,30.31,CT_353_CSled_20220329
2022-03-14T19:00:00Z,41587.1,30.29,CT_353_CSled_20220329
2022-03-14T19:02:00Z,41618,30.28,CT_353_CSled_20220329
2022-03-14T19:04:00Z,41746,30.26,CT_353_CSled_20220329
2022-03-14T19:06:00Z,40524.5,30.23,CT_353_CSled_20220329
2022-03-14T19:08:00Z,41672.2,30.24,CT_353_CSled_20220329
2022-03-14T19:10:00Z,41757.7,30.23,CT_353_CSled_20220329
2022-03-14T19:12:00Z,41769.3,30.23,CT_353_CSled_20220329
2022-03-14T19:14:00Z,41479.1,30.22,CT_353_CSled_20220329
2022-03-14T19:16:00Z,41467.6,30.2,CT_353_CSled_20220329
2022-03-14T19:18:00Z,41375.4,30.17,CT_353_CSled_20220329
2022-03-14T19:20:00Z,41602.5,30.18,CT_353_CSled_20220329
2022-03-14T19:22:00Z,40041,30.17,CT_353_CSled_20220329
2022-03-14T19:24:00Z,40628.3,30.17,CT_353_CSled_20220329
2022-03-14T19:26:00Z,41356.3,30.16,CT_353_CSled_20220329
2022-03-14T19:28:00Z,41707.1,30.15,CT_353_CSled_20220329
2022-03-14T19:30:00Z,41448.3,30.15,CT_353_CSled_20220329
2022-03-14T19:32:00Z,41625.7,30.11,CT_353_CSled_20220329
2022-03-14T19:34:00Z,41730.4,30.13,CT_353_CSled_20220329
2022-03-14T19:36:00Z,41560,30.11,CT_353_CSled_20220329
2022-03-14T19:38:00Z,41687.7,30.1,CT_353_CSled_20220329
2022-03-14T19:40:00Z,41695.5,30.08,CT_353_CSled_20220329
2022-03-14T19:42:00Z,41703.2,30.07,CT_353_CSled_20220329
2022-03-14T19:44:00Z,41703.2,30.05,CT_353_CSled_20220329
2022-03-14T19:46:00Z,41711,30.04,CT_353_CSled_20220329
2022-03-14T19:48:00Z,41668.3,30.01,CT_353_CSled_20220329
