TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-03-29T20:00:00Z,29.45,8.24,-96.99,8.088903818539555,-88.90473036738265
2022-04-04,2022-03-29T20:02:00Z,29.5,8.24,-96.85,8.086201209539588,-88.83405573666076
2022-04-04,2022-03-29T20:04:00Z,29.55,8.23,-96.57,8.081168418675407,-88.76338110593886
2022-04-04,2022-03-29T20:06:00Z,29.63,8.24,-96.64,8.08174118892656,-88.65030169678384
2022-04-04,2022-03-29T20:08:00Z,29.65,8.24,-96.77,8.083756709103518,-88.6220318444951
2022-04-04,2022-03-29T20:10:00Z,29.65,8.23,-96.6,8.080927246162407,-88.6220318444951
2022-04-04,2022-03-29T20:12:00Z,29.7,8.24,-96.92,8.085882031490673,-88.5513572137732
2022-04-04,2022-03-29T20:14:00Z,29.7,8.24,-96.69,8.082054566582384,-88.5513572137732
2022-04-04,2022-03-29T20:16:00Z,29.75,8.24,-96.78,8.083181354861415,-88.4806825830513
2022-04-04,2022-03-29T20:18:00Z,29.73,8.23,-96.64,8.08100019504533,-88.50895243534006
2022-04-04,2022-03-29T20:20:00Z,29.73,8.23,-96.55,8.079502639731807,-88.50895243534006
2022-04-04,2022-03-29T20:22:00Z,29.75,8.23,-96.61,8.080352826044747,-88.4806825830513
2022-04-04,2022-03-29T20:24:00Z,29.75,8.23,-96.49,8.078356217468276,-88.4806825830513
2022-04-04,2022-03-29T20:26:00Z,29.75,8.23,-96.41,8.077025145083962,-88.4806825830513
2022-04-04,2022-03-29T20:28:00Z,29.75,8.23,-96.27,8.074695768411411,-88.4806825830513
2022-04-04,2022-03-29T20:30:00Z,29.75,8.22,-96.07,8.071368087450626,-88.4806825830513
2022-04-04,2022-03-29T20:32:00Z,29.78,8.22,-96.02,8.070314852151421,-88.43827780461817
2022-04-04,2022-03-29T20:34:00Z,29.75,8.22,-95.88,8.06820679053788,-88.4806825830513
2022-04-04,2022-03-29T20:36:00Z,29.75,8.22,-95.97,8.069704246970234,-88.4806825830513
2022-04-04,2022-03-29T20:38:00Z,29.78,8.22,-95.89,8.068152073734083,-88.43827780461817
2022-04-04,2022-03-29T20:40:00Z,29.75,8.22,-95.86,8.067874022441803,-88.4806825830513
2022-04-04,2022-03-29T20:42:00Z,29.75,8.22,-95.72,8.065544645769252,-88.4806825830513
2022-04-04,2022-03-29T20:44:00Z,29.73,8.22,-95.61,8.063861506457235,-88.50895243534006
2022-04-04,2022-03-29T20:46:00Z,29.75,8.21,-95.41,8.060386740280036,-88.4806825830513
2022-04-04,2022-03-29T20:48:00Z,29.75,8.21,-95.38,8.059887588135918,-88.4806825830513
2022-04-04,2022-03-29T20:50:00Z,29.75,8.21,-95.33,8.059055667895722,-88.4806825830513
2022-04-04,2022-03-29T20:52:00Z,29.75,8.21,-95.28,8.058223747655525,-88.4806825830513
2022-04-04,2022-03-29T20:54:00Z,29.75,8.21,-95.24,8.057558211463368,-88.4806825830513
2022-04-04,2022-03-29T20:56:00Z,29.75,8.21,-95.16,8.056227139079054,-88.4806825830513
2022-04-04,2022-03-29T20:58:00Z,29.75,8.21,-95.07,8.0547296826467,-88.4806825830513
2022-04-04,2022-03-29T21:00:00Z,29.75,8.21,-94.96,8.052899458118269,-88.4806825830513
2022-04-04,2022-03-29T21:02:00Z,29.73,8.2,-94.77,8.04988432353102,-88.50895243534006
2022-04-04,2022-03-29T21:04:00Z,29.73,8.2,-94.74,8.049385138426512,-88.50895243534006
2022-04-04,2022-03-29T21:06:00Z,29.7,8.2,-94.66,8.048273028478796,-88.5513572137732
2022-04-04,2022-03-29T21:08:00Z,29.73,8.2,-94.41,8.043894102276928,-88.50895243534006
2022-04-04,2022-03-29T21:10:00Z,29.73,8.19,-94.08,8.038403066127344,-88.50895243534006
2022-04-04,2022-03-29T21:12:00Z,29.7,8.19,-94.14,8.039619629555709,-88.5513572137732
2022-04-04,2022-03-29T21:14:00Z,29.7,8.19,-93.92,8.035958576165173,-88.5513572137732
2022-04-04,2022-03-29T21:16:00Z,29.7,8.19,-93.97,8.036790633753931,-88.5513572137732
2022-04-04,2022-03-29T21:18:00Z,29.7,8.19,-93.82,8.034294460987656,-88.5513572137732
2022-04-04,2022-03-29T21:20:00Z,29.7,8.19,-93.71,8.032463934292387,-88.5513572137732
2022-04-04,2022-03-29T21:22:00Z,29.68,8.18,-93.64,8.031443958306193,-88.57962706606196
2022-04-04,2022-03-29T21:24:00Z,29.68,8.18,-93.61,8.030944690781665,-88.57962706606196
2022-04-04,2022-03-29T21:26:00Z,29.68,8.18,-93.25,8.02495348048731,-88.57962706606196
2022-04-04,2022-03-29T21:28:00Z,29.68,8.18,-93.33,8.026284860552721,-88.57962706606196
2022-04-04,2022-03-29T21:30:00Z,29.68,8.18,-93.27,8.025286325503663,-88.57962706606196
2022-04-04,2022-03-29T21:32:00Z,29.65,8.17,-93.05,8.021841402392138,-88.6220318444951
2022-04-04,2022-03-29T21:34:00Z,29.63,8.18,-93.14,8.023483692219768,-88.65030169678384
2022-04-04,2022-03-29T21:36:00Z,29.63,8.17,-93.07,8.022318542285634,-88.65030169678384
2022-04-04,2022-03-29T21:38:00Z,29.63,8.17,-93.07,8.022318542285634,-88.65030169678384
2022-04-04,2022-03-29T21:40:00Z,29.63,8.17,-92.78,8.017491492558499,-88.65030169678384
2022-04-04,2022-03-29T21:42:00Z,29.63,8.17,-92.71,8.016326342624364,-88.65030169678384
