TrisCalDate,Ttris,mVTRis,Hobo_Orion
6/14/23,19.996,-85.5,Orion
6/14/23,21.332,-82.5,Orion
6/14/23,21.917,-82.1,Orion
6/14/23,22.098,-82,Orion
6/14/23,23.269,-81.3,Orion
6/14/23,24.162,-80.2,Orion
6/14/23,25.22,-79.9,Orion
6/14/23,26.155,-79.2,Orion
6/14/23,26.99,-78.3,Orion
6/14/23,28.136,-76.9,Orion
6/14/23,29.098,-75.2,Orion
6/14/23,30.145,-73.9,Orion
,,,
,,,
