
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2021-01-11T04:38:51Z,,-17.493869690224528,-149.87006560899317,-17.491971859708428,-149.86809871159494,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,
1,"CHURCH-OPU",,,,,,"Cyan",

trkseg
ID,trkID,
1,1,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
1,1,-17.492407048121095,-149.8681353405118,7.83,2021-01-11T01:16:04Z,,,,,,,,,,,,,,,,,,,,,
2,1,-17.492412999272346,-149.86813416704535,13.119999999999999,2021-01-11T01:16:14Z,,,,,,,,,,,,,,,,,,,,,
3,1,-17.492411155253649,-149.86813073046505,10.710000000000001,2021-01-11T01:16:24Z,,,,,,,,,,,,,,,,,,,,,
4,1,-17.492406377568841,-149.86812704242766,11.19,2021-01-11T01:16:34Z,,,,,,,,,,,,,,,,,,,,,
5,1,-17.492401096969843,-149.86812628805637,10.710000000000001,2021-01-11T01:16:44Z,,,,,,,,,,,,,,,,,,,,,
6,1,-17.492397995665669,-149.86813274212182,10.710000000000001,2021-01-11T01:16:54Z,,,,,,,,,,,,,,,,,,,,,
7,1,-17.492397576570511,-149.86813215538859,10.23,2021-01-11T01:17:04Z,,,,,,,,,,,,,,,,,,,,,
8,1,-17.492396319285035,-149.86813064664602,10.23,2021-01-11T01:17:14Z,,,,,,,,,,,,,,,,,,,,,
9,1,-17.492391709238291,-149.86811765469611,10.23,2021-01-11T01:17:24Z,,,,,,,,,,,,,,,,,,,,,
10,1,-17.49239849857986,-149.86812184564769,9.75,2021-01-11T01:17:34Z,,,,,,,,,,,,,,,,,,,,,
11,1,-17.492413753643632,-149.86811882816255,9.75,2021-01-11T01:17:44Z,,,,,,,,,,,,,,,,,,,,,
12,1,-17.492415849119425,-149.86813634634018,9.75,2021-01-11T01:17:54Z,,,,,,,,,,,,,,,,,,,,,
13,1,-17.492401767522097,-149.86812469549477,9.75,2021-01-11T01:18:04Z,,,,,,,,,,,,,,,,,,,,,
14,1,-17.492395313456655,-149.8681350890547,9.75,2021-01-11T01:18:14Z,,,,,,,,,,,,,,,,,,,,,
15,1,-17.4923912063241,-149.86812327057123,9.75,2021-01-11T01:18:24Z,,,,,,,,,,,,,,,,,,,,,
16,1,-17.492393469437957,-149.86813022755086,9.75,2021-01-11T01:18:34Z,,,,,,,,,,,,,,,,,,,,,
17,1,-17.492393553256989,-149.86812938936055,9.75,2021-01-11T01:18:44Z,,,,,,,,,,,,,,,,,,,,,
18,1,-17.492399672046304,-149.86811916343868,10.23,2021-01-11T01:18:54Z,,,,,,,,,,,,,,,,,,,,,
19,1,-17.492398079484701,-149.86812947317958,10.710000000000001,2021-01-11T01:19:04Z,,,,,,,,,,,,,,,,,,,,,
20,1,-17.492387602105737,-149.86813182011247,10.710000000000001,2021-01-11T01:19:14Z,,,,,,,,,,,,,,,,,,,,,
21,1,-17.492383662611246,-149.86813316121697,10.23,2021-01-11T01:19:24Z,,,,,,,,,,,,,,,,,,,,,
