Serial Number:20555848 --,,,,,,,,
,,,,,,,,
Date Time - GMT -10:00,"Temp, (*F)","Intensity, (lum/ft²)",Button Down,Button Up,Host Connect,Stopped,EOF,
4/6/22 01:40,83,"04""""",0, , , , , 
4/6/22 01:42,83,"19""""",0, , , , , 
4/6/22 01:44,83,"12""""",0, , , , , 
4/6/22 01:46,83,"04""""",0, , , , , 
4/6/22 01:48,83,"12""""",0, , , , , 
4/6/22 01:50,83,"12""""",0, , , , , 
4/6/22 01:52,83,"12""""",0, , , , , 
4/6/22 01:54,83,"19""""",0, , , , , 
4/6/22 01:56,83,"12""""",0, , , , , 
4/6/22 01:58,83,"04""""",0, , , , , 
4/6/22 02:00,83,"04""""",0, , , , , 
4/6/22 02:02,83,"12""""",0, , , , , 
4/6/22 02:04,83,"04""""",0, , , , , 
4/6/22 02:06,83,"04""""",0, , , , , 
4/6/22 02:08,83,"04""""",0, , , , , 
4/6/22 02:10,83,"04""""",0, , , , , 
4/6/22 02:12,83,"04""""",0, , , , , 
4/6/22 02:14,83,"12""""",0, , , , , 
4/6/22 02:16,83,"12""""",0, , , , , 
4/6/22 02:18,83,"12""""",0, , , , , 
4/6/22 02:20,82,"96""""",0, , , , , 
4/6/22 02:22,83,"04""""",0, , , , , 
4/6/22 02:24,82,"88""""",0, , , , , 
4/6/22 02:26,82,"88""""",0, , , , , 
4/6/22 02:28,83,"12""""",0, , , , , 
4/6/22 02:30,82,"96""""",0, , , , , 
4/6/22 02:32,83,"04""""",0, , , , , 
4/6/22 02:34,82,"96""""",0, , , , , 
4/6/22 02:36,82,"96""""",0, , , , , 
4/6/22 02:38,82,"96""""",0, , , , , 
4/6/22 02:40,82,"96""""",0, , , , , 
4/6/22 02:42,82,"96""""",0, , , , , 
4/6/22 02:44,82,"96""""",0, , , , , 
4/6/22 02:46,82,"96""""",0, , , , , 
4/6/22 02:48,82,"96""""",0, , , , , 
4/6/22 02:50,82,"88""""",0, , , , , 
4/6/22 02:52,82,"88""""",0, , , , , 
4/6/22 02:54,82,"88""""",0, , , , , 
4/6/22 02:56,82,"88""""",0, , , , , 
4/6/22 02:58,82,"88""""",0, , , , , 
4/6/22 03:00,82,"88""""",0, , , , , 
4/6/22 03:02,82,"88""""",0, , , , , 
4/6/22 03:04,82,"81""""",0, , , , , 
4/6/22 03:06,82,"88""""",0, , , , , 
4/6/22 03:08,82,"81""""",0, , , , , 
4/6/22 03:10,82,"81""""",0, , , , , 
4/6/22 03:12,82,"81""""",0, , , , , 
4/6/22 03:14,82,"81""""",0, , , , , 
4/6/22 03:16,82,"88""""",0, , , , , 
4/6/22 03:18,82,"81""""",0, , , , , 
4/6/22 03:20,82,"81""""",0, , , , , 
4/6/22 03:22,82,"81""""",0, , , , , 
4/6/22 03:24,82,"81""""",0, , , , , 
4/6/22 03:26,82,"81""""",0, , , , , 
4/6/22 03:28,82,"81""""",0, , , , , 
4/6/22 03:30,82,"88""""",0, , , , , 
4/6/22 03:32,82,"81""""",0, , , , , 
4/6/22 03:34,82,"73""""",0, , , , , 
4/6/22 03:36,82,"81""""",0, , , , , 
4/6/22 03:38,82,"81""""",0, , , , , 
4/6/22 03:40,82,"73""""",0, , , , , 
4/6/22 03:42,82,"73""""",0, , , , , 
4/6/22 03:44,82,"73""""",0, , , , , 
4/6/22 03:46,82,"73""""",0, , , , , 
4/6/22 03:48,82,"81""""",0, , , , , 
4/6/22 03:50,82,"73""""",0, , , , , 
4/6/22 03:52,82,"73""""",0, , , , , 
4/6/22 03:54,82,"81""""",0, , , , , 
4/6/22 03:56,82,"81""""",0, , , , , 
4/6/22 03:58,82,"73""""",0, , , , , 
4/6/22 04:00,82,"73""""",0, , , , , 
4/6/22 04:02,82,"81""""",0, , , , , 
4/6/22 04:04,82,"73""""",0, , , , , 
4/6/22 04:06,82,"81""""",0, , , , , 
4/6/22 04:08,82,"65""""",0, , , , , 
4/6/22 04:10,82,"73""""",0, , , , , 
4/6/22 04:12,82,"73""""",0, , , , , 
4/6/22 04:14,82,"81""""",0, , , , , 
4/6/22 04:16,82,"65""""",0, , , , , 
4/6/22 04:18,82,"73""""",0, , , , , 
4/6/22 04:20,82,"73""""",0, , , , , 
4/6/22 04:22,82,"57""""",0, , , , , 
4/6/22 04:24,82,"65""""",0, , , , , 
4/6/22 04:26,82,"73""""",0, , , , , 
4/6/22 04:28,82,"65""""",0, , , , , 
4/6/22 04:30,82,"65""""",0, , , , , 
4/6/22 04:32,82,"65""""",0, , , , , 
4/6/22 04:34,82,"50""""",0, , , , , 
4/6/22 04:36,82,"50""""",0, , , , , 
4/6/22 04:38,82,"57""""",0, , , , , 
4/6/22 04:40,82,"57""""",0, , , , , 
4/6/22 04:42,82,"50""""",0, , , , , 
4/6/22 04:44,82,"50""""",0, , , , , 
4/6/22 04:46,82,"65""""",0, , , , , 
4/6/22 04:48,82,"65""""",0, , , , , 
4/6/22 04:50,82,"57""""",0, , , , , 
4/6/22 04:52,82,"57""""",0, , , , , 
4/6/22 04:54,82,"57""""",0, , , , , 
4/6/22 04:56,82,"57""""",0, , , , , 
4/6/22 04:58,82,"57""""",0, , , , , 
4/6/22 05:00,82,"57""""",0, , , , , 
4/6/22 05:02,82,"65""""",0, , , , , 
4/6/22 05:04,82,"50""""",0, , , , , 
4/6/22 05:06,82,"57""""",0, , , , , 
4/6/22 05:08,82,"57""""",0, , , , , 
4/6/22 05:10,82,"50""""",0, , , , , 
4/6/22 05:12,82,"57""""",0, , , , , 
4/6/22 05:14,82,"50""""",0, , , , , 
4/6/22 05:16,82,"50""""",0, , , , , 
4/6/22 05:18,82,"57""""",0, , , , , 
4/6/22 05:20,82,"57""""",0, , , , , 
4/6/22 05:22,82,"50""""",0, , , , , 
4/6/22 05:24,82,"50""""",0, , , , , 
4/6/22 05:26,82,"42""""",0, , , , , 
4/6/22 05:28,82,"42""""",0, , , , , 
4/6/22 05:30,82,"50""""",0, , , , , 
4/6/22 05:32,82,"50""""",0, , , , , 
4/6/22 05:34,82,"50""""",0, , , , , 
4/6/22 05:36,82,"50""""",0, , , , , 
4/6/22 05:38,82,"50""""",0, , , , , 
4/6/22 05:40,82,"50""""",0, , , , , 
4/6/22 05:42,82,"57""""",0, , , , , 
4/6/22 05:44,82,"50""""",0, , , , , 
4/6/22 05:46,82,"50""""",0, , , , , 
4/6/22 05:48,82,"50""""",0, , , , , 
4/6/22 05:50,82,"42""""",1, , , , , 
4/6/22 05:52,82,"42""""",1, , , , , 
4/6/22 05:54,82,"42""""",2, , , , , 
4/6/22 05:56,82,"34""""",2, , , , , 
4/6/22 05:58,82,"34""""",3, , , , , 
4/6/22 06:00,82,"34""""",5, , , , , 
4/6/22 06:02,82,"42""""",7, , , , , 
4/6/22 06:04,82,"50""""",10, , , , , 
4/6/22 06:06,82,"42""""",13, , , , , 
4/6/22 06:08,82,"42""""",18, , , , , 
4/6/22 06:10,82,"42""""",22, , , , , 
4/6/22 06:12,82,"34""""",31, , , , , 
4/6/22 06:14,82,"34""""",32, , , , , 
4/6/22 06:16,82,"42""""",37, , , , , 
4/6/22 06:18,82,"34""""",51, , , , , 
4/6/22 06:20,82,"42""""",57, , , , , 
4/6/22 06:22,82,"34""""",66, , , , , 
4/6/22 06:24,82,"34""""",69, , , , , 
4/6/22 06:26,82,"42""""",70, , , , , 
4/6/22 06:28,82,"34""""",75, , , , , 
4/6/22 06:30,82,"42""""",32, , , , , 
4/6/22 06:32,82,"42""""",57, , , , , 
4/6/22 06:34,82,"42""""",108, , , , , 
4/6/22 06:36,82,"34""""",106, , , , , 
4/6/22 06:38,82,"42""""",130, , , , , 
4/6/22 06:40,82,"50""""",136, , , , , 
4/6/22 06:42,82,"50""""",93, , , , , 
4/6/22 06:44,82,"42""""",129, , , , , 
4/6/22 06:46,82,"50""""",158, , , , , 
4/6/22 06:48,82,"42""""",121, , , , , 
4/6/22 06:50,82,"42""""",172, , , , , 
4/6/22 06:52,82,"50""""",173, , , , , 
4/6/22 06:54,82,"42""""",74, , , , , 
4/6/22 06:56,82,"42""""",105, , , , , 
4/6/22 06:58,82,"42""""",118, , , , , 
4/6/22 07:00,82,"50""""",197, , , , , 
4/6/22 07:02,82,"50""""",146, , , , , 
4/6/22 07:04,82,"50""""",197, , , , , 
4/6/22 07:06,82,"42""""",164, , , , , 
4/6/22 07:08,82,"57""""",159, , , , , 
4/6/22 07:10,82,"50""""",123, , , , , 
4/6/22 07:12,82,"42""""",213, , , , , 
4/6/22 07:14,82,"57""""",215, , , , , 
4/6/22 07:16,82,"50""""",202, , , , , 
4/6/22 07:18,82,"50""""",256, , , , , 
4/6/22 07:20,82,"57""""",385, , , , , 
4/6/22 07:22,82,"73""""",537, , , , , 
4/6/22 07:24,82,"65""""",150, , , , , 
4/6/22 07:26,82,"65""""",276, , , , , 
4/6/22 07:28,82,"57""""",240, , , , , 
4/6/22 07:30,82,"50""""",231, , , , , 
4/6/22 07:32,82,"50""""",235, , , , , 
4/6/22 07:34,82,"50""""",264, , , , , 
4/6/22 07:36,82,"57""""",338, , , , , 
4/6/22 07:38,82,"57""""",243, , , , , 
4/6/22 07:40,82,"57""""",235, , , , , 
4/6/22 07:42,82,"65""""",131, , , , , 
4/6/22 07:44,82,"57""""",243, , , , , 
4/6/22 07:46,82,"57""""",243, , , , , 
4/6/22 07:48,82,"50""""",255, , , , , 
4/6/22 07:50,82,"65""""",256, , , , , 
4/6/22 07:52,82,"65""""",244, , , , , 
4/6/22 07:54,82,"57""""",317, , , , , 
4/6/22 07:56,82,"65""""",235, , , , , 
4/6/22 07:58,82,"81""""",246, , , , , 
4/6/22 08:00,82,"73""""",249, , , , , 
4/6/22 08:02,82,"65""""",52, , , , , 
4/6/22 08:04,82,"65""""",18, , , , , 
4/6/22 08:06,82,"65""""",232, , , , , 
4/6/22 08:08,82,"73""""",169, , , , , 
4/6/22 08:10,82,"65""""",215, , , , , 
4/6/22 08:12,82,"73""""",197, , , , , 
4/6/22 08:14,82,"73""""",255, , , , , 
4/6/22 08:16,82,"73""""",98, , , , , 
4/6/22 08:18,82,"65""""",134, , , , , 
4/6/22 08:20,82,"65""""",220, , , , , 
4/6/22 08:22,82,"73""""",258, , , , , 
4/6/22 08:24,82,"73""""",292, , , , , 
4/6/22 08:26,82,"88""""",276, , , , , 
4/6/22 08:28,82,"88""""",255, , , , , 
4/6/22 08:30,82,"96""""",286, , , , , 
4/6/22 08:32,82,"88""""",253, , , , , 
4/6/22 08:34,82,"96""""",227, , , , , 
4/6/22 08:36,83,"04""""",288, , , , , 
4/6/22 08:38,83,"04""""",303, , , , , 
4/6/22 08:40,82,"96""""",252, , , , , 
4/6/22 08:42,83,"04""""",254, , , , , 
4/6/22 08:44,83,"04""""",288, , , , , 
4/6/22 08:46,83,"04""""",205, , , , , 
4/6/22 08:48,83,"12""""",313, , , , , 
4/6/22 08:50,83,"19""""",331, , , , , 
4/6/22 08:52,83,"27""""",324, , , , , 
4/6/22 08:54,83,"19""""",315, , , , , 
4/6/22 08:56,83,"27""""",330, , , , , 
4/6/22 08:58,83,"42""""",316, , , , , 
4/6/22 09:00,83,"42""""",332, , , , , 
4/6/22 09:02,83,"50""""",330, , , , , 
4/6/22 09:04,83,"58""""",448, , , , , 
4/6/22 09:06,83,"73""""",347, , , , , 
4/6/22 09:08,83,"73""""",406, , , , , 
4/6/22 09:10,83,"66""""",342, , , , , 
4/6/22 09:12,83,"66""""",307, , , , , 
4/6/22 09:14,83,"73""""",347, , , , , 
4/6/22 09:16,83,"66""""",360, , , , , 
4/6/22 09:18,83,"66""""",394, , , , , 
4/6/22 09:20,83,"81""""",426, , , , , 
4/6/22 09:22,83,"81""""",463, , , , , 
4/6/22 09:24,83,"96""""",462, , , , , 
4/6/22 09:26,84,"04""""",525, , , , , 
4/6/22 09:28,84,"12""""",440, , , , , 
4/6/22 09:30,83,"96""""",474, , , , , 
4/6/22 09:32,84,"04""""",431, , , , , 
4/6/22 09:34,83,"96""""",364, , , , , 
4/6/22 09:36,84,"12""""",349, , , , , 
4/6/22 09:38,84,"04""""",510, , , , , 
4/6/22 09:40,84,"04""""",520, , , , , 
4/6/22 09:42,84,"20""""",545, , , , , 
4/6/22 09:44,84,"20""""",196, , , , , 
4/6/22 09:46,84,"20""""",584, , , , , 
4/6/22 09:48,84,"20""""",616, , , , , 
4/6/22 09:50,84,"35""""",783, , , , , 
4/6/22 09:52,84,"43""""",827, , , , , 
4/6/22 09:54,84,"51""""",735, , , , , 
4/6/22 09:56,84,"66""""",1430, , , , , 
4/6/22 09:58,84,"81""""",1303, , , , , 
4/6/22 10:00,84,"89""""",1879, , , , , 
4/6/22 10:02,84,"66""""",948, , , , , 
4/6/22 10:04,84,"66""""",662, , , , , 
4/6/22 10:06,84,"58""""",495, , , , , 
4/6/22 10:08,84,"58""""",470, , , , , 
4/6/22 10:10,84,"58""""",366, , , , , 
4/6/22 10:12,84,"43""""",166, , , , , 
4/6/22 10:14,84,"66""""",910, , , , , 
4/6/22 10:16,84,"58""""",518, , , , , 
4/6/22 10:18,84,"58""""",605, , , , , 
4/6/22 10:20,84,"66""""",109, , , , , 
4/6/22 10:22,84,"58""""",616, , , , , 
4/6/22 10:24,84,"74""""",669, , , , , 
4/6/22 10:26,84,"74""""",550, , , , , 
4/6/22 10:28,84,"74""""",547, , , , , 
4/6/22 10:30,84,"81""""",741, , , , , 
4/6/22 10:32,84,"74""""",788, , , , , 
4/6/22 10:34,84,"89""""",945, , , , , 
4/6/22 10:36,84,"97""""",851, , , , , 
4/6/22 10:38,85,"05""""",1069, , , , , 
4/6/22 10:40,85,"05""""",498, , , , , 
4/6/22 10:42,85,"20""""",1063, , , , , 
4/6/22 10:44,85,"12""""",662, , , , , 
4/6/22 10:46,85,"35""""",979, , , , , 
4/6/22 10:48,85,"35""""",898, , , , , 
4/6/22 10:50,85,"12""""",153, , , , , 
4/6/22 10:52,84,"97""""",149, , , , , 
4/6/22 10:54,85,"05""""",684, , , , , 
4/6/22 10:56,85,"12""""",369, , , , , 
4/6/22 10:58,85,"12""""",858, , , , , 
4/6/22 11:00,85,"20""""",968, , , , , 
4/6/22 11:02,85,"05""""",1019, , , , , 
4/6/22 11:04,85,"20""""",1266, , , , , 
4/6/22 11:06,85,"20""""",932, , , , , 
4/6/22 11:08,85,"20""""",656, , , , , 
4/6/22 11:10,85,"05""""",722, , , , , 
4/6/22 11:12,85,"12""""",636, , , , , 
4/6/22 11:14,85,"12""""",569, , , , , 
4/6/22 11:16,85,"05""""",635, , , , , 
4/6/22 11:18,85,"05""""",792, , , , , 
4/6/22 11:20,85,"12""""",800, , , , , 
4/6/22 11:22,85,"05""""",665, , , , , 
4/6/22 11:24,85,"05""""",793, , , , , 
4/6/22 11:26,85,"05""""",705, , , , , 
4/6/22 11:28,85,"12""""",781, , , , , 
4/6/22 11:30,85,"12""""",924, , , , , 
4/6/22 11:32,85,"20""""",1314, , , , , 
4/6/22 11:34,85,"12""""",930, , , , , 
4/6/22 11:36,85,"35""""",1127, , , , , 
4/6/22 11:38,85,"28""""",1109, , , , , 
4/6/22 11:40,85,"35""""",1104, , , , , 
4/6/22 11:42,85,"20""""",885, , , , , 
4/6/22 11:44,85,"43""""",1319, , , , , 
4/6/22 11:46,85,"43""""",1056, , , , , 
4/6/22 11:48,85,"51""""",1421, , , , , 
4/6/22 11:50,85,"66""""",1322, , , , , 
4/6/22 11:52,85,"66""""",1384, , , , , 
4/6/22 11:54,85,"74""""",1254, , , , , 
4/6/22 11:56,85,"82""""",553, , , , , 
4/6/22 11:58,85,"74""""",1996, , , , , 
4/6/22 12:00,85,"74""""",1349, , , , , 
4/6/22 12:02,85,"90""""",1713, , , , , 
4/6/22 12:04,86,"13""""",2107, , , , , 
4/6/22 12:06,86,"36""""",2068, , , , , 
4/6/22 12:08,86,"20""""",1886, , , , , 
4/6/22 12:10,86,"59""""",2609, , , , , 
4/6/22 12:12,86,"67""""",967, , , , , 
4/6/22 12:14,86,"74""""",2764, , , , , 
4/6/22 12:16,86,"74""""",1604, , , , , 
4/6/22 12:18,86,"20""""",678, , , , , 
4/6/22 12:20,86,"05""""",555, , , , , 
4/6/22 12:22,85,"90""""",596, , , , , 
4/6/22 12:24,86,"05""""",554, , , , , 
4/6/22 12:26,86,"59""""",4490, , , , , 
4/6/22 12:28,86,"98""""",2661, , , , , 
4/6/22 12:30,86,"98""""",2749, , , , , 
4/6/22 12:32,87,"05""""",3940, , , , , 
4/6/22 12:34,87,"05""""",3159, , , , , 
4/6/22 12:36,87,"05""""",3234, , , , , 
4/6/22 12:38,87,"21""""",2513, , , , , 
4/6/22 12:40,87,"29""""",3425, , , , , 
4/6/22 12:42,87,"29""""",3358, , , , , 
4/6/22 12:44,87,"59""""",3462, , , , , 
4/6/22 12:46,87,"59""""",3291, , , , , 
4/6/22 12:48,87,"59""""",2933, , , , , 
4/6/22 12:50,87,"05""""",1410, , , , , 
4/6/22 12:52,87,"36""""",2843, , , , , 
4/6/22 12:54,86,"74""""",2693, , , , , 
4/6/22 12:56,86,"74""""",777, , , , , 
4/6/22 12:58,86,"59""""",919, , , , , 
4/6/22 13:00,86,"82""""",2993, , , , , 
4/6/22 13:02,87,"13""""",3375, , , , , 
4/6/22 13:04,86,"90""""",406, , , , , 
4/6/22 13:06,87,"13""""",1710, , , , , 
4/6/22 13:08,87,"13""""",2824, , , , , 
4/6/22 13:10,87,"21""""",2761, , , , , 
4/6/22 13:12,86,"90""""",906, , , , , 
4/6/22 13:14,86,"67""""",693, , , , , 
4/6/22 13:16,86,"51""""",631, , , , , 
4/6/22 13:18,86,"44""""",702, , , , , 
4/6/22 13:20,86,"28""""",598, , , , , 
4/6/22 13:22,86,"20""""",534, , , , , 
4/6/22 13:24,86,"20""""",573, , , , , 
4/6/22 13:26,86,"28""""",663, , , , , 
4/6/22 13:28,86,"59""""",1261, , , , , 
4/6/22 13:30,86,"36""""",850, , , , , 
4/6/22 13:32,86,"20""""",725, , , , , 
4/6/22 13:34,86,"20""""",720, , , , , 
4/6/22 13:36,86,"13""""",650, , , , , 
4/6/22 13:38,86,"05""""",547, , , , , 
4/6/22 13:40,85,"97""""",411, , , , , 
4/6/22 13:42,85,"90""""",448, , , , , 
4/6/22 13:44,85,"82""""",627, , , , , 
4/6/22 13:46,85,"90""""",923, , , , , 
4/6/22 13:48,86,"36""""",1669, , , , , 
4/6/22 13:50,86,"44""""",1529, , , , , 
4/6/22 13:52,86,"13""""",557, , , , , 
4/6/22 13:54,85,"97""""",437, , , , , 
4/6/22 13:56,85,"90""""",393, , , , , 
4/6/22 13:58,85,"90""""",492, , , , , 
4/6/22 14:00,85,"82""""",398, , , , , 
4/6/22 14:02,85,"74""""",414, , , , , 
4/6/22 14:04,85,"74""""",536, , , , , 
4/6/22 14:06,86,"20""""",2458, , , , , 
4/6/22 14:08,86,"67""""",3254, , , , , 
4/6/22 14:10,86,"67""""",2453, , , , , 
4/6/22 14:12,86,"20""""",765, , , , , 
4/6/22 14:14,86,"05""""",721, , , , , 
4/6/22 14:16,85,"97""""",517, , , , , 
4/6/22 14:18,85,"82""""",473, , , , , 
4/6/22 14:20,85,"90""""",445, , , , , 
4/6/22 14:22,85,"82""""",522, , , , , 
4/6/22 14:24,85,"74""""",432, , , , , 
4/6/22 14:26,85,"74""""",571, , , , , 
4/6/22 14:28,85,"82""""",540, , , , , 
4/6/22 14:30,85,"82""""",522, , , , , 
4/6/22 14:32,85,"74""""",486, , , , , 
4/6/22 14:34,85,"82""""",541, , , , , 
4/6/22 14:36,85,"82""""",524, , , , , 
4/6/22 14:38,85,"74""""",573, , , , , 
4/6/22 14:40,85,"66""""",574, , , , , 
4/6/22 14:42,85,"66""""",679, , , , , 
4/6/22 14:44,85,"74""""",682, , , , , 
4/6/22 14:46,85,"66""""",578, , , , , 
4/6/22 14:48,85,"74""""",660, , , , , 
4/6/22 14:50,86,"20""""",2289, , , , , 
4/6/22 14:52,85,"90""""",675, , , , , 
4/6/22 14:54,85,"74""""",488, , , , , 
4/6/22 14:56,85,"66""""",483, , , , , 
4/6/22 14:58,85,"74""""",762, , , , , 
4/6/22 15:00,85,"74""""",709, , , , , 
4/6/22 15:02,85,"74""""",850, , , , , 
4/6/22 15:04,85,"82""""",398, , , , , 
4/6/22 15:06,85,"74""""",565, , , , , 
4/6/22 15:08,85,"66""""",556, , , , , 
4/6/22 15:10,85,"66""""",537, , , , , 
4/6/22 15:12,85,"66""""",460, , , , , 
4/6/22 15:14,85,"59""""",390, , , , , 
4/6/22 15:16,85,"59""""",637, , , , , 
4/6/22 15:18,85,"59""""",588, , , , , 
4/6/22 15:20,85,"59""""",508, , , , , 
4/6/22 15:22,85,"59""""",428, , , , , 
4/6/22 15:24,85,"59""""",579, , , , , 
4/6/22 15:26,85,"59""""",473, , , , , 
4/6/22 15:28,85,"59""""",433, , , , , 
4/6/22 15:30,85,"51""""",400, , , , , 
4/6/22 15:32,85,"59""""",386, , , , , 
4/6/22 15:34,85,"51""""",444, , , , , 
4/6/22 15:36,85,"59""""",368, , , , , 
4/6/22 15:38,85,"59""""",402, , , , , 
4/6/22 15:40,85,"59""""",385, , , , , 
4/6/22 15:42,85,"59""""",360, , , , , 
4/6/22 15:44,85,"59""""",333, , , , , 
4/6/22 15:46,85,"51""""",360, , , , , 
4/6/22 15:48,85,"59""""",407, , , , , 
4/6/22 15:50,85,"59""""",262, , , , , 
4/6/22 15:52,85,"74""""",410, , , , , 
4/6/22 15:54,85,"59""""",332, , , , , 
4/6/22 15:56,85,"59""""",342, , , , , 
4/6/22 15:58,85,"66""""",410, , , , , 
4/6/22 16:00,85,"66""""",472, , , , , 
4/6/22 16:02,85,"66""""",411, , , , , 
4/6/22 16:04,85,"59""""",473, , , , , 
4/6/22 16:06,85,"59""""",433, , , , , 
4/6/22 16:08,85,"59""""",428, , , , , 
4/6/22 16:10,85,"66""""",393, , , , , 
4/6/22 16:12,85,"59""""",357, , , , , 
4/6/22 16:14,85,"66""""",204, , , , , 
4/6/22 16:16,85,"66""""",323, , , , , 
4/6/22 16:18,85,"59""""",328, , , , , 
4/6/22 16:20,85,"66""""",379, , , , , 
4/6/22 16:22,85,"66""""",448, , , , , 
4/6/22 16:24,85,"59""""",421, , , , , 
4/6/22 16:26,85,"59""""",326, , , , , 
4/6/22 16:28,85,"51""""",423, , , , , 
4/6/22 16:30,85,"59""""",378, , , , , 
4/6/22 16:32,85,"59""""",343, , , , , 
4/6/22 16:34,85,"59""""",349, , , , , 
4/6/22 16:36,85,"51""""",329, , , , , 
4/6/22 16:38,85,"51""""",312, , , , , 
4/6/22 16:40,85,"66""""",276, , , , , 
4/6/22 16:42,85,"59""""",273, , , , , 
4/6/22 16:44,85,"35""""",290, , , , , 
4/6/22 16:46,85,"35""""",225, , , , , 
4/6/22 16:48,85,"43""""",266, , , , , 
4/6/22 16:50,85,"43""""",273, , , , , 
4/6/22 16:52,85,"35""""",244, , , , , 
4/6/22 16:54,85,"35""""",212, , , , , 
4/6/22 16:56,85,"43""""",244, , , , , 
4/6/22 16:58,85,"43""""",232, , , , , 
4/6/22 17:00,85,"43""""",223, , , , , 
4/6/22 17:02,85,"35""""",205, , , , , 
4/6/22 17:04,85,"28""""",214, , , , , 
4/6/22 17:06,85,"35""""",156, , , , , 
4/6/22 17:08,85,"28""""",191, , , , , 
4/6/22 17:10,85,"28""""",183, , , , , 
4/6/22 17:12,85,"28""""",177, , , , , 
4/6/22 17:14,85,"20""""",150, , , , , 
4/6/22 17:16,85,"20""""",85, , , , , 
4/6/22 17:18,85,"20""""",140, , , , , 
4/6/22 17:20,85,"20""""",143, , , , , 
4/6/22 17:22,85,"12""""",134, , , , , 
4/6/22 17:24,85,"12""""",110, , , , , 
4/6/22 17:26,85,"05""""",90, , , , , 
4/6/22 17:28,85,"05""""",95, , , , , 
4/6/22 17:30,84,"97""""",42, , , , , 
4/6/22 17:32,85,"05""""",91, , , , , 
4/6/22 17:34,84,"97""""",44, , , , , 
4/6/22 17:36,84,"97""""",79, , , , , 
4/6/22 17:38,84,"97""""",77, , , , , 
4/6/22 17:40,84,"81""""",68, , , , , 
4/6/22 17:42,84,"81""""",58, , , , , 
4/6/22 17:44,84,"74""""",53, , , , , 
4/6/22 17:46,84,"81""""",41, , , , , 
4/6/22 17:48,84,"74""""",33, , , , , 
4/6/22 17:50,84,"66""""",29, , , , , 
4/6/22 17:52,84,"66""""",25, , , , , 
4/6/22 17:54,84,"66""""",18, , , , , 
4/6/22 17:56,84,"66""""",14, , , , , 
4/6/22 17:58,84,"58""""",10, , , , , 
4/6/22 18:00,84,"66""""",7, , , , , 
4/6/22 18:02,84,"58""""",5, , , , , 
4/6/22 18:04,84,"58""""",4, , , , , 
4/6/22 18:06,84,"43""""",3, , , , , 
4/6/22 18:08,84,"51""""",2, , , , , 
4/6/22 18:10,84,"51""""",1, , , , , 
4/6/22 18:12,84,"51""""",1, , , , , 
4/6/22 18:14,84,"35""""",0, , , , , 
4/6/22 18:16,84,"35""""",0, , , , , 
4/6/22 18:18,84,"35""""",0, , , , , 
4/6/22 18:20,84,"35""""",0, , , , , 
4/6/22 18:22,84,"35""""",0, , , , , 
4/6/22 18:24,84,"35""""",0, , , , , 
4/6/22 18:26,84,"35""""",0, , , , , 
4/6/22 18:28,84,"27""""",0, , , , , 
4/6/22 18:30,84,"35""""",0, , , , , 
4/6/22 18:32,84,"35""""",0, , , , , 
4/6/22 18:34,84,"35""""",0, , , , , 
4/6/22 18:36,84,"27""""",0, , , , , 
4/6/22 18:38,84,"27""""",0, , , , , 
4/6/22 18:40,84,"27""""",0, , , , , 
4/6/22 18:42,84,"20""""",0, , , , , 
4/6/22 18:44,84,"27""""",0, , , , , 
4/6/22 18:46,84,"27""""",0, , , , , 
4/6/22 18:48,84,"27""""",0, , , , , 
4/6/22 18:50,84,"20""""",0, , , , , 
4/6/22 18:52,84,"20""""",0, , , , , 
4/6/22 18:54,84,"12""""",0, , , , , 
4/6/22 18:56,84,"20""""",0, , , , , 
4/6/22 18:58,84,"20""""",0, , , , , 
4/6/22 19:00,84,"20""""",0, , , , , 
4/6/22 19:02,84,"20""""",0, , , , , 
4/6/22 19:04,84,"12""""",0, , , , , 
4/6/22 19:06,84,"20""""",0, , , , , 
4/6/22 19:08,84,"12""""",0, , , , , 
4/6/22 19:10,84,"12""""",0, , , , , 
4/6/22 19:12,84,"04""""",0, , , , , 
4/6/22 19:14,84,"12""""",0, , , , , 
4/6/22 19:16,84,"04""""",0, , , , , 
4/6/22 19:18,84,"04""""",0, , , , , 
4/6/22 19:20,83,"96""""",0, , , , , 
4/6/22 19:22,84,"04""""",0, , , , , 
4/6/22 19:24,83,"96""""",0, , , , , 
4/6/22 19:26,84,"12""""",0, , , , , 
4/6/22 19:28,84,"04""""",0, , , , , 
4/6/22 19:30,84,"04""""",0, , , , , 
4/6/22 19:32,83,"96""""",0, , , , , 
4/6/22 19:34,83,"96""""",0, , , , , 
4/6/22 19:36,83,"96""""",0, , , , , 
4/6/22 19:38,83,"96""""",0, , , , , 
4/6/22 19:40,83,"89""""",0, , , , , 
4/6/22 19:42,83,"89""""",0, , , , , 
4/6/22 19:44,83,"89""""",0, , , , , 
4/6/22 19:46,83,"96""""",0, , , , , 
4/6/22 19:48,83,"89""""",0, , , , , 
4/6/22 19:50,83,"89""""",0, , , , , 
4/6/22 19:52,83,"89""""",0, , , , , 
4/6/22 19:54,83,"81""""",0, , , , , 
4/6/22 19:56,83,"89""""",0, , , , , 
4/6/22 19:58,83,"81""""",0, , , , , 
4/6/22 20:00,83,"81""""",0, , , , , 
4/6/22 20:02,83,"81""""",0, , , , , 
4/6/22 20:04,83,"81""""",0, , , , , 
4/6/22 20:06,83,"81""""",0, , , , , 
