date,TempInSitu,AbsPressure,Depth,LoggerID
2023-06-11T07:30:00Z,26.488,108.527,0.698,WL_870_VSled_20230617
2023-06-11T07:32:00Z,26.488,108.455,0.69,WL_870_VSled_20230617
2023-06-11T07:34:00Z,26.488,108.816,0.727,WL_870_VSled_20230617
2023-06-11T07:36:00Z,26.488,108.834,0.729,WL_870_VSled_20230617
2023-06-11T07:38:00Z,26.488,108.707,0.716,WL_870_VSled_20230617
2023-06-11T07:40:00Z,26.488,108.419,0.686,WL_870_VSled_20230617
2023-06-11T07:42:00Z,26.488,108.671,0.712,WL_870_VSled_20230617
2023-06-11T07:44:00Z,26.488,108.491,0.694,WL_870_VSled_20230617
2023-06-11T07:46:00Z,26.488,108.509,0.696,WL_870_VSled_20230617
2023-06-11T07:48:00Z,26.488,108.581,0.703,WL_870_VSled_20230617
2023-06-11T07:50:00Z,26.488,108.437,0.688,WL_870_VSled_20230617
2023-06-11T07:52:00Z,26.488,108.707,0.716,WL_870_VSled_20230617
2023-06-11T07:54:00Z,26.488,108.816,0.727,WL_870_VSled_20230617
2023-06-11T07:56:00Z,26.488,108.509,0.696,WL_870_VSled_20230617
2023-06-11T07:58:00Z,26.488,108.671,0.712,WL_870_VSled_20230617
2023-06-11T08:00:00Z,26.488,108.653,0.71,WL_870_VSled_20230617
2023-06-11T08:02:00Z,26.488,108.491,0.694,WL_870_VSled_20230617
2023-06-11T08:04:00Z,26.488,108.581,0.703,WL_870_VSled_20230617
2023-06-11T08:06:00Z,26.488,108.653,0.71,WL_870_VSled_20230617
2023-06-11T08:08:00Z,26.488,108.707,0.716,WL_870_VSled_20230617
2023-06-11T08:10:00Z,26.488,108.707,0.716,WL_870_VSled_20230617
2023-06-11T08:12:00Z,26.488,109.068,0.753,WL_870_VSled_20230617
2023-06-11T08:14:00Z,26.488,108.599,0.705,WL_870_VSled_20230617
2023-06-11T08:16:00Z,26.488,108.942,0.74,WL_870_VSled_20230617
2023-06-11T08:18:00Z,26.488,108.852,0.731,WL_870_VSled_20230617
2023-06-11T08:20:00Z,26.488,108.798,0.725,WL_870_VSled_20230617
2023-06-11T08:22:00Z,26.488,108.509,0.696,WL_870_VSled_20230617
2023-06-11T08:24:00Z,26.488,108.419,0.686,WL_870_VSled_20230617
2023-06-11T08:26:00Z,26.488,108.96,0.742,WL_870_VSled_20230617
2023-06-11T08:28:00Z,26.488,109.068,0.753,WL_870_VSled_20230617
2023-06-11T08:30:00Z,26.488,108.689,0.714,WL_870_VSled_20230617
