#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
9345,03/11/2023 14:04:00,30.93,34519.04,,,,,
9346,03/11/2023 14:06:00,31.01,64389.12,,,,,
9347,03/11/2023 14:08:00,30.84,28538.88,,,,,
9348,03/11/2023 14:10:00,30.63,26347.52,,,,,
9349,03/11/2023 14:12:00,30.54,23060.48,,,,,
9350,03/11/2023 14:14:00,30.50,23193.60,,,,,
9351,03/11/2023 14:16:00,30.50,20474.88,,,,,
9352,03/11/2023 14:18:00,30.37,19691.52,,,,,
9353,03/11/2023 14:20:00,30.46,25128.96,,,,,
9354,03/11/2023 14:22:00,30.50,27473.92,,,,,
9355,03/11/2023 14:24:00,30.50,25118.72,,,,,
9356,03/11/2023 14:26:00,30.46,22732.80,,,,,
9357,03/11/2023 14:28:00,30.46,26163.20,,,,,
9358,03/11/2023 14:30:00,30.46,25016.32,,,,,
9359,03/11/2023 14:32:00,30.46,26675.20,,,,,
9360,03/11/2023 14:34:00,30.46,24350.72,,,,,
9361,03/11/2023 14:36:00,30.46,23900.16,,,,,
9362,03/11/2023 14:38:00,30.37,20551.68,,,,,
9363,03/11/2023 14:40:00,30.28,16701.44,,,,,
9364,03/11/2023 14:42:00,30.16,13107.20,,,,,
9365,03/11/2023 14:44:00,30.16,15493.12,,,,,
9366,03/11/2023 14:46:00,30.33,26163.20,,,,,
9367,03/11/2023 14:48:00,30.50,28866.56,,,,,
9368,03/11/2023 14:50:00,30.59,33095.68,,,,,
9369,03/11/2023 14:52:00,30.50,28416.00,,,,,
9370,03/11/2023 14:54:00,30.54,23203.84,,,,,
9371,03/11/2023 14:56:00,30.37,19169.28,,,,,
9372,03/11/2023 14:58:00,30.24,16486.40,,,,,
9373,03/11/2023 15:00:00,30.24,18984.96,,,,,
9374,03/11/2023 15:02:00,30.20,15165.44,,,,,
9375,03/11/2023 15:04:00,30.11,11489.28,,,,,
9376,03/11/2023 15:06:00,30.11,13583.36,,,,,
9377,03/11/2023 15:08:00,30.16,15257.60,,,,,
9378,03/11/2023 15:10:00,30.16,14617.60,,,,,
9379,03/11/2023 15:12:00,30.16,13393.92,,,,,
9380,03/11/2023 15:14:00,30.16,14904.32,,,,,
9381,03/11/2023 15:16:00,30.20,16993.28,,,,,
9382,03/11/2023 15:18:00,30.24,18841.60,,,,,
9383,03/11/2023 15:20:00,30.24,17781.76,,,,,
9384,03/11/2023 15:22:00,30.28,18273.28,,,,,
9385,03/11/2023 15:24:00,30.33,19082.24,,,,,
9386,03/11/2023 15:26:00,30.28,20398.08,,,,,
9387,03/11/2023 15:28:00,30.33,19138.56,,,,,
9388,03/11/2023 15:30:00,30.24,17612.80,,,,,
9389,03/11/2023 15:32:00,30.24,18283.52,,,,,
9390,03/11/2023 15:34:00,30.33,23224.32,,,,,
9391,03/11/2023 15:36:00,30.28,20362.24,,,,,
9392,03/11/2023 15:38:00,30.24,18007.04,,,,,
9393,03/11/2023 15:40:00,30.33,20853.76,,,,,
9394,03/11/2023 15:42:00,30.24,18370.56,,,,,
9395,03/11/2023 15:44:00,30.24,19307.52,,,,,
9396,03/11/2023 15:46:00,30.28,25036.80,,,,,
9397,03/11/2023 15:48:00,30.24,16163.84,,,,,
9398,03/11/2023 15:50:00,30.20,13701.12,,,,,
9399,03/11/2023 15:52:00,30.16,19092.48,,,,,
9400,03/11/2023 15:54:00,30.37,22210.56,,,,,
9401,03/11/2023 15:56:00,30.41,21975.04,,,,,
9402,03/11/2023 15:58:00,30.24,17397.76,,,,,
9403,03/11/2023 16:00:00,30.20,18524.16,,,,,
9404,03/11/2023 16:02:00,30.20,14330.88,,,,,
9405,03/11/2023 16:04:00,30.20,15902.72,,,,,
9406,03/11/2023 16:06:00,30.20,16184.32,,,,,
9407,03/11/2023 16:08:00,30.24,15180.80,,,,,
9408,03/11/2023 16:10:00,30.16,13849.60,,,,,
9409,03/11/2023 16:12:00,30.20,16629.76,,,,,
9410,03/11/2023 16:14:00,30.20,14218.24,,,,,
9411,03/11/2023 16:16:00,30.07,7367.68,,,,,
9412,03/11/2023 16:18:00,29.94,3365.12,,,,,
9413,03/11/2023 16:20:00,29.90,2785.28,,,,,
9414,03/11/2023 16:22:00,29.86,2117.76,,,,,
9415,03/11/2023 16:24:00,29.86,1544.96,,,,,
9416,03/11/2023 16:26:00,29.86,1344.00,,,,,
9417,03/11/2023 16:28:00,29.81,1367.04,,,,,
9418,03/11/2023 16:30:00,29.81,1462.40,,,,,
9419,03/11/2023 16:32:00,29.77,1421.44,,,,,
9420,03/11/2023 16:34:00,29.81,1478.40,,,,,
9421,03/11/2023 16:36:00,29.77,1198.40,,,,,
9422,03/11/2023 16:38:00,29.73,1023.36,,,,,
9423,03/11/2023 16:40:00,29.73,1509.12,,,,,
9424,03/11/2023 16:42:00,29.77,3070.72,,,,,
9425,03/11/2023 16:44:00,29.73,4134.40,,,,,
9426,03/11/2023 16:46:00,29.86,5107.20,,,,,
9427,03/11/2023 16:48:00,29.81,5570.56,,,,,
9428,03/11/2023 16:50:00,29.86,6192.64,,,,,
9429,03/11/2023 16:52:00,29.86,6400.00,,,,,
9430,03/11/2023 16:54:00,29.86,6082.56,,,,,
9431,03/11/2023 16:56:00,29.86,6082.56,,,,,
9432,03/11/2023 16:58:00,29.86,5621.76,,,,,
9433,03/11/2023 17:00:00,29.86,4779.52,,,,,
9434,03/11/2023 17:02:00,29.77,4192.00,,,,,
9435,03/11/2023 17:04:00,29.77,3760.64,,,,,
9436,03/11/2023 17:06:00,29.73,3818.24,,,,,
9437,03/11/2023 17:08:00,29.77,3921.92,,,,,
9438,03/11/2023 17:10:00,29.77,4312.32,,,,,
9439,03/11/2023 17:12:00,29.81,4469.76,,,,,
9440,03/11/2023 17:14:00,29.81,4698.88,,,,,
9441,03/11/2023 17:16:00,29.81,3328.00,,,,,
9442,03/11/2023 17:18:00,29.73,1939.20,,,,,
9443,03/11/2023 17:20:00,29.73,1661.44,,,,,
9444,03/11/2023 17:22:00,29.68,2880.00,,,,,
9445,03/11/2023 17:24:00,29.68,3335.68,,,,,
9446,03/11/2023 17:26:00,29.77,3174.40,,,,,
9447,03/11/2023 17:28:00,29.73,2819.84,,,,,
9448,03/11/2023 17:30:00,29.68,1809.28,,,,,
9449,03/11/2023 17:32:00,29.68,1192.00,,,,,
9450,03/11/2023 17:34:00,29.68,1241.28,,,,,
9451,03/11/2023 17:36:00,29.64,1172.80,,,,,
9452,03/11/2023 17:38:00,29.60,1211.20,,,,,
9453,03/11/2023 17:40:00,29.64,1210.24,,,,,
9454,03/11/2023 17:42:00,29.64,1257.60,,,,,
9455,03/11/2023 17:44:00,29.64,1264.96,,,,,
9456,03/11/2023 17:46:00,29.60,1152.00,,,,,
9457,03/11/2023 17:48:00,29.56,904.00,,,,,
9458,03/11/2023 17:50:00,29.60,694.40,,,,,
9459,03/11/2023 17:52:00,29.56,525.92,,,,,
9460,03/11/2023 17:54:00,29.60,525.92,,,,,
9461,03/11/2023 17:56:00,29.56,519.52,,,,,
9462,03/11/2023 17:58:00,29.56,524.00,,,,,
9463,03/11/2023 18:00:00,29.56,442.40,,,,,
9464,03/11/2023 18:02:00,29.56,498.56,,,,,
9465,03/11/2023 18:04:00,29.51,474.40,,,,,
9466,03/11/2023 18:06:00,29.56,381.76,,,,,
9467,03/11/2023 18:08:00,29.56,330.56,,,,,
9468,03/11/2023 18:10:00,29.51,302.32,,,,,
9469,03/11/2023 18:12:00,29.51,234.48,,,,,
9470,03/11/2023 18:14:00,29.47,187.76,,,,,
9471,03/11/2023 18:16:00,29.51,138.28,,,,,
9472,03/11/2023 18:18:00,29.51,98.44,,,,,
9473,03/11/2023 18:20:00,29.47,69.38,,,,,
9474,03/11/2023 18:22:00,29.43,51.26,,,,,
9475,03/11/2023 18:24:00,29.47,28.14,,,,,
9476,03/11/2023 18:26:00,29.43,14.86,,,,,
9477,03/11/2023 18:28:00,29.43,13.95,,,,,
9478,03/11/2023 18:30:00,29.43,7.77,,,,,
9479,03/11/2023 18:32:00,29.43,4.78,,,,,
9480,03/11/2023 18:34:00,29.43,2.96,,,,,
9481,03/11/2023 18:36:00,29.43,1.36,,,,,
9482,03/11/2023 18:38:00,29.43,0.68,,,,,
9483,03/11/2023 18:40:00,29.43,0.22,,,,,
9484,03/11/2023 18:42:00,29.43,0.00,,,,,
9485,03/11/2023 18:44:00,29.43,0.00,,,,,
9486,03/11/2023 18:46:00,29.38,0.00,,,,,
9487,03/11/2023 18:48:00,29.38,0.00,,,,,
9488,03/11/2023 18:50:00,29.38,0.00,,,,,
9489,03/11/2023 18:52:00,29.38,0.00,,,,,
9490,03/11/2023 18:54:00,29.43,0.00,,,,,
9491,03/11/2023 18:56:00,29.38,0.00,,,,,
9492,03/11/2023 18:58:00,29.34,0.00,,,,,
9493,03/11/2023 19:00:00,29.34,0.00,,,,,
9494,03/11/2023 19:02:00,29.34,0.00,,,,,
9495,03/11/2023 19:04:00,29.38,0.00,,,,,
9496,03/11/2023 19:06:00,29.34,0.00,,,,,
9497,03/11/2023 19:08:00,29.34,0.00,,,,,
9498,03/11/2023 19:10:00,29.34,0.00,,,,,
9499,03/11/2023 19:12:00,29.34,0.00,,,,,
9500,03/11/2023 19:14:00,29.34,0.00,,,,,
9501,03/11/2023 19:16:00,29.34,0.00,,,,,
9502,03/11/2023 19:18:00,29.38,0.00,,,,,
9503,03/11/2023 19:20:00,29.34,0.00,,,,,
9504,03/11/2023 19:22:00,29.30,0.00,,,,,
9505,03/11/2023 19:24:00,29.34,0.00,,,,,
9506,03/11/2023 19:26:00,29.38,0.00,,,,,
9507,03/11/2023 19:28:00,29.38,0.00,,,,,
9508,03/11/2023 19:30:00,29.34,0.00,,,,,
9509,03/11/2023 19:32:00,29.34,0.00,,,,,
9510,03/11/2023 19:34:00,29.34,0.00,,,,,
9511,03/11/2023 19:36:00,29.30,0.00,,,,,
9512,03/11/2023 19:38:00,29.34,0.00,,,,,
9513,03/11/2023 19:40:00,29.26,0.00,,,,,
9514,03/11/2023 19:42:00,29.34,0.00,,,,,
9515,03/11/2023 19:44:00,29.34,0.00,,,,,
9516,03/11/2023 19:46:00,29.30,0.00,,,,,
9517,03/11/2023 19:48:00,29.26,0.00,,,,,
9518,03/11/2023 19:50:00,29.26,0.00,,,,,
9519,03/11/2023 19:52:00,29.30,0.00,,,,,
9520,03/11/2023 19:54:00,29.26,0.00,,,,,
9521,03/11/2023 19:56:00,29.26,0.00,,,,,
9522,03/11/2023 19:58:00,29.30,0.00,,,,,
9523,03/11/2023 20:00:00,29.26,0.00,,,,,
9524,03/11/2023 20:02:00,29.26,0.00,,,,,
9525,03/11/2023 20:04:00,29.26,0.00,,,,,
9526,03/11/2023 20:06:00,29.26,0.00,,,,,
9527,03/11/2023 20:08:00,29.26,0.00,,,,,
9528,03/11/2023 20:10:00,29.26,0.00,,,,,
9529,03/11/2023 20:12:00,29.26,0.00,,,,,
9530,03/11/2023 20:14:00,29.26,0.00,,,,,
9531,03/11/2023 20:16:00,29.26,0.00,,,,,
9532,03/11/2023 20:18:00,29.26,0.00,,,,,
9533,03/11/2023 20:20:00,29.21,0.00,,,,,
9534,03/11/2023 20:22:00,29.26,0.00,,,,,
9535,03/11/2023 20:24:00,29.26,0.00,,,,,
9536,03/11/2023 20:26:00,29.26,0.00,,,,,
9537,03/11/2023 20:28:00,29.21,0.00,,,,,
9538,03/11/2023 20:30:00,29.21,0.00,,,,,
9539,03/11/2023 20:32:00,29.21,0.00,,,,,
9540,03/11/2023 20:34:00,29.21,0.00,,,,,
9541,03/11/2023 20:36:00,29.26,0.00,,,,,
9542,03/11/2023 20:38:00,29.21,0.00,,,,,
9543,03/11/2023 20:40:00,29.21,0.00,,,,,
9544,03/11/2023 20:42:00,29.21,0.00,,,,,
9545,03/11/2023 20:44:00,29.21,0.00,,,,,
9546,03/11/2023 20:46:00,29.26,0.00,,,,,
9547,03/11/2023 20:48:00,29.21,0.00,,,,,
9548,03/11/2023 20:50:00,29.21,0.00,,,,,
9549,03/11/2023 20:52:00,29.17,0.00,,,,,
9550,03/11/2023 20:54:00,29.21,0.00,,,,,
9551,03/11/2023 20:56:00,29.21,0.00,,,,,
9552,03/11/2023 20:58:00,29.17,0.00,,,,,
9553,03/11/2023 21:00:00,29.21,0.00,,,,,
9554,03/11/2023 21:02:00,29.17,0.00,,,,,
9555,03/11/2023 21:04:00,29.17,0.00,,,,,
9556,03/11/2023 21:06:00,29.17,0.00,,,,,
9557,03/11/2023 21:08:00,29.13,0.00,,,,,
9558,03/11/2023 21:10:00,29.17,0.00,,,,,
9559,03/11/2023 21:12:00,29.17,0.00,,,,,
9560,03/11/2023 21:14:00,29.17,0.00,,,,,
9561,03/11/2023 21:16:00,29.13,0.00,,,,,
9562,03/11/2023 21:18:00,29.17,0.00,,,,,
9563,03/11/2023 21:20:00,29.13,0.00,,,,,
9564,03/11/2023 21:22:00,29.17,0.00,,,,,
9565,03/11/2023 21:24:00,29.17,0.00,,,,,
9566,03/11/2023 21:26:00,29.17,0.00,,,,,
9567,03/11/2023 21:28:00,29.13,0.00,,,,,
9568,03/11/2023 21:30:00,29.13,0.00,,,,,
9569,03/11/2023 21:32:00,29.13,0.00,,,,,
9570,03/11/2023 21:34:00,29.08,0.00,,,,,
9571,03/11/2023 21:36:00,29.13,0.00,,,,,
9572,03/11/2023 21:38:00,29.13,0.00,,,,,
9573,03/11/2023 21:40:00,29.13,0.00,,,,,
9574,03/11/2023 21:42:00,29.13,0.00,,,,,
9575,03/11/2023 21:44:00,29.08,0.00,,,,,
9576,03/11/2023 21:46:00,29.13,0.00,,,,,
9577,03/11/2023 21:48:00,29.08,0.00,,,,,
9578,03/11/2023 21:50:00,29.08,0.00,,,,,
9579,03/11/2023 21:52:00,29.08,0.00,,,,,
9580,03/11/2023 21:54:00,29.04,0.00,,,,,
9581,03/11/2023 21:56:00,29.04,0.00,,,,,
9582,03/11/2023 21:58:00,29.08,0.00,,,,,
9583,03/11/2023 22:00:00,29.08,0.00,,,,,
9584,03/11/2023 22:02:00,29.04,0.00,,,,,
9585,03/11/2023 22:04:00,29.04,0.00,,,,,
9586,03/11/2023 22:06:00,29.04,0.00,,,,,
9587,03/11/2023 22:08:00,29.08,0.00,,,,,
9588,03/11/2023 22:10:00,29.04,0.00,,,,,
9589,03/11/2023 22:12:00,29.04,0.00,,,,,
9590,03/11/2023 22:14:00,29.04,0.00,,,,,
9591,03/11/2023 22:16:00,29.04,0.00,,,,,
9592,03/11/2023 22:18:00,29.00,0.00,,,,,
9593,03/11/2023 22:20:00,29.00,0.00,,,,,
9594,03/11/2023 22:22:00,29.00,0.00,,,,,
9595,03/11/2023 22:24:00,29.00,0.00,,,,,
9596,03/11/2023 22:26:00,29.00,0.00,,,,,
9597,03/11/2023 22:28:00,28.95,0.00,,,,,
9598,03/11/2023 22:30:00,29.00,0.00,,,,,
9599,03/11/2023 22:32:00,28.95,0.00,,,,,
9600,03/11/2023 22:34:00,28.95,0.00,,,,,
9601,03/11/2023 22:36:00,28.95,0.00,,,,,
9602,03/11/2023 22:38:00,28.95,0.00,,,,,
9603,03/11/2023 22:40:00,28.95,0.00,,,,,
9604,03/11/2023 22:42:00,28.95,0.00,,,,,
9605,03/11/2023 22:44:00,28.95,0.00,,,,,
9606,03/11/2023 22:46:00,29.00,0.00,,,,,
9607,03/11/2023 22:48:00,28.95,0.00,,,,,
9608,03/11/2023 22:50:00,28.95,0.00,,,,,
9609,03/11/2023 22:52:00,28.91,0.00,,,,,
9610,03/11/2023 22:54:00,28.91,0.00,,,,,
9611,03/11/2023 22:56:00,28.95,0.00,,,,,
9612,03/11/2023 22:58:00,28.91,0.00,,,,,
9613,03/11/2023 23:00:00,28.91,0.00,,,,,
9614,03/11/2023 23:02:00,28.95,0.00,,,,,
9615,03/11/2023 23:04:00,28.91,0.00,,,,,
9616,03/11/2023 23:06:00,28.91,0.00,,,,,
9617,03/11/2023 23:08:00,28.91,0.00,,,,,
9618,03/11/2023 23:10:00,28.91,0.00,,,,,
9619,03/11/2023 23:12:00,28.91,0.00,,,,,
9620,03/11/2023 23:14:00,28.87,0.00,,,,,
9621,03/11/2023 23:16:00,28.87,0.00,,,,,
9622,03/11/2023 23:18:00,28.91,0.00,,,,,
9623,03/11/2023 23:20:00,28.87,0.00,,,,,
9624,03/11/2023 23:22:00,28.83,0.00,,,,,
9625,03/11/2023 23:24:00,28.91,0.00,,,,,
9626,03/11/2023 23:26:00,28.83,0.00,,,,,
9627,03/11/2023 23:28:00,28.87,0.00,,,,,
9628,03/11/2023 23:30:00,28.83,0.00,,,,,
9629,03/11/2023 23:32:00,28.87,0.00,,,,,
9630,03/11/2023 23:34:00,28.87,0.00,,,,,
9631,03/11/2023 23:36:00,28.83,0.00,,,,,
9632,03/11/2023 23:38:00,28.83,0.00,,,,,
9633,03/11/2023 23:40:00,28.83,0.00,,,,,
9634,03/11/2023 23:42:00,28.78,0.00,,,,,
9635,03/11/2023 23:44:00,28.78,0.00,,,,,
9636,03/11/2023 23:46:00,28.78,0.00,,,,,
9637,03/11/2023 23:48:00,28.83,0.00,,,,,
9638,03/11/2023 23:50:00,28.78,0.00,,,,,
9639,03/11/2023 23:52:00,28.74,0.00,,,,,
9640,03/11/2023 23:54:00,28.78,0.00,,,,,
9641,03/11/2023 23:56:00,28.74,0.00,,,,,
9642,03/11/2023 23:58:00,28.74,0.00,,,,,
9643,03/12/2023 00:00:00,28.78,0.00,,,,,
9644,03/12/2023 00:02:00,28.78,0.00,,,,,
9645,03/12/2023 00:04:00,28.74,0.00,,,,,
9646,03/12/2023 00:06:00,28.74,0.00,,,,,
9647,03/12/2023 00:08:00,28.74,0.00,,,,,
9648,03/12/2023 00:10:00,28.70,0.00,,,,,
9649,03/12/2023 00:12:00,28.70,0.00,,,,,
9650,03/12/2023 00:14:00,28.74,0.00,,,,,
9651,03/12/2023 00:16:00,28.70,0.00,,,,,
9652,03/12/2023 00:18:00,28.70,0.00,,,,,
9653,03/12/2023 00:20:00,28.70,0.00,,,,,
9654,03/12/2023 00:22:00,28.70,0.00,,,,,
9655,03/12/2023 00:24:00,28.70,0.00,,,,,
9656,03/12/2023 00:26:00,28.70,0.00,,,,,
9657,03/12/2023 00:28:00,28.70,0.00,,,,,
9658,03/12/2023 00:30:00,28.65,0.00,,,,,
9659,03/12/2023 00:32:00,28.65,0.00,,,,,
9660,03/12/2023 00:34:00,28.65,0.00,,,,,
9661,03/12/2023 00:36:00,28.65,0.00,,,,,
9662,03/12/2023 00:38:00,28.65,0.00,,,,,
9663,03/12/2023 00:40:00,28.65,0.00,,,,,
9664,03/12/2023 00:42:00,28.65,0.00,,,,,
9665,03/12/2023 00:44:00,28.65,0.00,,,,,
9666,03/12/2023 00:46:00,28.65,0.00,,,,,
9667,03/12/2023 00:48:00,28.65,0.00,,,,,
9668,03/12/2023 00:50:00,28.65,0.00,,,,,
9669,03/12/2023 00:52:00,28.65,0.00,,,,,
9670,03/12/2023 00:54:00,28.65,0.00,,,,,
9671,03/12/2023 00:56:00,28.61,0.00,,,,,
9672,03/12/2023 00:58:00,28.61,0.00,,,,,
9673,03/12/2023 01:00:00,28.61,0.00,,,,,
9674,03/12/2023 01:02:00,28.61,0.00,,,,,
9675,03/12/2023 01:04:00,28.61,0.00,,,,,
9676,03/12/2023 01:06:00,28.61,0.00,,,,,
9677,03/12/2023 01:08:00,28.57,0.00,,,,,
9678,03/12/2023 01:10:00,28.61,0.00,,,,,
9679,03/12/2023 01:12:00,28.61,0.00,,,,,
9680,03/12/2023 01:14:00,28.57,0.00,,,,,
9681,03/12/2023 01:16:00,28.57,0.00,,,,,
9682,03/12/2023 01:18:00,28.53,0.00,,,,,
9683,03/12/2023 01:20:00,28.53,0.00,,,,,
9684,03/12/2023 01:22:00,28.57,0.00,,,,,
9685,03/12/2023 01:24:00,28.57,0.00,,,,,
9686,03/12/2023 01:26:00,28.53,0.00,,,,,
9687,03/12/2023 01:28:00,28.57,0.00,,,,,
9688,03/12/2023 01:30:00,28.53,0.00,,,,,
9689,03/12/2023 01:32:00,28.57,0.00,,,,,
9690,03/12/2023 01:34:00,28.53,0.00,,,,,
9691,03/12/2023 01:36:00,28.53,0.00,,,,,
9692,03/12/2023 01:38:00,28.53,0.00,,,,,
9693,03/12/2023 01:40:00,28.57,0.00,,,,,
9694,03/12/2023 01:42:00,28.48,0.00,,,,,
9695,03/12/2023 01:44:00,28.48,0.00,,,,,
9696,03/12/2023 01:46:00,28.48,0.00,,,,,
9697,03/12/2023 01:48:00,28.48,0.00,,,,,
9698,03/12/2023 01:50:00,28.48,0.00,,,,,
9699,03/12/2023 01:52:00,28.48,0.00,,,,,
9700,03/12/2023 01:54:00,28.48,0.00,,,,,
9701,03/12/2023 01:56:00,28.48,0.00,,,,,
9702,03/12/2023 01:58:00,28.44,0.00,,,,,
9703,03/12/2023 02:00:00,28.44,0.00,,,,,
9704,03/12/2023 02:02:00,28.48,0.00,,,,,
9705,03/12/2023 02:04:00,28.48,0.00,,,,,
9706,03/12/2023 02:06:00,28.48,0.00,,,,,
9707,03/12/2023 02:08:00,28.44,0.00,,,,,
9708,03/12/2023 02:10:00,28.48,0.00,,,,,
9709,03/12/2023 02:12:00,28.44,0.00,,,,,
9710,03/12/2023 02:14:00,28.40,0.00,,,,,
9711,03/12/2023 02:16:00,28.44,0.00,,,,,
9712,03/12/2023 02:18:00,28.44,0.00,,,,,
9713,03/12/2023 02:20:00,28.44,0.00,,,,,
9714,03/12/2023 02:22:00,28.44,0.00,,,,,
9715,03/12/2023 02:24:00,28.40,0.00,,,,,
9716,03/12/2023 02:26:00,28.44,0.00,,,,,
9717,03/12/2023 02:28:00,28.44,0.00,,,,,
9718,03/12/2023 02:30:00,28.40,0.00,,,,,
9719,03/12/2023 02:32:00,28.44,0.00,,,,,
9720,03/12/2023 02:34:00,28.40,0.00,,,,,
9721,03/12/2023 02:36:00,28.35,0.00,,,,,
9722,03/12/2023 02:38:00,28.35,0.00,,,,,
9723,03/12/2023 02:40:00,28.40,0.00,,,,,
9724,03/12/2023 02:42:00,28.40,0.00,,,,,
9725,03/12/2023 02:44:00,28.40,0.00,,,,,
9726,03/12/2023 02:46:00,28.35,0.00,,,,,
9727,03/12/2023 02:48:00,28.40,0.00,,,,,
9728,03/12/2023 02:50:00,28.35,0.00,,,,,
9729,03/12/2023 02:52:00,28.35,0.00,,,,,
9730,03/12/2023 02:54:00,28.35,0.00,,,,,
9731,03/12/2023 02:56:00,28.40,0.00,,,,,
9732,03/12/2023 02:58:00,28.35,0.00,,,,,
9733,03/12/2023 03:00:00,28.27,0.00,,,,,
9734,03/12/2023 03:02:00,28.35,0.00,,,,,
9735,03/12/2023 03:04:00,28.40,0.00,,,,,
9736,03/12/2023 03:06:00,28.35,0.00,,,,,
9737,03/12/2023 03:08:00,28.31,0.00,,,,,
9738,03/12/2023 03:10:00,28.35,0.00,,,,,
9739,03/12/2023 03:12:00,28.31,0.00,,,,,
9740,03/12/2023 03:14:00,28.35,0.00,,,,,
9741,03/12/2023 03:16:00,28.35,0.00,,,,,
9742,03/12/2023 03:18:00,28.35,0.00,,,,,
9743,03/12/2023 03:20:00,28.31,0.00,,,,,
9744,03/12/2023 03:22:00,28.31,0.00,,,,,
9745,03/12/2023 03:24:00,28.31,0.00,,,,,
9746,03/12/2023 03:26:00,28.31,0.00,,,,,
9747,03/12/2023 03:28:00,28.31,0.00,,,,,
9748,03/12/2023 03:30:00,28.31,0.00,,,,,
9749,03/12/2023 03:32:00,28.31,0.00,,,,,
9750,03/12/2023 03:34:00,28.31,0.00,,,,,
9751,03/12/2023 03:36:00,28.35,0.00,,,,,
9752,03/12/2023 03:38:00,28.27,0.00,,,,,
9753,03/12/2023 03:40:00,28.31,0.00,,,,,
9754,03/12/2023 03:42:00,28.31,0.00,,,,,
9755,03/12/2023 03:44:00,28.23,0.00,,,,,
9756,03/12/2023 03:46:00,28.31,0.00,,,,,
9757,03/12/2023 03:48:00,28.27,0.00,,,,,
9758,03/12/2023 03:50:00,28.31,0.00,,,,,
9759,03/12/2023 03:52:00,28.31,0.00,,,,,
9760,03/12/2023 03:54:00,28.31,0.00,,,,,
9761,03/12/2023 03:56:00,28.27,0.00,,,,,
9762,03/12/2023 03:58:00,28.27,0.00,,,,,
9763,03/12/2023 04:00:00,28.27,0.00,,,,,
9764,03/12/2023 04:02:00,28.23,0.00,,,,,
9765,03/12/2023 04:04:00,28.27,0.00,,,,,
9766,03/12/2023 04:06:00,28.27,0.00,,,,,
9767,03/12/2023 04:08:00,28.27,0.00,,,,,
9768,03/12/2023 04:10:00,28.23,0.00,,,,,
9769,03/12/2023 04:12:00,28.27,0.00,,,,,
9770,03/12/2023 04:14:00,28.23,0.00,,,,,
9771,03/12/2023 04:16:00,28.27,0.00,,,,,
9772,03/12/2023 04:18:00,28.23,0.00,,,,,
9773,03/12/2023 04:20:00,28.27,0.00,,,,,
9774,03/12/2023 04:22:00,28.23,0.00,,,,,
9775,03/12/2023 04:24:00,28.23,0.00,,,,,
9776,03/12/2023 04:26:00,28.23,0.00,,,,,
9777,03/12/2023 04:28:00,28.23,0.00,,,,,
9778,03/12/2023 04:30:00,28.27,0.00,,,,,
9779,03/12/2023 04:32:00,28.23,0.00,,,,,
9780,03/12/2023 04:34:00,28.23,0.00,,,,,
9781,03/12/2023 04:36:00,28.18,0.00,,,,,
9782,03/12/2023 04:38:00,28.18,0.00,,,,,
9783,03/12/2023 04:40:00,28.23,0.00,,,,,
9784,03/12/2023 04:42:00,28.18,0.00,,,,,
9785,03/12/2023 04:44:00,28.18,0.00,,,,,
9786,03/12/2023 04:46:00,28.18,0.00,,,,,
9787,03/12/2023 04:48:00,28.18,0.00,,,,,
9788,03/12/2023 04:50:00,28.18,0.00,,,,,
9789,03/12/2023 04:52:00,28.18,0.00,,,,,
9790,03/12/2023 04:54:00,28.18,0.00,,,,,
9791,03/12/2023 04:56:00,28.18,0.00,,,,,
9792,03/12/2023 04:58:00,28.23,0.00,,,,,
9793,03/12/2023 05:00:00,28.18,0.00,,,,,
9794,03/12/2023 05:02:00,28.14,0.00,,,,,
9795,03/12/2023 05:04:00,28.18,0.00,,,,,
9796,03/12/2023 05:06:00,28.18,0.00,,,,,
9797,03/12/2023 05:08:00,28.18,0.00,,,,,
9798,03/12/2023 05:10:00,28.14,0.00,,,,,
9799,03/12/2023 05:12:00,28.14,0.00,,,,,
9800,03/12/2023 05:14:00,28.18,0.00,,,,,
9801,03/12/2023 05:16:00,28.14,0.00,,,,,
9802,03/12/2023 05:18:00,28.14,0.00,,,,,
9803,03/12/2023 05:20:00,28.14,0.00,,,,,
9804,03/12/2023 05:22:00,28.14,0.00,,,,,
9805,03/12/2023 05:24:00,28.14,0.00,,,,,
9806,03/12/2023 05:26:00,28.10,0.00,,,,,
9807,03/12/2023 05:28:00,28.14,0.00,,,,,
9808,03/12/2023 05:30:00,28.10,0.00,,,,,
9809,03/12/2023 05:32:00,28.14,0.00,,,,,
9810,03/12/2023 05:34:00,28.05,0.00,,,,,
9811,03/12/2023 05:36:00,28.10,0.22,,,,,
9812,03/12/2023 05:38:00,28.14,0.68,,,,,
9813,03/12/2023 05:40:00,28.10,1.36,,,,,
9814,03/12/2023 05:42:00,28.05,2.50,,,,,
9815,03/12/2023 05:44:00,28.05,4.78,,,,,
9816,03/12/2023 05:46:00,28.10,8.68,,,,,
9817,03/12/2023 05:48:00,28.05,14.86,,,,,
9818,03/12/2023 05:50:00,28.05,25.86,,,,,
9819,03/12/2023 05:52:00,28.05,41.90,,,,,
9820,03/12/2023 05:54:00,28.10,61.58,,,,,
