#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
76,02/26/2023 17:08:00,29.56,443.68,,,,
77,02/26/2023 17:10:00,29.56,429.92,,,,
78,02/26/2023 17:12:00,29.56,411.36,,,,
79,02/26/2023 17:14:00,29.51,395.68,,,,
80,02/26/2023 17:16:00,29.51,393.92,,,,
81,02/26/2023 17:18:00,29.47,377.44,,,,
82,02/26/2023 17:20:00,29.43,369.76,,,,
83,02/26/2023 17:22:00,29.34,356.00,,,,
84,02/26/2023 17:24:00,29.30,342.88,,,,
85,02/26/2023 17:26:00,29.26,327.36,,,,
86,02/26/2023 17:28:00,29.21,297.68,,,,
87,02/26/2023 17:30:00,29.21,294.00,,,,
88,02/26/2023 17:32:00,29.17,277.44,,,,
89,02/26/2023 17:34:00,29.17,262.56,,,,
90,02/26/2023 17:36:00,29.13,247.84,,,,
91,02/26/2023 17:38:00,29.04,239.60,,,,
92,02/26/2023 17:40:00,28.95,229.44,,,,
93,02/26/2023 17:42:00,28.91,217.28,,,,
94,02/26/2023 17:44:00,28.83,208.08,,,,
95,02/26/2023 17:46:00,28.83,197.04,,,,
96,02/26/2023 17:48:00,28.74,190.40,,,,
97,02/26/2023 17:50:00,28.74,180.32,,,,
98,02/26/2023 17:52:00,28.74,164.56,,,,
99,02/26/2023 17:54:00,28.61,159.88,,,,
100,02/26/2023 17:56:00,28.48,143.32,,,,
101,02/26/2023 17:58:00,28.48,130.36,,,,
102,02/26/2023 18:00:00,28.61,120.12,,,,
103,02/26/2023 18:02:00,28.53,106.24,,,,
104,02/26/2023 18:04:00,28.57,96.12,,,,
105,02/26/2023 18:06:00,28.53,86.00,,,,
106,02/26/2023 18:08:00,28.40,78.10,,,,
107,02/26/2023 18:10:00,28.35,69.32,,,,
108,02/26/2023 18:12:00,28.23,59.60,,,,
109,02/26/2023 18:14:00,28.18,49.84,,,,
110,02/26/2023 18:16:00,28.14,42.44,,,,
111,02/26/2023 18:18:00,28.10,35.03,,,,
112,02/26/2023 18:20:00,28.14,27.91,,,,
113,02/26/2023 18:22:00,28.05,21.68,,,,
114,02/26/2023 18:24:00,28.01,17.25,,,,
115,02/26/2023 18:26:00,27.97,14.27,,,,
116,02/26/2023 18:28:00,27.93,11.02,,,,
117,02/26/2023 18:30:00,27.80,8.50,,,,
118,02/26/2023 18:32:00,27.80,6.43,,,,
119,02/26/2023 18:34:00,27.80,4.36,,,,
120,02/26/2023 18:36:00,27.80,2.98,,,,
121,02/26/2023 18:38:00,27.71,1.83,,,,
122,02/26/2023 18:40:00,27.67,0.91,,,,
123,02/26/2023 18:42:00,27.58,0.45,,,,
124,02/26/2023 18:44:00,27.58,0.22,,,,
125,02/26/2023 18:46:00,27.54,0.00,,,,
126,02/26/2023 18:48:00,27.45,0.00,,,,
127,02/26/2023 18:50:00,27.41,0.00,,,,
128,02/26/2023 18:52:00,27.32,0.00,,,,
129,02/26/2023 18:54:00,27.24,0.00,,,,
130,02/26/2023 18:56:00,27.24,16.54,,,,
131,02/26/2023 18:58:00,27.15,15.85,,,,
132,02/26/2023 19:00:00,27.11,15.39,,,,
133,02/26/2023 19:02:00,27.15,15.16,,,,
134,02/26/2023 19:04:00,27.07,14.93,,,,
135,02/26/2023 19:06:00,27.07,14.70,,,,
136,02/26/2023 19:08:00,26.98,14.47,,,,
137,02/26/2023 19:10:00,26.98,14.47,,,,
138,02/26/2023 19:12:00,26.90,14.24,,,,
139,02/26/2023 19:14:00,26.85,14.24,,,,
140,02/26/2023 19:16:00,26.81,14.24,,,,
141,02/26/2023 19:18:00,26.72,14.01,,,,
142,02/26/2023 19:20:00,26.90,14.01,,,,
143,02/26/2023 19:22:00,26.90,14.01,,,,
144,02/26/2023 19:24:00,26.81,14.01,,,,
145,02/26/2023 19:26:00,26.77,14.01,,,,
146,02/26/2023 19:28:00,26.72,14.01,,,,
147,02/26/2023 19:30:00,26.72,14.01,,,,
148,02/26/2023 19:32:00,26.72,13.78,,,,
149,02/26/2023 19:34:00,26.77,14.01,,,,
150,02/26/2023 19:36:00,26.72,13.78,,,,
151,02/26/2023 19:38:00,26.72,14.01,,,,
152,02/26/2023 19:40:00,26.64,13.78,,,,
153,02/26/2023 19:42:00,26.55,14.01,,,,
154,02/26/2023 19:44:00,26.60,13.78,,,,
155,02/26/2023 19:46:00,26.60,13.78,,,,
156,02/26/2023 19:48:00,26.60,13.78,,,,
157,02/26/2023 19:50:00,26.55,13.78,,,,
158,02/26/2023 19:52:00,26.64,14.24,,,,
159,02/26/2023 19:54:00,26.60,13.78,,,,
160,02/26/2023 19:56:00,26.55,13.78,,,,
161,02/26/2023 19:58:00,26.51,14.24,,,,
162,02/26/2023 20:00:00,26.51,13.78,,,,
163,02/26/2023 20:02:00,26.51,13.78,,,,
164,02/26/2023 20:04:00,26.51,13.78,,,,
165,02/26/2023 20:06:00,26.47,14.24,,,,
166,02/26/2023 20:08:00,26.47,13.78,,,,
167,02/26/2023 20:10:00,26.38,13.78,,,,
168,02/26/2023 20:12:00,26.42,13.78,,,,
169,02/26/2023 20:14:00,26.42,13.78,,,,
170,02/26/2023 20:16:00,26.42,13.78,,,,
171,02/26/2023 20:18:00,26.38,13.78,,,,
172,02/26/2023 20:20:00,26.38,13.78,,,,
173,02/26/2023 20:22:00,26.38,13.78,,,,
174,02/26/2023 20:24:00,26.34,13.78,,,,
175,02/26/2023 20:26:00,26.38,13.78,,,,
176,02/26/2023 20:28:00,26.34,13.78,,,,
177,02/26/2023 20:30:00,26.38,13.78,,,,
178,02/26/2023 20:32:00,26.38,13.78,,,,
179,02/26/2023 20:34:00,26.34,13.78,,,,
180,02/26/2023 20:36:00,26.30,13.78,,,,
181,02/26/2023 20:38:00,26.38,13.78,,,,
182,02/26/2023 20:40:00,26.30,13.78,,,,
183,02/26/2023 20:42:00,26.30,13.78,,,,
184,02/26/2023 20:44:00,26.34,13.78,,,,
185,02/26/2023 20:46:00,26.30,13.78,,,,
186,02/26/2023 20:48:00,26.34,13.78,,,,
187,02/26/2023 20:50:00,26.34,13.78,,,,
188,02/26/2023 20:52:00,26.38,13.78,,,,
189,02/26/2023 20:54:00,26.34,13.78,,,,
190,02/26/2023 20:56:00,26.25,13.78,,,,
191,02/26/2023 20:58:00,26.30,13.78,,,,
192,02/26/2023 21:00:00,26.30,13.78,,,,
193,02/26/2023 21:02:00,26.38,13.78,,,,
194,02/26/2023 21:04:00,26.42,13.78,,,,
195,02/26/2023 21:06:00,26.42,13.78,,,,
196,02/26/2023 21:08:00,26.38,13.78,,,,
197,02/26/2023 21:10:00,26.34,13.78,,,,
198,02/26/2023 21:12:00,26.34,13.78,,,,
199,02/26/2023 21:14:00,26.47,13.78,,,,
200,02/26/2023 21:16:00,26.47,0.00,,,,
201,02/26/2023 21:18:00,26.51,0.00,,,,
202,02/26/2023 21:20:00,26.51,0.00,,,,
203,02/26/2023 21:22:00,26.47,0.00,,,,
204,02/26/2023 21:24:00,26.51,0.00,,,,
205,02/26/2023 21:26:00,26.51,0.00,,,,
206,02/26/2023 21:28:00,26.55,0.00,,,,
207,02/26/2023 21:30:00,26.60,0.00,,,,
208,02/26/2023 21:32:00,26.60,0.00,,,,
209,02/26/2023 21:34:00,26.60,0.00,,,,
210,02/26/2023 21:36:00,26.55,0.00,,,,
211,02/26/2023 21:38:00,26.64,0.00,,,,
212,02/26/2023 21:40:00,26.60,0.00,,,,
213,02/26/2023 21:42:00,26.60,0.00,,,,
214,02/26/2023 21:44:00,26.64,0.00,,,,
215,02/26/2023 21:46:00,26.64,0.00,,,,
216,02/26/2023 21:48:00,26.64,0.00,,,,
217,02/26/2023 21:50:00,26.64,0.00,,,,
218,02/26/2023 21:52:00,26.64,0.00,,,,
219,02/26/2023 21:54:00,26.68,0.00,,,,
220,02/26/2023 21:56:00,26.72,0.00,,,,
221,02/26/2023 21:58:00,26.68,0.00,,,,
222,02/26/2023 22:00:00,26.68,0.00,,,,
223,02/26/2023 22:02:00,26.72,0.00,,,,
224,02/26/2023 22:04:00,26.72,0.00,,,,
225,02/26/2023 22:06:00,26.68,0.00,,,,
226,02/26/2023 22:08:00,26.68,0.00,,,,
227,02/26/2023 22:10:00,26.68,0.00,,,,
228,02/26/2023 22:12:00,26.68,0.00,,,,
229,02/26/2023 22:14:00,26.64,0.00,,,,
230,02/26/2023 22:16:00,26.68,0.00,,,,
231,02/26/2023 22:18:00,26.64,0.00,,,,
232,02/26/2023 22:20:00,26.68,0.00,,,,
233,02/26/2023 22:22:00,26.64,0.00,,,,
234,02/26/2023 22:24:00,26.60,0.00,,,,
235,02/26/2023 22:26:00,26.60,0.00,,,,
236,02/26/2023 22:28:00,26.64,0.00,,,,
237,02/26/2023 22:30:00,26.64,0.00,,,,
238,02/26/2023 22:32:00,26.64,0.00,,,,
239,02/26/2023 22:34:00,26.64,0.00,,,,
240,02/26/2023 22:36:00,26.64,0.00,,,,
241,02/26/2023 22:38:00,26.60,0.00,,,,
242,02/26/2023 22:40:00,26.64,0.00,,,,
243,02/26/2023 22:42:00,26.64,0.00,,,,
244,02/26/2023 22:44:00,26.60,0.00,,,,
245,02/26/2023 22:46:00,26.60,0.00,,,,
246,02/26/2023 22:48:00,26.60,0.00,,,,
247,02/26/2023 22:50:00,26.64,0.00,,,,
248,02/26/2023 22:52:00,26.68,0.00,,,,
249,02/26/2023 22:54:00,26.68,0.00,,,,
250,02/26/2023 22:56:00,26.68,0.00,,,,
251,02/26/2023 22:58:00,26.68,0.00,,,,
252,02/26/2023 23:00:00,26.64,0.00,,,,
253,02/26/2023 23:02:00,26.55,0.00,,,,
254,02/26/2023 23:04:00,26.55,0.00,,,,
255,02/26/2023 23:06:00,26.55,0.00,,,,
256,02/26/2023 23:08:00,26.51,0.00,,,,
257,02/26/2023 23:10:00,26.51,0.00,,,,
258,02/26/2023 23:12:00,26.51,0.00,,,,
259,02/26/2023 23:14:00,26.47,0.00,,,,
260,02/26/2023 23:16:00,26.47,0.00,,,,
261,02/26/2023 23:18:00,26.51,0.00,,,,
262,02/26/2023 23:20:00,26.51,0.00,,,,
263,02/26/2023 23:22:00,26.51,0.00,,,,
264,02/26/2023 23:24:00,26.47,0.00,,,,
265,02/26/2023 23:26:00,26.51,0.00,,,,
266,02/26/2023 23:28:00,26.51,0.00,,,,
267,02/26/2023 23:30:00,26.47,0.00,,,,
268,02/26/2023 23:32:00,26.47,0.00,,,,
269,02/26/2023 23:34:00,26.51,0.00,,,,
270,02/26/2023 23:36:00,26.47,0.00,,,,
271,02/26/2023 23:38:00,26.47,0.22,,,,
272,02/26/2023 23:40:00,26.47,0.00,,,,
273,02/26/2023 23:42:00,26.51,0.00,,,,
274,02/26/2023 23:44:00,26.51,0.00,,,,
275,02/26/2023 23:46:00,26.51,0.00,,,,
276,02/26/2023 23:48:00,26.51,0.00,,,,
277,02/26/2023 23:50:00,26.51,0.00,,,,
278,02/26/2023 23:52:00,26.51,0.00,,,,
279,02/26/2023 23:54:00,26.51,0.00,,,,
280,02/26/2023 23:56:00,26.51,0.00,,,,
281,02/26/2023 23:58:00,26.47,0.00,,,,
282,02/27/2023 00:00:00,26.55,0.00,,,,
283,02/27/2023 00:02:00,26.51,0.00,,,,
284,02/27/2023 00:04:00,26.55,0.00,,,,
285,02/27/2023 00:06:00,26.60,0.00,,,,
286,02/27/2023 00:08:00,26.60,0.00,,,,
287,02/27/2023 00:10:00,26.64,0.00,,,,
288,02/27/2023 00:12:00,26.72,0.00,,,,
289,02/27/2023 00:14:00,26.77,0.00,,,,
290,02/27/2023 00:16:00,26.77,0.22,,,,
291,02/27/2023 00:18:00,26.81,0.00,,,,
292,02/27/2023 00:20:00,26.77,0.00,,,,
293,02/27/2023 00:22:00,26.77,0.00,,,,
294,02/27/2023 00:24:00,26.81,0.00,,,,
295,02/27/2023 00:26:00,26.90,0.00,,,,
296,02/27/2023 00:28:00,26.85,0.00,,,,
297,02/27/2023 00:30:00,26.90,0.00,,,,
298,02/27/2023 00:32:00,26.94,0.00,,,,
299,02/27/2023 00:34:00,26.94,0.00,,,,
300,02/27/2023 00:36:00,26.94,0.00,,,,
301,02/27/2023 00:38:00,26.98,0.00,,,,
302,02/27/2023 00:40:00,26.98,0.00,,,,
303,02/27/2023 00:42:00,27.02,0.00,,,,
304,02/27/2023 00:44:00,27.02,0.00,,,,
305,02/27/2023 00:46:00,27.02,0.00,,,,
306,02/27/2023 00:48:00,26.98,0.00,,,,
307,02/27/2023 00:50:00,27.11,0.00,,,,
308,02/27/2023 00:52:00,27.07,0.00,,,,
309,02/27/2023 00:54:00,27.07,0.22,,,,
310,02/27/2023 00:56:00,27.02,0.00,,,,
311,02/27/2023 00:58:00,27.07,0.00,,,,
312,02/27/2023 01:00:00,26.98,0.00,,,,
313,02/27/2023 01:02:00,26.94,0.00,,,,
314,02/27/2023 01:04:00,26.94,0.00,,,,
315,02/27/2023 01:06:00,26.90,0.00,,,,
316,02/27/2023 01:08:00,26.94,0.00,,,,
317,02/27/2023 01:10:00,26.94,0.00,,,,
318,02/27/2023 01:12:00,26.94,0.00,,,,
319,02/27/2023 01:14:00,26.94,0.00,,,,
320,02/27/2023 01:16:00,26.90,0.00,,,,
321,02/27/2023 01:18:00,26.90,0.00,,,,
322,02/27/2023 01:20:00,26.90,0.00,,,,
323,02/27/2023 01:22:00,26.90,0.00,,,,
324,02/27/2023 01:24:00,26.90,0.00,,,,
325,02/27/2023 01:26:00,26.90,0.00,,,,
326,02/27/2023 01:28:00,26.85,0.00,,,,
327,02/27/2023 01:30:00,26.90,0.00,,,,
328,02/27/2023 01:32:00,26.94,0.22,,,,
329,02/27/2023 01:34:00,27.02,0.00,,,,
330,02/27/2023 01:36:00,27.02,0.00,,,,
331,02/27/2023 01:38:00,27.02,0.00,,,,
332,02/27/2023 01:40:00,27.02,0.00,,,,
333,02/27/2023 01:42:00,26.98,0.00,,,,
334,02/27/2023 01:44:00,27.02,0.00,,,,
335,02/27/2023 01:46:00,26.98,0.00,,,,
336,02/27/2023 01:48:00,26.98,0.00,,,,
337,02/27/2023 01:50:00,27.02,0.00,,,,
338,02/27/2023 01:52:00,26.98,0.00,,,,
339,02/27/2023 01:54:00,26.98,0.00,,,,
340,02/27/2023 01:56:00,26.94,0.00,,,,
341,02/27/2023 01:58:00,26.90,0.00,,,,
342,02/27/2023 02:00:00,26.85,0.00,,,,
343,02/27/2023 02:02:00,26.85,0.00,,,,
344,02/27/2023 02:04:00,26.85,0.00,,,,
345,02/27/2023 02:06:00,26.90,0.00,,,,
346,02/27/2023 02:08:00,26.90,0.00,,,,
347,02/27/2023 02:10:00,26.90,0.22,,,,
348,02/27/2023 02:12:00,26.90,0.00,,,,
349,02/27/2023 02:14:00,26.90,0.00,,,,
350,02/27/2023 02:16:00,26.90,0.00,,,,
351,02/27/2023 02:18:00,26.81,0.00,,,,
352,02/27/2023 02:20:00,26.81,0.00,,,,
353,02/27/2023 02:22:00,26.77,0.00,,,,
354,02/27/2023 02:24:00,26.81,0.00,,,,
355,02/27/2023 02:26:00,26.81,0.00,,,,
356,02/27/2023 02:28:00,26.81,0.00,,,,
357,02/27/2023 02:30:00,26.81,0.00,,,,
358,02/27/2023 02:32:00,26.81,0.00,,,,
359,02/27/2023 02:34:00,26.85,0.00,,,,
360,02/27/2023 02:36:00,26.90,0.00,,,,
361,02/27/2023 02:38:00,26.90,0.00,,,,
362,02/27/2023 02:40:00,26.85,0.00,,,,
363,02/27/2023 02:42:00,26.90,0.00,,,,
364,02/27/2023 02:44:00,26.90,0.00,,,,
365,02/27/2023 02:46:00,26.85,0.00,,,,
366,02/27/2023 02:48:00,26.90,0.22,,,,
367,02/27/2023 02:50:00,26.85,0.00,,,,
368,02/27/2023 02:52:00,26.85,0.00,,,,
369,02/27/2023 02:54:00,26.90,0.00,,,,
370,02/27/2023 02:56:00,26.81,0.00,,,,
371,02/27/2023 02:58:00,26.81,0.00,,,,
372,02/27/2023 03:00:00,26.85,0.00,,,,
373,02/27/2023 03:02:00,26.81,0.00,,,,
374,02/27/2023 03:04:00,26.77,0.00,,,,
375,02/27/2023 03:06:00,26.77,0.00,,,,
376,02/27/2023 03:08:00,26.77,0.00,,,,
377,02/27/2023 03:10:00,26.77,0.00,,,,
378,02/27/2023 03:12:00,26.68,0.00,,,,
379,02/27/2023 03:14:00,26.68,0.00,,,,
380,02/27/2023 03:16:00,26.72,0.00,,,,
381,02/27/2023 03:18:00,26.68,0.00,,,,
382,02/27/2023 03:20:00,26.68,0.00,,,,
383,02/27/2023 03:22:00,26.60,0.00,,,,
384,02/27/2023 03:24:00,26.60,0.00,,,,
385,02/27/2023 03:26:00,26.64,0.22,,,,
386,02/27/2023 03:28:00,26.64,0.00,,,,
387,02/27/2023 03:30:00,26.55,0.00,,,,
388,02/27/2023 03:32:00,26.60,0.00,,,,
389,02/27/2023 03:34:00,26.60,0.00,,,,
390,02/27/2023 03:36:00,26.60,0.00,,,,
391,02/27/2023 03:38:00,26.60,0.00,,,,
392,02/27/2023 03:40:00,26.55,0.00,,,,
393,02/27/2023 03:42:00,26.55,0.00,,,,
394,02/27/2023 03:44:00,26.55,0.00,,,,
395,02/27/2023 03:46:00,26.51,0.00,,,,
396,02/27/2023 03:48:00,26.51,0.00,,,,
397,02/27/2023 03:50:00,26.51,0.00,,,,
398,02/27/2023 03:52:00,26.47,0.00,,,,
399,02/27/2023 03:54:00,26.47,0.00,,,,
400,02/27/2023 03:56:00,26.38,0.00,,,,
401,02/27/2023 03:58:00,26.42,0.00,,,,
402,02/27/2023 04:00:00,26.38,0.00,,,,
403,02/27/2023 04:02:00,26.34,0.00,,,,
404,02/27/2023 04:04:00,26.30,0.00,,,,
405,02/27/2023 04:06:00,26.34,0.00,,,,
406,02/27/2023 04:08:00,26.34,0.00,,,,
407,02/27/2023 04:10:00,26.38,0.00,,,,
408,02/27/2023 04:12:00,26.38,0.00,,,,
409,02/27/2023 04:14:00,26.42,0.00,,,,
410,02/27/2023 04:16:00,26.34,0.00,,,,
411,02/27/2023 04:18:00,26.42,0.00,,,,
412,02/27/2023 04:20:00,26.47,0.00,,,,
413,02/27/2023 04:22:00,26.42,0.00,,,,
414,02/27/2023 04:24:00,26.47,0.00,,,,
415,02/27/2023 04:26:00,26.51,0.00,,,,
416,02/27/2023 04:28:00,26.51,0.00,,,,
417,02/27/2023 04:30:00,26.55,0.00,,,,
418,02/27/2023 04:32:00,26.55,0.00,,,,
419,02/27/2023 04:34:00,26.64,0.00,,,,
420,02/27/2023 04:36:00,26.68,0.00,,,,
421,02/27/2023 04:38:00,26.68,0.00,,,,
422,02/27/2023 04:40:00,26.64,0.00,,,,
423,02/27/2023 04:42:00,26.64,0.00,,,,
424,02/27/2023 04:44:00,26.77,0.00,,,,
425,02/27/2023 04:46:00,26.72,0.00,,,,
426,02/27/2023 04:48:00,26.72,0.00,,,,
427,02/27/2023 04:50:00,26.68,0.00,,,,
428,02/27/2023 04:52:00,26.72,0.00,,,,
429,02/27/2023 04:54:00,26.72,0.00,,,,
430,02/27/2023 04:56:00,26.68,0.00,,,,
431,02/27/2023 04:58:00,26.77,0.00,,,,
432,02/27/2023 05:00:00,26.68,0.00,,,,
433,02/27/2023 05:02:00,26.72,0.00,,,,
434,02/27/2023 05:04:00,26.72,0.00,,,,
435,02/27/2023 05:06:00,26.77,0.00,,,,
436,02/27/2023 05:08:00,26.72,0.00,,,,
437,02/27/2023 05:10:00,26.72,0.00,,,,
438,02/27/2023 05:12:00,26.72,0.00,,,,
439,02/27/2023 05:14:00,26.72,0.00,,,,
440,02/27/2023 05:16:00,26.72,0.00,,,,
441,02/27/2023 05:18:00,26.68,0.00,,,,
442,02/27/2023 05:20:00,26.72,0.00,,,,
443,02/27/2023 05:22:00,26.72,0.00,,,,
444,02/27/2023 05:24:00,26.68,0.00,,,,
445,02/27/2023 05:26:00,26.68,0.00,,,,
446,02/27/2023 05:28:00,26.72,0.00,,,,
447,02/27/2023 05:30:00,26.77,0.00,,,,
448,02/27/2023 05:32:00,26.72,0.00,,,,
449,02/27/2023 05:34:00,26.68,0.00,,,,
450,02/27/2023 05:36:00,26.77,0.00,,,,
451,02/27/2023 05:38:00,26.68,0.00,,,,
452,02/27/2023 05:40:00,26.72,0.00,,,,
453,02/27/2023 05:42:00,26.72,0.00,,,,
454,02/27/2023 05:44:00,26.81,0.00,,,,
455,02/27/2023 05:46:00,26.85,0.00,,,,
456,02/27/2023 05:48:00,26.81,0.00,,,,
457,02/27/2023 05:50:00,26.85,0.22,,,,
458,02/27/2023 05:52:00,26.85,0.45,,,,
459,02/27/2023 05:54:00,26.81,0.91,,,,
460,02/27/2023 05:56:00,26.90,1.14,,,,
461,02/27/2023 05:58:00,26.90,1.37,,,,
462,02/27/2023 06:00:00,26.94,1.83,,,,
463,02/27/2023 06:02:00,26.90,2.29,,,,
464,02/27/2023 06:04:00,26.85,3.21,,,,
465,02/27/2023 06:06:00,26.85,4.13,,,,
466,02/27/2023 06:08:00,26.81,5.28,,,,
467,02/27/2023 06:10:00,26.81,6.43,,,,
468,02/27/2023 06:12:00,26.85,8.04,,,,
469,02/27/2023 06:14:00,26.85,9.64,,,,
470,02/27/2023 06:16:00,26.85,11.02,,,,
471,02/27/2023 06:18:00,26.90,12.66,,,,
472,02/27/2023 06:20:00,26.90,14.27,,,,
473,02/27/2023 06:22:00,26.85,16.13,,,,
474,02/27/2023 06:24:00,26.90,18.43,,,,
475,02/27/2023 06:26:00,26.85,20.30,,,,
476,02/27/2023 06:28:00,26.90,22.36,,,,
477,02/27/2023 06:30:00,26.90,24.00,,,,
478,02/27/2023 06:32:00,26.85,26.99,,,,
479,02/27/2023 06:34:00,26.85,31.30,,,,
480,02/27/2023 06:36:00,26.85,35.03,,,,
481,02/27/2023 06:38:00,26.90,41.52,,,,
482,02/27/2023 06:40:00,26.94,47.94,,,,
483,02/27/2023 06:42:00,26.98,51.28,,,,
484,02/27/2023 06:44:00,26.98,58.16,,,,
485,02/27/2023 06:46:00,26.98,64.66,,,,
486,02/27/2023 06:48:00,27.02,71.56,,,,
487,02/27/2023 06:50:00,26.98,77.58,,,,
488,02/27/2023 06:52:00,26.98,82.12,,,,
489,02/27/2023 06:54:00,27.02,88.56,,,,
490,02/27/2023 06:56:00,27.02,95.08,,,,
491,02/27/2023 06:58:00,26.98,102.56,,,,
492,02/27/2023 07:00:00,26.94,108.20,,,,
493,02/27/2023 07:02:00,26.94,115.52,,,,
494,02/27/2023 07:04:00,26.94,121.96,,,,
495,02/27/2023 07:06:00,26.94,124.84,,,,
496,02/27/2023 07:08:00,27.02,123.92,,,,
497,02/27/2023 07:10:00,27.02,131.28,,,,
498,02/27/2023 07:12:00,27.07,134.04,,,,
499,02/27/2023 07:14:00,27.02,137.72,,,,
500,02/27/2023 07:16:00,27.11,134.96,,,,
501,02/27/2023 07:18:00,27.11,142.28,,,,
502,02/27/2023 07:20:00,27.11,140.48,,,,
503,02/27/2023 07:22:00,27.15,144.12,,,,
504,02/27/2023 07:24:00,27.11,147.92,,,,
505,02/27/2023 07:26:00,27.11,150.68,,,,
506,02/27/2023 07:28:00,27.11,147.00,,,,
507,02/27/2023 07:30:00,27.15,150.68,,,,
508,02/27/2023 07:32:00,27.11,152.52,,,,
509,02/27/2023 07:34:00,27.07,158.96,,,,
510,02/27/2023 07:36:00,27.07,171.92,,,,
511,02/27/2023 07:38:00,27.11,170.08,,,,
512,02/27/2023 07:40:00,27.15,171.92,,,,
