7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1671418260, +2.69, +30.545, +99.26934, +455.000, +1167.000, -72.000
1671418380, +2.69, +30.537, +98.27224, +422.000, +1103.000, +32.000
1671418500, +2.69, +30.545, +95.62776, +424.000, +1110.000, +24.000
1671418620, +2.69, +30.545, +93.57782, +436.000, +1129.000,  +4.000
1671418740, +2.69, +30.529, +89.42530, +428.000, +1112.000, +24.000
1671418860, +2.69, +30.529, +86.36898, +454.000, +1168.000, -72.000
1671418980, +2.69, +30.553, +80.90660, +430.000, +1116.000, +20.000
1671419100, +2.69, +30.529, +76.15025, +432.000, +1123.000, +16.000
1671419220, +2.69, +30.505, +71.39080, +432.000, +1118.000, +16.000
1671419340, +2.69, +30.537, +66.77070, +449.000, +1164.000, -56.000
1671419460, +2.69, +30.529, +62.56864, +460.000, +1180.000, -104.000
1671419580, +2.69, +30.513, +58.46876, +432.000, +1120.000, +16.000
1671419700, +2.69, +30.521, +54.32553, +432.000, +1123.000, +12.000
1671419820, +2.69, +30.513, +49.78904, +472.000, +1183.000, -148.000
1671419940, +2.69, +30.513, +46.17842, +454.000, +1164.000, -57.000
1671420060, +2.69, +30.497, +42.39749, +467.000, +1182.000, -120.000
1671420180, +2.69, +30.497, +38.63205, +460.000, +1177.000, -104.000
1671420300, +2.69, +30.480, +34.80467, +472.000, +1182.000, -144.000
1671420420, +2.69, +30.480, +31.63067, +454.000, +1164.000, -61.000
1671420540, +2.69, +30.480, +28.12844, +464.000, +1180.000, -114.000
1671420660, +2.69, +30.464, +24.58285, +444.000, +1151.000, -29.000
1671420780, +2.69, +30.472, +21.45839, +462.000, +1183.000, -108.000
1671420900, +2.69, +30.472, +19.03996, +440.000, +1139.000,  -8.000
1671421020, +2.69, +30.464, +16.42025, +472.000, +1183.000, -144.000
1671421140, +2.69, +30.456, +14.31767, +464.000, +1183.000, -136.000
1671421260, +2.69, +30.448, +12.19032, +472.000, +1183.000, -144.000
1671421380, +2.69, +30.440, +10.31689, +456.000, +1172.000, -80.000
1671421500, +2.69, +30.424,  +8.58899, +480.000, +1136.000, -116.000
1671421620, +2.69, +30.432,  +6.99425, +464.000, +1183.000, -122.000
1671421740, +2.69, +30.408,  +5.64414, +464.000, +1182.000, -125.000
1671421860, +2.69, +30.416,  +4.41480, +460.000, +1177.000, -104.000
1671421980, +2.69, +30.392,  +3.46105, +476.000, +1175.000, -154.000
1671422100, +2.69, +30.400,  +2.65594, +462.000, +1176.000, -104.000
1671422220, +2.69, +30.392,  +1.99017, +470.000, +1183.000, -144.000
1671422340, +2.69, +30.376,  +1.41731, +414.000, +1080.000, +32.000
1671422460, +2.69, +30.384,  +0.97140, +472.000, +1183.000, -136.000
1671422580, +2.69, +30.376,  +0.64006, +415.000, +1072.000, +33.000
1671422700, +2.69, +30.352,  +0.41401, +472.000, +1177.000, -160.000
1671422820, +2.69, +30.352,  +0.22512, +472.000, +1182.000, -148.000
1671422940, +2.69, +30.344,  +0.15080, +464.000, +1180.000, -120.000
1671423060, +2.69, +30.344,  +0.07339, +470.000, +1182.000, -136.000
1671423180, +2.69, +30.320,  +0.01765, +472.000, +1180.000, -152.000
1671423300, +2.69, +30.304,  +0.02384, +464.000, +1180.000, -112.000
1671423420, +2.69, +30.304,  +0.01146, +449.000, +1159.000, -48.000
1671423540, +2.69, +30.328,  -0.03189, +464.000, +1180.000, -120.000
1671423660, +2.69, +30.304,  -0.01951, +456.000, +1171.000, -88.000
1671423780, +2.69, +30.288,  -0.04738, +472.000, +1182.000, -148.000
1671423900, +2.69, +30.288,  -0.01951, +476.000, +1180.000, -157.000
1671424020, +2.69, +30.271,  +0.00526, +476.000, +1176.000, -160.000
1671424140, +2.69, +30.255,  +0.00217, +480.000, +1176.000, -154.000
1671424260, +2.69, +30.247,  -0.05047, +472.000, +1183.000, -152.000
1671424380, +2.69, +30.247,  -0.05357, +464.000, +1183.000, -128.000
1671424500, +2.69, +30.215,  -0.01641, +470.000, +1183.000, -136.000
1671424620, +2.69, +30.215,  -0.05047, +476.000, +1127.000, -105.000
1671424740, +2.69, +30.207,  -0.01022, +467.000, +1185.000, -128.000
1671424860, +2.69, +30.199,  -0.03809, +462.000, +1176.000, -106.000
1671424980, +2.69, +30.191,  +0.00526, +476.000, +1180.000, -154.000
1671425100, +2.69, +30.183,  -0.03499, +428.000, +1113.000, +20.000
1671425220, +2.69, +30.167,  +0.01146, +415.000, +1072.000, +33.000
1671425340, +2.69, +30.175,  -0.04428, +476.000, +1172.000, -160.000
1671425460, +2.69, +30.159,  -0.00712, +415.000, +1080.000, +32.000
1671425580, +2.69, +30.151,  -0.03189, +472.000, +1183.000, -156.000
1671425700, +2.69, +30.134,  +0.02075, +415.000, +1086.000, +30.000
1671425820, +2.69, +30.142,  -0.04118, +419.000, +1103.000, +28.000
1671425940, +2.70, +30.110,  -0.03499, +412.000, +1078.000, +30.000
1671426060, +2.69, +30.094,  -0.04118, +415.000, +1080.000, +32.000
1671426180, +2.69, +30.102,  -0.00093, +414.000, +1075.000, +30.000
1671426300, +2.69, +30.094,  -0.01641, +480.000, +1126.000, -106.000
1671426420, +2.69, +30.078,  -0.00712, +464.000, +1180.000, -114.000
1671426540, +2.69, +30.078,  -0.03809, +414.000, +1072.000, +33.000
1671426660, +2.69, +30.062,  -0.03189, +420.000, +1097.000, +30.000
1671426780, +2.69, +30.054,  -0.05357, +419.000, +1103.000, +30.000
1671426900, +2.69, +30.046,  -0.05047, +412.000, +1091.000, +30.000
1671427020, +2.69, +30.030,  -0.05667, +414.000, +1078.000, +32.000
1671427140, +2.69, +30.021,  -0.04428, +416.000, +1095.000, +32.000
1671427260, +2.70, +30.013,  -0.01332, +424.000, +1107.000, +24.000
1671427380, +2.69, +29.997,  -0.02261, +424.000, +1111.000, +24.000
1671427500, +2.69, +29.989,  -0.02880, +424.000, +1107.000, +24.000
1671427620, +2.69, +29.997,  -0.01332, +430.000, +1118.000, +16.000
1671427740, +2.69, +29.989,  -0.01641, +444.000, +1148.000, -29.000
1671427860, +2.69, +29.965,  -0.00403, +422.000, +1102.000, +28.000
1671427980, +2.69, +29.973,  -0.02570, +432.000, +1123.000, +14.000
1671428100, +2.69, +29.965,  -0.04428, +467.000, +1183.000, -136.000
1671428220, +2.69, +29.941,  -0.04738, +456.000, +1172.000, -84.000
1671428340, +2.69, +29.941,  -0.04428, +456.000, +1167.000, -77.000
1671428460, +2.69, +29.941,  -0.03809, +435.000, +1127.000,  +7.000
1671428580, +2.69, +29.941,  +0.00217, +432.000, +1120.000, +16.000
1671428700, +2.69, +29.925,  +0.00836, +423.000, +1102.000, +28.000
1671428820, +2.69, +29.925,  -0.06596, +470.000, +1183.000, -136.000
1671428940, +2.69, +29.916,  -0.02261, +432.000, +1118.000, +16.000
1671429060, +2.69, +29.916,  -0.02570, +467.000, +1179.000, -121.000
1671429180, +2.70, +29.908,  -0.01022, +422.000, +1102.000, +24.000
1671429300, +2.69, +29.900,  -0.02880, +467.000, +1180.000, -122.000
1671429420, +2.69, +29.876,  -0.01641, +467.000, +1183.000, -138.000
1671429540, +2.70, +29.876,  -0.05047, +464.000, +1185.000, -136.000
1671429660, +2.69, +29.884,  -0.01332, +468.000, +1182.000, -136.000
1671429780, +2.70, +29.860,  -0.07525, +467.000, +1184.000, -140.000
1671429900, +2.69, +29.876,  -0.02570, +432.000, +1116.000, +16.000
1671430020, +2.69, +29.876,  -0.01022, +422.000, +1100.000, +28.000
1671430140, +2.70, +29.844,  -0.01332, +456.000, +1172.000, -84.000
1671430260, +2.69, +29.860,  +0.01146, +467.000, +1182.000, -128.000
1671430380, +2.69, +29.860,  -0.01951, +470.000, +1182.000, -144.000
1671430500, +2.69, +29.844,  -0.00403, +468.000, +1183.000, -144.000
1671430620, +2.69, +29.852,  -0.03189, +465.000, +1184.000, -128.000
