7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643920320, +3.01, +29.129, +143.14793, +975.000, +131.000, +119.000
1643920440, +3.01, +29.162, +191.96867, +1080.000, +127.000, -13.000
1643920560, +3.01, +29.186, +225.21049, +1084.000, +134.000, -25.000
1643920680, +3.01, +29.194, +293.94845, +1080.000, +127.000, -13.000
1643920800, +3.01, +29.211, +320.62242, +1080.000, +126.000, -17.000
1643920920, +3.01, +29.251, +242.71857, +1081.000, +126.000, -23.000
1643921040, +3.01, +29.243, +176.43620, +1080.000, +126.000, -17.000
1643921160, +3.01, +29.276, +164.81473, +979.000, +127.000, +119.000
1643921280, +3.01, +29.284, +191.34316, +1080.000, +127.000, -17.000
1643921400, +3.01, +29.284, +252.59977, +1080.000, +131.000, -25.000
1643921520, +3.01, +29.268, +228.69415, +1084.000, +128.000, -33.000
1643921640, +3.01, +29.292, +223.90373, +1087.000, +128.000, -25.000
1643921760, +3.01, +29.333, +316.81052, +1080.000, +130.000, -33.000
1643921880, +3.01, +29.341, +341.54913, +1084.000, +128.000, -25.000
1643922000, +3.01, +29.333, +328.48774, +1084.000, +135.000, -29.000
1643922120, +3.01, +29.349, +263.81560, +1084.000, +129.000, -39.000
1643922240, +3.01, +29.365, +217.64244, +1084.000, +131.000, -18.000
1643922360, +3.01, +29.373, +218.30201, +1086.000, +130.000, -29.000
1643922480, +3.01, +29.398, +213.69430, +1081.000, +128.000, -33.000
1643922600, +3.01, +29.422, +270.57544, +1083.000, +128.000, -33.000
1643922720, +3.01, +29.430, +287.26912, +1084.000, +132.000, -47.000
1643922840, +3.01, +29.455, +380.00870, +1084.000, +128.000, -42.000
1643922960, +3.01, +29.463, +459.54135, +1084.000, +131.000, -47.000
1643923080, +3.01, +29.479, +515.89297, +1084.000, +134.000, -45.000
1643923200, +3.01, +29.471, +446.46447, +1084.000, +128.000, -25.000
1643923320, +3.01, +29.479, +304.10834, +1084.000, +130.000, -36.000
1643923440, +3.01, +29.471, +281.94609, +1087.000, +130.000, -33.000
1643923560, +3.01, +29.479, +415.00628, +1084.000, +128.000, -33.000
1643923680, +3.01, +29.455, +373.19621, +1081.000, +132.000, -37.000
1643923800, +3.01, +29.463, +358.89000, +1084.000, +136.000, -48.000
1643923920, +3.01, +29.487, +528.45271, +1084.000, +132.000, -49.000
1643924040, +3.01, +29.479, +1263.95941, +1084.000, +129.000, -39.000
1643924160, +3.01, +29.487, +733.23288, +1084.000, +140.000, -56.000
1643924280, +3.01, +29.479, +1362.16446, +1084.000, +131.000, -48.000
1643924400, +3.01, +29.495, +525.30659, +1080.000, +128.000, -33.000
1643924520, +3.01, +29.487, +1322.69541, +1084.000, +136.000, -51.000
1643924640, +3.01, +29.503, +347.91880, +1084.000, +131.000, -47.000
1643924760, +3.01, +29.528, +1312.13915, +1080.000, +128.000, -37.000
1643924880, +3.01, +29.536, +884.77657, +1080.000, +140.000, -52.000
1643925000, +3.01, +29.560, +1618.27668, +1086.000, +134.000, -55.000
1643925120, +3.01, +29.584, +443.04585, +1086.000, +136.000, -52.000
1643925240, +3.01, +29.609, +933.33719, +1081.000, +129.000, -39.000
1643925360, +3.01, +29.593, +678.82900, +1086.000, +136.000, -52.000
1643925480, +3.01, +29.625, +690.89639, +1084.000, +128.000, -42.000
1643925600, +3.01, +29.649, +641.66381, +1086.000, +136.000, -45.000
1643925720, +3.01, +29.657, +326.66385, +1081.000, +142.000, -57.000
