7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1671072180, +2.70, +30.841, +330.58413, +636.000, +823.000, -63.000
1671072300, +2.70, +30.825, +288.15474, +633.000, +811.000, -57.000
1671072420, +2.70, +30.801, +282.26504, +644.000, +832.000, -64.000
1671072540, +2.70, +30.785, +257.85467, +639.000, +822.000, -64.000
1671072660, +2.70, +30.769, +266.51582, +655.000, +841.000, -74.000
1671072780, +2.70, +30.793, +236.51612, +664.000, +856.000, -90.000
1671072900, +2.70, +30.785, +223.32777, +643.000, +830.000, -64.000
1671073020, +2.70, +30.785, +234.59004, +632.000, +808.000, -57.000
1671073140, +2.70, +30.777, +203.70781, +716.000, +870.000, -244.000
1671073260, +2.70, +30.753, +189.68339, +632.000, +816.000, -58.000
1671073380, +2.70, +30.761, +175.87263, +646.000, +832.000, -64.000
1671073500, +2.70, +30.745, +167.24864, +636.000, +817.000, -61.000
1671073620, +2.70, +30.737, +153.58961, +633.000, +808.000, -57.000
1671073740, +2.70, +30.729, +137.59266, +632.000, +809.000, -58.000
1671073860, +2.70, +30.713, +131.12080, +636.000, +819.000, -64.000
1671073980, +2.70, +30.697, +121.90227, +638.000, +825.000, -64.000
1671074100, +2.70, +30.689, +118.05632, +647.000, +833.000, -68.000
1671074220, +2.70, +30.673, +108.37949, +712.000, +897.000, -256.000
1671074340, +2.70, +30.649, +96.55364, +632.000, +819.000, -60.000
1671074460, +2.70, +30.649, +89.59562, +632.000, +812.000, -61.000
1671074580, +2.70, +30.633, +85.65057, +638.000, +823.000, -62.000
1671074700, +2.70, +30.625, +77.59945, +632.000, +808.000, -57.000
1671074820, +2.70, +30.609, +72.07205, +640.000, +825.000, -64.000
1671074940, +2.70, +30.593, +69.19532, +648.000, +839.000, -72.000
1671075060, +2.70, +30.577, +63.27775, +644.000, +831.000, -64.000
1671075180, +2.70, +30.569, +51.10199, +633.000, +814.000, -61.000
1671075300, +2.70, +30.537, +45.88734, +656.000, +840.000, -72.000
1671075420, +2.70, +30.537, +39.14918, +641.000, +825.000, -64.000
1671075540, +2.70, +30.521, +32.58752, +639.000, +825.000, -64.000
1671075660, +2.70, +30.513, +29.61170, +686.000, +883.000, -159.000
1671075780, +2.70, +30.480, +24.49924, +668.000, +862.000, -98.000
1671075900, +2.70, +30.472, +23.11507, +662.000, +856.000, -88.000
1671076020, +2.70, +30.464, +17.47309, +664.000, +857.000, -96.000
1671076140, +2.70, +30.448, +12.88705, +691.000, +892.000, -176.000
1671076260, +2.70, +30.432,  +9.94220, +676.000, +876.000, -128.000
1671076380, +2.70, +30.408,  +7.70956, +648.000, +832.000, -64.000
1671076500, +2.70, +30.408,  +5.74014, +688.000, +892.000, -180.000
1671076620, +2.70, +30.384,  +4.39003, +700.000, +897.000, -212.000
1671076740, +2.70, +30.368,  +3.34648, +704.000, +904.000, -240.000
1671076860, +2.70, +30.352,  +2.48253, +696.000, +897.000, -200.000
1671076980, +2.70, +30.344,  +1.72077, +710.000, +903.000, -256.000
1671077100, +2.70, +30.344,  +1.14171, +696.000, +900.000, -208.000
1671077220, +2.70, +30.320,  +0.71748, +707.000, +905.000, -244.000
1671077340, +2.70, +30.296,  +0.41711, +704.000, +903.000, -228.000
1671077460, +2.70, +30.296,  +0.24370, +700.000, +900.000, -208.000
1671077580, +2.70, +30.288,  +0.07958, +679.000, +876.000, -136.000
1671077700, +2.70, +30.279,  +0.00217, +692.000, +896.000, -194.000
1671077820, +2.70, +30.255,  +0.04552, +705.000, +903.000, -244.000
1671077940, +2.70, +30.247,  +0.01455, +696.000, +897.000, -205.000
1671078060, +2.70, +30.239,  -0.01022, +671.000, +864.000, -104.000
1671078180, +2.70, +30.199,  -0.03809, +710.000, +903.000, -250.000
1671078300, +2.70, +30.191,  +0.00526, +705.000, +904.000, -236.000
1671078420, +2.70, +30.191,  -0.02880, +712.000, +899.000, -256.000
1671078540, +2.70, +30.183,  +0.01455, +704.000, +904.000, -232.000
1671078660, +2.70, +30.167,  +0.00217, +704.000, +903.000, -232.000
1671078780, +2.70, +30.183,  -0.01641, +705.000, +904.000, -240.000
1671078900, +2.70, +30.126,  -0.01951, +708.000, +899.000, -256.000
1671079020, +2.70, +30.134,  -0.02570, +712.000, +902.000, -253.000
1671079140, +2.70, +30.134,  +0.00217, +710.000, +902.000, -256.000
1671079260, +2.70, +30.118,  -0.04738, +704.000, +904.000, -239.000
1671079380, +2.70, +30.126,  -0.02570, +712.000, +892.000, -256.000
1671079500, +2.70, +30.110,  -0.04738, +704.000, +908.000, -232.000
1671079620, +2.70, +30.086,  -0.05357, +705.000, +905.000, -240.000
1671079740, +2.70, +30.086,  -0.03499, +673.000, +867.000, -112.000
1671079860, +2.70, +30.070,  -0.02570, +652.000, +844.000, -77.000
1671079980, +2.70, +30.062,  +0.01146, +716.000, +864.000, -238.000
1671080100, +2.70, +30.030,  -0.02261, +633.000, +808.000, -61.000
1671080220, +2.70, +30.021,  -0.02880, +632.000, +814.000, -61.000
1671080340, +2.70, +30.038,  +0.00217, +712.000, +886.000, -256.000
1671080460, +2.70, +30.013,  +0.00836, +712.000, +892.000, -256.000
1671080580, +2.70, +29.989,  +0.00526, +716.000, +870.000, -237.000
1671080700, +2.70, +29.997,  -0.02570, +647.000, +835.000, -68.000
1671080820, +2.70, +29.981,  -0.02570, +710.000, +900.000, -256.000
1671080940, +2.70, +29.949,  -0.02880, +636.000, +824.000, -64.000
1671081060, +2.70, +29.965,  -0.01332, +638.000, +824.000, -64.000
1671081180, +2.70, +29.941,  -0.01022, +636.000, +824.000, -64.000
1671081300, +2.70, +29.941,  -0.03809, +636.000, +824.000, -64.000
1671081420, +2.70, +29.916,  -0.02570, +636.000, +817.000, -64.000
1671081540, +2.70, +29.925,  +0.00217, +647.000, +835.000, -64.000
1671081660, +2.70, +29.900,  -0.05357, +704.000, +903.000, -221.000
1671081780, +2.70, +29.892,  -0.01641, +652.000, +844.000, -74.000
1671081900, +2.70, +29.884,  -0.00403, +643.000, +828.000, -64.000
1671082020, +2.70, +29.876,  -0.01022, +646.000, +835.000, -64.000
1671082140, +2.70, +29.860,  -0.02570, +716.000, +880.000, -250.000
1671082260, +2.70, +29.852,  -0.01022, +652.000, +839.000, -72.000
1671082380, +2.70, +29.860,  -0.03189, +705.000, +904.000, -242.000
1671082500, +2.70, +29.852,  -0.02261, +647.000, +833.000, -64.000
1671082620, +2.70, +29.811,  +0.01146, +664.000, +856.000, -90.000
1671082740, +2.70, +29.836,  -0.01951, +643.000, +832.000, -64.000
1671082860, +2.70, +29.811,  -0.04738, +649.000, +839.000, -72.000
1671082980, +2.70, +29.827,  +0.03004, +688.000, +889.000, -172.000
1671083100, +2.70, +29.811,  +0.00217, +655.000, +846.000, -74.000
1671083220, +2.70, +29.803,  +0.00836, +654.000, +841.000, -76.000
1671083340, +2.70, +29.787,  -0.02880, +707.000, +904.000, -244.000
1671083460, +2.70, +29.787,  +0.03623, +691.000, +896.000, -192.000
1671083580, +2.70, +29.779,  -0.02880, +696.000, +902.000, -208.000
1671083700, +2.70, +29.763,  +0.01455, +704.000, +905.000, -240.000
1671083820, +2.70, +29.738,  -0.01951, +696.000, +897.000, -200.000
1671083940, +2.70, +29.755,  -0.01951, +700.000, +900.000, -205.000
1671084060, +2.70, +29.738,  -0.03189, +704.000, +904.000, -222.000
1671084180, +2.70, +29.738,  +0.01455, +704.000, +904.000, -240.000
1671084300, +2.70, +29.722,  -0.01332, +700.000, +908.000, -232.000
1671084420, +2.70, +29.738,  -0.03189, +694.000, +896.000, -191.000
1671084540, +2.70, +29.722,  -0.04428, +704.000, +904.000, -224.000
1671084660, +2.70, +29.730,  -0.02570, +704.000, +904.000, -228.000
1671084780, +2.70, +29.722,  -0.05667, +704.000, +905.000, -236.000
1671084900, +2.70, +29.706,  -0.03809, +702.000, +905.000, -224.000
1671085020, +2.70, +29.706,  -0.01951, +654.000, +840.000, -72.000
1671085140, +2.70, +29.698,  -0.05357, +657.000, +848.000, -80.000
1671085260, +2.70, +29.714,  -0.02880, +704.000, +908.000, -236.000
1671085380, +2.70, +29.698,  -0.06286, +700.000, +902.000, -218.000
1671085500, +2.70, +29.674,  -0.00093, +704.000, +904.000, -234.000
1671085620, +2.70, +29.674,  -0.03499, +704.000, +904.000, -240.000
1671085740, +2.70, +29.682,  -0.02570, +689.000, +892.000, -180.000
1671085860, +2.70, +29.674,  -0.04738, +704.000, +903.000, -224.000
1671085980, +2.70, +29.674,  -0.03499, +656.000, +848.000, -80.000
1671086100, +2.70, +29.682,  -0.04118, +704.000, +903.000, -224.000
1671086220, +2.70, +29.674,  -0.03809, +647.000, +833.000, -64.000
1671086340, +2.70, +29.674,  -0.00403, +704.000, +904.000, -240.000
1671086460, +2.70, +29.657,  +0.01146, +707.000, +904.000, -248.000
1671086580, +2.70, +29.682,  -0.04118, +680.000, +880.000, -144.000
