7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1651906140, +2.91, +26.913,  -0.00403, +1075.000, -135.000, -88.000
1651906260, +2.91, +26.896,  +0.00836, +1075.000, -136.000, -69.000
1651906380, +2.91, +26.904,  +0.06720, +1075.000, -129.000, -76.000
1651906500, +2.91, +26.904,  -0.03809, +1075.000, -143.000, -65.000
1651906620, +2.91, +26.880,  -0.04738, +1076.000, -136.000, -65.000
1651906740, +2.91, +26.871,  -0.01951, +1076.000, -132.000, -82.000
1651906860, +2.91, +26.888,  +0.01765, +1078.000, -125.000, -81.000
1651906980, +2.91, +26.888,  -0.01951, +1078.000, -130.000, -77.000
1651907100, +2.91, +26.880,  -0.04738, +1073.000, -128.000, -79.000
1651907220, +2.91, +26.838,  -0.01951, +1075.000, -132.000, -81.000
1651907340, +2.91, +26.871,  -0.06286, +1072.000, -135.000, -69.000
1651907460, +2.91, +26.871,  -0.12170, +1076.000, -135.000, -82.000
1651907580, +2.91, +26.863,  -0.02880, +1075.000, -132.000, -77.000
1651907700, +2.91, +26.863,  +0.02075, +1073.000, -146.000, -65.000
1651907820, +2.91, +26.871,  -0.05357, +1078.000, -138.000, -65.000
1651907940, +2.91, +26.847,  +0.01146, +1075.000, -135.000, -77.000
1651908060, +2.91, +26.805,  -0.03189, +1073.000, -143.000, -66.000
1651908180, +2.91, +26.838,  -0.06286, +1075.000, -136.000, -93.000
1651908300, +2.91, +26.830,  +0.00526, +1075.000, -136.000, -71.000
1651908420, +2.91, +26.838,  -0.06596, +1075.000, -138.000, -67.000
1651908540, +2.91, +26.797,  +0.06410, +1075.000, -141.000, -65.000
1651908660, +2.91, +26.814,  -0.10312, +1075.000, -136.000, -73.000
1651908780, +2.91, +26.797,  -0.07215, +1072.000, -132.000, -77.000
1651908900, +2.91, +26.789,  -0.08454, +1075.000, -136.000, -73.000
1651909020, +2.91, +26.780,  -0.07215, +1075.000, -129.000, -77.000
1651909140, +2.91, +26.797,  -0.03189, +1075.000, -128.000, -77.000
1651909260, +2.91, +26.797,  -0.00403, +1073.000, -140.000, -67.000
1651909380, +2.91, +26.789,  -0.09073, +1075.000, -133.000, -73.000
1651909500, +2.91, +26.772,  -0.02261, +1075.000, -137.000, -49.000
1651909620, +2.91, +26.780,  -0.02880, +1075.000, -130.000, -77.000
1651909740, +2.91, +26.756,  -0.03189, +1075.000, -132.000, -74.000
1651909860, +2.91, +26.756,  +0.00217, +1075.000, -144.000, -69.000
1651909980, +2.91, +26.731,  -0.02570, +1075.000, -138.000, -69.000
1651910100, +2.91, +26.764,  -0.04738, +1075.000, -136.000, -66.000
1651910220, +2.91, +26.739,  -0.01022, +1075.000, -132.000, -77.000
1651910340, +2.91, +26.756,  -0.01022, +1072.000, -136.000, -73.000
1651910460, +2.91, +26.731,  -0.01641, +1076.000, -136.000, -71.000
1651910580, +2.91, +26.731,  +0.01765, +1078.000, -135.000, -73.000
1651910700, +2.91, +26.739,  -0.10621, +1075.000, -141.000, -57.000
1651910820, +2.91, +26.714,  -0.01332, +1076.000, -136.000, -66.000
1651910940, +2.91, +26.706,  -0.02880, +1075.000, -144.000, -57.000
1651911060, +2.91, +26.698,  -0.02261, +1075.000, -140.000, -61.000
1651911180, +2.91, +26.681,  -0.03499, +1075.000, -146.000, -57.000
1651911300, +2.91, +26.681,  +0.00217, +1074.000, -144.000, -65.000
1651911420, +2.91, +26.673,  -0.05976, +968.000, -122.000, +79.000
1651911540, +2.91, +26.681,  +0.01146, +1075.000, -145.000, -61.000
1651911660, +2.91, +26.673,  -0.06286, +1075.000, -136.000, -73.000
1651911780, +2.91, +26.665,  -0.01332, +972.000, -125.000, +79.000
1651911900, +2.91, +26.681,  +0.05171, +1075.000, -143.000, -49.000
1651912020, +2.91, +26.681,  -0.03809, +1075.000, -143.000, -65.000
1651912140, +2.91, +26.640,  -0.01951, +972.000, -122.000, +79.000
1651912260, +2.91, +26.648,  -0.09073, +1075.000, -141.000, -57.000
1651912380, +2.91, +26.623,  -0.00403, +1078.000, -144.000, -69.000
1651912500, +2.91, +26.615,  -0.00093, +1078.000, -136.000, -73.000
1651912620, +2.91, +26.615,  -0.02880, +1072.000, -141.000, -57.000
1651912740, +2.91, +26.623,  -0.11550, +969.000, -122.000, +76.000
1651912860, +2.91, +26.623,  -0.01951, +1076.000, -141.000, -65.000
