7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1671677820, +2.69, +30.553, +242.89508, +1031.000, +348.000, +406.000
1671677940, +2.69, +30.529, +228.98522, +1046.000, +384.000, +327.000
1671678060, +2.69, +30.513, +202.31435, +1044.000, +380.000, +352.000
1671678180, +2.69, +30.480, +189.60288, +1052.000, +385.000, +328.000
1671678300, +2.69, +30.472, +186.68280, +1056.000, +368.000, +326.000
1671678420, +2.69, +30.424, +172.78533, +1008.000, +334.000, +440.000
1671678540, +2.69, +30.416, +160.92542, +1052.000, +372.000, +332.000
1671678660, +2.69, +30.408, +146.80809, +1052.000, +376.000, +324.000
1671678780, +2.69, +30.376, +132.16745, +1055.000, +384.000, +316.000
1671678900, +2.69, +30.336, +117.80240, +1072.000, +344.000, +320.000
1671679020, +2.69, +30.296, +111.06113, +1052.000, +402.000, +312.000
1671679140, +2.69, +30.247, +103.72533, +958.000, +345.000, +456.000
1671679260, +2.69, +30.231, +98.72125, +1056.000, +384.000, +326.000
1671679380, +2.69, +30.191, +92.67052, +1027.000, +444.000, +312.000
1671679500, +2.69, +30.151, +81.79532, +972.000, +318.000, +472.000
1671679620, +2.69, +30.110, +77.27431, +1052.000, +339.000, +368.000
1671679740, +2.69, +30.078, +77.17212, +972.000, +332.000, +460.000
1671679860, +2.69, +30.046, +80.87564, +1055.000, +384.000, +332.000
1671679980, +2.69, +30.013, +67.14229, +979.000, +376.000, +444.000
1671680100, +2.69, +29.981, +57.20845, +1048.000, +400.000, +326.000
1671680220, +2.69, +29.925, +53.51423, +1043.000, +400.000, +320.000
1671680340, +2.69, +29.908, +43.48749, +1052.000, +348.000, +352.000
1671680460, +2.69, +29.844, +35.22580, +969.000, +376.000, +440.000
1671680580, +2.69, +29.819, +28.63318, +1048.000, +422.000, +291.000
1671680700, +2.69, +29.763, +23.02527, +1068.000, +358.000, +332.000
1671680820, +2.69, +29.706, +19.27840, +1036.000, +432.000, +263.000
1671680940, +2.69, +29.690, +15.50057, +1052.000, +400.000, +304.000
