7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1656777840, +2.74, +25.071, +24.13694, +57.000, +1223.000, +711.000
1656777960, +2.74, +25.071, +27.29545, +63.000, +1219.000, +710.000
1656778080, +2.74, +25.088, +30.60570, +60.000, +1240.000, +719.000
1656778200, +2.74, +25.088, +27.26758, +63.000, +1217.000, +705.000
1656778320, +2.74, +25.071, +27.32952, +60.000, +1249.000, +721.000
1656778440, +2.74, +25.071, +27.49054, +62.000, +1256.000, +720.000
1656778560, +2.74, +25.096, +31.59042, +57.000, +1225.000, +713.000
1656778680, +2.74, +25.088, +32.37385, +63.000, +1222.000, +707.000
1656778800, +2.74, +25.096, +31.66164, +76.000, +1320.000, +660.000
1656778920, +2.74, +25.080, +39.71585, +67.000, +1273.000, +719.000
1656779040, +2.74, +25.080, +32.82905, +76.000, +1318.000, +671.000
1656779160, +2.74, +25.080, +40.66341, +63.000, +1217.000, +707.000
1656779280, +2.74, +25.071, +47.04237, +60.000, +1219.000, +705.000
1656779400, +2.74, +25.088, +41.63264, +96.000, +1311.000, +588.000
1656779520, +2.74, +25.104, +38.15208, +62.000, +1255.000, +723.000
1656779640, +2.74, +25.113, +48.28100, +67.000, +1279.000, +712.000
1656779760, +2.74, +25.104, +43.84050, +63.000, +1219.000, +708.000
1656779880, +2.74, +25.096, +42.86508, +60.000, +1231.000, +718.000
1656780000, +2.74, +25.121, +55.22973, +63.000, +1216.000, +707.000
1656780120, +2.74, +25.096, +79.14155, +64.000, +1272.000, +716.000
1656780240, +2.74, +25.121, +62.47264, +56.000, +1235.000, +718.000
1656780360, +2.74, +25.121, +63.97758, +63.000, +1219.000, +710.000
1656780480, +2.74, +25.096, +50.24733, +62.000, +1219.000, +708.000
1656780600, +2.74, +25.113, +66.79857, +62.000, +1217.000, +707.000
1656780720, +2.74, +25.096, +80.38018, +96.000, +1334.000, +576.000
1656780840, +2.74, +25.138, +78.38289, +63.000, +1217.000, +705.000
1656780960, +2.74, +25.138, +57.72248, +56.000, +1233.000, +719.000
1656781080, +2.74, +25.138, +72.22378, +63.000, +1216.000, +705.000
1656781200, +2.74, +25.146, +77.72332, +62.000, +1222.000, +707.000
1656781320, +2.74, +25.138, +59.71359, +56.000, +1228.000, +713.000
1656781440, +2.74, +25.138, +53.12096, +63.000, +1220.000, +710.000
1656781560, +2.74, +25.146, +84.81140, +60.000, +1224.000, +710.000
1656781680, +2.74, +25.121, +97.93162, +63.000, +1219.000, +707.000
1656781800, +2.74, +25.163, +44.39479, +60.000, +1222.000, +708.000
1656781920, +2.74, +25.154, +67.28473, +62.000, +1219.000, +707.000
1656782040, +2.74, +25.179, +46.40447, +62.000, +1217.000, +710.000
1656782160, +2.74, +25.196, +47.81651, +62.000, +1219.000, +705.000
1656782280, +2.74, +25.179, +43.35124, +63.000, +1219.000, +705.000
1656782400, +2.74, +25.196, +51.46429, +62.000, +1219.000, +705.000
1656782520, +2.74, +25.196, +46.55001, +60.000, +1219.000, +704.000
1656782640, +2.74, +25.196, +48.27790, +60.000, +1228.000, +712.000
1656782760, +2.74, +25.196, +47.05785, +96.000, +1320.000, +582.000
1656782880, +2.74, +25.204, +53.86414, +63.000, +1219.000, +707.000
1656783000, +2.74, +25.196, +57.09697, +56.000, +1232.000, +718.000
1656783120, +2.74, +25.196, +81.29058, +56.000, +1235.000, +719.000
1656783240, +2.74, +25.221, +63.43258, +54.000, +1238.000, +718.000
1656783360, +2.74, +25.196, +100.53894, +88.000, +1344.000, +592.000
1656783480, +2.74, +25.204, +59.05092, +57.000, +1219.000, +705.000
1656783600, +2.74, +25.229, +89.39124, +56.000, +1219.000, +707.000
1656783720, +2.74, +25.229, +48.06734, +56.000, +1224.000, +707.000
1656783840, +2.74, +25.246, +66.54775, +60.000, +1256.000, +723.000
1656783960, +2.74, +25.238, +44.78496, +76.000, +1332.000, +638.000
1656784080, +2.74, +25.246, +47.40776, +56.000, +1219.000, +704.000
1656784200, +2.74, +25.213, +58.17149, +56.000, +1224.000, +711.000
1656784320, +2.74, +25.254, +50.86974, +88.000, +1343.000, +578.000
1656784440, +2.74, +25.254, +58.56166, +76.000, +1336.000, +632.000
1656784560, +2.74, +25.271, +54.50823, +96.000, +1297.000, +623.000
1656784680, +2.74, +25.279, +66.22880, +60.000, +1219.000, +704.000
1656784800, +2.74, +25.263, +63.89707, +84.000, +1344.000, +588.000
1656784920, +2.74, +25.263, +92.13791, +72.000, +1328.000, +648.000
1656785040, +2.74, +25.304, +89.76283, +72.000, +1328.000, +648.000
1656785160, +2.74, +25.304, +47.14146, +56.000, +1222.000, +707.000
1656785280, +2.74, +25.304, +60.10376, +76.000, +1334.000, +636.000
1656785400, +2.74, +25.329, +52.73389, +80.000, +1343.000, +604.000
1656785520, +2.74, +25.312, +55.76544, +72.000, +1320.000, +662.000
1656785640, +2.74, +25.362, +49.34003, +56.000, +1219.000, +704.000
1656785760, +2.74, +25.337, +75.46281, +72.000, +1318.000, +668.000
1656785880, +2.74, +25.371, +63.49761, +72.000, +1319.000, +662.000
1656786000, +2.74, +25.379, +78.80402, +72.000, +1321.000, +664.000
1656786120, +2.74, +25.396, +110.59665, +78.000, +1331.000, +632.000
1656786240, +2.74, +25.421, +47.39538, +72.000, +1324.000, +654.000
1656786360, +2.74, +25.412, +79.28399, +76.000, +1328.000, +648.000
1656786480, +2.74, +25.429, +215.31691, +72.000, +1324.000, +654.000
1656786600, +2.74, +25.429, +132.68767, +71.000, +1319.000, +668.000
1656786720, +2.74, +25.454, +137.70104, +56.000, +1220.000, +705.000
1656786840, +2.74, +25.487, +116.42442, +84.000, +1343.000, +606.000
1656786960, +2.74, +25.520, +115.91348, +67.000, +1305.000, +688.000
1656787080, +2.74, +25.529, +161.37132, +57.000, +1217.000, +707.000
1656787200, +2.74, +25.545, +431.76190, +76.000, +1324.000, +656.000
1656787320, +2.74, +25.570, +383.71531, +88.000, +1343.000, +592.000
1656787440, +2.74, +25.595, +324.20207, +72.000, +1326.000, +654.000
1656787560, +2.74, +25.637, +417.31324, +64.000, +1295.000, +704.000
1656787680, +2.74, +25.645, +148.87042, +76.000, +1326.000, +652.000
1656787800, +2.74, +25.670, +132.93230, +72.000, +1324.000, +656.000
1656787920, +2.74, +25.695, +141.65538, +56.000, +1240.000, +719.000
1656788040, +2.74, +25.695, +130.08035, +60.000, +1265.000, +718.000
1656788160, +2.74, +25.695, +111.72690, +60.000, +1219.000, +707.000
1656788280, +2.74, +25.728, +91.76942, +70.000, +1318.000, +668.000
1656788400, +2.74, +25.753, +72.96696, +70.000, +1318.000, +670.000
1656788520, +2.74, +25.778, +73.31688, +56.000, +1224.000, +711.000
1656788640, +2.74, +25.769, +75.63003, +56.000, +1255.000, +720.000
1656788760, +2.74, +25.803, +112.24093, +72.000, +1319.000, +664.000
1656788880, +2.74, +25.794, +123.95840, +57.000, +1222.000, +704.000
1656789000, +2.74, +25.828, +71.36913, +57.000, +1217.000, +707.000
1656789120, +2.74, +25.852, +66.96269, +72.000, +1320.000, +657.000
1656789240, +2.74, +25.844, +66.86050, +72.000, +1315.000, +670.000
1656789360, +2.74, +25.869, +68.08675, +56.000, +1219.000, +704.000
1656789480, +2.74, +25.877, +68.27564, +72.000, +1315.000, +665.000
1656789600, +2.74, +25.877, +73.54602, +72.000, +1318.000, +672.000
1656789720, +2.74, +25.911, +81.19149, +71.000, +1315.000, +670.000
1656789840, +2.74, +25.927, +277.49940, +56.000, +1219.000, +704.000
1656789960, +2.74, +25.952, +411.56288, +57.000, +1222.000, +707.000
1656790080, +2.74, +25.985, +556.40557, +56.000, +1219.000, +704.000
1656790200, +2.74, +26.002, +402.03469, +72.000, +1318.000, +672.000
1656790320, +2.74, +26.060, +203.44460, +70.000, +1319.000, +670.000
1656790440, +2.74, +26.060, +174.24692, +60.000, +1219.000, +705.000
1656790560, +2.74, +26.085, +95.82594, +71.000, +1318.000, +668.000
1656790680, +2.74, +26.126, +64.33059, +56.000, +1220.000, +711.000
1656790800, +2.74, +26.143, +64.05190, +72.000, +1315.000, +671.000
1656790920, +2.74, +26.168, +64.78579, +59.000, +1219.000, +707.000
1656791040, +2.74, +26.143, +65.43607, +57.000, +1219.000, +704.000
1656791160, +2.74, +26.209, +65.46085, +71.000, +1318.000, +670.000
1656791280, +2.74, +26.226, +63.02074, +72.000, +1313.000, +675.000
1656791400, +2.74, +26.251, +65.72405, +59.000, +1220.000, +707.000
1656791520, +2.74, +26.259, +67.53246, +56.000, +1219.000, +705.000
1656791640, +2.74, +26.275, +73.35404, +57.000, +1219.000, +707.000
1656791760, +2.74, +26.275, +75.97375, +57.000, +1219.000, +705.000
1656791880, +2.74, +26.325, +70.52995, +56.000, +1219.000, +707.000
1656792000, +2.74, +26.350, +71.57040, +57.000, +1219.000, +710.000
1656792120, +2.74, +26.342, +79.51624, +57.000, +1219.000, +705.000
1656792240, +2.74, +26.375, +82.15453, +56.000, +1222.000, +710.000
1656792360, +2.74, +26.391, +88.00397, +60.000, +1220.000, +707.000
1656792480, +2.74, +26.416, +76.79124, +56.000, +1222.000, +707.000
1656792600, +2.74, +26.458, +104.97015, +57.000, +1219.000, +707.000
1656792720, +2.74, +26.491, +99.29102, +56.000, +1222.000, +705.000
1656792840, +2.74, +26.524, +109.19389, +56.000, +1222.000, +708.000
1656792960, +2.74, +26.557, +147.44909, +56.000, +1219.000, +707.000
1656793080, +2.74, +26.565, +126.80726, +60.000, +1217.000, +707.000
1656793200, +2.74, +26.598, +199.49336, +57.000, +1220.000, +707.000
1656793320, +2.74, +26.590, +383.36230, +57.000, +1217.000, +707.000
1656793440, +2.74, +26.615, +425.88148, +56.000, +1219.000, +711.000
1656793560, +2.74, +26.665, +761.56042, +59.000, +1217.000, +707.000
1656793680, +2.74, +26.673, +634.99686, +57.000, +1219.000, +705.000
1656793800, +2.74, +26.706, +574.12422, +57.000, +1217.000, +707.000
1656793920, +2.74, +26.698, +719.06601, +56.000, +1219.000, +705.000
1656794040, +2.74, +26.764, +833.28039, +15.000, +1252.000, +652.000
1656794160, +2.74, +26.789, +455.06059, +15.000, +1254.000, +652.000
1656794280, +2.74, +26.830, +323.25142, +15.000, +1255.000, +652.000
1656794400, +2.74, +26.822, +819.85360, +44.000, +1328.000, +563.000
1656794520, +2.74, +26.855, +882.18164, +14.000, +1254.000, +652.000
1656794640, +2.74, +26.904, +282.10402, +48.000, +1329.000, +567.000
1656794760, +2.74, +26.929, +452.91466, +15.000, +1251.000, +654.000
1656794880, +2.74, +26.954, +212.71887, +40.000, +1328.000, +567.000
1656795000, +2.74, +26.979, +811.80868, +15.000, +1255.000, +654.000
1656795120, +2.74, +27.028, +470.33604, +15.000, +1251.000, +649.000
1656795240, +2.74, +27.053, +748.05932, +48.000, +1327.000, +567.000
1656795360, +2.74, +27.045, +428.10483, +14.000, +1251.000, +652.000
1656795480, +2.74, +27.061, +713.14534, +48.000, +1320.000, +563.000
1656795600, +2.74, +27.070, +854.55701, +48.000, +1324.000, +567.000
1656795720, +2.74, +27.094, +723.03273, +48.000, +1320.000, +569.000
1656795840, +2.74, +27.103, +946.69895, +44.000, +1324.000, +563.000
1656795960, +2.74, +27.144, +949.94417, +48.000, +1326.000, +571.000
