7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1642719480, +3.09, +28.115, +71.08114, +1000.000, +79.000, +275.000
1642719600, +3.09, +28.017, +70.92012, +1003.000, +79.000, +273.000
1642719720, +3.09, +27.943, +65.95940, +1004.000, +79.000, +275.000
1642719840, +3.09, +27.877, +64.33988, +992.000, +127.000, +230.000
1642719960, +3.09, +27.803, +64.92204, +993.000, +127.000, +225.000
1642720080, +3.09, +27.737, +65.40511, +995.000, +126.000, +232.000
1642720200, +3.09, +27.704, +64.07977, +1104.000, +144.000, +64.000
1642720320, +3.09, +27.663, +59.94273, +1072.000, +163.000, +140.000
1642720440, +3.09, +27.606, +60.64256, +992.000, +124.000, +236.000
1642720560, +3.09, +27.540, +53.95084, +995.000, +126.000, +232.000
1642720680, +3.09, +27.490, +61.41361, +993.000, +131.000, +231.000
1642720800, +3.09, +27.457, +57.35709, +1102.000, +128.000, +95.000
1642720920, +3.09, +27.416, +64.60928, +1000.000, +135.000, +228.000
1642721040, +3.09, +27.383, +60.54966, +1102.000, +166.000, +60.000
1642721160, +3.09, +27.359, +74.59886, +1096.000, +182.000, +54.000
1642721280, +3.09, +27.334, +73.26733, +1068.000, +168.000, +145.000
1642721400, +3.09, +27.309, +71.13069, +1063.000, +166.000, +160.000
1642721520, +3.09, +27.301, +75.53093, +1072.000, +176.000, +137.000
1642721640, +3.09, +27.276, +83.92268, +993.000, +137.000, +231.000
1642721760, +3.09, +27.260, +89.85263, +1102.000, +172.000, +52.000
1642721880, +3.09, +27.243, +105.33865, +1068.000, +172.000, +152.000
1642722000, +3.09, +27.251, +92.67672, +992.000, +136.000, +231.000
1642722120, +3.09, +27.243, +117.66305, +1100.000, +177.000, +56.000
1642722240, +3.09, +27.260, +124.97099, +993.000, +135.000, +230.000
1642722360, +3.09, +27.284, +140.24024, +1070.000, +174.000, +145.000
1642722480, +3.09, +27.326, +136.23016, +992.000, +139.000, +228.000
1642722600, +3.09, +27.326, +151.99177, +992.000, +243.000, +335.000
1642722720, +3.09, +27.416, +117.39055, +1039.000, +307.000, +28.000
1642722840, +3.09, +27.523, +105.25504, +993.000, +120.000, +227.000
1642722960, +3.09, +27.630, +112.37408, +1070.000, +121.000, +128.000
1642723080, +3.09, +27.729, +165.64771, +995.000, +94.000, +211.000
1642723200, +3.09, +27.844, +63.60909, +1176.000, -224.000, +502.000
1642723320, +3.09, +27.935, +149.65076, +944.000, +295.000, +96.000
1642723440, +3.09, +28.050, +102.70965, +960.000, +188.000, +51.000
1642723560, +3.09, +28.189, +91.95212, +961.000, +247.000, +361.000
1642723680, +3.09, +28.312, +88.38485, +819.000, +439.000, -149.000
1642723800, +3.09, +28.443, +124.71707, +998.000, +112.000, +254.000
1642723920, +3.09, +28.566, +118.35359, +999.000, +112.000, +255.000
1642724040, +3.09, +28.648, +107.47529, +998.000, +105.000, +252.000
1642724160, +3.09, +28.697, +117.43700, +999.000, +112.000, +252.000
1642724280, +3.09, +28.730, +112.89431, +995.000, +115.000, +252.000
1642724400, +3.09, +28.730, +1346.86734, +1008.000, +103.000, +199.000
1642724520, +3.09, +28.754, +243.07778, +1457.000, +70.000, +259.000
