7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1621843680, +3.16, +24.055,  +0.86302, +1062.000, +44.000, +280.000
1621843740, +3.16, +24.280,  +0.51310, +1014.000,  +3.000, +300.000
1621843800, +3.16, +24.397,  +0.51620, +1113.000, +16.000, +191.000
1621843860, +3.16, +24.472,  +0.97759, +1000.000, +83.000, +236.000
1621843920, +3.16, +24.547,  +1.07978, +999.000, +83.000, +232.000
1621843980, +3.16, +24.588,  +1.12313, +1000.000, +83.000, +232.000
1621844040, +3.16, +24.572,  +1.13552, +1001.000, +87.000, +232.000
1621844100, +3.16, +24.605,  +1.04572, +999.000, +83.000, +232.000
1621844160, +3.16, +24.638,  +1.05810, +999.000, +83.000, +232.000
1621844220, +3.16, +24.622,  +1.07978, +999.000, +83.000, +236.000
1621844280, +3.16, +24.605,  +1.09526, +999.000, +84.000, +231.000
1621844340, +3.16, +24.613,  +1.10455, +999.000, +83.000, +232.000
1621844400, +3.16, +24.597,  +0.98998, +1110.000, +105.000, +64.000
1621844460, +3.16, +24.563,  +1.11384, +999.000, +88.000, +236.000
1621844520, +3.16, +24.513,  +1.20984, +999.000, +83.000, +236.000
1621844580, +3.16, +24.563,  +1.09836, +1048.000, +99.000, +216.000
1621844640, +3.16, +24.547,  +1.04572, +1031.000, +96.000, +230.000
1621844700, +3.16, +24.530,  +1.03023, +1004.000, +84.000, +236.000
1621844760, +3.16, +24.530,  +0.96830, +1016.000, +88.000, +236.000
1621844820, +3.16, +24.480,  +1.09526, +1001.000, +83.000, +232.000
1621844880, +3.16, +24.463,  +1.11384, +1108.000, +84.000, +103.000
1621844940, +3.16, +24.463,  +0.99617, +1004.000, +84.000, +236.000
1621845000, +3.16, +24.472,  +1.00546, +1004.000, +88.000, +236.000
1621845060, +3.16, +24.455,  +1.07049, +1001.000, +84.000, +240.000
1621845120, +3.16, +24.430,  +1.07049, +1004.000, +80.000, +236.000
1621845180, +3.16, +24.438,  +1.12932, +1049.000, +102.000, +209.000
1621845240, +3.16, +24.397,  +1.07668, +1049.000, +102.000, +204.000
1621845300, +3.16, +24.405,  +0.94663, +1056.000, +108.000, +192.000
1621845360, +3.16, +24.355,  +1.19745, +1030.000, +92.000, +231.000
1621845420, +3.16, +24.347,  +0.98688, +999.000, +83.000, +233.000
1621845480, +3.16, +24.347,  +1.11384, +1036.000, +96.000, +224.000
1621845540, +3.16, +24.330,  +1.10765, +1033.000, +96.000, +227.000
1621845600, +3.16, +24.322,  +0.97449, +1041.000, +97.000, +220.000
1621845660, +3.16, +24.313,  +1.03023, +1032.000, +96.000, +227.000
1621845720, +3.16, +24.296,  +1.11694, +1048.000, +102.000, +208.000
1621845780, +3.16, +24.288,  +1.20055, +1088.000, +128.000, +108.000
1621845840, +3.16, +24.246,  +1.02714, +1048.000, +102.000, +209.000
1621845900, +3.16, +24.205,  +0.98998, +1040.000, +96.000, +216.000
1621845960, +3.16, +24.205,  +0.98069, +1043.000, +99.000, +216.000
1621846020, +3.16, +24.180,  +1.08597, +1044.000, +97.000, +216.000
1621846080, +3.16, +24.163,  +1.19126, +1036.000, +96.000, +224.000
1621846140, +3.16, +24.155,  +1.07668, +1096.000, +132.000, +80.000
1621846200, +3.16, +24.121,  +1.01785, +1059.000, +108.000, +192.000
1621846260, +3.16, +24.080,  +1.04881, +1102.000, +134.000, +78.000
1621846320, +3.16, +24.096,  -0.00712, +1084.000, +124.000, +128.000
