7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1628203620, +3.02, +28.025, +176.76134, +991.000, +192.000, +339.000
1628203680, +3.02, +28.025, +166.54262, +990.000, +191.000, +343.000
1628203740, +3.02, +28.025, +185.50300, +1076.000, +236.000, +226.000
1628203800, +3.02, +28.042, +191.16665, +990.000, +190.000, +336.000
1628203860, +3.02, +28.050, +178.06501, +988.000, +192.000, +335.000
1628203920, +3.02, +28.058, +194.58528, +1094.000, +195.000, +211.000
1628203980, +3.02, +28.058, +159.90974, +1080.000, +240.000, +216.000
1628204040, +3.02, +28.083, +156.67690, +1088.000, +240.000, +176.000
1628204100, +3.02, +28.083, +158.56582, +988.000, +191.000, +336.000
1628204160, +3.02, +28.091, +168.58946, +988.000, +190.000, +339.000
1628204220, +3.02, +28.099, +181.26378, +1094.000, +240.000, +172.000
1628204280, +3.02, +28.115, +178.53878, +1063.000, +227.000, +265.000
1628204340, +3.02, +28.124, +177.78322, +988.000, +190.000, +336.000
1628204400, +3.02, +28.140, +247.90225, +1076.000, +236.000, +224.000
1628204460, +3.02, +28.132, +267.81328, +988.000, +192.000, +336.000
1628204520, +3.02, +28.132, +222.15106, +1094.000, +224.000, +176.000
1628204580, +3.02, +28.132, +200.56169, +1070.000, +232.000, +243.000
1628204640, +3.02, +28.156, +299.69571, +988.000, +190.000, +335.000
1628204700, +3.02, +28.165, +199.76896, +988.000, +191.000, +339.000
1628204760, +3.02, +28.156, +310.84960, +1070.000, +231.000, +246.000
1628204820, +3.02, +28.189, +282.37961, +1086.000, +240.000, +192.000
1628204880, +3.02, +28.189, +260.51464, +1062.000, +230.000, +264.000
1628204940, +3.02, +28.189, +244.28235, +1068.000, +232.000, +248.000
1628205000, +3.02, +28.206, +169.84048, +1062.000, +224.000, +270.000
1628205060, +3.02, +28.222, +162.69047, +1088.000, +240.000, +184.000
1628205120, +3.02, +28.214, +158.76710, +1094.000, +240.000, +168.000
1628205180, +3.02, +28.214, +166.86466, +990.000, +188.000, +336.000
1628205240, +3.02, +28.230, +122.64855, +1092.000, +240.000, +178.000
1628205300, +3.02, +28.230, +174.47297, +1062.000, +224.000, +268.000
1628205360, +3.02, +28.214, +170.35451, +1032.000, +208.000, +324.000
1628205420, +3.02, +28.255, +161.50448, +988.000, +190.000, +336.000
1628205480, +3.02, +28.271, +153.67941, +1051.000, +220.000, +291.000
1628205540, +3.02, +28.238, +154.68890, +1094.000, +232.000, +166.000
1628205600, +3.02, +28.271, +182.83994, +984.000, +192.000, +335.000
1628205660, +3.02, +28.279, +190.17265, +1064.000, +230.000, +256.000
1628205720, +3.02, +28.296, +190.85699, +1064.000, +227.000, +263.000
1628205780, +3.02, +28.304, +136.44383, +1067.000, +228.000, +259.000
1628205840, +3.02, +28.296, +176.97191, +1057.000, +224.000, +275.000
1628205900, +3.02, +28.304, +161.71814, +1063.000, +227.000, +264.000
1628205960, +3.02, +28.304, +223.50118, +1003.000, +195.000, +342.000
1628206020, +3.02, +28.337, +389.89299, +1063.000, +224.000, +265.000
1628206080, +3.02, +28.337, +332.16648, +991.000, +188.000, +336.000
1628206140, +3.02, +28.345, +189.26225, +988.000, +192.000, +337.000
1628206200, +3.02, +28.345, +200.46259, +988.000, +192.000, +336.000
1628206260, +3.02, +28.353, +206.83846, +1036.000, +211.000, +318.000
1628206320, +3.02, +28.361, +216.42548, +1060.000, +224.000, +278.000
1628206380, +3.02, +28.361, +226.87335, +1095.000, +193.000, +220.000
1628206440, +3.02, +28.361, +197.61374, +988.000, +188.000, +336.000
1628206500, +3.02, +28.394, +216.02293, +988.000, +192.000, +339.000
1628206560, +3.02, +28.370, +235.52211, +988.000, +192.000, +342.000
1628206620, +3.02, +28.386, +195.64431, +988.000, +192.000, +336.000
1628206680, +3.02, +28.394, +166.04717, +1095.000, +232.000, +172.000
1628206740, +3.02, +28.394, +153.83424, +1060.000, +224.000, +270.000
1628206800, +3.02, +28.402, +154.57432, +1008.000, +198.000, +339.000
1628206860, +3.02, +28.419, +143.77344, +1063.000, +227.000, +264.000
1628206920, +3.02, +28.427, +136.67298, +1063.000, +227.000, +262.000
1628206980, +3.02, +28.427, +138.52473, +991.000, +188.000, +337.000
1628207040, +3.02, +28.419, +141.97123, +992.000, +188.000, +336.000
1628207100, +3.02, +28.402, +147.90738, +1055.000, +220.000, +281.000
1628207160, +3.02, +28.435, +139.10689, +992.000, +188.000, +336.000
1628207220, +3.02, +28.452, +138.16553, +991.000, +185.000, +337.000
1628207280, +3.02, +28.460, +151.99177, +1048.000, +220.000, +296.000
1628207340, +3.01, +28.460, +175.03964, +1055.000, +224.000, +284.000
1628207400, +3.02, +28.460, +170.13775, +992.000, +192.000, +342.000
1628207460, +3.02, +28.460, +131.21060, +1095.000, +208.000, +184.000
1628207520, +3.02, +28.452, +134.17094, +1036.000, +208.000, +320.000
1628207580, +3.02, +28.476, +127.18814, +1063.000, +227.000, +264.000
1628207640, +3.02, +28.492, +127.33678, +988.000, +192.000, +335.000
1628207700, +3.02, +28.501, +126.52857, +1094.000, +233.000, +168.000
1628207760, +3.02, +28.509, +124.47244, +985.000, +192.000, +334.000
1628207820, +3.02, +28.501, +127.16646, +990.000, +190.000, +337.000
1628207880, +3.02, +28.501, +129.51987, +1059.000, +224.000, +272.000
1628207940, +3.02, +28.525, +142.76705, +1057.000, +224.000, +272.000
1628208000, +3.02, +28.533, +170.93977, +991.000, +190.000, +336.000
1628208060, +3.02, +28.533, +146.25071, +990.000, +190.000, +335.000
