7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1670639580, +2.72, +24.296,  +0.03004, -88.000, -512.000, -756.000
1670639700, +2.72, +24.488,  +0.03933, -80.000, -496.000, -848.000
1670639820, +2.73, +24.488,  +0.01765, -80.000, -496.000, -848.000
1670639940, +2.73, +24.422,  +0.01146, -84.000, -520.000, -815.000
1670640060, +2.73, +24.363,  +0.04552, -88.000, -528.000, -768.000
1670640180, +2.73, +24.280,  +0.05481, -95.000, -525.000, -607.000
1670640300, +2.73, +24.188,  +0.05171, -72.000, -556.000, -852.000
1670640420, +2.73, +24.105,  +0.04552, -80.000, -528.000, -820.000
1670640540, +2.73, +24.013,  +0.05791, -95.000, -525.000, -610.000
1670640660, +2.73, +23.938,  +0.04862, -98.000, -536.000, -626.000
1670640780, +2.73, +23.879,  +0.03933, -96.000, -532.000, -621.000
1670640900, +2.73, +23.804,  +0.07649, -97.000, -532.000, -616.000
1670641020, +2.73, +23.746,  +0.07339, -98.000, -537.000, -634.000
1670641140, +2.73, +23.687,  +0.03004, -96.000, -538.000, -672.000
1670641260, +2.73, +23.637,  -0.01641, -96.000, -538.000, -664.000
1670641380, +2.73, +23.570,  +0.01455, -93.000, -540.000, -680.000
1670641500, +2.73, +23.520,  -0.02261, -90.000, -528.000, -768.000
1670641620, +2.73, +23.479,  -0.00403, -96.000, -536.000, -701.000
1670641740, +2.73, +23.403,  -0.00712, -80.000, -520.000, -824.000
1670641860, +2.73, +23.378,  -0.01951, -72.000, -544.000, -868.000
1670641980, +2.73, +23.337,  -0.01022, -74.000, -532.000, -872.000
1670642100, +2.73, +23.295,  +0.03623, -80.000, -524.000, -818.000
1670642220, +2.73, +23.253,  +0.03933, -88.000, -528.000, -788.000
1670642340, +2.73, +23.203,  -0.01641, -90.000, -536.000, -744.000
1670642460, +2.73, +23.186,  -0.00712, -96.000, -525.000, -612.000
1670642580, +2.73, +23.144,  +0.01455, -97.000, -525.000, -610.000
1670642700, +2.73, +23.111,  +0.00217, -72.000, -544.000, -868.000
1670642820, +2.73, +23.078,  -0.05667, -96.000, -528.000, -616.000
1670642940, +2.73, +23.069,  +0.01146, -74.000, -564.000, -805.000
1670643060, +2.73, +23.069,  -0.01951, -104.000, -536.000, -624.000
1670643180, +2.73, +23.011,  +0.00217, -72.000, -560.000, -847.000
1670643300, +2.73, +23.002,  +0.00526, -97.000, -525.000, -605.000
1670643420, +2.73, +22.969,  -0.02261, -96.000, -525.000, -612.000
1670643540, +2.73, +22.952,  -0.01641, -72.000, -544.000, -872.000
1670643660, +2.73, +22.919,  -0.02570, -96.000, -522.000, -609.000
1670643780, +2.73, +22.902,  +0.03004, -98.000, -532.000, -620.000
1670643900, +2.73, +22.894,  -0.01951, -96.000, -532.000, -618.000
1670644020, +2.73, +22.902,  -0.04428, -93.000, -528.000, -612.000
1670644140, +2.73, +22.877,  +0.02694, -98.000, -528.000, -616.000
1670644260, +2.73, +22.860,  +0.01455, -96.000, -536.000, -652.000
1670644380, +2.73, +22.852,  -0.02880, -98.000, -538.000, -640.000
1670644500, +2.73, +22.843,  -0.02261, -100.000, -532.000, -624.000
1670644620, +2.73, +22.818,  +0.01146, -97.000, -525.000, -605.000
1670644740, +2.73, +22.818,  -0.04738, -100.000, -536.000, -628.000
1670644860, +2.73, +22.785,  +0.03313, -96.000, -536.000, -696.000
1670644980, +2.73, +22.810,  +0.03933, -100.000, -536.000, -626.000
1670645100, +2.73, +22.793,  +0.04552, -96.000, -536.000, -704.000
1670645220, +2.73, +22.785,  +0.03004, -97.000, -528.000, -616.000
1670645340, +2.73, +22.785,  +0.06720, -98.000, -536.000, -664.000
1670645460, +2.73, +22.768,  +0.03313, -100.000, -536.000, -634.000
1670645580, +2.73, +22.768,  +0.04242, -98.000, -537.000, -634.000
1670645700, +2.73, +22.768,  +0.05481, -100.000, -536.000, -624.000
1670645820, +2.73, +22.768,  -0.01641, -98.000, -537.000, -640.000
1670645940, +2.73, +22.751,  +0.01765, -97.000, -532.000, -620.000
1670646060, +2.73, +22.768,  +0.06100, -90.000, -536.000, -730.000
1670646180, +2.73, +22.760,  +0.02384, -96.000, -538.000, -653.000
1670646300, +2.73, +22.743,  +0.03313, -96.000, -537.000, -685.000
1670646420, +2.73, +22.751,  +0.04552, -92.000, -536.000, -720.000
1670646540, +2.73, +22.751,  +0.04242, -97.000, -528.000, -616.000
1670646660, +2.73, +22.751,  +0.07029, -92.000, -536.000, -704.000
1670646780, +2.73, +22.751,  +0.07649, -96.000, -538.000, -664.000
1670646900, +2.73, +22.743,  +0.05791, -96.000, -537.000, -688.000
1670647020, +2.73, +22.735,  +0.02694, -93.000, -536.000, -724.000
1670647140, +2.73, +22.735,  +0.04552, -97.000, -536.000, -616.000
1670647260, +2.73, +22.726,  +0.05171, -96.000, -536.000, -637.000
1670647380, +2.73, +22.743,  +0.05171, -98.000, -538.000, -648.000
1670647500, +2.73, +22.718,  +0.06720, -100.000, -528.000, -612.000
1670647620, +2.73, +22.743,  +0.03933, -93.000, -528.000, -609.000
1670647740, +2.73, +22.760,  +0.06720, -100.000, -537.000, -628.000
1670647860, +2.73, +22.743,  +0.03313, -98.000, -538.000, -640.000
1670647980, +2.73, +22.735,  +0.04862, -96.000, -537.000, -648.000
1670648100, +2.73, +22.735,  -0.00403, -96.000, -538.000, -686.000
1670648220, +2.73, +22.751,  +0.02384, -98.000, -532.000, -622.000
1670648340, +2.73, +22.710,  +0.00526, -96.000, -536.000, -696.000
1670648460, +2.73, +22.743,  +0.01765, -97.000, -532.000, -624.000
1670648580, +2.73, +22.726,  +0.00526, -100.000, -536.000, -624.000
1670648700, +2.73, +22.726,  -0.02261, -96.000, -538.000, -648.000
1670648820, +2.73, +22.735,  +0.02075, -98.000, -538.000, -656.000
1670648940, +2.73, +22.735,  +0.06410, -96.000, -528.000, -610.000
1670649060, +2.73, +22.726,  +0.06100, -100.000, -536.000, -636.000
1670649180, +2.73, +22.735,  +0.04552, -98.000, -537.000, -632.000
1670649300, +2.73, +22.735,  +0.00526, -98.000, -536.000, -632.000
1670649420, +2.73, +22.726,  +0.02075, -96.000, -536.000, -648.000
1670649540, +2.73, +22.735,  +0.04242, -98.000, -536.000, -621.000
1670649660, +2.73, +22.710,  +0.04242, -98.000, -536.000, -624.000
1670649780, +2.73, +22.726,  +0.04862, -98.000, -536.000, -632.000
1670649900, +2.73, +22.726,  +0.01146, -90.000, -532.000, -756.000
1670650020, +2.73, +22.726,  -0.01022, -100.000, -532.000, -626.000
1670650140, +2.73, +22.735,  +0.04552, -98.000, -536.000, -624.000
1670650260, +2.73, +22.743,  +0.02075, -96.000, -536.000, -688.000
1670650380, +2.73, +22.718,  +0.07649, -98.000, -538.000, -634.000
1670650500, +2.73, +22.710,  +0.06720, -96.000, -536.000, -640.000
1670650620, +2.73, +22.718,  +0.03933, -100.000, -537.000, -640.000
1670650740, +2.73, +22.743,  -0.07525, -97.000, -536.000, -621.000
1670650860, +2.73, +22.726,  -0.05047, -100.000, -536.000, -636.000
1670650980, +2.73, +22.701,  +0.01455, -100.000, -536.000, -624.000
1670651100, +2.73, +22.726,  +0.00217, -96.000, -528.000, -610.000
1670651220, +2.73, +22.718,  +0.02694, -96.000, -537.000, -640.000
1670651340, +2.73, +22.710,  +0.04862, -100.000, -536.000, -632.000
1670651460, +2.73, +22.710,  -0.04738, -100.000, -532.000, -621.000
1670651580, +2.73, +22.710,  -0.02880, -96.000, -538.000, -680.000
1670651700, +2.73, +22.701,  +0.06720, -96.000, -537.000, -672.000
1670651820, +2.73, +22.710,  -0.00093, -96.000, -540.000, -666.000
1670651940, +2.73, +22.693,  +0.03004, -96.000, -525.000, -612.000
1670652060, +2.73, +22.676,  +0.03623, -100.000, -536.000, -628.000
1670652180, +2.73, +22.701,  +0.03623, -98.000, -536.000, -624.000
1670652300, +2.73, +22.710,  +0.07339, -92.000, -528.000, -760.000
1670652420, +2.73, +22.710,  +0.04242, -98.000, -532.000, -624.000
1670652540, +2.73, +22.701,  +0.06100, -96.000, -536.000, -626.000
1670652660, +2.73, +22.701,  +0.07958, -97.000, -532.000, -620.000
1670652780, +2.73, +22.718,  +0.01765, -96.000, -537.000, -634.000
1670652900, +2.73, +22.718,  +0.01765, -100.000, -536.000, -628.000
1670653020, +2.73, +22.710,  -0.02570, -100.000, -532.000, -624.000
1670653140, +2.73, +22.726,  +0.05481, -96.000, -538.000, -656.000
1670653260, +2.73, +22.735,  +0.05481, -97.000, -532.000, -621.000
1670653380, +2.73, +22.735,  +0.03004, -93.000, -536.000, -700.000
1670653500, +2.73, +22.735,  +0.04552, -98.000, -536.000, -626.000
1670653620, +2.73, +22.743,  +0.08578, -95.000, -528.000, -610.000
1670653740, +2.73, +22.743,  +0.05171, -97.000, -528.000, -610.000
1670653860, +2.73, +22.743,  +0.02384, -96.000, -537.000, -656.000
1670653980, +2.73, +22.735,  +0.03004, -97.000, -528.000, -620.000
1670654100, +2.73, +22.751,  +0.05171, -100.000, -536.000, -632.000
1670654220, +2.73, +22.751,  +0.05171, -98.000, -528.000, -624.000
1670654340, +2.73, +22.751,  +0.03623, -98.000, -536.000, -636.000
1670654460, +2.73, +22.768,  +0.02384, -100.000, -536.000, -631.000
1670654580, +2.73, +22.768,  +0.01146, -97.000, -532.000, -620.000
1670654700, +2.73, +22.760,  +0.03933, -96.000, -538.000, -656.000
1670654820, +2.73, +22.785,  +0.02384, -98.000, -536.000, -640.000
1670654940, +2.73, +22.768,  +0.01455, -98.000, -536.000, -621.000
1670655060, +2.73, +22.785,  +0.02694, -97.000, -528.000, -618.000
1670655180, +2.73, +22.768,  +0.07339, -96.000, -537.000, -640.000
1670655300, +2.73, +22.777,  -0.01332, -96.000, -528.000, -616.000
1670655420, +2.73, +22.760,  +0.04242, -97.000, -528.000, -616.000
1670655540, +2.73, +22.777,  +0.06410, -98.000, -536.000, -624.000
1670655660, +2.73, +22.802,  +0.03004, -95.000, -522.000, -610.000
1670655780, +2.73, +22.802,  +0.08578, -100.000, -532.000, -626.000
1670655900, +2.73, +22.793,  +0.06410, -96.000, -538.000, -680.000
1670656020, +2.73, +22.793,  +0.06100, -98.000, -536.000, -632.000
1670656140, +2.73, +22.785,  +0.02384, -95.000, -536.000, -704.000
1670656260, +2.73, +22.818,  +0.02694, -97.000, -525.000, -610.000
1670656380, +2.73, +22.785,  +0.06100, -97.000, -532.000, -621.000
1670656500, +2.73, +22.802,  +0.01146, -100.000, -537.000, -636.000
1670656620, +2.73, +22.793,  +0.06410, -98.000, -536.000, -624.000
1670656740, +2.73, +22.760,  +0.03004, -93.000, -536.000, -704.000
1670656860, +2.73, +22.802,  +0.02075, -96.000, -527.000, -610.000
1670656980, +2.73, +22.793,  +0.01146, -97.000, -528.000, -621.000
1670657100, +2.73, +22.802,  +0.03933, -96.000, -532.000, -621.000
1670657220, +2.73, +22.785,  +0.07339, -96.000, -528.000, -620.000
1670657340, +2.73, +22.810,  +0.03623, -100.000, -532.000, -623.000
1670657460, +2.73, +22.818,  +0.07029, -96.000, -528.000, -610.000
1670657580, +2.73, +22.777,  +0.06720, -96.000, -536.000, -648.000
1670657700, +2.73, +22.810,  +0.03933, -98.000, -532.000, -620.000
1670657820, +2.73, +22.785,  -0.00093, -100.000, -528.000, -616.000
1670657940, +2.73, +22.818,  +0.04862, -93.000, -525.000, -607.000
1670658060, +2.73, +22.827,  +0.06720, -97.000, -525.000, -605.000
1670658180, +2.73, +22.827,  +0.06100, -97.000, -528.000, -609.000
1670658300, +2.73, +22.802,  +0.02384, -96.000, -527.000, -610.000
1670658420, +2.73, +22.827,  +0.03623, -72.000, -561.000, -825.000
1670658540, +2.73, +22.835,  +0.02075, -95.000, -525.000, -607.000
1670658660, +2.73, +22.793,  +0.03004, -95.000, -527.000, -609.000
1670658780, +2.73, +22.827,  +0.05481, -96.000, -528.000, -616.000
1670658900, +2.73, +22.810,  +0.01455, -96.000, -525.000, -610.000
1670659020, +2.73, +22.827,  +0.08578, -96.000, -525.000, -610.000
1670659140, +2.73, +22.827,  -0.00093, -96.000, -528.000, -624.000
1670659260, +2.73, +22.802,  +0.03313, -96.000, -538.000, -656.000
1670659380, +2.73, +22.818,  +0.03313, -96.000, -532.000, -621.000
1670659500, +2.73, +22.827,  +0.04242, -96.000, -525.000, -610.000
1670659620, +2.73, +22.835,  +0.03623, -97.000, -525.000, -609.000
1670659740, +2.73, +22.818,  +0.02694, -97.000, -528.000, -616.000
1670659860, +2.73, +22.827,  +0.05171, -95.000, -525.000, -607.000
1670659980, +2.73, +22.835,  +0.01146, -98.000, -528.000, -616.000
1670660100, +2.73, +22.835,  +0.02384, -96.000, -528.000, -612.000
1670660220, +2.73, +22.810,  +0.05791, -97.000, -528.000, -610.000
1670660340, +2.73, +22.835,  +0.02694, -100.000, -538.000, -628.000
1670660460, +2.73, +22.835,  +0.02694, -97.000, -532.000, -624.000
1670660580, +2.73, +22.827,  +0.06410, -98.000, -532.000, -621.000
1670660700, +2.73, +22.818,  +0.01765, -100.000, -532.000, -624.000
1670660820, +2.73, +22.818,  +0.05171, -100.000, -532.000, -624.000
1670660940, +2.73, +22.810,  +0.01146, -100.000, -528.000, -616.000
