7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1651387020, +2.93, +24.855,  -0.08144, +1039.000, -109.000, +136.000
1651387140, +2.93, +24.846,  -0.01022, +1031.000, -112.000, +142.000
1651387260, +2.93, +24.830,  -0.02880, +1036.000, -104.000, +128.000
1651387380, +2.93, +24.838,  -0.01951, +1024.000, -112.000, +156.000
1651387500, +2.93, +24.821,  +0.00217, +1056.000, -100.000, +104.000
1651387620, +2.93, +24.813,  -0.02570, +1025.000, -112.000, +152.000
1651387740, +2.93, +24.805,  +0.05171, +995.000, -120.000, +168.000
1651387860, +2.93, +24.805,  -0.03499, +1075.000, -92.000, +48.000
1651387980, +2.93, +24.796,  -0.08763, +1038.000, -112.000, +136.000
1651388100, +2.93, +24.780,  -0.07525, +1011.000, -116.000, +163.000
1651388220, +2.93, +24.796,  +0.00836, +1046.000, -108.000, +128.000
1651388340, +2.93, +24.780,  -0.01332, +1060.000, -104.000, +96.000
1651388460, +2.93, +24.771,  +0.04242, +993.000, -120.000, +164.000
1651388580, +2.93, +24.771,  -0.01951, +1004.000, -124.000, +167.000
1651388700, +2.93, +24.788,  +0.02694, +1068.000, -96.000, +73.000
1651388820, +2.93, +24.780,  -0.04738, +1039.000, -111.000, +135.000
1651388940, +2.93, +24.763,  -0.01022, +988.000, -114.000, +167.000
1651389060, +2.93, +24.771,  -0.02570, +1040.000, -111.000, +131.000
1651389180, +2.93, +24.738,  +0.02075, +1059.000, -100.000, +96.000
1651389300, +2.93, +24.705,  -0.05047, +1063.000, -96.000, +88.000
1651389420, +2.93, +24.705,  -0.06905, +1006.000, -116.000, +166.000
1651389540, +2.93, +24.688,  +0.02075, +1070.000, -96.000, +64.000
1651389660, +2.93, +24.672,  +0.00217, +1043.000, -109.000, +131.000
1651389780, +2.93, +24.647,  +0.01146, +1063.000, -96.000, +80.000
1651389900, +2.93, +24.630,  +0.07339, +1062.000, -96.000, +88.000
1651390020, +2.93, +24.638,  -0.05357, +1072.000, -90.000, +56.000
1651390140, +2.93, +24.638,  -0.06596, +1088.000, -88.000, +16.000
1651390260, +2.93, +24.630,  -0.07525, +1072.000, -93.000, +64.000
1651390380, +2.93, +24.630,  -0.04738, +1063.000, -96.000, +83.000
1651390500, +2.93, +24.605,  -0.06596, +1065.000, -96.000, +78.000
1651390620, +2.93, +24.597,  +0.04552, +1062.000, -100.000, +96.000
1651390740, +2.93, +24.605,  -0.04118, +1072.000, -90.000, +50.000
1651390860, +2.93, +24.588,  -0.02570, +1068.000, -96.000, +78.000
1651390980, +2.93, +24.605,  -0.00093, +1064.000, -96.000, +76.000
1651391100, +2.93, +24.563,  +0.06100, +1063.000, -96.000, +83.000
1651391220, +2.93, +24.563,  -0.00403, +990.000, -112.000, +167.000
1651391340, +2.93, +24.563,  -0.00712, +1088.000, -84.000,  +3.000
1651391460, +2.93, +24.547,  +0.06410, +1080.000, -89.000, +36.000
1651391580, +2.93, +24.538,  -0.06905, +1075.000, -88.000, +40.000
1651391700, +2.93, +24.522,  -0.05976, +1095.000, -84.000, -16.000
1651391820, +2.93, +24.538,  -0.04738, +1100.000, -93.000, -20.000
1651391940, +2.93, +24.522,  -0.07834, +1088.000, -84.000,  +0.000
1651392060, +2.93, +24.530,  -0.02261, +1100.000, -121.000,  +3.000
1651392180, +2.93, +24.530,  +0.01765, +991.000, -113.000, +160.000
1651392300, +2.93, +24.497,  -0.02880, +1075.000, -89.000, +44.000
1651392420, +2.93, +24.505,  -0.04428, +1072.000, -93.000, +54.000
1651392540, +2.93, +24.505,  +0.02384, +1100.000, -96.000, -18.000
1651392660, +2.93, +24.488,  -0.01951, +1102.000, -112.000, -10.000
1651392780, +2.93, +24.463,  -0.02261, +1088.000, -84.000,  +0.000
1651392900, +2.93, +24.497,  +0.01146, +1064.000, -96.000, +79.000
1651393020, +2.93, +24.463,  -0.03189, +1064.000, -98.000, +83.000
1651393140, +2.93, +24.480,  +0.03313, +1078.000, -88.000, +32.000
1651393260, +2.93, +24.447,  -0.02570, +1080.000, -90.000, +39.000
1651393380, +2.93, +24.455,  -0.02261, +1081.000, -84.000, +24.000
1651393500, +2.93, +24.455,  -0.00093, +1100.000, -96.000, -16.000
1651393620, +2.93, +24.422,  -0.00093, +991.000, -114.000, +167.000
1651393740, +2.93, +24.438,  +0.00836, +1096.000, -121.000, +15.000
1651393860, +2.93, +24.422,  -0.05357, +1094.000, -88.000, -13.000
1651393980, +2.93, +24.413,  -0.00403, +1099.000, -96.000, -16.000
1651394100, +2.93, +24.438,  -0.00093, +1095.000, -89.000, -16.000
1651394220, +2.93, +24.430,  +0.06100, +1091.000, -84.000,  -8.000
1651394340, +2.93, +24.405,  +0.04552, +991.000, -116.000, +163.000
1651394460, +2.93, +24.372,  -0.02261, +992.000, -116.000, +167.000
1651394580, +2.93, +24.380,  -0.01022, +991.000, -116.000, +166.000
1651394700, +2.93, +24.380,  -0.08144, +1078.000, -92.000, +44.000
1651394820, +2.93, +24.380,  +0.01455, +1080.000, -88.000, +28.000
1651394940, +2.93, +24.380,  -0.06905, +1100.000, -104.000, -16.000
1651395060, +2.93, +24.405,  -0.09073, +1070.000, -96.000, +64.000
1651395180, +2.93, +24.413,  -0.06905, +1088.000, -84.000,  +0.000
1651395300, +2.93, +24.388,  +0.01765, +992.000, -116.000, +168.000
1651395420, +2.93, +24.372,  -0.09692, +1072.000, -95.000, +57.000
1651395540, +2.93, +24.347,  -0.05667, +1094.000, -87.000, -16.000
1651395660, +2.93, +24.338,  +0.00836, +992.000, -114.000, +164.000
1651395780, +2.93, +24.355,  +0.03004, +1075.000, -90.000, +44.000
1651395900, +2.93, +24.338,  -0.04428, +1097.000, -122.000, +19.000
1651396020, +2.93, +24.330,  +0.01765, +1099.000, -100.000, -20.000
1651396140, +2.93, +24.322,  +0.01146, +1076.000, -93.000, +44.000
1651396260, +2.93, +24.305,  +0.00836, +1096.000, -88.000, -18.000
1651396380, +2.93, +24.313,  -0.05047, +1100.000, -104.000, -16.000
1651396500, +2.93, +24.296,  +0.02075, +992.000, -116.000, +167.000
1651396620, +2.93, +24.288,  -0.03189, +991.000, -116.000, +168.000
1651396740, +2.93, +24.280,  -0.04428, +991.000, -116.000, +167.000
1651396860, +2.93, +24.271,  +0.03313, +990.000, -116.000, +167.000
