7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1642475280, +3.12, +29.860, +22.55768, +1110.000, +104.000, +224.000
1642475400, +3.12, +29.836, +19.23195, +1104.000, +98.000, +231.000
1642475520, +3.12, +29.827, +18.58786, +1105.000, +96.000, +240.000
1642475640, +3.12, +29.827, +14.58708, +1110.000, +104.000, +224.000
1642475760, +3.12, +29.827, +10.45004, +1105.000, +96.000, +236.000
1642475880, +3.12, +29.803,  +8.30720, +1107.000, +112.000, +216.000
1642476000, +3.12, +29.819,  +7.12741, +1104.000, +96.000, +236.000
1642476120, +3.12, +29.779,  +6.65673, +1110.000, +102.000, +231.000
1642476240, +3.12, +29.795,  +4.77091, +1111.000, +96.000, +236.000
1642476360, +3.12, +29.787,  +4.39622, +1107.000, +96.000, +232.000
1642476480, +3.12, +29.755,  +3.62827, +1107.000, +96.000, +243.000
1642476600, +3.12, +29.787,  +3.23500, +1108.000, +88.000, +241.000
1642476720, +3.12, +29.779,  +2.76742, +1104.000, +120.000, +223.000
1642476840, +3.12, +29.747,  +2.01185, +1105.000, +128.000, +214.000
1642476960, +3.12, +29.747,  +1.51020, +1107.000, +112.000, +223.000
1642477080, +3.12, +29.730,  +1.06430, +1104.000, +112.000, +238.000
1642477200, +3.12, +29.706,  +0.70509, +1107.000, +120.000, +223.000
1642477320, +3.12, +29.706,  +0.63697, +1104.000, +112.000, +230.000
1642477440, +3.12, +29.714,  +0.27157, +1107.000, +123.000, +224.000
1642477560, +3.12, +29.698,  +0.44498, +1105.000, +120.000, +236.000
1642477680, +3.12, +29.690,  +0.11364, +1107.000, +120.000, +216.000
1642477800, +3.12, +29.657,  +0.06720, +1104.000, +119.000, +231.000
1642477920, +3.12, +29.657,  +0.13842, +1107.000, +128.000, +220.000
1642478040, +3.12, +29.625,  +0.08887, +1107.000, +128.000, +216.000
1642478160, +3.12, +29.625,  -0.00093, +1110.000, +134.000, +208.000
1642478280, +3.12, +29.609,  -0.02570, +1104.000, +120.000, +220.000
1642478400, +3.12, +29.617,  -0.00712, +1105.000, +120.000, +227.000
1642478520, +3.12, +29.617,  -0.09383, +1105.000, +128.000, +216.000
1642478640, +3.12, +29.609,  -0.04118, +1104.000, +120.000, +219.000
1642478760, +3.12, +29.601,  +0.06410, +1105.000, -88.000, +294.000
1642478880, +3.12, +29.568,  -0.05667, +1108.000, -88.000, +300.000
1642479000, +3.12, +29.568,  -0.01022, +1112.000, -85.000, +280.000
1642479120, +3.12, +29.552,  +0.03933, +1108.000, -88.000, +284.000
1642479240, +3.12, +29.528,  -0.03809, +1107.000, -88.000, +295.000
1642479360, +3.12, +29.536,  -0.03189, +1107.000, -88.000, +291.000
1642479480, +3.12, +29.520,  -0.08763, +1107.000, -84.000, +287.000
1642479600, +3.12, +29.520,  -0.01332, +1107.000, -85.000, +297.000
1642479720, +3.12, +29.503,  +0.00836, +1108.000, -88.000, +291.000
1642479840, +3.12, +29.503,  -0.16814, +1108.000, -90.000, +287.000
1642479960, +3.12, +29.495,  -0.04118, +1110.000, -96.000, +296.000
1642480080, +3.12, +29.471,  -0.01332, +1107.000, -84.000, +291.000
1642480200, +3.12, +29.471,  +0.08268, +1107.000, -96.000, +307.000
1642480320, +3.12, +29.438,  -0.15885, +1110.000, -93.000, +299.000
1642480440, +3.12, +29.430,  -0.04428, +1108.000, -88.000, +300.000
1642480560, +3.12, +29.430,  -0.05047, +1108.000, -88.000, +284.000
1642480680, +3.12, +29.406,  -0.00403, +1110.000, -87.000, +300.000
1642480800, +3.12, +29.382,  -0.02261, +1110.000, -88.000, +291.000
1642480920, +3.12, +29.398,  -0.02880, +1107.000, -92.000, +300.000
1642481040, +3.12, +29.373,  -0.09383, +1108.000, -84.000, +295.000
1642481160, +3.12, +29.365,  +0.13842, +1107.000, -90.000, +287.000
1642481280, +3.12, +29.341,  -0.05047, +1110.000, -80.000, +291.000
1642481400, +3.12, +29.333,  -0.10002, +1107.000, -96.000, +303.000
1642481520, +3.12, +29.349,  -0.00403, +1110.000, -98.000, +307.000
1642481640, +3.12, +29.341,  -0.05357, +1105.000, -92.000, +303.000
1642481760, +3.12, +29.333,  -0.20840, +1107.000, -85.000, +295.000
1642481880, +3.12, +29.317,  +0.03313, +1107.000, -84.000, +291.000
1642482000, +3.12, +29.308,  +0.05481, +1108.000, -88.000, +299.000
1642482120, +3.12, +29.300,  -0.08454, +1107.000, -90.000, +302.000
1642482240, +3.12, +29.284,  -0.07525, +1110.000, -85.000, +293.000
1642482360, +3.12, +29.284,  +0.02694, +1107.000, -90.000, +295.000
1642482480, +3.12, +29.284,  -0.08763, +1107.000, -96.000, +300.000
1642482600, +3.12, +29.276,  -0.05047, +1108.000, -95.000, +305.000
1642482720, +3.12, +29.268,  +0.00836, +1107.000, -104.000, +303.000
1642482840, +3.12, +29.260,  +0.08887, +1107.000, -88.000, +297.000
1642482960, +3.12, +29.243,  -0.07834, +1110.000, -93.000, +307.000
1642483080, +3.12, +29.251,  -0.03809, +1107.000, -96.000, +305.000
1642483200, +3.12, +29.227,  -0.05047, +1107.000, -101.000, +307.000
1642483320, +3.12, +29.227,  +0.04552, +1105.000, -88.000, +297.000
1642483440, +3.12, +29.235,  -0.05976, +1105.000, -96.000, +305.000
1642483560, +3.12, +29.219,  -0.13718, +1105.000, -84.000, +295.000
1642483680, +3.12, +29.219,  -0.15266, +1107.000, -92.000, +300.000
1642483800, +3.12, +29.194,  -0.00712, +1107.000, -90.000, +303.000
1642483920, +3.12, +29.211,  -0.01332, +999.000, -82.000, +419.000
1642484040, +3.12, +29.186,  +0.13222, +1107.000, -90.000, +291.000
1642484160, +3.12, +29.186,  -0.04428, +1110.000, -100.000, +311.000
1642484280, +3.12, +29.154,  -0.00093, +1107.000, -84.000, +295.000
1642484400, +3.12, +29.162,  -0.08144, +1107.000, -97.000, +307.000
1642484520, +3.12, +29.162,  -0.13408, +1108.000, -84.000, +295.000
1642484640, +3.12, +29.154,  -0.09383, +1105.000, -104.000, +305.000
1642484760, +3.12, +29.154,  -0.04738, +1106.000, -96.000, +303.000
1642484880, +3.12, +29.113,  +0.01146, +1107.000, -97.000, +302.000
1642485000, +3.12, +29.129,  -0.10002, +1107.000, -97.000, +305.000
1642485120, +3.12, +29.105,  -0.06905, +1107.000, -97.000, +311.000
1642485240, +3.12, +29.121,  -0.03809, +1107.000, -95.000, +311.000
1642485360, +3.12, +29.113,  -0.02880, +1108.000, -96.000, +311.000
1642485480, +3.12, +29.097,  -0.02261, +1110.000, -88.000, +295.000
1642485600, +3.12, +29.072,  +0.02075, +999.000, -81.000, +419.000
1642485720, +3.12, +29.089,  -0.09073, +1107.000, -93.000, +315.000
1642485840, +3.12, +29.072,  -0.01022, +1107.000, -97.000, +317.000
1642485960, +3.12, +29.072,  +0.00836, +1107.000, -97.000, +315.000
1642486080, +3.12, +29.040,  +0.00526, +999.000, -81.000, +423.000
1642486200, +3.12, +29.064,  +0.00836, +1107.000, -96.000, +307.000
1642486320, +3.12, +29.064,  -0.08763, +1000.000, -81.000, +420.000
1642486440, +3.12, +29.056,  -0.05667, +1108.000, -97.000, +311.000
1642486560, +3.12, +29.048,  -0.04738, +1105.000, -97.000, +307.000
1642486680, +3.12, +29.056,  +0.07029, +999.000, -80.000, +419.000
1642486800, +3.12, +29.048,  -0.05667, +1001.000, -80.000, +419.000
1642486920, +3.12, +29.056,  +0.02694, +1107.000, -98.000, +304.000
1642487040, +3.12, +29.040,  +0.02694, +1104.000, -96.000, +305.000
1642487160, +3.12, +29.023,  +0.02075, +1107.000, -100.000, +303.000
1642487280, +3.12, +29.023,  +0.03004, +1003.000, -81.000, +416.000
1642487400, +3.12, +29.007,  +0.05481, +1107.000, -95.000, +311.000
1642487520, +3.12, +28.991,  -0.01951, +1000.000, -82.000, +422.000
1642487640, +3.12, +28.991,  -0.03809, +1105.000, -93.000, +311.000
1642487760, +3.12, +28.991,  +0.04242, +1001.000, -82.000, +420.000
1642487880, +3.12, +28.975,  +0.06410, +1107.000, -98.000, +305.000
1642488000, +3.12, +28.966,  -0.03189, +1000.000, -80.000, +419.000
1642488120, +3.12, +28.966,  -0.08763, +1000.000, -80.000, +419.000
1642488240, +3.12, +28.950,  +0.00836, +1107.000, -97.000, +305.000
1642488360, +3.12, +28.950,  -0.06596, +1110.000, -97.000, +311.000
1642488480, +3.12, +28.942,  -0.07834, +1001.000, -84.000, +419.000
1642488600, +3.12, +28.917,  -0.08763, +999.000, -81.000, +419.000
1642488720, +3.12, +28.926,  +0.02694, +1107.000, -97.000, +311.000
1642488840, +3.12, +28.917,  -0.07834, +1107.000, -104.000, +311.000
1642488960, +3.12, +28.909,  +0.00836, +1004.000, -82.000, +419.000
1642489080, +3.12, +28.917,  +0.06100, +1001.000, -82.000, +419.000
1642489200, +3.12, +28.917,  -0.10621, +1105.000, -100.000, +313.000
1642489320, +3.12, +28.909,  -0.13718, +999.000, -80.000, +419.000
1642489440, +3.12, +28.885,  +0.02384, +1110.000, -96.000, +311.000
1642489560, +3.12, +28.868,  +0.01455, +1107.000, -93.000, +311.000
1642489680, +3.12, +28.868,  +0.00836, +1000.000, -80.000, +416.000
1642489800, +3.12, +28.868,  -0.02570, +1000.000, -81.000, +419.000
1642489920, +3.12, +28.868,  +0.02694, +999.000, -80.000, +419.000
1642490040, +3.12, +28.852,  +0.08887, +1001.000, -82.000, +422.000
1642490160, +3.12, +28.852,  -0.10931, +1107.000, -96.000, +311.000
1642490280, +3.12, +28.844,  -0.10002, +1003.000, -84.000, +419.000
1642490400, +3.12, +28.811,  -0.00093, +1105.000, -97.000, +315.000
1642490520, +3.12, +28.836,  +0.05171, +1107.000, -97.000, +311.000
1642490640, +3.12, +28.819,  -0.02570, +1000.000, -81.000, +419.000
1642490760, +3.12, +28.828,  -0.12789, +1000.000, -81.000, +419.000
1642490880, +3.12, +28.836,  -0.00712, +1001.000, -80.000, +417.000
1642491000, +3.12, +28.828,  +0.02384, +1000.000, -80.000, +419.000
1642491120, +3.12, +28.828,  +0.00217, +999.000, -80.000, +416.000
1642491240, +3.12, +28.795,  -0.03189, +1000.000, -81.000, +417.000
1642491360, +3.12, +28.787,  -0.05047, +1107.000, -93.000, +311.000
1642491480, +3.12, +28.779,  -0.12789, +1000.000, -82.000, +417.000
1642491600, +3.12, +28.795,  +0.00836, +1000.000, -80.000, +415.000
1642491720, +3.12, +28.779,  +0.03623, +999.000, -82.000, +419.000
1642491840, +3.12, +28.730,  -0.02570, +1000.000, -81.000, +419.000
1642491960, +3.12, +28.754,  +0.00836, +999.000, -80.000, +419.000
1642492080, +3.12, +28.762,  +0.09507, +1001.000, -80.000, +422.000
1642492200, +3.12, +28.762,  -0.09073, +1000.000, -80.000, +419.000
1642492320, +3.12, +28.762,  -0.04738, +999.000, -81.000, +419.000
1642492440, +3.12, +28.730,  -0.06596, +1001.000, -80.000, +419.000
1642492560, +3.12, +28.730,  +0.02694, +999.000, -82.000, +422.000
1642492680, +3.12, +28.738,  -0.09073, +999.000, -80.000, +417.000
1642492800, +3.12, +28.713,  +0.01455, +999.000, -81.000, +416.000
1642492920, +3.12, +28.705,  +0.02075, +999.000, -80.000, +417.000
