7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1642979040, +3.07, +30.945, +1504.26358, +1110.000,  +0.000, +96.000
1642979160, +3.07, +30.969, +1480.46324, +1112.000,  -8.000, +97.000
1642979280, +3.07, +30.985, +1576.53783, +1112.000, -12.000, +96.000
1642979400, +3.07, +31.033, +857.51425, +1112.000,  -8.000, +96.000
1642979520, +3.07, +31.041, +1448.55294, +1110.000,  -8.000, +97.000
1642979640, +3.07, +31.081, +1492.19929, +1112.000,  +0.000, +96.000
1642979760, +3.07, +31.097, +1427.48689, +1108.000,  +0.000, +102.000
1642979880, +3.07, +31.112, +1422.10502, +1110.000,  +0.000, +104.000
1642980000, +3.07, +31.105, +1436.42982, +1110.000,  +0.000, +102.000
1642980120, +3.07, +31.128, +1430.99841, +1107.000,  +0.000, +104.000
1642980240, +3.07, +31.120, +1423.68119, +1105.000,  +0.000, +110.000
1642980360, +3.07, +31.144, +1408.03415, +1112.000,  +0.000, +99.000
1642980480, +3.07, +31.128, +1372.61543, +1108.000,  +0.000, +102.000
1642980600, +3.07, +31.160, +1272.62055, +1108.000,  -8.000, +102.000
1642980720, +3.07, +31.168, +1199.72388, +1107.000,  +0.000, +104.000
1642980840, +3.07, +31.160, +261.55199, +1111.000,  -8.000, +97.000
1642980960, +3.07, +31.192, +1298.95390, +1104.000,  +0.000, +115.000
1642981080, +3.07, +31.224, +1306.16894, +1110.000,  +0.000, +102.000
1642981200, +3.07, +31.232, +1367.84050, +1105.000,  +0.000, +112.000
1642981320, +3.07, +31.232, +1256.38826, +1112.000,  -8.000, +102.000
1642981440, +3.07, +31.248, +1163.48147, +1107.000,  +0.000, +110.000
1642981560, +3.07, +31.264, +1297.11143, +1104.000,  +0.000, +112.000
1642981680, +3.07, +31.240, +1210.58050, +1107.000,  +0.000, +108.000
1642981800, +3.07, +31.248, +1264.39913, +1107.000,  +0.000, +103.000
1642981920, +3.07, +31.240, +1261.29945, +1108.000,  -8.000, +102.000
1642982040, +3.07, +31.216, +387.17109, +1108.000,  +0.000, +104.000
1642982160, +3.07, +31.232, +394.37684, +1107.000,  +0.000, +112.000
1642982280, +3.07, +31.248, +1308.59047, +1107.000,  +0.000, +112.000
1642982400, +3.07, +31.232, +1327.84193, +1107.000,  +0.000, +108.000
1642982520, +3.07, +31.264, +1262.72387, +1107.000,  +0.000, +104.000
1642982640, +3.07, +31.248, +1317.86783, +1105.000,  +0.000, +108.000
1642982760, +3.07, +31.256, +907.44356, +1105.000,  +0.000, +113.000
1642982880, +3.07, +31.240, +1043.91309, +1104.000,  +0.000, +112.000
1642983000, +3.07, +31.216, +1218.28171, +1103.000,  +0.000, +120.000
1642983120, +3.07, +31.192, +1208.50270, +1104.000,  +0.000, +112.000
1642983240, +3.07, +31.184, +330.96810, +1110.000,  +0.000, +104.000
1642983360, +3.07, +31.168, +348.97164, +1112.000,  -8.000, +96.000
1642983480, +3.07, +31.176, +767.23026, +1112.000,  -8.000, +102.000
1642983600, +3.07, +31.192, +251.78847, +1111.000,  -8.000, +99.000
1642983720, +3.07, +31.184, +1143.70050, +1107.000,  +0.000, +108.000
1642983840, +3.07, +31.208, +253.18193, +1104.000,  -8.000, +112.000
1642983960, +3.07, +31.216, +328.14712, +1107.000,  +0.000, +104.000
1642984080, +3.07, +31.224, +256.58817, +1103.000,  +0.000, +120.000
1642984200, +3.07, +31.192, +1013.64399, +1111.000,  +0.000, +102.000
1642984320, +3.07, +31.208, +997.51389, +1104.000,  +0.000, +112.000
1642984440, +3.07, +31.216, +434.59527, +1110.000,  -8.000, +100.000
1642984560, +3.07, +31.224, +209.12374, +1107.000,  +0.000, +104.000
1642984680, +3.07, +31.216, +902.30324, +1107.000,  +0.000, +108.000
1642984800, +3.07, +31.200, +910.58969, +1110.000,  +0.000, +102.000
1642984920, +3.07, +31.192, +847.79717, +1107.000,  +0.000, +99.000
1642985040, +3.07, +31.152, +355.89250, +1107.000,  +0.000, +104.000
1642985160, +3.07, +31.152, +325.55528, +1091.000, -196.000, +242.000
1642985280, +3.07, +31.152, +413.64379, +1096.000, -196.000, +227.000
1642985400, +3.07, +31.160, +296.36069, +1095.000, -196.000, +228.000
1642985520, +3.07, +31.136, +323.01608, +1095.000, -196.000, +230.000
1642985640, +3.07, +31.120, +182.01315, +1096.000, -200.000, +227.000
1642985760, +3.07, +31.128, +203.08230, +1096.000, -200.000, +227.000
1642985880, +3.07, +31.112, +226.78975, +1100.000, -200.000, +224.000
1642986000, +3.07, +31.097, +229.19579, +1096.000, -204.000, +224.000
1642986120, +3.07, +31.041, +193.97835, +1096.000, -204.000, +224.000
1642986240, +3.07, +30.993, +208.01206, +1096.000, -200.000, +224.000
1642986360, +3.07, +30.961, +653.12426, +1100.000, -200.000, +224.000
1642986480, +3.07, +30.913, +425.10424, +1096.000, -208.000, +224.000
1642986600, +3.07, +30.873, +555.00282, +1099.000, -208.000, +228.000
1642986720, +3.07, +30.841, +410.96834, +1096.000, -205.000, +224.000
1642986840, +3.07, +30.793, +391.82216, +1100.000, -206.000, +224.000
1642986960, +3.07, +30.777, +194.12698, +1096.000, -208.000, +224.000
1642987080, +3.07, +30.761, +145.50133, +1096.000, -208.000, +224.000
1642987200, +3.07, +30.713, +128.12950, +1096.000, -204.000, +224.000
1642987320, +3.07, +30.649, +126.67720, +1102.000, -216.000, +228.000
1642987440, +3.07, +30.617, +114.02766, +1100.000, -212.000, +228.000
1642987560, +3.07, +30.593, +99.66571, +1096.000, -208.000, +227.000
1642987680, +3.07, +30.553, +85.17989, +1100.000, -218.000, +230.000
1642987800, +3.07, +30.472, +71.90174, +1097.000, -212.000, +224.000
1642987920, +3.07, +30.464, +67.61607, +1100.000, -212.000, +228.000
1642988040, +3.07, +30.480, +67.29402, +1096.000, -216.000, +230.000
1642988160, +3.07, +30.497, +66.11732, +1096.000, -216.000, +228.000
1642988280, +3.07, +30.513, +67.21661, +1097.000, -216.000, +231.000
1642988400, +3.07, +30.505, +65.14499, +1097.000, -212.000, +228.000
1642988520, +3.07, +30.497, +68.39950, +1100.000, -212.000, +231.000
1642988640, +3.07, +30.456, +67.40550, +1100.000, -212.000, +228.000
1642988760, +3.07, +30.480, +70.34416, +1100.000, -218.000, +232.000
1642988880, +3.07, +30.464, +69.77129, +1096.000, -216.000, +227.000
1642989000, +3.07, +30.456, +79.96834, +1100.000, -216.000, +227.000
1642989120, +3.07, +30.416, +78.88763, +1102.000, -216.000, +232.000
1642989240, +3.07, +30.271, +80.80751, +1096.000, -212.000, +228.000
1642989360, +3.07, +30.183, +96.25946, +1102.000, -224.000, +232.000
1642989480, +3.07, +30.094, +111.61852, +1100.000, -224.000, +232.000
1642989600, +3.07, +30.078, +100.23857, +1100.000, -224.000, +232.000
1642989720, +3.07, +30.030, +96.25946, +1097.000, -232.000, +240.000
1642989840, +3.07, +29.997, +100.36553, +1102.000, -224.000, +243.000
1642989960, +3.07, +29.957, +97.40210, +1100.000, -226.000, +233.000
1642990080, +3.07, +29.860, +91.37925, +1100.000, -228.000, +240.000
1642990200, +3.07, +29.868, +87.00068, +1097.000, -232.000, +248.000
1642990320, +3.07, +29.868, +84.99100, +1096.000, -232.000, +244.000
1642990440, +3.07, +29.852, +83.79262, +1100.000, -232.000, +248.000
1642990560, +3.07, +29.779, +81.99041, +1100.000, -240.000, +249.000
1642990680, +3.07, +29.682, +82.97512, +1100.000, -232.000, +240.000
1642990800, +3.07, +29.633, +77.12258, +1100.000, -242.000, +263.000
1642990920, +3.07, +29.536, +72.49628, +1096.000, -247.000, +271.000
1642991040, +3.07, +29.495, +79.13226, +1097.000, -240.000, +246.000
1642991160, +3.07, +29.584, +68.99714, +1096.000, -240.000, +255.000
1642991280, +3.07, +29.552, +67.20732, +1096.000, -244.000, +263.000
1642991400, +3.07, +29.552, +63.21273, +1100.000, -244.000, +260.000
1642991520, +3.07, +29.438, +66.38363, +1095.000, -244.000, +275.000
1642991640, +3.07, +29.341, +63.28395, +1100.000, -240.000, +271.000
1642991760, +3.07, +29.365, +63.75463, +1096.000, -244.000, +271.000
1642991880, +3.07, +29.251, +46.57169, +1096.000, -248.000, +275.000
1642992000, +3.07, +29.089, +57.05672, +992.000, -217.000, +390.000
1642992120, +3.07, +28.942, +62.30852, +992.000, -218.000, +387.000
1642992240, +3.07, +28.877, +58.84654, +992.000, -218.000, +387.000
1642992360, +3.07, +28.942, +47.33654, +992.000, -217.000, +387.000
1642992480, +3.07, +28.844, +61.23091, +992.000, -221.000, +387.000
1642992600, +3.07, +28.762, +57.72868, +992.000, -221.000, +387.000
1642992720, +3.07, +28.803, +52.56048, +992.000, -218.000, +387.000
1642992840, +3.07, +28.721, +48.96535, +991.000, -221.000, +387.000
1642992960, +3.07, +28.713, +45.46311, +990.000, -220.000, +387.000
1642993080, +3.07, +28.721, +38.08395, +992.000, -217.000, +387.000
1642993200, +3.07, +28.664, +41.15267, +992.000, -220.000, +387.000
1642993320, +3.07, +28.566, +26.74736, +993.000, -217.000, +387.000
1642993440, +3.07, +28.460, +25.55208, +992.000, -218.000, +387.000
1642993560, +3.07, +28.320, +35.28464, +992.000, -218.000, +390.000
1642993680, +3.07, +28.173, +30.83175, +1063.000, -208.000, +326.000
1642993800, +3.07, +28.083, +28.11915, +992.000, -218.000, +387.000
1642993920, +3.07, +28.025, +20.50465, +1064.000, -208.000, +322.000
1642994040, +3.07, +27.951, +20.68115, +993.000, -218.000, +384.000
1642994160, +3.07, +27.844, +18.84488, +992.000, -220.000, +385.000
1642994280, +3.07, +27.779, +14.20620, +992.000, -217.000, +384.000
1642994400, +3.07, +27.754, +12.98305, +1062.000, -208.000, +328.000
1642994520, +3.07, +27.680,  +9.59848, +1047.000, -216.000, +358.000
1642994640, +3.07, +27.655,  +7.90775, +1039.000, -217.000, +368.000
1642994760, +3.07, +27.614,  +5.92903, +1055.000, -212.000, +344.000
1642994880, +3.07, +27.556,  +4.23520, +1063.000, -208.000, +320.000
1642995000, +3.07, +27.499,  +2.99037, +1059.000, -208.000, +326.000
1642995120, +3.07, +27.466,  +2.05211, +1091.000, -199.000, +232.000
1642995240, +3.07, +27.532,  +1.03952, +1073.000, -208.000, +296.000
1642995360, +3.07, +27.639,  +1.02404, +992.000, -221.000, +384.000
1642995480, +3.07, +27.614,  +0.73915, +1068.000, -205.000, +310.000
1642995600, +3.07, +27.581,  +0.44188, +1070.000, -208.000, +304.000
1642995720, +3.07, +27.523,  +0.20345, +1100.000, -248.000, +270.000
1642995840, +3.07, +27.490,  +0.18487, +1100.000, -241.000, +271.000
1642995960, +3.07, +27.400,  +0.08887, +993.000, -225.000, +387.000
1642996080, +3.07, +27.276,  -0.01951, +1041.000, -218.000, +368.000
1642996200, +3.07, +27.235,  +0.01765, +1014.000, -224.000, +390.000
1642996320, +3.07, +27.227,  -0.03809, +995.000, -221.000, +385.000
1642996440, +3.07, +27.144,  -0.03189, +1024.000, -224.000, +387.000
1642996560, +3.07, +27.103,  -0.10931, +1039.000, -216.000, +368.000
1642996680, +3.07, +27.094,  -0.04118, +1041.000, -218.000, +364.000
1642996800, +3.07, +26.995,  -0.00712, +1075.000, -200.000, +288.000
1642996920, +3.07, +26.929,  +0.09816, +1048.000, -216.000, +355.000
1642997040, +3.07, +26.863,  -0.05976, +1070.000, -208.000, +307.000
1642997160, +3.07, +26.805,  -0.09692, +1089.000, -196.000, +236.000
1642997280, +3.07, +26.814,  -0.10621, +1083.000, -200.000, +272.000
1642997400, +3.07, +26.855,  -0.00712, +1091.000, -196.000, +236.000
1642997520, +3.07, +26.789,  +0.00526, +1080.000, -200.000, +280.000
1642997640, +3.07, +26.739,  -0.06905, +1094.000, -196.000, +230.000
1642997760, +3.07, +26.714,  +0.03313, +1096.000, -200.000, +216.000
1642997880, +3.07, +26.698,  +0.01765, +1072.000, -205.000, +304.000
1642998000, +3.07, +26.689,  -0.10002, +1100.000, -204.000, +220.000
1642998120, +3.07, +26.665,  +0.03623, +1102.000, -216.000, +224.000
1642998240, +3.07, +26.648,  -0.01332, +1102.000, -224.000, +231.000
1642998360, +3.07, +26.689,  +0.05171, +1100.000, -208.000, +224.000
1642998480, +3.07, +26.681,  -0.09073, +1096.000, -200.000, +220.000
1642998600, +3.07, +26.673,  -0.06596, +1100.000, -208.000, +224.000
1642998720, +3.07, +26.665,  -0.02880, +1100.000, -208.000, +224.000
1642998840, +3.07, +26.698,  -0.05976, +1078.000, -200.000, +280.000
1642998960, +3.07, +26.805,  -0.15576, +1062.000, -208.000, +320.000
1642999080, +3.07, +26.921,  -0.16195, +1080.000, -200.000, +278.000
1642999200, +3.07, +26.938,  -0.03499, +1086.000, -196.000, +256.000
1642999320, +3.07, +26.896,  -0.00093, +1096.000, -200.000, +220.000
1642999440, +3.07, +26.863,  -0.11550, +1095.000, -196.000, +227.000
1642999560, +3.07, +26.880,  -0.04428, +1079.000, -202.000, +287.000
1642999680, +3.07, +26.871,  -0.17434, +1100.000, -216.000, +224.000
1642999800, +3.07, +26.880,  -0.03809, +1072.000, -205.000, +304.000
1642999920, +3.07, +26.863,  -0.03189, +1080.000, -202.000, +284.000
1643000040, +3.07, +26.789,  +0.04242, +1100.000, -224.000, +228.000
1643000160, +3.07, +26.780,  -0.12479, +1095.000, -200.000, +224.000
1643000280, +3.07, +26.896,  -0.06905, +1084.000, -200.000, +268.000
1643000400, +3.07, +26.880,  +0.07649, +1102.000, -226.000, +243.000
1643000520, +3.07, +26.888,  +0.05791, +1084.000, -196.000, +260.000
1643000640, +3.07, +26.814,  -0.02261, +1103.000, -228.000, +243.000
1643000760, +3.07, +26.780,  +0.03313, +1100.000, -216.000, +224.000
1643000880, +3.07, +26.764,  +0.00526, +1100.000, -231.000, +263.000
1643001000, +3.07, +26.814,  -0.05047, +1097.000, -244.000, +271.000
1643001120, +3.07, +26.871,  -0.01641, +1100.000, -224.000, +231.000
1643001240, +3.07, +26.871,  -0.02570, +1100.000, -232.000, +246.000
1643001360, +3.07, +26.847,  -0.01332, +1091.000, -200.000, +240.000
1643001480, +3.07, +26.830,  -0.12170, +1088.000, -200.000, +244.000
1643001600, +3.07, +26.880,  -0.11550, +1099.000, -208.000, +224.000
1643001720, +3.07, +26.847,  +0.00217, +1076.000, -200.000, +291.000
1643001840, +3.07, +26.747,  +0.09197, +1095.000, -200.000, +224.000
1643001960, +3.07, +26.830,  -0.02261, +992.000, -217.000, +385.000
1643002080, +3.07, +26.780,  +0.08268, +1089.000, -196.000, +240.000
1643002200, +3.07, +26.822,  -0.03499, +1099.000, -205.000, +224.000
1643002320, +3.07, +26.954,  +0.00217, +1073.000, -204.000, +295.000
1643002440, +3.07, +26.904,  -0.03189, +1080.000, -200.000, +273.000
1643002560, +3.07, +26.847,  +0.09507, +1075.000, -202.000, +288.000
1643002680, +3.07, +26.830,  +0.02384, +1097.000, -200.000, +220.000
1643002800, +3.07, +26.780,  -0.00712, +992.000, -221.000, +384.000
1643002920, +3.07, +26.871,  -0.00712, +1070.000, -208.000, +307.000
1643003040, +3.07, +26.871,  +0.08578, +1078.000, -200.000, +284.000
1643003160, +3.07, +26.797,  +0.01455, +1102.000, -218.000, +228.000
1643003280, +3.07, +26.739,  -0.07215, +1100.000, -208.000, +217.000
1643003400, +3.07, +26.756,  -0.02261, +1100.000, -200.000, +224.000
1643003520, +3.07, +26.764,  +0.09197, +1100.000, -223.000, +232.000
1643003640, +3.07, +26.739,  -0.04428, +992.000, -221.000, +384.000
1643003760, +3.07, +26.756,  -0.00093, +1103.000, -224.000, +240.000
1643003880, +3.07, +26.747,  -0.05667, +1097.000, -202.000, +220.000
1643004000, +3.07, +26.764,  +0.06100, +992.000, -221.000, +387.000
1643004120, +3.07, +26.805,  -0.00403, +992.000, -221.000, +387.000
1643004240, +3.07, +26.764,  -0.03499, +1088.000, -196.000, +241.000
1643004360, +3.07, +26.797,  +0.03313, +1084.000, -200.000, +256.000
1643004480, +3.07, +26.805,  +0.02384, +993.000, -221.000, +385.000
1643004600, +3.07, +26.888,  -0.11241, +1086.000, -200.000, +262.000
1643004720, +3.07, +27.045,  +0.15390, +1067.000, -208.000, +308.000
1643004840, +3.07, +27.086,  -0.06596, +1064.000, -208.000, +320.000
1643004960, +3.07, +27.020,  +0.05171, +1072.000, -208.000, +295.000
1643005080, +3.07, +26.904,  +0.12603, +1062.000, -208.000, +327.000
1643005200, +3.07, +26.938,  -0.09383, +1070.000, -208.000, +312.000
1643005320, +3.07, +26.995,  -0.06596, +1070.000, -208.000, +312.000
1643005440, +3.07, +27.004,  +0.00217, +1063.000, -212.000, +327.000
1643005560, +3.07, +26.962,  -0.02570, +1089.000, -200.000, +240.000
