7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1655999160, +2.77, +25.096, +15.27142, +743.000, +454.000, +972.000
1655999280, +2.77, +25.088, +17.51335, +744.000, +456.000, +967.000
1655999400, +2.77, +25.104, +21.12706, +736.000, +448.000, +988.000
1655999520, +2.77, +25.088, +23.96663, +739.000, +454.000, +977.000
1655999640, +2.77, +25.071, +25.08449, +737.000, +451.000, +982.000
1655999760, +2.77, +25.088, +27.66085, +736.000, +451.000, +984.000
1655999880, +2.77, +25.063, +29.73556, +728.000, +444.000, +999.000
1656000000, +2.77, +25.088, +31.51919, +721.000, +438.000, +1011.000
1656000120, +2.77, +25.096, +32.90337, +742.000, +455.000, +968.000
1656000240, +2.77, +25.088, +35.59120, +755.000, +468.000, +927.000
1656000360, +2.77, +25.080, +37.43677, +743.000, +454.000, +969.000
1656000480, +2.77, +25.080, +37.94151, +760.000, +470.000, +915.000
1656000600, +2.77, +25.071, +41.26105, +742.000, +454.000, +975.000
1656000720, +2.77, +25.080, +43.82192, +744.000, +460.000, +960.000
1656000840, +2.77, +25.088, +48.80432, +744.000, +457.000, +961.000
1656000960, +2.77, +25.071, +61.53438, +760.000, +472.000, +911.000
1656001080, +2.77, +25.071, +66.46723, +737.000, +448.000, +982.000
1656001200, +2.77, +25.096, +67.43647, +702.000, +416.000, +1024.000
1656001320, +2.77, +25.080, +69.15197, +688.000, +406.000, +1011.000
1656001440, +2.77, +25.063, +77.83789, +700.000, +416.000, +1020.000
1656001560, +2.77, +25.080, +81.04595, +710.000, +423.000, +1025.000
1656001680, +2.77, +25.071, +84.42123, +688.000, +406.000, +999.000
1656001800, +2.77, +25.055, +88.60161, +742.000, +455.000, +972.000
1656001920, +2.77, +25.080, +85.13034, +771.000, +462.000, +896.000
1656002040, +2.77, +25.080, +85.05603, +743.000, +455.000, +972.000
1656002160, +2.77, +25.063, +92.25558, +736.000, +448.000, +988.000
1656002280, +2.77, +25.113, +91.66104, +760.000, +472.000, +915.000
1656002400, +2.77, +25.071, +96.35236, +721.000, +435.000, +1008.000
1656002520, +2.77, +25.096, +114.98450, +736.000, +451.000, +984.000
1656002640, +2.77, +25.096, +124.07917, +742.000, +456.000, +972.000
1656002760, +2.77, +25.080, +129.43626, +743.000, +455.000, +968.000
1656002880, +2.77, +25.080, +141.89381, +704.000, +419.000, +1024.000
1656003000, +2.77, +25.088, +148.59482, +740.000, +455.000, +975.000
1656003120, +2.77, +25.113, +144.54139, +752.000, +464.000, +940.000
1656003240, +2.77, +25.096, +136.93309, +744.000, +460.000, +953.000
1656003360, +2.77, +25.096, +138.25533, +715.000, +433.000, +1016.000
1656003480, +2.77, +25.113, +146.16710, +743.000, +456.000, +966.000
1656003600, +2.77, +25.088, +163.89814, +739.000, +449.000, +984.000
1656003720, +2.77, +25.080, +169.15614, +739.000, +456.000, +967.000
1656003840, +2.77, +25.088, +173.43252, +737.000, +452.000, +976.000
1656003960, +2.77, +25.088, +196.33795, +711.000, +423.000, +1020.000
1656004080, +2.77, +25.080, +209.81428, +728.000, +444.000, +999.000
1656004200, +2.77, +25.088, +211.66294, +688.000, +408.000, +1014.000
1656004320, +2.77, +25.080, +207.14192, +752.000, +464.000, +936.000
1656004440, +2.77, +25.096, +202.73239, +736.000, +448.000, +992.000
1656004560, +2.77, +25.096, +203.46009, +744.000, +456.000, +960.000
1656004680, +2.77, +25.080, +221.64323, +739.000, +455.000, +976.000
1656004800, +2.77, +25.088, +247.25197, +752.000, +465.000, +935.000
1656004920, +2.77, +25.096, +276.87698, +711.000, +424.000, +1024.000
1656005040, +2.77, +25.113, +307.50529, +736.000, +448.000, +992.000
1656005160, +2.77, +25.121, +429.14838, +743.000, +455.000, +972.000
1656005280, +2.77, +25.104, +478.36548, +732.000, +444.000, +992.000
1656005400, +2.77, +25.121, +388.69461, +743.000, +456.000, +960.000
1656005520, +2.77, +25.146, +392.00486, +704.000, +420.000, +1020.000
1656005640, +2.77, +25.138, +513.40332, +687.000, +403.000, +999.000
1656005760, +2.77, +25.163, +581.46003, +734.000, +448.000, +993.000
1656005880, +2.77, +25.163, +454.48153, +736.000, +448.000, +992.000
1656006000, +2.77, +25.171, +409.14755, +688.000, +408.000, +1015.000
1656006120, +2.77, +25.188, +669.45255, +696.000, +414.000, +1020.000
1656006240, +2.77, +25.196, +334.38673, +740.000, +456.000, +974.000
1656006360, +2.77, +25.213, +358.79091, +732.000, +448.000, +993.000
1656006480, +2.77, +25.238, +352.19518, +728.000, +440.000, +999.000
1656006600, +2.77, +25.221, +195.37491, +743.000, +455.000, +969.000
1656006720, +2.77, +25.238, +138.75698, +715.000, +432.000, +1020.000
1656006840, +2.77, +25.246, +148.45548, +702.000, +416.000, +1024.000
1656006960, +2.77, +25.246, +180.15210, +696.000, +415.000, +1020.000
1656007080, +2.77, +25.254, +183.53977, +718.000, +432.000, +1016.000
1656007200, +2.77, +25.271, +202.84077, +687.000, +406.000, +1004.000
1656007320, +2.77, +25.279, +243.62587, +684.000, +407.000, +1004.000
1656007440, +2.77, +25.271, +271.28455, +752.000, +464.000, +942.000
1656007560, +2.77, +25.312, +331.29325, +691.000, +408.000, +1014.000
1656007680, +2.77, +25.304, +316.15715, +688.000, +404.000, +1008.000
1656007800, +2.77, +25.312, +267.89070, +686.000, +403.000, +999.000
1656007920, +2.77, +25.304, +263.88062, +686.000, +404.000, +1000.000
1656008040, +2.77, +25.321, +269.74246, +696.000, +415.000, +1020.000
1656008160, +2.77, +25.329, +252.62454, +687.000, +404.000, +999.000
1656008280, +2.77, +25.329, +263.06622, +688.000, +408.000, +1009.000
1656008400, +2.77, +25.354, +282.67998, +691.000, +408.000, +1016.000
1656008520, +2.77, +25.337, +269.33371, +694.000, +414.000, +1016.000
1656008640, +2.77, +25.362, +290.75277, +688.000, +403.000, +999.000
1656008760, +2.77, +25.337, +323.29787, +688.000, +404.000, +999.000
1656008880, +2.77, +25.362, +326.44400, +774.000, +419.000, +943.000
1656009000, +2.77, +25.354, +368.59779, +688.000, +403.000, +999.000
1656009120, +2.77, +25.362, +423.27106, +686.000, +406.000, +999.000
1656009240, +2.77, +25.379, +418.12145, +688.000, +406.000, +999.000
1656009360, +2.77, +25.396, +406.89014, +687.000, +403.000, +998.000
1656009480, +2.77, +25.387, +375.25854, +687.000, +403.000, +995.000
1656009600, +2.77, +25.396, +391.52179, +687.000, +407.000, +998.000
1656009720, +2.77, +25.387, +387.81518, +687.000, +406.000, +995.000
1656009840, +2.77, +25.387, +356.11236, +775.000, +448.000, +908.000
1656009960, +2.77, +25.404, +330.52839, +688.000, +403.000, +1000.000
1656010080, +2.77, +25.387, +342.09413, +686.000, +408.000, +1007.000
1656010200, +2.77, +25.404, +374.55871, +688.000, +403.000, +999.000
1656010320, +2.77, +25.421, +380.66517, +719.000, +432.000, +1016.000
1656010440, +2.77, +25.437, +345.55611, +687.000, +408.000, +999.000
1656010560, +2.77, +25.412, +305.10854, +771.000, +419.000, +940.000
1656010680, +2.77, +25.445, +268.98999, +688.000, +406.000, +998.000
1656010800, +2.77, +25.445, +236.77933, +688.000, +408.000, +996.000
1656010920, +2.77, +25.445, +210.38714, +688.000, +407.000, +995.000
1656011040, +2.77, +25.462, +183.40661, +756.000, +468.000, +924.000
1656011160, +2.77, +25.462, +169.58037, +688.000, +408.000, +1014.000
1656011280, +2.77, +25.470, +167.28580, +688.000, +406.000, +998.000
1656011400, +2.77, +25.462, +172.88442, +688.000, +407.000, +998.000
1656011520, +2.77, +25.445, +178.80509, +687.000, +403.000, +998.000
1656011640, +2.77, +25.421, +189.94660, +688.000, +408.000, +999.000
1656011760, +2.77, +25.462, +204.00509, +687.000, +404.000, +999.000
1656011880, +2.77, +25.437, +206.46068, +688.000, +408.000, +999.000
1656012000, +2.77, +25.454, +210.01246, +704.000, +423.000, +1020.000
1656012120, +2.77, +25.437, +238.93764, +720.000, +435.000, +1016.000
1656012240, +2.77, +25.445, +263.40994, +688.000, +407.000, +993.000
1656012360, +2.77, +25.421, +260.20188, +696.000, +416.000, +1020.000
1656012480, +2.77, +25.396, +241.69670, +689.000, +406.000, +998.000
1656012600, +2.77, +25.429, +253.56900, +686.000, +404.000, +1000.000
1656012720, +2.77, +25.412, +258.66288, +686.000, +407.000, +998.000
1656012840, +2.77, +25.412, +275.42469, +684.000, +406.000, +999.000
1656012960, +2.77, +25.404, +291.63220, +686.000, +403.000, +1000.000
1656013080, +2.77, +25.396, +310.27364, +769.000, +440.000, +921.000
1656013200, +2.77, +25.387, +357.48105, +688.000, +407.000, +995.000
1656013320, +2.77, +25.412, +411.13555, +688.000, +407.000, +1001.000
1656013440, +2.77, +25.412, +465.66329, +686.000, +408.000, +993.000
1656013560, +2.77, +25.404, +500.36051, +700.000, +420.000, +1020.000
1656013680, +2.77, +25.412, +462.46142, +688.000, +406.000, +999.000
1656013800, +2.77, +25.429, +426.26856, +686.000, +408.000, +1000.000
1656013920, +2.77, +25.429, +353.37189, +688.000, +408.000, +1011.000
1656014040, +2.77, +25.412, +286.75199, +768.000, +424.000, +940.000
1656014160, +2.77, +25.429, +281.01092, +686.000, +404.000, +998.000
1656014280, +2.77, +25.429, +354.69722, +687.000, +406.000, +996.000
1656014400, +2.77, +25.421, +388.64197, +686.000, +406.000, +998.000
1656014520, +2.77, +25.462, +388.66055, +686.000, +407.000, +995.000
1656014640, +2.77, +25.470, +457.68030, +696.000, +419.000, +1020.000
1656014760, +2.77, +25.462, +474.99020, +768.000, +428.000, +939.000
1656014880, +2.77, +25.487, +454.09755, +687.000, +407.000, +995.000
1656015000, +2.77, +25.487, +453.62068, +744.000, +464.000, +952.000
1656015120, +2.77, +25.495, +416.16750, +687.000, +407.000, +995.000
1656015240, +2.77, +25.512, +376.67368, +687.000, +408.000, +998.000
1656015360, +2.77, +25.529, +335.85142, +686.000, +409.000, +998.000
1656015480, +2.77, +25.495, +301.25639, +774.000, +455.000, +903.000
1656015600, +2.77, +25.529, +261.79353, +771.000, +454.000, +902.000
1656015720, +2.77, +25.529, +247.12501, +687.000, +407.000, +998.000
1656015840, +2.77, +25.553, +233.95214, +688.000, +407.000, +999.000
1656015960, +2.77, +25.537, +240.16079, +684.000, +407.000, +999.000
1656016080, +2.77, +25.553, +240.93804, +688.000, +412.000, +1015.000
1656016200, +2.77, +25.553, +235.20936, +686.000, +406.000, +1000.000
1656016320, +2.77, +25.529, +217.91804, +769.000, +462.000, +897.000
1656016440, +2.77, +25.562, +185.18096, +684.000, +408.000, +1004.000
1656016560, +2.77, +25.545, +170.32974, +772.000, +436.000, +920.000
1656016680, +2.77, +25.545, +179.62259, +774.000, +454.000, +908.000
1656016800, +2.77, +25.529, +189.43876, +697.000, +416.000, +1020.000
1656016920, +2.77, +25.537, +187.05439, +686.000, +408.000, +995.000
1656017040, +2.77, +25.504, +182.35377, +739.000, +456.000, +974.000
1656017160, +2.77, +25.520, +179.29125, +687.000, +406.000, +995.000
1656017280, +2.77, +25.512, +178.67503, +686.000, +408.000, +999.000
1656017400, +2.77, +25.504, +189.13839, +688.000, +407.000, +999.000
1656017520, +2.77, +25.512, +203.02347, +768.000, +449.000, +904.000
1656017640, +2.77, +25.520, +209.17019, +760.000, +472.000, +912.000
1656017760, +2.77, +25.512, +215.66682, +764.000, +472.000, +899.000
1656017880, +2.77, +25.520, +226.23546, +688.000, +406.000, +1001.000
1656018000, +2.77, +25.487, +219.99584, +771.000, +440.000, +912.000
1656018120, +2.77, +25.487, +231.10019, +688.000, +407.000, +996.000
1656018240, +2.77, +25.495, +249.08205, +686.000, +408.000, +998.000
1656018360, +2.77, +25.504, +261.42194, +742.000, +460.000, +960.000
1656018480, +2.77, +25.470, +285.77347, +771.000, +430.000, +935.000
1656018600, +2.77, +25.504, +311.49059, +688.000, +406.000, +999.000
1656018720, +2.77, +25.512, +328.59612, +770.000, +428.000, +947.000
1656018840, +2.77, +25.512, +335.52008, +688.000, +407.000, +995.000
1656018960, +2.77, +25.520, +324.75016, +688.000, +408.000, +996.000
1656019080, +2.77, +25.520, +320.81750, +687.000, +408.000, +999.000
1656019200, +2.77, +25.512, +337.90445, +687.000, +408.000, +999.000
1656019320, +2.77, +25.520, +355.33512, +688.000, +408.000, +998.000
1656019440, +2.77, +25.520, +363.04871, +687.000, +406.000, +998.000
1656019560, +2.77, +25.529, +363.60609, +688.000, +408.000, +999.000
1656019680, +2.77, +25.529, +347.71133, +688.000, +408.000, +1008.000
1656019800, +2.77, +25.537, +332.98088, +688.000, +408.000, +998.000
1656019920, +2.77, +25.529, +310.83722, +753.000, +468.000, +931.000
1656020040, +2.77, +25.537, +295.27069, +686.000, +406.000, +995.000
1656020160, +2.77, +25.520, +292.06573, +688.000, +408.000, +1000.000
1656020280, +2.77, +25.537, +316.93439, +686.000, +408.000, +1006.000
1656020400, +2.77, +25.553, +333.82006, +771.000, +428.000, +943.000
1656020520, +2.77, +25.537, +332.25009, +772.000, +432.000, +928.000
1656020640, +2.77, +25.553, +308.02242, +688.000, +408.000, +995.000
1656020760, +2.77, +25.562, +292.83987, +688.000, +406.000, +998.000
1656020880, +2.77, +25.562, +324.89880, +771.000, +432.000, +927.000
1656021000, +2.77, +25.545, +350.11738, +744.000, +462.000, +960.000
1656021120, +2.77, +25.570, +373.40678, +752.000, +467.000, +944.000
1656021240, +2.77, +25.562, +411.27800, +771.000, +455.000, +900.000
1656021360, +2.77, +25.562, +453.27696, +687.000, +407.000, +995.000
1656021480, +2.77, +25.578, +535.44480, +707.000, +424.000, +1024.000
1656021600, +2.77, +25.595, +590.47418, +688.000, +406.000, +999.000
1656021720, +2.77, +25.595, +505.38007, +771.000, +440.000, +920.000
1656021840, +2.77, +25.587, +357.60182, +768.000, +424.000, +940.000
1656021960, +2.77, +25.612, +305.96939, +686.000, +408.000, +995.000
1656022080, +2.77, +25.637, +302.06150, +687.000, +408.000, +995.000
1656022200, +2.77, +25.620, +278.58940, +686.000, +406.000, +995.000
1656022320, +2.77, +25.637, +251.67080, +688.000, +406.000, +995.000
1656022440, +2.77, +25.645, +236.59353, +760.000, +472.000, +918.000
1656022560, +2.77, +25.637, +219.56542, +769.000, +456.000, +899.000
1656022680, +2.77, +25.645, +229.02548, +768.000, +427.000, +935.000
1656022800, +2.77, +25.612, +241.44588, +686.000, +408.000, +999.000
1656022920, +2.77, +25.645, +252.80414, +768.000, +467.000, +896.000
1656023040, +2.77, +25.620, +256.50766, +688.000, +406.000, +999.000
1656023160, +2.77, +25.645, +260.75617, +687.000, +407.000, +998.000
1656023280, +2.77, +25.670, +266.01107, +771.000, +464.000, +892.000
1656023400, +2.77, +25.645, +261.87713, +686.000, +408.000, +999.000
1656023520, +2.77, +25.670, +247.30152, +687.000, +408.000, +995.000
1656023640, +2.77, +25.645, +215.97338, +687.000, +407.000, +995.000
1656023760, +2.77, +25.661, +204.05773, +687.000, +408.000, +998.000
1656023880, +2.77, +25.661, +207.41442, +743.000, +456.000, +968.000
1656024000, +2.77, +25.653, +225.30029, +768.000, +468.000, +896.000
1656024120, +2.77, +25.645, +248.45035, +743.000, +457.000, +967.000
1656024240, +2.77, +25.670, +273.87949, +761.000, +473.000, +908.000
1656024360, +2.77, +25.653, +279.19323, +771.000, +460.000, +897.000
1656024480, +2.77, +25.670, +266.62729, +739.000, +456.000, +971.000
1656024600, +2.77, +25.678, +240.13293, +686.000, +408.000, +995.000
1656024720, +2.77, +25.670, +232.80331, +774.000, +456.000, +896.000
1656024840, +2.77, +25.670, +223.06765, +768.000, +432.000, +943.000
1656024960, +2.77, +25.661, +212.10884, +687.000, +408.000, +999.000
1656025080, +2.77, +25.653, +191.18523, +684.000, +408.000, +998.000
1656025200, +2.77, +25.670, +183.31372, +688.000, +404.000, +999.000
1656025320, +2.77, +25.678, +189.84751, +771.000, +456.000, +899.000
1656025440, +2.77, +25.661, +197.43104, +774.000, +428.000, +935.000
1656025560, +2.77, +25.661, +204.16611, +772.000, +456.000, +899.000
1656025680, +2.77, +25.670, +207.90059, +688.000, +406.000, +998.000
1656025800, +2.77, +25.678, +214.61398, +684.000, +408.000, +998.000
1656025920, +2.77, +25.678, +225.91032, +736.000, +449.000, +992.000
1656026040, +2.77, +25.678, +233.62700, +768.000, +464.000, +896.000
1656026160, +2.77, +25.653, +226.56679, +740.000, +455.000, +974.000
1656026280, +2.77, +25.678, +224.54472, +742.000, +460.000, +960.000
1656026400, +2.77, +25.678, +221.37692, +742.000, +456.000, +961.000
1656026520, +2.77, +25.653, +223.95328, +737.000, +455.000, +976.000
1656026640, +2.77, +25.670, +236.04853, +750.000, +464.000, +944.000
1656026760, +2.77, +25.678, +232.46269, +687.000, +404.000, +999.000
1656026880, +2.77, +25.670, +230.00710, +760.000, +472.000, +912.000
1656027000, +2.77, +25.678, +233.23064, +756.000, +472.000, +926.000
1656027120, +2.77, +25.678, +242.63187, +684.000, +408.000, +1007.000
1656027240, +2.77, +25.678, +250.71085, +739.000, +460.000, +974.000
1656027360, +2.77, +25.678, +256.50147, +768.000, +470.000, +896.000
