7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1654874400, +2.81, +25.080,  -0.00403, +472.000, +936.000, +856.000
1654874520, +2.81, +25.080,  +0.06100, +448.000, +967.000, +899.000
1654874640, +2.81, +25.104,  -0.05667, +448.000, +969.000, +897.000
1654874760, +2.81, +25.055,  +0.01146, +448.000, +967.000, +903.000
1654874880, +2.81, +25.080,  +0.08268, +472.000, +976.000, +816.000
1654875000, +2.81, +25.096,  +0.17867, +472.000, +976.000, +816.000
1654875120, +2.81, +25.096,  +0.34279, +460.000, +988.000, +840.000
1654875240, +2.81, +25.104,  +0.50381, +409.000, +889.000, +924.000
1654875360, +2.81, +25.071,  +0.70200, +472.000, +984.000, +816.000
1654875480, +2.81, +25.088,  +0.86921, +464.000, +992.000, +817.000
1654875600, +2.81, +25.080,  +1.23151, +451.000, +976.000, +880.000
1654875720, +2.81, +25.088,  +1.78270, +448.000, +968.000, +896.000
1654875840, +2.81, +25.088,  +2.61568, +451.000, +976.000, +880.000
1654875960, +2.81, +25.088,  +3.60659, +454.000, +976.000, +873.000
1654876080, +2.81, +25.088,  +4.68111, +448.000, +968.000, +899.000
1654876200, +2.81, +25.071,  +6.18295, +448.000, +972.000, +892.000
1654876320, +2.81, +25.096,  +7.82104, +412.000, +888.000, +924.000
1654876440, +2.81, +25.088,  +9.64493, +451.000, +976.000, +880.000
1654876560, +2.81, +25.088, +12.24296, +409.000, +889.000, +926.000
1654876680, +2.81, +25.088, +14.55301, +462.000, +988.000, +835.000
1654876800, +2.81, +25.080, +17.56289, +451.000, +979.000, +870.000
1654876920, +2.81, +25.096, +19.96274, +456.000, +985.000, +856.000
1654877040, +2.81, +25.080, +21.79283, +448.000, +967.000, +903.000
1654877160, +2.81, +25.088, +24.69432, +472.000, +984.000, +816.000
1654877280, +2.81, +25.080, +26.07230, +448.000, +979.000, +876.000
1654877400, +2.81, +25.096, +27.61440, +451.000, +976.000, +880.000
1654877520, +2.81, +25.088, +29.04193, +448.000, +972.000, +894.000
1654877640, +2.81, +25.088, +30.08238, +460.000, +987.000, +847.000
1654877760, +2.81, +25.080, +30.72028, +472.000, +956.000, +843.000
1654877880, +2.81, +25.080, +31.07638, +440.000, +956.000, +924.000
1654878000, +2.81, +25.088, +31.69880, +464.000, +992.000, +824.000
1654878120, +2.81, +25.071, +32.22831, +454.000, +979.000, +867.000
1654878240, +2.81, +25.088, +33.56604, +452.000, +979.000, +871.000
1654878360, +2.81, +25.096, +34.45166, +460.000, +988.000, +844.000
1654878480, +2.81, +25.096, +35.08955, +454.000, +984.000, +867.000
1654878600, +2.81, +25.080, +35.08336, +454.000, +980.000, +864.000
1654878720, +2.81, +25.088, +35.82964, +448.000, +976.000, +883.000
1654878840, +2.81, +25.096, +38.92003, +455.000, +976.000, +870.000
1654878960, +2.81, +25.063, +43.64851, +432.000, +944.000, +932.000
1654879080, +2.81, +25.088, +48.85387, +467.000, +992.000, +824.000
1654879200, +2.81, +25.080, +54.03755, +449.000, +977.000, +881.000
1654879320, +2.81, +25.113, +58.48734, +460.000, +988.000, +848.000
1654879440, +2.81, +25.121, +62.90926, +448.000, +968.000, +897.000
1654879560, +2.81, +25.113, +71.33197, +460.000, +988.000, +852.000
1654879680, +2.81, +25.113, +79.52553, +462.000, +988.000, +840.000
1654879800, +2.81, +25.121, +89.07539, +464.000, +990.000, +841.000
1654879920, +2.81, +25.088, +95.07347, +448.000, +972.000, +888.000
1654880040, +2.81, +25.113, +105.59257, +472.000, +984.000, +816.000
1654880160, +2.81, +25.113, +113.73658, +452.000, +975.000, +876.000
1654880280, +2.81, +25.088, +127.18195, +448.000, +968.000, +896.000
1654880400, +2.81, +25.104, +163.62873, +452.000, +980.000, +870.000
1654880520, +2.81, +25.121, +152.03513, +454.000, +979.000, +870.000
1654880640, +2.81, +25.104, +166.68816, +454.000, +979.000, +876.000
1654880760, +2.81, +25.113, +171.02338, +448.000, +974.000, +886.000
1654880880, +2.81, +25.104, +159.29971, +476.000, +964.000, +824.000
1654881000, +2.81, +25.129, +175.54439, +454.000, +984.000, +867.000
1654881120, +2.81, +25.121, +215.75972, +423.000, +924.000, +945.000
1654881240, +2.81, +25.138, +187.43836, +455.000, +980.000, +868.000
1654881360, +2.81, +25.138, +182.31662, +454.000, +977.000, +876.000
1654881480, +2.81, +25.121, +194.99403, +460.000, +988.000, +844.000
1654881600, +2.81, +25.129, +195.22627, +452.000, +979.000, +872.000
1654881720, +2.81, +25.146, +193.79255, +451.000, +975.000, +883.000
1654881840, +2.81, +25.163, +196.30698, +448.000, +972.000, +889.000
1654881960, +2.81, +25.138, +274.21392, +448.000, +967.000, +904.000
1654882080, +2.81, +25.146, +192.26594, +432.000, +944.000, +935.000
1654882200, +2.81, +25.138, +204.07321, +438.000, +953.000, +924.000
1654882320, +2.81, +25.204, +184.23030, +438.000, +956.000, +920.000
1654882440, +2.81, +25.188, +155.96469, +444.000, +966.000, +904.000
1654882560, +2.81, +25.204, +236.50992, +440.000, +956.000, +920.000
1654882680, +2.81, +25.213, +180.09327, +444.000, +963.000, +908.000
1654882800, +2.81, +25.229, +196.03448, +448.000, +972.000, +888.000
1654882920, +2.81, +25.196, +185.92414, +448.000, +974.000, +888.000
1654883040, +2.81, +25.238, +220.58729, +448.000, +972.000, +892.000
1654883160, +2.81, +25.271, +233.09129, +440.000, +961.000, +913.000
1654883280, +2.81, +25.254, +279.30161, +412.000, +888.000, +927.000
1654883400, +2.81, +25.263, +361.58402, +440.000, +960.000, +912.000
1654883520, +2.81, +25.279, +449.78711, +452.000, +974.000, +880.000
1654883640, +2.81, +25.321, +410.81661, +416.000, +915.000, +947.000
1654883760, +2.81, +25.329, +325.76584, +449.000, +972.000, +886.000
1654883880, +2.81, +25.321, +407.59616, +409.000, +888.000, +926.000
1654884000, +2.81, +25.329, +285.91591, +412.000, +899.000, +940.000
1654884120, +2.81, +25.329, +241.08977, +436.000, +952.000, +927.000
1654884240, +2.81, +25.354, +228.65389, +411.000, +888.000, +928.000
1654884360, +2.81, +25.379, +199.89282, +430.000, +940.000, +940.000
1654884480, +2.81, +25.387, +320.53881, +411.000, +888.000, +926.000
1654884600, +2.81, +25.404, +240.55716, +438.000, +950.000, +931.000
1654884720, +2.81, +25.387, +201.06643, +449.000, +972.000, +892.000
1654884840, +2.81, +25.421, +259.18311, +444.000, +960.000, +912.000
1654884960, +2.81, +25.437, +238.04583, +423.000, +927.000, +945.000
1654885080, +2.81, +25.454, +91.05411, +424.000, +927.000, +947.000
1654885200, +2.81, +25.454, +73.15895, +416.000, +912.000, +950.000
1654885320, +2.81, +25.504, +82.35580, +409.000, +888.000, +927.000
1654885440, +2.81, +25.495, +89.84334, +409.000, +896.000, +935.000
1654885560, +2.81, +25.512, +259.69404, +412.000, +888.000, +927.000
1654885680, +2.81, +25.529, +103.87087, +412.000, +904.000, +944.000
1654885800, +2.81, +25.529, +90.35118, +428.000, +931.000, +947.000
1654885920, +2.81, +25.545, +88.82766, +412.000, +902.000, +940.000
1654886040, +2.81, +25.553, +88.42201, +417.000, +920.000, +950.000
1654886160, +2.81, +25.570, +105.49657, +408.000, +892.000, +927.000
1654886280, +2.81, +25.562, +106.99842, +440.000, +956.000, +920.000
1654886400, +2.81, +25.562, +132.16745, +408.000, +889.000, +928.000
1654886520, +2.81, +25.570, +153.78779, +416.000, +912.000, +945.000
1654886640, +2.81, +25.578, +168.72261, +409.000, +887.000, +927.000
1654886760, +2.81, +25.578, +171.20607, +408.000, +888.000, +927.000
1654886880, +2.81, +25.578, +134.75000, +409.000, +888.000, +927.000
1654887000, +2.81, +25.587, +112.23474, +432.000, +942.000, +936.000
1654887120, +2.81, +25.553, +91.76632, +412.000, +888.000, +927.000
1654887240, +2.81, +25.612, +83.33742, +424.000, +929.000, +947.000
1654887360, +2.81, +25.578, +83.33123, +440.000, +958.000, +921.000
1654887480, +2.81, +25.587, +89.18687, +408.000, +903.000, +940.000
1654887600, +2.81, +25.595, +92.61788, +472.000, +943.000, +857.000
1654887720, +2.81, +25.620, +94.82265, +411.000, +888.000, +924.000
1654887840, +2.81, +25.595, +103.76868, +409.000, +896.000, +936.000
1654887960, +2.81, +25.595, +123.84693, +411.000, +888.000, +924.000
1654888080, +2.81, +25.612, +182.59531, +408.000, +889.000, +927.000
1654888200, +2.81, +25.620, +267.12584, +412.000, +888.000, +924.000
1654888320, +2.81, +25.587, +265.28338, +408.000, +903.000, +943.000
1654888440, +2.81, +25.628, +247.66382, +448.000, +972.000, +897.000
1654888560, +2.81, +25.612, +207.24102, +411.000, +894.000, +927.000
1654888680, +2.81, +25.612, +158.32738, +412.000, +908.000, +944.000
1654888800, +2.81, +25.578, +127.42658, +408.000, +892.000, +926.000
1654888920, +2.81, +25.637, +126.29942, +411.000, +888.000, +927.000
1654889040, +2.81, +25.628, +146.41792, +411.000, +888.000, +927.000
1654889160, +2.81, +25.628, +196.32246, +412.000, +904.000, +944.000
1654889280, +2.81, +25.637, +272.36836, +409.000, +888.000, +924.000
1654889400, +2.81, +25.628, +328.25859, +467.000, +992.000, +828.000
1654889520, +2.81, +25.653, +361.58093, +470.000, +985.000, +816.000
1654889640, +2.81, +25.670, +325.85874, +412.000, +888.000, +927.000
1654889760, +2.81, +25.678, +260.51464, +411.000, +887.000, +928.000
1654889880, +2.81, +25.703, +226.65350, +409.000, +892.000, +927.000
1654890000, +2.81, +25.711, +215.16827, +411.000, +888.000, +927.000
1654890120, +2.81, +25.720, +294.71640, +412.000, +888.000, +926.000
1654890240, +2.81, +25.778, +268.94663, +412.000, +888.000, +924.000
1654890360, +2.81, +25.778, +174.53490, +463.000, +992.000, +830.000
1654890480, +2.81, +25.811, +184.07857, +448.000, +969.000, +899.000
1654890600, +2.81, +25.828, +256.94118, +448.000, +969.000, +892.000
1654890720, +2.81, +25.852, +249.36074, +454.000, +979.000, +867.000
1654890840, +2.81, +25.886, +253.28102, +454.000, +983.000, +867.000
1654890960, +2.81, +25.886, +222.16345, +468.000, +985.000, +816.000
1654891080, +2.81, +25.911, +205.99929, +452.000, +976.000, +881.000
1654891200, +2.81, +25.927, +314.20630, +411.000, +888.000, +921.000
1654891320, +2.81, +25.935, +328.83765, +448.000, +968.000, +896.000
1654891440, +2.81, +25.977, +259.35652, +411.000, +888.000, +924.000
1654891560, +2.81, +25.977, +245.61697, +448.000, +972.000, +894.000
1654891680, +2.81, +26.002, +242.93224, +452.000, +975.000, +878.000
1654891800, +2.81, +26.027, +331.48214, +448.000, +969.000, +896.000
1654891920, +2.81, +26.060, +331.36137, +412.000, +888.000, +927.000
1654892040, +2.81, +26.035, +393.90307, +438.000, +952.000, +928.000
1654892160, +2.81, +26.060, +297.90898, +448.000, +968.000, +896.000
1654892280, +2.81, +26.077, +332.18506, +451.000, +975.000, +880.000
1654892400, +2.81, +26.101, +379.99631, +448.000, +968.000, +888.000
1654892520, +2.81, +26.118, +351.37149, +440.000, +960.000, +920.000
1654892640, +2.81, +26.159, +481.41252, +448.000, +967.000, +900.000
1654892760, +2.81, +26.168, +433.34115, +444.000, +967.000, +902.000
1654892880, +2.81, +26.193, +480.42161, +411.000, +894.000, +928.000
1654893000, +2.81, +26.209, +386.92956, +444.000, +963.000, +907.000
1654893120, +2.81, +26.234, +374.22428, +414.000, +888.000, +927.000
1654893240, +2.81, +26.251, +305.26027, +412.000, +888.000, +924.000
1654893360, +2.81, +26.275, +258.88583, +456.000, +988.000, +844.000
1654893480, +2.81, +26.284, +235.87822, +452.000, +976.000, +870.000
1654893600, +2.81, +26.292, +234.42283, +448.000, +968.000, +899.000
1654893720, +2.81, +26.333, +246.97637, +436.000, +947.000, +926.000
1654893840, +2.81, +26.325, +259.37819, +472.000, +963.000, +825.000
1654893960, +2.81, +26.333, +262.59554, +444.000, +966.000, +897.000
1654894080, +2.81, +26.358, +258.06834, +448.000, +968.000, +896.000
1654894200, +2.81, +26.367, +245.90186, +444.000, +967.000, +902.000
1654894320, +2.81, +26.375, +226.64421, +444.000, +966.000, +903.000
1654894440, +2.81, +26.400, +201.45969, +472.000, +976.000, +816.000
1654894560, +2.81, +26.408, +171.95854, +412.000, +888.000, +926.000
1654894680, +2.81, +26.383, +136.66369, +412.000, +888.000, +924.000
1654894800, +2.81, +26.375, +102.40928, +448.000, +968.000, +897.000
1654894920, +2.81, +26.367, +106.52464, +448.000, +966.000, +902.000
1654895040, +2.81, +26.367, +155.59000, +472.000, +967.000, +824.000
1654895160, +2.81, +26.367, +218.07906, +444.000, +967.000, +902.000
1654895280, +2.81, +26.358, +184.83104, +444.000, +967.000, +902.000
1654895400, +2.81, +26.350, +169.25213, +412.000, +888.000, +924.000
1654895520, +2.81, +26.358, +191.33077, +412.000, +888.000, +924.000
1654895640, +2.81, +26.342, +234.41663, +448.000, +967.000, +897.000
1654895760, +2.81, +26.342, +256.88544, +412.000, +888.000, +924.000
1654895880, +2.81, +26.325, +870.62519, +408.000, +892.000, +926.000
1654896000, +2.81, +26.325, +1478.88088, +412.000, +888.000, +924.000
