7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1652079180, +2.91, +26.689,  -0.06596, +1080.000, -121.000, -49.000
1652079300, +2.91, +26.673,  -0.07525, +1078.000, -112.000, -57.000
1652079420, +2.91, +26.689,  +0.01455, +1078.000, -116.000, -55.000
1652079540, +2.91, +26.689,  -0.02570, +1078.000, -109.000, -65.000
1652079660, +2.91, +26.689,  +0.01455, +1080.000, -111.000, -35.000
1652079780, +2.91, +26.681,  -0.00712, +1084.000, -100.000, -40.000
1652079900, +2.91, +26.673,  -0.00093, +1080.000, -122.000, -49.000
1652080020, +2.91, +26.648,  -0.03189, +1084.000, -104.000, -49.000
1652080140, +2.91, +26.656,  +0.00836, +1080.000, -112.000, -49.000
1652080260, +2.91, +26.648,  +0.02694, +1080.000, -106.000, -69.000
1652080380, +2.91, +26.615,  +0.04552, +1075.000, -117.000, -69.000
1652080500, +2.91, +26.656,  -0.05047, +1080.000, -114.000, -49.000
1652080620, +2.91, +26.632,  +0.00836, +1078.000, -120.000, -49.000
1652080740, +2.91, +26.648,  -0.01641, +1080.000, -106.000, -71.000
1652080860, +2.91, +26.615,  -0.11550, +1080.000, -113.000, -64.000
1652080980, +2.91, +26.623,  -0.04738, +1075.000, -119.000, -51.000
1652081100, +2.91, +26.598,  -0.05047, +1080.000, -119.000, -57.000
1652081220, +2.91, +26.598,  -0.02261, +1080.000, -114.000, -49.000
1652081340, +2.91, +26.574,  +0.00836, +1079.000, -112.000, -67.000
1652081460, +2.91, +26.549,  -0.02880, +1078.000, -106.000, -77.000
1652081580, +2.91, +26.516,  -0.10621, +972.000, -100.000, +88.000
1652081700, +2.91, +26.516,  -0.00712, +1075.000, -121.000, -57.000
1652081820, +2.91, +26.532,  -0.02880, +1075.000, -116.000, -57.000
1652081940, +2.91, +26.541,  +0.00217, +1081.000, -109.000, -33.000
1652082060, +2.91, +26.532,  -0.00712, +1078.000, -120.000, -57.000
