7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1671245220, +2.70, +30.336, +160.02431, +620.000, +811.000, -360.000
1671245340, +2.70, +30.328, +158.53485, +624.000, +816.000, -378.000
1671245460, +2.70, +30.312, +148.91377, +591.000, +771.000, -264.000
1671245580, +2.70, +30.288, +154.00765, +632.000, +824.000, -416.000
1671245700, +2.70, +30.288, +148.45548, +642.000, +824.000, -442.000
1671245820, +2.70, +30.271, +134.92341, +608.000, +801.000, -320.000
1671245940, +2.70, +30.263, +127.86010, +646.000, +816.000, -445.000
1671246060, +2.70, +30.255, +116.82078, +640.000, +828.000, -444.000
1671246180, +2.70, +30.231, +106.46890, +636.000, +824.000, -432.000
1671246300, +2.70, +30.231, +100.16426, +628.000, +824.000, -400.000
1671246420, +2.70, +30.223, +104.53044, +632.000, +824.000, -416.000
1671246540, +2.70, +30.199, +100.60707, +624.000, +824.000, -388.000
1671246660, +2.70, +30.175, +95.17876, +635.000, +828.000, -430.000
1671246780, +2.70, +30.151, +85.25730, +643.000, +814.000, -448.000
1671246900, +2.70, +30.142, +80.39257, +643.000, +816.000, -448.000
1671247020, +2.70, +30.134, +74.46261, +568.000, +736.000, -232.000
1671247140, +2.70, +30.118, +66.38363, +632.000, +824.000, -424.000
1671247260, +2.70, +30.102, +62.34878, +640.000, +780.000, -393.000
1671247380, +2.70, +30.086, +57.03195, +574.000, +753.000, -240.000
1671247500, +2.70, +30.078, +50.02438, +568.000, +742.000, -234.000
1671247620, +2.70, +30.046, +47.44802, +568.000, +743.000, -237.000
1671247740, +2.70, +30.054, +42.81863, +568.000, +743.000, -240.000
1671247860, +2.70, +30.021, +38.99435, +574.000, +750.000, -240.000
1671247980, +2.70, +29.997, +36.40870, +569.000, +744.000, -237.000
1671248100, +2.70, +29.997, +30.92155, +579.000, +753.000, -242.000
1671248220, +2.70, +29.981, +29.09767, +576.000, +760.000, -244.000
1671248340, +2.70, +29.957, +25.01947, +583.000, +764.000, -248.000
1671248460, +2.70, +29.933, +21.68444, +584.000, +768.000, -252.000
1671248580, +2.70, +29.916, +18.25653, +580.000, +760.000, -244.000
1671248700, +2.70, +29.908, +15.44483, +583.000, +760.000, -248.000
1671248820, +2.70, +29.892, +12.49688, +584.000, +768.000, -248.000
1671248940, +2.70, +29.884, +10.30450, +580.000, +756.000, -242.000
1671249060, +2.70, +29.860,  +8.32888, +632.000, +825.000, -410.000
1671249180, +2.70, +29.852,  +6.78988, +592.000, +776.000, -264.000
1671249300, +2.70, +29.836,  +5.39022, +615.000, +808.000, -340.000
1671249420, +2.70, +29.827,  +4.05869, +588.000, +774.000, -256.000
1671249540, +2.70, +29.795,  +3.05230, +628.000, +822.000, -396.000
1671249660, +2.70, +29.779,  +2.55375, +636.000, +824.000, -432.000
1671249780, +2.70, +29.771,  +1.99946, +636.000, +828.000, -424.000
1671249900, +2.70, +29.755,  +1.36157, +584.000, +768.000, -250.000
1671250020, +2.70, +29.730,  +0.87540, +638.000, +825.000, -432.000
1671250140, +2.70, +29.738,  +0.65555, +628.000, +824.000, -404.000
1671250260, +2.70, +29.730,  +0.41711, +635.000, +828.000, -428.000
1671250380, +2.70, +29.706,  +0.30873, +632.000, +828.000, -426.000
1671250500, +2.70, +29.674,  +0.20035, +576.000, +755.000, -244.000
1671250620, +2.70, +29.698,  +0.13842, +577.000, +758.000, -242.000
1671250740, +2.70, +29.698,  +0.07339, +588.000, +771.000, -256.000
1671250860, +2.70, +29.674,  +0.01765, +638.000, +824.000, -436.000
1671250980, +2.70, +29.649,  +0.02075, +592.000, +783.000, -272.000
1671251100, +2.70, +29.633,  -0.02261, +627.000, +824.000, -400.000
1671251220, +2.70, +29.625,  -0.02570, +632.000, +824.000, -424.000
