7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1644006840, +3.01, +29.105, +185.87769, +1063.000, +172.000, -114.000
1644006960, +3.01, +29.089, +196.04687, +1063.000, +172.000, -97.000
1644007080, +3.01, +29.105, +176.21635, +1063.000, +163.000, -93.000
1644007200, +3.01, +29.097, +212.46186, +1062.000, +169.000, -89.000
1644007320, +3.01, +29.097, +219.12570, +1063.000, +164.000, -103.000
1644007440, +3.01, +29.113, +298.51591, +1060.000, +164.000, -99.000
1644007560, +3.01, +29.097, +193.78946, +960.000, +163.000, +56.000
1644007680, +3.01, +29.105, +185.72905, +1062.000, +167.000, -89.000
1644007800, +3.01, +29.089, +182.57982, +1060.000, +167.000, -89.000
1644007920, +3.01, +29.113, +229.06574, +1060.000, +172.000, -95.000
1644008040, +3.01, +29.105, +453.23361, +1063.000, +163.000, -97.000
1644008160, +3.01, +29.097, +536.40784, +1062.000, +163.000, -97.000
1644008280, +3.01, +29.097, +463.85798, +1060.000, +169.000, -85.000
1644008400, +3.01, +29.089, +377.22487, +1062.000, +159.000, -85.000
1644008520, +3.01, +29.121, +447.69382, +1063.000, +162.000, -98.000
1644008640, +3.01, +29.113, +274.47713, +1059.000, +164.000, -89.000
1644008760, +3.01, +29.121, +343.91492, +1063.000, +168.000, -97.000
1644008880, +3.01, +29.105, +290.94167, +1060.000, +171.000, -89.000
1644009000, +3.01, +29.137, +526.00332, +1062.000, +168.000, -103.000
1644009120, +3.01, +29.162, +470.17811, +1064.000, +163.000, -97.000
1644009240, +3.01, +29.162, +538.27198, +1062.000, +160.000, -97.000
1644009360, +3.01, +29.178, +653.52991, +1059.000, +168.000, -103.000
1644009480, +3.01, +29.211, +785.33289, +1057.000, +176.000, -121.000
1644009600, +3.01, +29.219, +677.08872, +1062.000, +176.000, -113.000
1644009720, +3.01, +29.235, +470.46919, +1056.000, +168.000, -104.000
1644009840, +3.01, +29.284, +1042.58156, +1056.000, +172.000, -109.000
1644009960, +3.01, +29.284, +1051.34180, +1059.000, +172.000, -113.000
1644010080, +3.01, +29.292, +1104.58445, +1059.000, +176.000, -113.000
1644010200, +3.01, +29.300, +872.70919, +1059.000, +161.000, -101.000
1644010320, +3.01, +29.317, +1206.26696, +1062.000, +176.000, -121.000
1644010440, +3.01, +29.349, +934.24140, +1059.000, +176.000, -122.000
1644010560, +3.01, +29.390, +1005.75080, +1060.000, +172.000, -113.000
1644010680, +3.01, +29.422, +588.47998, +1059.000, +176.000, -113.000
1644010800, +3.01, +29.422, +193.21040, +1056.000, +184.000, -136.000
1644010920, +3.01, +29.471, +151.57683, +1059.000, +172.000, -125.000
1644011040, +3.01, +29.463, +147.08369, +1057.000, +185.000, -136.000
1644011160, +3.01, +29.495, +205.59054, +1059.000, +178.000, -128.000
1644011280, +3.01, +29.503, +840.09597, +1059.000, +178.000, -130.000
1644011400, +3.01, +29.520, +1095.97905, +1059.000, +184.000, -135.000
1644011520, +3.01, +29.552, +997.38073, +1008.000, +188.000,  -8.000
1644011640, +3.01, +29.568, +1079.43091, +1059.000, +184.000, -135.000
1644011760, +3.01, +29.560, +943.98325, +1059.000, +188.000, -144.000
1644011880, +3.01, +29.576, +884.46691, +1060.000, +180.000, -143.000
1644012000, +3.01, +29.576, +922.84597, +1059.000, +188.000, -144.000
1644012120, +3.01, +29.601, +1042.85097, +1059.000, +184.000, -136.000
1644012240, +3.01, +29.617, +1067.28920, +1059.000, +184.000, -136.000
1644012360, +3.01, +29.641, +1104.76096, +1056.000, +192.000, -141.000
1644012480, +3.01, +29.641, +1159.95137, +1059.000, +180.000, -140.000
1644012600, +3.01, +29.666, +1149.60258, +1057.000, +192.000, -144.000
1644012720, +3.01, +29.690, +276.93892, +1059.000, +188.000, -140.000
1644012840, +3.01, +29.706, +1093.93840, +1056.000, +180.000, -133.000
1644012960, +3.01, +29.738, +208.71809, +1056.000, +192.000, -144.000
1644013080, +3.01, +29.722, +238.55057, +1060.000, +184.000, -140.000
1644013200, +3.01, +29.755, +314.27752, +1057.000, +192.000, -144.000
1644013320, +3.01, +29.747, +294.19927, +1056.000, +194.000, -152.000
1644013440, +3.01, +29.779, +1062.79916, +1056.000, +184.000, -144.000
1644013560, +3.01, +29.787, +423.94612, +1056.000, +184.000, -138.000
1644013680, +3.01, +29.763, +847.00445, +1057.000, +198.000, -152.000
1644013800, +3.01, +29.779, +953.15533, +1056.000, +184.000, -144.000
1644013920, +3.01, +29.787, +1063.83341, +1060.000, +192.000, -144.000
1644014040, +3.01, +29.787, +359.19656, +1056.000, +184.000, -144.000
1644014160, +3.01, +29.795, +225.35293, +1056.000, +188.000, -144.000
1644014280, +3.01, +29.811, +190.04569, +1059.000, +188.000, -136.000
1644014400, +3.01, +29.803, +216.13131, +1060.000, +198.000, -152.000
1644014520, +3.01, +29.811, +156.50659, +1056.000, +184.000, -144.000
1644014640, +3.01, +29.795, +154.62387, +1059.000, +188.000, -152.000
1644014760, +3.01, +29.795, +152.06609, +1054.000, +192.000, -156.000
1644014880, +3.01, +29.779, +190.52875, +1059.000, +192.000, -148.000
