7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1650608340, +2.94, +27.243,  -0.04118, +1040.000, -137.000, -173.000
1650608460, +2.94, +27.243,  -0.03499, +1040.000, -143.000, -173.000
1650608580, +2.94, +27.260,  +0.00836, +1043.000, -138.000, -165.000
1650608700, +2.94, +27.251,  -0.04428, +1041.000, -137.000, -173.000
1650608820, +2.94, +27.268,  -0.05667, +1040.000, -132.000, -161.000
1650608940, +2.94, +27.268,  +0.03313, +1041.000, -136.000, -173.000
1650609060, +2.94, +27.251,  -0.05047, +1040.000, -136.000, -165.000
1650609180, +2.94, +27.260,  -0.04428, +1039.000, -136.000, -169.000
1650609300, +2.94, +27.260,  +0.01455, +1040.000, -141.000, -173.000
1650609420, +2.94, +27.243,  -0.06596, +1043.000, -144.000, -177.000
1650609540, +2.94, +27.251,  -0.03499, +1043.000, -136.000, -165.000
1650609660, +2.94, +27.235,  -0.10621, +1041.000, -128.000, -177.000
1650609780, +2.94, +27.243,  -0.06286, +1040.000, -128.000, -184.000
1650609900, +2.94, +27.194,  +0.02384, +1041.000, -135.000, -177.000
1650610020, +2.94, +27.194,  -0.03809, +1041.000, -133.000, -177.000
1650610140, +2.94, +27.161,  -0.08144, +1043.000, -136.000, -177.000
1650610260, +2.94, +27.177,  +0.02075, +1041.000, -140.000, -169.000
1650610380, +2.94, +27.177,  +0.02694, +1041.000, -136.000, -173.000
1650610500, +2.94, +27.161,  +0.10435, +940.000, -121.000, -21.000
1650610620, +2.94, +27.152,  -0.08144, +1040.000, -128.000, -177.000
1650610740, +2.94, +27.144,  -0.00403, +1041.000, -141.000, -169.000
1650610860, +2.94, +27.136,  -0.10312, +1040.000, -138.000, -165.000
1650610980, +2.94, +27.128,  +0.03933, +1040.000, -138.000, -177.000
1650611100, +2.94, +27.119,  -0.00712, +1046.000, -140.000, -169.000
1650611220, +2.94, +27.094,  -0.05047, +1040.000, -141.000, -161.000
1650611340, +2.94, +27.103,  -0.01641, +1041.000, -136.000, -177.000
1650611460, +2.94, +27.078,  -0.00712, +1040.000, -136.000, -161.000
1650611580, +2.94, +27.061,  -0.02880, +1039.000, -136.000, -169.000
1650611700, +2.94, +27.061,  +0.04552, +1039.000, -143.000, -161.000
1650611820, +2.94, +27.061,  -0.02570, +1041.000, -144.000, -169.000
1650611940, +2.94, +27.028,  -0.08454, +935.000, -120.000, -23.000
1650612060, +2.94, +27.037,  -0.07525, +1040.000, -136.000, -169.000
1650612180, +2.94, +27.045,  -0.11550, +1040.000, -136.000, -177.000
1650612300, +2.94, +27.045,  +0.01146, +943.000, -120.000, -25.000
1650612420, +2.94, +27.045,  +0.07029, +1039.000, -140.000, -169.000
1650612540, +2.94, +27.045,  -0.01641, +940.000, -119.000, -20.000
1650612660, +2.94, +27.037,  +0.03623, +1041.000, -139.000, -161.000
1650612780, +2.94, +27.045,  +0.03623, +940.000, -119.000, -25.000
1650612900, +2.94, +27.061,  +0.01146, +940.000, -117.000, -24.000
1650613020, +2.94, +27.053,  +0.03623, +1041.000, -137.000, -161.000
1650613140, +2.94, +27.061,  -0.00712, +1040.000, -139.000, -170.000
1650613260, +2.94, +27.028,  -0.02880, +940.000, -120.000, -24.000
1650613380, +2.94, +27.020,  -0.02880, +940.000, -119.000, -23.000
1650613500, +2.94, +27.012,  +0.03313, +1040.000, -135.000, -169.000
