7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1629496680, +2.98, +23.169,  +0.00217, +583.000, -456.000, -628.000
1629496740, +2.99, +23.211,  -0.06905, +590.000, -456.000, -656.000
1629496800, +2.99, +23.211,  -0.00712, +588.000, -456.000, -672.000
1629496860, +2.99, +23.245,  +0.01765, +584.000, -461.000, -626.000
1629496920, +2.99, +23.236,  -0.04428, +574.000, -464.000, -589.000
1629496980, +2.99, +23.245,  -0.05047, +576.000, -464.000, -602.000
1629497040, +2.99, +23.286,  +0.02075, +542.000, -468.000, -488.000
1629497100, +2.99, +23.286,  -0.04118, +556.000, -468.000, -512.000
1629497160, +2.99, +23.270,  -0.02570, +560.000, -472.000, -520.000
1629497220, +2.99, +23.320,  -0.01332, +568.000, -464.000, -560.000
1629497280, +2.99, +23.320,  +0.00526, +588.000, -456.000, -648.000
1629497340, +2.99, +23.337,  -0.04738, +572.000, -464.000, -576.000
1629497400, +2.99, +23.345,  +0.04552, +592.000, -448.000, -672.000
1629497460, +2.99, +23.378,  -0.04428, +588.000, -456.000, -656.000
1629497520, +2.99, +23.387,  -0.05976, +547.000, -468.000, -493.000
1629497580, +2.99, +23.387,  +0.02694, +568.000, -468.000, -552.000
1629497640, +2.99, +23.420,  -0.01951, +550.000, -468.000, -493.000
1629497700, +2.99, +23.429,  -0.05357, +564.000, -468.000, -548.000
1629497760, +2.99, +23.445,  -0.05357, +531.000, -464.000, -464.000
1629497820, +2.99, +23.454,  -0.03809, +536.000, -468.000, -479.000
1629497880, +2.99, +23.429,  -0.03189, +532.000, -468.000, -474.000
1629497940, +2.99, +23.479,  -0.04428, +534.000, -464.000, -464.000
1629498000, +2.99, +23.512,  -0.04118, +544.000, -472.000, -484.000
1629498060, +2.99, +23.512,  -0.01641, +568.000, -468.000, -559.000
1629498120, +2.99, +23.520,  -0.08763, +544.000, -472.000, -495.000
1629498180, +2.99, +23.537,  -0.01641, +551.000, -468.000, -498.000
1629498240, +2.99, +23.562,  -0.01641, +534.000, -468.000, -474.000
1629498300, +2.99, +23.570,  -0.06596, +531.000, -464.000, -464.000
1629498360, +2.98, +23.570,  -0.00093, +536.000, -468.000, -476.000
1629498420, +2.99, +23.596,  -0.09692, +536.000, -468.000, -476.000
1629498480, +2.99, +23.621,  -0.01332, +534.000, -464.000, -472.000
1629498540, +2.99, +23.637,  +0.00217, +532.000, -484.000, -464.000
1629498600, +2.98, +23.646,  +0.00217, +534.000, -480.000, -456.000
1629498660, +2.98, +23.662,  -0.01641, +531.000, -480.000, -464.000
1629498720, +2.99, +23.654,  -0.03189, +531.000, -482.000, -464.000
1629498780, +2.99, +23.696,  +0.02075, +540.000, -488.000, -472.000
1629498840, +2.98, +23.704,  +0.02694, +534.000, -477.000, -456.000
1629498900, +2.99, +23.712,  -0.00712, +531.000, -481.000, -460.000
1629498960, +2.99, +23.696,  -0.01951, +534.000, -481.000, -456.000
