7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1655393520, +2.79, +24.105,  +0.03933, +711.000, +576.000, +947.000
1655393640, +2.79, +24.096,  +0.04552, +716.000, +579.000, +932.000
1655393760, +2.79, +24.088,  +0.09816, +716.000, +576.000, +935.000
1655393880, +2.79, +24.080,  +0.19725, +716.000, +580.000, +934.000
1655394000, +2.79, +24.071,  +0.24370, +736.000, +593.000, +867.000
1655394120, +2.79, +24.071,  +0.35827, +718.000, +583.000, +920.000
1655394240, +2.79, +24.088,  +0.42640, +712.000, +582.000, +935.000
1655394360, +2.79, +24.071,  +0.55026, +718.000, +577.000, +928.000
1655394480, +2.79, +24.063,  +0.72367, +718.000, +579.000, +934.000
1655394600, +2.79, +24.063,  +0.94353, +740.000, +552.000, +896.000
1655394720, +2.79, +24.055,  +1.24390, +716.000, +579.000, +931.000
1655394840, +2.79, +24.055,  +1.60929, +720.000, +588.000, +915.000
1655394960, +2.79, +24.046,  +2.47014, +712.000, +580.000, +931.000
1655395080, +2.79, +24.038,  +3.43938, +711.000, +588.000, +931.000
1655395200, +2.79, +24.030,  +4.31880, +705.000, +588.000, +942.000
1655395320, +2.79, +24.013,  +5.21062, +739.000, +576.000, +879.000
1655395440, +2.79, +24.013,  +6.50809, +736.000, +559.000, +903.000
1655395560, +2.79, +24.005,  +7.87368, +723.000, +608.000, +888.000
1655395680, +2.79, +23.996,  +9.15257, +716.000, +600.000, +912.000
1655395800, +2.79, +23.980, +11.28302, +708.000, +592.000, +931.000
1655395920, +2.79, +23.954, +13.84699, +732.000, +608.000, +864.000
1655396040, +2.79, +23.954, +15.59656, +736.000, +595.000, +864.000
1655396160, +2.79, +23.946, +16.64940, +655.000, +531.000, +967.000
1655396280, +2.79, +23.938, +18.00880, +736.000, +584.000, +872.000
1655396400, +2.79, +23.921, +19.09570, +728.000, +608.000, +880.000
1655396520, +2.79, +23.921, +20.08970, +716.000, +601.000, +915.000
1655396640, +2.79, +23.913, +16.95287, +723.000, +608.000, +883.000
1655396760, +2.79, +23.921, +17.72082, +716.000, +600.000, +910.000
1655396880, +2.79, +23.913, +17.61244, +736.000, +590.000, +868.000
1655397000, +2.79, +23.904, +15.76378, +736.000, +598.000, +864.000
1655397120, +2.79, +23.904, +17.70843, +736.000, +590.000, +864.000
1655397240, +2.79, +23.888, +17.73011, +736.000, +600.000, +860.000
1655397360, +2.79, +23.888, +18.48258, +734.000, +604.000, +864.000
1655397480, +2.79, +23.879, +20.15783, +655.000, +529.000, +972.000
1655397600, +2.79, +23.871, +23.16152, +736.000, +563.000, +911.000
1655397720, +2.79, +23.863, +27.60202, +736.000, +592.000, +860.000
1655397840, +2.79, +23.854, +33.68061, +736.000, +595.000, +864.000
1655397960, +2.79, +23.854, +41.10931, +655.000, +531.000, +974.000
1655398080, +2.79, +23.838, +49.17282, +723.000, +608.000, +883.000
1655398200, +2.79, +23.838, +52.80511, +736.000, +600.000, +864.000
1655398320, +2.79, +23.821, +56.44669, +720.000, +604.000, +896.000
1655398440, +2.79, +23.813, +54.04994, +655.000, +531.000, +966.000
1655398560, +2.79, +23.821, +48.59376, +720.000, +608.000, +892.000
1655398680, +2.79, +23.813, +47.37370, +736.000, +580.000, +878.000
1655398800, +2.79, +23.804, +48.97464, +655.000, +529.000, +969.000
1655398920, +2.79, +23.796, +54.17690, +655.000, +536.000, +983.000
1655399040, +2.79, +23.788, +58.54927, +736.000, +588.000, +865.000
1655399160, +2.79, +23.788, +76.26483, +736.000, +576.000, +880.000
1655399280, +2.79, +23.788, +110.33034, +736.000, +592.000, +864.000
1655399400, +2.79, +23.779, +129.02751, +732.000, +583.000, +872.000
1655399520, +2.79, +23.796, +142.04864, +655.000, +531.000, +967.000
1655399640, +2.79, +23.771, +148.08079, +654.000, +535.000, +967.000
1655399760, +2.79, +23.771, +165.32566, +736.000, +600.000, +860.000
1655399880, +2.79, +23.788, +176.74896, +652.000, +531.000, +967.000
1655400000, +2.79, +23.771, +166.46520, +719.000, +600.000, +899.000
1655400120, +2.79, +23.771, +146.03395, +655.000, +529.000, +969.000
1655400240, +2.79, +23.771, +133.99753, +655.000, +531.000, +967.000
1655400360, +2.79, +23.763, +124.64894, +654.000, +531.000, +972.000
1655400480, +2.79, +23.771, +116.80839, +655.000, +531.000, +979.000
1655400600, +2.79, +23.771, +107.25543, +655.000, +531.000, +968.000
1655400720, +2.79, +23.788, +95.87549, +655.000, +531.000, +968.000
1655400840, +2.79, +23.788, +86.60432, +736.000, +563.000, +900.000
1655400960, +2.79, +23.796, +74.33256, +655.000, +531.000, +968.000
1655401080, +2.79, +23.788, +68.14868, +736.000, +572.000, +889.000
1655401200, +2.79, +23.796, +61.78830, +732.000, +567.000, +905.000
1655401320, +2.79, +23.796, +54.90459, +736.000, +604.000, +857.000
1655401440, +2.79, +23.788, +51.05864, +652.000, +535.000, +968.000
1655401560, +2.79, +23.796, +47.66788, +655.000, +531.000, +967.000
1655401680, +2.79, +23.796, +45.44143, +655.000, +527.000, +969.000
1655401800, +2.79, +23.804, +43.44414, +734.000, +604.000, +864.000
1655401920, +2.79, +23.813, +39.48361, +655.000, +529.000, +967.000
1655402040, +2.79, +23.804, +37.12091, +736.000, +590.000, +870.000
1655402160, +2.79, +23.804, +36.38083, +705.000, +590.000, +944.000
1655402280, +2.79, +23.813, +36.60998, +736.000, +604.000, +864.000
1655402400, +2.79, +23.788, +37.16736, +736.000, +563.000, +899.000
1655402520, +2.79, +23.821, +39.85829, +736.000, +600.000, +860.000
1655402640, +2.79, +23.829, +42.00423, +655.000, +531.000, +972.000
1655402760, +2.79, +23.846, +45.55910, +655.000, +531.000, +967.000
1655402880, +2.79, +23.838, +48.72072, +655.000, +529.000, +967.000
1655403000, +2.79, +23.846, +43.11590, +655.000, +531.000, +968.000
1655403120, +2.79, +23.846, +53.39656, +652.000, +531.000, +967.000
1655403240, +2.79, +23.846, +52.06193, +736.000, +590.000, +870.000
1655403360, +2.79, +23.854, +49.44222, +719.000, +604.000, +897.000
1655403480, +2.79, +23.863, +48.43583, +732.000, +604.000, +860.000
1655403600, +2.79, +23.863, +47.33345, +728.000, +608.000, +864.000
1655403720, +2.79, +23.871, +52.33133, +720.000, +604.000, +896.000
1655403840, +2.79, +23.879, +66.26905, +652.000, +528.000, +972.000
1655403960, +2.79, +23.871, +81.77365, +720.000, +608.000, +892.000
1655404080, +2.79, +23.879, +90.35428, +654.000, +529.000, +968.000
1655404200, +2.79, +23.879, +90.55865, +736.000, +604.000, +862.000
1655404320, +2.79, +23.871, +97.04600, +736.000, +600.000, +864.000
1655404440, +2.79, +23.888, +106.47819, +705.000, +591.000, +940.000
1655404560, +2.79, +23.896, +118.30714, +736.000, +600.000, +864.000
1655404680, +2.79, +23.896, +133.32867, +736.000, +592.000, +864.000
1655404800, +2.79, +23.896, +131.52955, +736.000, +593.000, +864.000
1655404920, +2.79, +23.904, +120.87111, +724.000, +608.000, +883.000
1655405040, +2.79, +23.913, +112.81070, +736.000, +591.000, +864.000
1655405160, +2.79, +23.921, +103.58598, +655.000, +531.000, +967.000
1655405280, +2.79, +23.921, +96.42358, +655.000, +531.000, +968.000
1655405400, +2.79, +23.929, +92.55595, +736.000, +596.000, +864.000
1655405520, +2.79, +23.938, +95.89716, +726.000, +604.000, +888.000
1655405640, +2.79, +23.929, +101.66920, +736.000, +593.000, +860.000
1655405760, +2.79, +23.938, +102.78706, +720.000, +604.000, +892.000
1655405880, +2.79, +23.946, +103.22987, +736.000, +582.000, +871.000
1655406000, +2.79, +23.946, +104.24246, +720.000, +603.000, +894.000
1655406120, +2.79, +23.954, +99.41179, +721.000, +608.000, +888.000
1655406240, +2.79, +23.963, +91.13772, +721.000, +608.000, +888.000
1655406360, +2.79, +23.971, +86.74057, +700.000, +583.000, +956.000
1655406480, +2.79, +23.971, +85.83636, +719.000, +601.000, +903.000
1655406600, +2.79, +23.980, +96.04270, +716.000, +600.000, +920.000
1655406720, +2.79, +23.980, +118.14302, +723.000, +604.000, +892.000
1655406840, +2.79, +23.980, +150.96371, +655.000, +534.000, +968.000
1655406960, +2.79, +23.988, +187.40121, +655.000, +534.000, +967.000
1655407080, +2.79, +23.996, +210.51101, +732.000, +604.000, +860.000
1655407200, +2.79, +24.005, +220.37672, +719.000, +603.000, +902.000
1655407320, +2.79, +24.005, +233.79112, +736.000, +568.000, +889.000
1655407440, +2.79, +24.013, +246.50260, +712.000, +596.000, +924.000
1655407560, +2.79, +24.021, +264.45968, +696.000, +575.000, +972.000
1655407680, +2.79, +24.021, +259.93248, +716.000, +604.000, +902.000
1655407800, +2.79, +24.038, +248.91174, +711.000, +592.000, +921.000
1655407920, +2.79, +24.030, +231.40056, +696.000, +577.000, +966.000
1655408040, +2.79, +24.038, +220.13829, +708.000, +590.000, +937.000
1655408160, +2.79, +24.055, +219.48491, +716.000, +598.000, +915.000
1655408280, +2.79, +24.030, +225.21668, +723.000, +604.000, +894.000
1655408400, +2.79, +24.088, +231.92388, +736.000, +579.000, +876.000
1655408520, +2.79, +24.080, +224.03379, +705.000, +590.000, +936.000
1655408640, +2.79, +24.088, +221.09203, +705.000, +590.000, +942.000
1655408760, +2.79, +24.088, +232.95814, +712.000, +598.000, +916.000
