7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1642388760, +3.13, +30.054, +36.69978, +1107.000,  +0.000, +316.000
1642388880, +3.13, +30.038, +32.58752, +1103.000,  +0.000, +320.000
1642389000, +3.13, +30.021, +28.87162, +1104.000, -16.000, +335.000
1642389120, +3.13, +29.989, +24.45279, +1103.000,  +0.000, +320.000
1642389240, +3.13, +29.989, +21.77115, +1104.000, -12.000, +320.000
1642389360, +3.13, +29.981, +19.01209, +1104.000,  +0.000, +316.000
1642389480, +3.13, +29.957, +16.24375, +1104.000,  -8.000, +316.000
1642389600, +3.13, +29.949, +14.06375, +1104.000,  +0.000, +316.000
1642389720, +3.13, +29.916, +11.97666, +1104.000, -16.000, +324.000
1642389840, +3.13, +29.916, +10.34476, +1102.000,  -8.000, +316.000
1642389960, +3.13, +29.908,  +8.25147, +1103.000,  +0.000, +312.000
1642390080, +3.13, +29.884,  +6.73414, +1104.000, -16.000, +326.000
1642390200, +3.13, +29.868,  +5.63176, +1103.000,  -8.000, +320.000
1642390320, +3.13, +29.844,  +4.34977, +1104.000, -16.000, +327.000
1642390440, +3.13, +29.836,  +3.28145, +1103.000, -16.000, +326.000
1642390560, +3.13, +29.811,  +2.53517, +1104.000,  +0.000, +316.000
1642390680, +3.13, +29.795,  +1.85702, +1103.000, -16.000, +324.000
1642390800, +3.14, +29.779,  +1.35537, +1103.000, -16.000, +331.000
1642390920, +3.13, +29.755,  +1.08597, +1103.000, -16.000, +328.000
1642391040, +3.13, +29.738,  +0.70819, +1104.000,  -8.000, +320.000
1642391160, +3.13, +29.738,  +0.46975, +1104.000, -17.000, +331.000
1642391280, +3.13, +29.722,  +0.32112, +1102.000, -16.000, +328.000
1642391400, +3.13, +29.690,  +0.15390, +1103.000, -16.000, +327.000
1642391520, +3.13, +29.682,  +0.06100, +1103.000,  -8.000, +327.000
1642391640, +3.13, +29.666,  +0.15390, +1103.000,  +0.000, +321.000
1642391760, +3.13, +29.641,  +0.00217, +1104.000,  -8.000, +328.000
1642391880, +3.13, +29.625,  +0.04552, +1103.000, -16.000, +326.000
1642392000, +3.13, +29.641,  -0.06905, +1105.000, -16.000, +331.000
1642392120, +3.13, +29.601,  +0.02384, +1107.000, -17.000, +329.000
1642392240, +3.13, +29.601,  -0.07525, +1104.000, -16.000, +326.000
1642392360, +3.13, +29.560,  -0.01022, +1104.000, -16.000, +328.000
1642392480, +3.13, +29.568,  -0.09692, +1104.000,  -8.000, +327.000
1642392600, +3.13, +29.552,  +0.09507, +1104.000,  -8.000, +320.000
1642392720, +3.13, +29.536,  -0.02880, +1102.000,  -8.000, +320.000
1642392840, +3.13, +29.520,  -0.05976, +1103.000, -16.000, +328.000
1642392960, +3.13, +29.511,  -0.11241, +1104.000, -16.000, +327.000
1642393080, +3.13, +29.495,  -0.08763, +1104.000, -16.000, +334.000
1642393200, +3.13, +29.471,  -0.12789, +1104.000, -16.000, +328.000
1642393320, +3.13, +29.455,  +0.03623, +1103.000, -16.000, +328.000
1642393440, +3.13, +29.430,  -0.11550, +1104.000, -16.000, +327.000
1642393560, +3.13, +29.438,  -0.05667, +1103.000, -16.000, +328.000
1642393680, +3.13, +29.430,  -0.07525, +1104.000, -16.000, +343.000
1642393800, +3.13, +29.422,  -0.03189, +1104.000, -18.000, +332.000
1642393920, +3.13, +29.414,  +0.10126, +1104.000, -16.000, +335.000
1642394040, +3.13, +29.382,  +0.00217, +1103.000, -32.000, +350.000
1642394160, +3.13, +29.390,  -0.00403, +1103.000, -28.000, +343.000
1642394280, +3.13, +29.365,  -0.02261, +1104.000, -15.000, +343.000
1642394400, +3.13, +29.365,  -0.18053, +1103.000, -18.000, +332.000
1642394520, +3.13, +29.341,  -0.04428, +1103.000, -16.000, +327.000
1642394640, +3.13, +29.349,  -0.07525, +1103.000, -24.000, +337.000
1642394760, +3.13, +29.333,  +0.05791, +1104.000, -24.000, +348.000
1642394880, +3.13, +29.325,  -0.08454, +1103.000, -16.000, +337.000
1642395000, +3.13, +29.317,  -0.07525, +1102.000, -16.000, +335.000
1642395120, +3.13, +29.308,  +0.02694, +1103.000, -16.000, +327.000
1642395240, +3.13, +29.300,  -0.11550, +1103.000, -24.000, +349.000
1642395360, +3.13, +29.276,  +0.02384, +1103.000, -16.000, +336.000
1642395480, +3.13, +29.284,  +0.03623, +1104.000, -15.000, +331.000
1642395600, +3.13, +29.251,  +0.00836, +1103.000, -16.000, +339.000
1642395720, +3.13, +29.243,  -0.01022, +1103.000, -16.000, +341.000
1642395840, +3.13, +29.227,  +0.00217, +1103.000, -20.000, +348.000
1642395960, +3.13, +29.243,  -0.03189, +1104.000, -16.000, +334.000
1642396080, +3.13, +29.251,  -0.03809, +1102.000, -24.000, +350.000
1642396200, +3.13, +29.243,  +0.02075, +1104.000, -28.000, +351.000
1642396320, +3.13, +29.227,  -0.02880, +1103.000, -20.000, +343.000
1642396440, +3.13, +29.235,  +0.00217, +1103.000, -20.000, +343.000
1642396560, +3.13, +29.227,  +0.02694, +1104.000, -16.000, +339.000
1642396680, +3.13, +29.235,  -0.02570, +1103.000, -25.000, +351.000
1642396800, +3.13, +29.235,  +0.06410, +1102.000, -24.000, +351.000
1642396920, +3.13, +29.227,  +0.05481, +1104.000, -18.000, +335.000
1642397040, +3.13, +29.235,  -0.00712, +1103.000, -25.000, +350.000
1642397160, +3.13, +29.251,  -0.09383, +1104.000, -15.000, +339.000
1642397280, +3.13, +29.235,  -0.02261, +1104.000, -21.000, +349.000
1642397400, +3.13, +29.268,  -0.01951, +1107.000, -16.000, +343.000
1642397520, +3.13, +29.276,  +0.01146, +1104.000, -16.000, +339.000
1642397640, +3.13, +29.284,  +0.03004, +1102.000, -16.000, +347.000
1642397760, +3.13, +29.284,  +0.07029, +1103.000, -16.000, +343.000
1642397880, +3.13, +29.260,  -0.00712, +1102.000, -24.000, +345.000
1642398000, +3.13, +29.284,  -0.01022, +1104.000, -16.000, +337.000
1642398120, +3.13, +29.268,  -0.05667, +1103.000, -16.000, +327.000
1642398240, +3.13, +29.268,  +0.02694, +1103.000, -24.000, +351.000
1642398360, +3.13, +29.284,  -0.02261, +1103.000, -24.000, +347.000
1642398480, +3.13, +29.251,  +0.07339, +1102.000, -16.000, +343.000
1642398600, +3.13, +29.260,  -0.07525, +1103.000, -16.000, +345.000
1642398720, +3.13, +29.243,  -0.02261, +1102.000, -24.000, +348.000
1642398840, +3.13, +29.235,  -0.03499, +1103.000, -16.000, +337.000
1642398960, +3.13, +29.227,  -0.05667, +1103.000, -20.000, +347.000
1642399080, +3.13, +29.211,  +0.01146, +1103.000, -16.000, +339.000
1642399200, +3.13, +29.227,  +0.03313, +1102.000, -24.000, +351.000
1642399320, +3.13, +29.235,  -0.13408, +1100.000, -25.000, +351.000
1642399440, +3.13, +29.211,  -0.02880, +1102.000, -31.000, +350.000
1642399560, +3.13, +29.211,  -0.09383, +1104.000, -17.000, +335.000
1642399680, +3.13, +29.227,  -0.05047, +1103.000, -26.000, +351.000
1642399800, +3.13, +29.219,  -0.20221, +1103.000, -16.000, +335.000
1642399920, +3.13, +29.227,  +0.00836, +1103.000, -16.000, +344.000
1642400040, +3.13, +29.235,  -0.05976, +1104.000, -16.000, +327.000
1642400160, +3.13, +29.235,  +0.12293, +1103.000, -25.000, +350.000
1642400280, +3.13, +29.227,  -0.01641, +1102.000, -24.000, +345.000
1642400400, +3.13, +29.219,  -0.12479, +1102.000, -31.000, +351.000
1642400520, +3.13, +29.227,  -0.08144, +1104.000, -16.000, +342.000
1642400640, +3.13, +29.227,  +0.10435, +1104.000, -29.000, +351.000
1642400760, +3.13, +29.219,  +0.00836, +1103.000, -29.000, +351.000
1642400880, +3.13, +29.203,  -0.06905, +1102.000, -24.000, +348.000
1642401000, +3.13, +29.211,  -0.04738, +1102.000, -32.000, +351.000
1642401120, +3.13, +29.203,  -0.07215, +1104.000, -13.000, +339.000
1642401240, +3.13, +29.219,  -0.01332, +1103.000, -24.000, +347.000
1642401360, +3.13, +29.186,  -0.03189, +1103.000, -25.000, +351.000
1642401480, +3.13, +29.194,  -0.05357, +1102.000, -24.000, +353.000
1642401600, +3.13, +29.219,  -0.02880, +1104.000, -16.000, +340.000
1642401720, +3.13, +29.235,  -0.00093, +1102.000, -24.000, +344.000
1642401840, +3.13, +29.219,  +0.07649, +1103.000, -26.000, +351.000
1642401960, +3.13, +29.243,  +0.00836, +1104.000, -25.000, +348.000
1642402080, +3.13, +29.235,  -0.09383, +1104.000, -28.000, +351.000
1642402200, +3.13, +29.235,  +0.03313, +1102.000, -31.000, +351.000
1642402320, +3.13, +29.243,  -0.01951, +1104.000, -32.000, +351.000
1642402440, +3.13, +29.251,  -0.06905, +1103.000, -31.000, +351.000
1642402560, +3.13, +29.243,  -0.09073, +1100.000, -25.000, +351.000
1642402680, +3.13, +29.235,  -0.04118, +1104.000, -16.000, +335.000
1642402800, +3.13, +29.227,  -0.08454, +1102.000, -16.000, +345.000
1642402920, +3.13, +29.227,  +0.05481, +1102.000, -32.000, +351.000
1642403040, +3.13, +29.211,  -0.01641, +1103.000, -16.000, +331.000
1642403160, +3.13, +29.211,  +0.01455, +1103.000, -25.000, +355.000
1642403280, +3.13, +29.211,  -0.12479, +1102.000, -29.000, +351.000
1642403400, +3.13, +29.211,  -0.05047, +1103.000, -29.000, +351.000
