7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1655739600, +2.78, +25.263,  +6.19533, +336.000, +1159.000, +743.000
1655739720, +2.78, +25.246,  +7.83343, +344.000, +1172.000, +718.000
1655739840, +2.78, +25.238,  +9.59848, +336.000, +1155.000, +748.000
1655739960, +2.78, +25.229, +11.18703, +344.000, +1171.000, +723.000
1655740080, +2.78, +25.246, +13.04807, +348.000, +1180.000, +705.000
1655740200, +2.78, +25.238, +14.77906, +320.000, +1107.000, +768.000
1655740320, +2.78, +25.254, +16.79494, +312.000, +1089.000, +759.000
1655740440, +2.78, +25.229, +18.54761, +348.000, +1180.000, +707.000
1655740560, +2.78, +25.246, +20.20428, +359.000, +1199.000, +664.000
1655740680, +2.78, +25.238, +22.16751, +344.000, +1168.000, +726.000
1655740800, +2.78, +25.229, +24.03475, +345.000, +1177.000, +708.000
1655740920, +2.78, +25.238, +25.86174, +344.000, +1169.000, +726.000
1655741040, +2.78, +25.238, +27.62369, +348.000, +1182.000, +696.000
1655741160, +2.78, +25.246, +29.11315, +348.000, +1177.000, +712.000
1655741280, +2.78, +25.221, +31.03922, +352.000, +1187.000, +688.000
1655741400, +2.78, +25.246, +32.65564, +348.000, +1176.000, +712.000
1655741520, +2.78, +25.229, +33.79518, +372.000, +1183.000, +630.000
1655741640, +2.78, +25.238, +35.66552, +352.000, +1187.000, +688.000
1655741760, +2.78, +25.229, +36.70597, +348.000, +1182.000, +704.000
1655741880, +2.78, +25.246, +38.27284, +352.000, +1187.000, +688.000
1655742000, +2.78, +25.238, +39.30710, +348.000, +1176.000, +711.000
1655742120, +2.78, +25.238, +40.71605, +352.000, +1190.000, +688.000
1655742240, +2.78, +25.238, +41.49948, +358.000, +1196.000, +664.000
1655742360, +2.78, +25.221, +42.84959, +352.000, +1187.000, +688.000
1655742480, +2.78, +25.229, +43.91791, +348.000, +1180.000, +707.000
1655742600, +2.78, +25.238, +45.35783, +348.000, +1180.000, +710.000
1655742720, +2.78, +25.229, +47.53163, +348.000, +1182.000, +705.000
1655742840, +2.78, +25.229, +49.22236, +368.000, +1200.000, +632.000
1655742960, +2.78, +25.229, +52.96613, +348.000, +1180.000, +707.000
1655743080, +2.78, +25.221, +53.66286, +336.000, +1151.000, +752.000
1655743200, +2.78, +25.196, +55.37527, +344.000, +1171.000, +726.000
1655743320, +2.78, +25.229, +55.80879, +352.000, +1188.000, +684.000
1655743440, +2.78, +25.213, +60.72927, +336.000, +1151.000, +752.000
1655743560, +2.78, +25.221, +65.48562, +352.000, +1183.000, +700.000
1655743680, +2.78, +25.204, +62.97739, +352.000, +1187.000, +692.000
1655743800, +2.78, +25.229, +79.26851, +360.000, +1200.000, +647.000
1655743920, +2.78, +25.196, +103.11220, +348.000, +1177.000, +704.000
1655744040, +2.78, +25.213, +114.01837, +342.000, +1166.000, +736.000
1655744160, +2.78, +25.188, +74.40378, +348.000, +1180.000, +704.000
1655744280, +2.78, +25.213, +71.62305, +352.000, +1183.000, +696.000
1655744400, +2.78, +25.221, +70.71884, +348.000, +1177.000, +707.000
1655744520, +2.78, +25.213, +77.35792, +348.000, +1182.000, +704.000
1655744640, +2.78, +25.221, +73.54912, +352.000, +1187.000, +688.000
1655744760, +2.78, +25.213, +76.17812, +352.000, +1184.000, +694.000
1655744880, +2.78, +25.213, +75.80963, +344.000, +1171.000, +723.000
1655745000, +2.78, +25.221, +76.96156, +352.000, +1184.000, +696.000
1655745120, +2.78, +25.229, +77.91221, +334.000, +1151.000, +752.000
1655745240, +2.78, +25.229, +80.71462, +334.000, +1148.000, +752.000
1655745360, +2.78, +25.238, +121.66693, +332.000, +1137.000, +760.000
1655745480, +2.78, +25.246, +114.39925, +348.000, +1177.000, +710.000
