7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1651127460, +2.93, +26.880,  -0.02261, +1112.000, -29.000, +110.000
1651127580, +2.93, +26.863,  -0.04118, +1107.000, -31.000, +111.000
1651127700, +2.93, +26.880,  -0.02880, +1112.000, -29.000, +119.000
1651127820, +2.93, +26.880,  +0.02694, +1112.000, -29.000, +123.000
1651127940, +2.93, +26.880,  -0.04428, +1004.000, -20.000, +240.000
1651128060, +2.93, +26.871,  -0.06596, +1111.000, -31.000, +115.000
1651128180, +2.93, +26.855,  -0.04118, +1004.000, -20.000, +239.000
1651128300, +2.93, +26.855,  -0.00403, +1112.000, -32.000, +111.000
1651128420, +2.93, +26.838,  -0.08144, +1112.000, -31.000, +119.000
1651128540, +2.93, +26.830,  -0.05357, +1006.000, -20.000, +241.000
1651128660, +2.93, +26.797,  -0.08763, +1112.000, -26.000, +119.000
1651128780, +2.93, +26.830,  -0.02880, +1111.000, -34.000, +113.000
1651128900, +2.93, +26.822,  +0.03313, +1112.000, -32.000, +119.000
1651129020, +2.93, +26.814,  +0.07029, +1111.000, -29.000, +123.000
1651129140, +2.93, +26.822,  -0.00712, +1001.000, -17.000, +239.000
1651129260, +2.93, +26.814,  -0.00093, +1108.000, -26.000, +111.000
1651129380, +2.93, +26.822,  -0.04738, +1006.000, -17.000, +240.000
1651129500, +2.93, +26.789,  -0.02570, +1111.000, -29.000, +123.000
1651129620, +2.93, +26.814,  +0.02384, +1001.000, -16.000, +243.000
1651129740, +2.93, +26.805,  -0.05357, +1111.000, -29.000, +111.000
1651129860, +2.93, +26.822,  +0.01455, +1001.000, -18.000, +238.000
1651129980, +2.93, +26.797,  -0.08454, +1004.000, -18.000, +240.000
1651130100, +2.93, +26.822,  -0.10312, +1001.000, -18.000, +240.000
1651130220, +2.93, +26.805,  -0.04738, +1003.000, -17.000, +241.000
1651130340, +2.93, +26.822,  -0.05976, +1004.000, -20.000, +243.000
1651130460, +2.93, +26.797,  -0.08763, +1110.000, -29.000, +111.000
1651130580, +2.93, +26.789,  -0.00712, +1110.000, -20.000, +99.000
1651130700, +2.93, +26.789,  +0.00217, +1111.000, -29.000, +119.000
1651130820, +2.93, +26.805,  -0.07834, +1004.000, -17.000, +238.000
1651130940, +2.93, +26.805,  -0.03809, +1112.000, -26.000, +115.000
1651131060, +2.93, +26.764,  -0.03809, +1004.000, -18.000, +239.000
1651131180, +2.93, +26.780,  +0.00217, +1004.000, -18.000, +240.000
1651131300, +2.93, +26.756,  +0.03933, +1004.000, -18.000, +240.000
1651131420, +2.93, +26.756,  -0.05047, +1001.000, -17.000, +240.000
1651131540, +2.93, +26.772,  +0.00526, +1001.000, -16.000, +240.000
1651131660, +2.93, +26.739,  -0.05047, +1111.000, -33.000, +115.000
1651131780, +2.93, +26.739,  +0.07339, +1006.000, -16.000, +240.000
1651131900, +2.93, +26.747,  +0.07339, +1111.000, -25.000, +119.000
1651132020, +2.93, +26.731,  +0.04552, +1004.000, -17.000, +236.000
1651132140, +2.93, +26.714,  -0.01641, +1004.000, -17.000, +240.000
1651132260, +2.93, +26.723,  +0.00217, +1112.000, -31.000, +115.000
1651132380, +2.93, +26.706,  -0.02261, +1112.000, -29.000, +119.000
1651132500, +2.93, +26.714,  -0.04118, +1000.000, -18.000, +238.000
1651132620, +2.93, +26.714,  -0.02880, +1111.000, -32.000, +111.000
1651132740, +2.93, +26.689,  -0.10621, +1004.000, -17.000, +240.000
1651132860, +2.93, +26.714,  -0.05667, +1113.000, -32.000, +115.000
1651132980, +2.93, +26.689,  +0.00217, +1112.000, -29.000, +119.000
1651133100, +2.93, +26.681,  +0.00217, +1004.000, -17.000, +240.000
1651133220, +2.93, +26.689,  -0.05047, +1106.000, -25.000, +119.000
1651133340, +2.93, +26.681,  +0.05481, +1004.000, -18.000, +240.000
1651133460, +2.93, +26.681,  -0.01641, +1004.000, -20.000, +243.000
1651133580, +2.93, +26.656,  +0.00526, +1004.000, -18.000, +239.000
1651133700, +2.93, +26.656,  -0.02880, +1003.000, -18.000, +238.000
1651133820, +2.93, +26.665,  -0.00712, +1004.000, -18.000, +240.000
1651133940, +2.93, +26.656,  -0.05357, +1001.000, -16.000, +243.000
1651134060, +2.93, +26.632,  -0.08454, +1004.000, -17.000, +240.000
1651134180, +2.93, +26.640,  -0.11241, +1004.000, -20.000, +241.000
1651134300, +2.93, +26.607,  -0.07215, +1004.000, -20.000, +240.000
1651134420, +2.93, +26.615,  -0.04428, +1001.000, -20.000, +238.000
1651134540, +2.93, +26.598,  -0.08763, +1004.000, -20.000, +240.000
1651134660, +2.93, +26.598,  -0.08763, +1003.000, -20.000, +241.000
