7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643325120, +3.05, +30.561, +693.23431, +1052.000, -15.000, +527.000
1643325240, +3.05, +30.561, +851.42327, +1052.000, -12.000, +527.000
1643325360, +3.05, +30.577, +363.61538, +1052.000, -13.000, +528.000
1643325480, +3.05, +30.577, +731.89515, +1048.000, -13.000, +528.000
1643325600, +3.05, +30.577, +239.91307, +1052.000, -10.000, +526.000
1643325720, +3.05, +30.585, +513.39093, +1048.000, -13.000, +531.000
1643325840, +3.05, +30.585, +273.04341, +1048.000, -16.000, +536.000
1643325960, +3.05, +30.593, +202.58685, +1048.000, -13.000, +531.000
1643326080, +3.05, +30.561, +154.62697, +1048.000, -15.000, +532.000
1643326200, +3.05, +30.577, +153.06629, +1052.000, -16.000, +534.000
1643326320, +3.05, +30.601, +171.39497, +1046.000, -13.000, +536.000
1643326440, +3.05, +30.617, +203.62421, +1048.000, -10.000, +531.000
1643326560, +3.05, +30.617, +732.15217, +1048.000, -15.000, +534.000
1643326680, +3.05, +30.633, +174.94365, +1048.000, -13.000, +536.000
1643326800, +3.05, +30.633, +168.82480, +1048.000, -10.000, +528.000
1643326920, +3.05, +30.617, +192.15136, +1048.000, -10.000, +528.000
1643327040, +3.05, +30.617, +199.24564, +1048.000, -16.000, +536.000
1643327160, +3.05, +30.601, +168.43463, +1052.000, -16.000, +528.000
1643327280, +3.05, +30.609, +177.21964, +1049.000, -12.000, +531.000
1643327400, +3.05, +30.585, +126.83203, +1048.000, -16.000, +536.000
1643327520, +3.05, +30.569, +136.99812, +1048.000, -16.000, +536.000
1643327640, +3.05, +30.545, +192.72733, +1052.000, -13.000, +528.000
1643327760, +3.05, +30.553, +239.74276, +1048.000, -12.000, +529.000
1643327880, +3.05, +30.529, +789.74862, +1048.000, -16.000, +536.000
1643328000, +3.05, +30.513, +789.44515, +1048.000, -16.000, +534.000
1643328120, +3.05, +30.529, +206.73937, +1049.000, -16.000, +534.000
1643328240, +3.05, +30.505, +645.71723, +1048.000, -16.000, +531.000
1643328360, +3.05, +30.497, +356.41583, +1048.000, -12.000, +531.000
1643328480, +3.05, +30.472, +245.59839, +1052.000, -32.000, +532.000
1643328600, +3.05, +30.456, +260.74688, +1048.000, -32.000, +532.000
1643328720, +3.05, +30.472, +165.11200, +1048.000, -29.000, +536.000
1643328840, +3.05, +30.456, +162.73692, +1048.000, -31.000, +528.000
1643328960, +3.05, +30.424, +160.58479, +1048.000, -32.000, +536.000
1643329080, +3.05, +30.408, +161.14527, +1052.000, -32.000, +536.000
1643329200, +3.05, +30.400, +179.66594, +1052.000, -36.000, +536.000
1643329320, +3.05, +30.384, +539.48584, +1048.000, -25.000, +528.000
1643329440, +3.05, +30.352, +121.59261, +1049.000, -32.000, +534.000
1643329560, +3.05, +30.352, +113.66846, +1052.000, -32.000, +536.000
1643329680, +3.05, +30.344, +150.59521, +1051.000, -32.000, +536.000
1643329800, +3.05, +30.336, +162.76479, +1052.000, -36.000, +536.000
1643329920, +3.05, +30.320, +160.17295, +1048.000, -32.000, +534.000
1643330040, +3.05, +30.304, +145.52920, +1052.000, -32.000, +536.000
1643330160, +3.05, +30.304, +126.78249, +1049.000, -32.000, +536.000
1643330280, +3.05, +30.288, +178.66265, +1055.000, -64.000, +515.000
1643330400, +3.05, +30.271, +187.88427, +1056.000, -64.000, +518.000
1643330520, +3.05, +30.239, +183.02264, +1043.000, -13.000, +553.000
1643330640, +3.05, +30.207, +182.62318, +1044.000, -16.000, +558.000
1643330760, +3.05, +30.183, +167.38489, +1043.000, -16.000, +558.000
1643330880, +3.05, +30.191, +163.32217, +1043.000, -16.000, +556.000
1643331000, +3.05, +30.167, +138.60524, +1043.000, -24.000, +560.000
1643331120, +3.05, +30.151, +142.17251, +1043.000, -16.000, +556.000
1643331240, +3.05, +30.134, +118.66944, +1043.000, -24.000, +556.000
1643331360, +3.05, +30.110, +118.61060, +1043.000, -24.000, +560.000
1643331480, +3.05, +30.102, +81.85106, +1043.000, -16.000, +552.000
1643331600, +3.05, +30.094, +92.38564, +1044.000, -24.000, +556.000
1643331720, +3.05, +30.094, +73.05986, +1044.000,  -8.000, +551.000
1643331840, +3.05, +30.070, +70.18933, +1046.000,  -8.000, +556.000
1643331960, +3.05, +30.070, +57.72558, +1046.000,  +2.000, +551.000
1643332080, +3.05, +30.054, +62.52528, +1046.000, -64.000, +550.000
1643332200, +3.05, +30.046, +68.87638, +1046.000, -74.000, +556.000
1643332320, +3.05, +30.038, +89.01036, +1047.000, -72.000, +552.000
1643332440, +3.05, +29.997, +47.64310, +1046.000, -76.000, +556.000
1643332560, +3.05, +29.949, +91.97070, +1046.000, -72.000, +560.000
1643332680, +3.05, +29.973, +86.23892, +1046.000, -72.000, +551.000
1643332800, +3.05, +29.949, +91.74465, +1048.000, -68.000, +550.000
1643332920, +3.05, +29.916, +75.90252, +1044.000, -79.000, +560.000
1643333040, +3.05, +29.900, +76.44133, +1043.000, -74.000, +560.000
1643333160, +3.05, +29.884, +61.86571, +1048.000, -72.000, +550.000
1643333280, +3.05, +29.852, +56.63868, +1044.000, -94.000, +575.000
