7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1621930080, +3.12, +28.452,  -0.00403, +1056.000, +60.000, +275.000
1621930140, +3.12, +28.427,  +0.00836, +1004.000, +44.000, +304.000
1621930200, +3.12, +28.452,  +0.01765, +1070.000, +68.000, +248.000
1621930260, +3.12, +28.443,  -0.11241, +1004.000, +44.000, +304.000
1621930320, +3.12, +28.443,  +0.04552, +1004.000, +44.000, +304.000
1621930380, +3.12, +28.443,  +0.04242, +1004.000, +46.000, +304.000
1621930440, +3.12, +28.443,  -0.05976, +1006.000, +40.000, +307.000
1621930500, +3.12, +28.452,  +0.08887, +1112.000, +36.000, +183.000
1621930560, +3.12, +28.427,  +0.02384, +1070.000, +67.000, +248.000
1621930620, +3.12, +28.443,  +0.06410, +1008.000, +44.000, +310.000
1621930680, +3.12, +28.435,  +0.08268, +1004.000, +48.000, +304.000
1621930740, +3.12, +28.427,  -0.14647, +1006.000, +44.000, +304.000
1621930800, +3.12, +28.427,  +0.04242, +1003.000, +46.000, +304.000
1621930860, +3.12, +28.427,  -0.07834, +1008.000, +44.000, +307.000
1621930920, +3.12, +28.435,  -0.04738, +1004.000, +44.000, +304.000
1621930980, +3.12, +28.435,  +0.06720, +1112.000, +39.000, +185.000
1621931040, +3.12, +28.427,  -0.14028, +1008.000, +44.000, +310.000
1621931100, +3.12, +28.419,  -0.05047, +1004.000, +46.000, +307.000
1621931160, +3.12, +28.435,  -0.06905, +1004.000, +47.000, +307.000
1621931220, +3.12, +28.419,  -0.14647, +1063.000, +65.000, +264.000
1621931280, +3.12, +28.427,  -0.08454, +1006.000, +47.000, +304.000
1621931340, +3.12, +28.435,  -0.03189, +1006.000, +44.000, +304.000
1621931400, +3.12, +28.419,  -0.11550, +1006.000, +46.000, +304.000
1621931460, +3.12, +28.427,  +0.08268, +1112.000, +80.000, +134.000
1621931520, +3.12, +28.427,  -0.13408, +1068.000, +64.000, +260.000
1621931580, +3.12, +28.427,  -0.10002, +1048.000, +56.000, +288.000
1621931640, +3.12, +28.427,  -0.01332, +1004.000, +47.000, +304.000
