"Plot Title: CT_738_052421"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494738, SEN S/N: 20494738, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494738, SEN S/N: 20494738, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494738)","Salinity, ppt (LGR S/N: 20494738)"
1,05/24/21 06:30:00 AM,0.0,24.16,0.0,0.0123
2,05/24/21 06:30:30 AM,0.0,24.16,0.0,0.0123
3,05/24/21 06:31:00 AM,0.0,24.16,0.0,0.0123
4,05/24/21 06:31:30 AM,0.0,24.16,0.0,0.0123
5,05/24/21 06:32:00 AM,0.0,24.16,0.0,0.0123
6,05/24/21 06:32:30 AM,0.0,24.15,0.0,0.0123
7,05/24/21 06:33:00 AM,0.0,24.15,0.0,0.0123
8,05/24/21 06:33:30 AM,0.0,24.15,0.0,0.0123
9,05/24/21 06:34:00 AM,0.0,24.15,0.0,0.0123
10,05/24/21 06:34:30 AM,0.0,24.14,0.0,0.0123
11,05/24/21 06:35:00 AM,0.0,24.15,0.0,0.0123
12,05/24/21 06:35:30 AM,0.0,24.14,0.0,0.0123
13,05/24/21 06:36:00 AM,0.0,24.13,0.0,0.0123
14,05/24/21 06:36:30 AM,0.0,24.13,0.0,0.0123
15,05/24/21 06:37:00 AM,0.0,24.13,0.0,0.0123
16,05/24/21 06:37:30 AM,0.0,24.13,0.0,0.0123
17,05/24/21 06:38:00 AM,0.0,24.11,0.0,0.0123
18,05/24/21 06:38:30 AM,0.0,24.11,0.0,0.0123
19,05/24/21 06:39:00 AM,0.0,24.11,0.0,0.0123
20,05/24/21 06:39:30 AM,0.0,24.11,0.0,0.0123
21,05/24/21 06:40:00 AM,0.0,24.10,0.0,0.0123
22,05/24/21 06:40:30 AM,0.0,24.10,0.0,0.0123
23,05/24/21 06:41:00 AM,0.0,24.10,0.0,0.0123
24,05/24/21 06:41:30 AM,0.0,24.09,0.0,0.0123
25,05/24/21 06:42:00 AM,0.0,24.09,0.0,0.0123
26,05/24/21 06:42:30 AM,0.0,24.09,0.0,0.0123
27,05/24/21 06:43:00 AM,0.0,24.09,0.0,0.0123
28,05/24/21 06:43:30 AM,0.0,24.08,0.0,0.0123
29,05/24/21 06:44:00 AM,0.0,24.08,0.0,0.0123
30,05/24/21 06:44:30 AM,0.0,24.08,0.0,0.0123
31,05/24/21 06:45:00 AM,0.0,24.08,0.0,0.0123
32,05/24/21 06:45:30 AM,0.0,24.07,0.0,0.0123
33,05/24/21 06:46:00 AM,0.0,24.07,0.0,0.0123
34,05/24/21 06:46:30 AM,0.0,24.07,0.0,0.0123
35,05/24/21 06:47:00 AM,0.0,24.07,0.0,0.0123
36,05/24/21 06:47:30 AM,0.0,24.06,0.0,0.0123
37,05/24/21 06:48:00 AM,0.0,24.06,0.0,0.0123
38,05/24/21 06:48:30 AM,0.0,24.06,0.0,0.0123
39,05/24/21 06:49:00 AM,0.0,24.05,0.0,0.0123
40,05/24/21 06:49:30 AM,0.0,24.05,0.0,0.0123
41,05/24/21 06:50:00 AM,0.0,24.05,0.0,0.0123
42,05/24/21 06:50:30 AM,0.0,24.05,0.0,0.0123
43,05/24/21 06:51:00 AM,0.0,24.04,0.0,0.0123
44,05/24/21 06:51:30 AM,0.0,24.04,0.0,0.0123
45,05/24/21 06:52:00 AM,0.0,24.04,0.0,0.0123
46,05/24/21 06:52:30 AM,0.0,24.04,0.0,0.0123
47,05/24/21 06:53:00 AM,0.0,24.04,0.0,0.0123
48,05/24/21 06:53:30 AM,0.0,24.04,0.0,0.0123
49,05/24/21 06:54:00 AM,0.0,24.02,0.0,0.0123
50,05/24/21 06:54:30 AM,0.0,24.02,0.0,0.0123
51,05/24/21 06:55:00 AM,0.0,24.02,0.0,0.0123
52,05/24/21 06:55:30 AM,0.0,24.02,0.0,0.0123
53,05/24/21 06:56:00 AM,0.0,24.02,0.0,0.0123
54,05/24/21 06:56:30 AM,0.0,24.01,0.0,0.0123
55,05/24/21 06:57:00 AM,0.0,24.01,0.0,0.0123
56,05/24/21 06:57:30 AM,0.0,24.01,0.0,0.0123
57,05/24/21 06:58:00 AM,0.0,24.01,0.0,0.0123
58,05/24/21 06:58:30 AM,0.0,24.01,0.0,0.0123
59,05/24/21 06:59:00 AM,0.0,24.00,0.0,0.0123
60,05/24/21 06:59:30 AM,0.0,24.00,0.0,0.0123
61,05/24/21 07:00:00 AM,0.0,24.00,0.0,0.0123
62,05/24/21 07:00:30 AM,0.0,24.00,0.0,0.0123
63,05/24/21 07:01:00 AM,0.0,24.00,0.0,0.0123
64,05/24/21 07:01:30 AM,0.0,24.00,0.0,0.0123
65,05/24/21 07:02:00 AM,0.0,24.00,0.0,0.0123
66,05/24/21 07:02:30 AM,0.0,23.99,0.0,0.0123
67,05/24/21 07:03:00 AM,0.0,23.99,0.0,0.0123
68,05/24/21 07:03:30 AM,0.0,23.99,0.0,0.0123
69,05/24/21 07:04:00 AM,0.0,23.99,0.0,0.0123
70,05/24/21 07:04:30 AM,0.0,23.99,0.0,0.0123
71,05/24/21 07:05:00 AM,0.0,23.98,0.0,0.0123
72,05/24/21 07:05:30 AM,0.0,23.98,0.0,0.0123
73,05/24/21 07:06:00 AM,0.0,23.98,0.0,0.0123
74,05/24/21 07:06:30 AM,0.0,23.98,0.0,0.0123
75,05/24/21 07:07:00 AM,0.0,23.98,0.0,0.0123
76,05/24/21 07:07:30 AM,0.0,23.98,0.0,0.0123
77,05/24/21 07:08:00 AM,0.0,23.98,0.0,0.0123
78,05/24/21 07:08:30 AM,0.0,23.98,0.0,0.0123
79,05/24/21 07:09:00 AM,0.0,23.98,0.0,0.0123
80,05/24/21 07:09:30 AM,0.0,23.98,0.0,0.0123
81,05/24/21 07:10:00 AM,0.0,23.98,0.0,0.0123
82,05/24/21 07:10:30 AM,0.0,23.97,0.0,0.0123
83,05/24/21 07:11:00 AM,0.0,23.98,0.0,0.0123
84,05/24/21 07:11:30 AM,0.0,23.98,0.0,0.0123
85,05/24/21 07:12:00 AM,0.0,23.98,0.0,0.0123
86,05/24/21 07:12:30 AM,0.0,23.98,0.0,0.0123
87,05/24/21 07:13:00 AM,0.0,23.98,0.0,0.0123
88,05/24/21 07:13:30 AM,0.0,23.98,0.0,0.0123
89,05/24/21 07:14:00 AM,0.0,23.98,0.0,0.0123
90,05/24/21 07:14:30 AM,0.0,23.98,0.0,0.0123
91,05/24/21 07:15:00 AM,0.0,23.98,0.0,0.0123
92,05/24/21 07:15:30 AM,0.0,23.98,0.0,0.0123
93,05/24/21 07:16:00 AM,0.0,23.98,0.0,0.0123
94,05/24/21 07:16:30 AM,0.0,23.98,0.0,0.0123
95,05/24/21 07:17:00 AM,0.0,23.98,0.0,0.0123
96,05/24/21 07:17:30 AM,0.0,23.98,0.0,0.0123
97,05/24/21 07:18:00 AM,0.0,23.99,0.0,0.0123
98,05/24/21 07:18:30 AM,0.0,23.98,0.0,0.0123
99,05/24/21 07:19:00 AM,0.0,23.99,0.0,0.0123
100,05/24/21 07:19:30 AM,0.0,23.99,0.0,0.0123
101,05/24/21 07:20:00 AM,0.0,24.00,0.0,0.0123
102,05/24/21 07:20:30 AM,0.0,24.00,0.0,0.0123
103,05/24/21 07:21:00 AM,0.0,24.00,0.0,0.0123
104,05/24/21 07:21:30 AM,0.0,24.00,0.0,0.0123
105,05/24/21 07:22:00 AM,0.0,24.00,0.0,0.0123
106,05/24/21 07:22:30 AM,0.0,24.00,0.0,0.0123
107,05/24/21 07:23:00 AM,0.0,24.00,0.0,0.0123
108,05/24/21 07:23:30 AM,0.0,24.00,0.0,0.0123
109,05/24/21 07:24:00 AM,0.0,24.01,0.0,0.0123
110,05/24/21 07:24:30 AM,0.0,24.01,0.0,0.0123
111,05/24/21 07:25:00 AM,0.0,24.01,0.0,0.0123
112,05/24/21 07:25:30 AM,0.0,24.02,0.0,0.0123
113,05/24/21 07:26:00 AM,0.0,24.02,0.0,0.0123
114,05/24/21 07:26:30 AM,0.0,24.02,0.0,0.0123
115,05/24/21 07:27:00 AM,0.0,24.02,0.0,0.0123
116,05/24/21 07:27:30 AM,0.0,24.02,0.0,0.0123
117,05/24/21 07:28:00 AM,0.0,24.04,0.0,0.0123
118,05/24/21 07:28:30 AM,0.0,24.04,0.0,0.0123
119,05/24/21 07:29:00 AM,0.0,24.04,0.0,0.0123
120,05/24/21 07:29:30 AM,0.0,24.04,0.0,0.0123
121,05/24/21 07:30:00 AM,0.0,24.05,0.0,0.0123
122,05/24/21 07:30:30 AM,0.0,24.04,0.0,0.0123
123,05/24/21 07:31:00 AM,0.0,24.05,0.0,0.0123
124,05/24/21 07:31:30 AM,0.0,24.05,0.0,0.0123
125,05/24/21 07:32:00 AM,0.0,24.05,0.0,0.0123
126,05/24/21 07:32:30 AM,0.0,24.05,0.0,0.0123
127,05/24/21 07:33:00 AM,0.0,24.05,0.0,0.0123
128,05/24/21 07:33:30 AM,0.0,24.06,0.0,0.0123
129,05/24/21 07:34:00 AM,0.0,24.06,0.0,0.0123
130,05/24/21 07:34:30 AM,0.0,24.06,0.0,0.0123
131,05/24/21 07:35:00 AM,0.0,24.09,0.0,0.0123
132,05/24/21 07:35:30 AM,0.0,24.10,0.0,0.0123
133,05/24/21 07:36:00 AM,0.0,24.11,0.0,0.0123
134,05/24/21 07:36:30 AM,0.0,24.13,0.0,0.0123
135,05/24/21 07:37:00 AM,0.0,24.13,0.0,0.0123
136,05/24/21 07:37:30 AM,0.0,24.14,0.0,0.0123
137,05/24/21 07:38:00 AM,41379.8,27.45,56142.3,37.2958
138,05/24/21 07:38:30 AM,40870.4,27.47,55429.2,36.7617
139,05/24/21 07:39:00 AM,41107.3,27.66,55548.7,36.8511
140,05/24/21 07:39:30 AM,41157.2,27.67,55605.6,36.8937
141,05/24/21 07:40:00 AM,41140.5,27.74,55508.8,36.8213
142,05/24/21 07:40:30 AM,41129.5,27.75,55483.3,36.8022
143,05/24/21 07:41:00 AM,41007.9,27.78,55287.5,36.6557
144,05/24/21 07:41:30 AM,41090.7,27.82,55357.0,36.7077
145,05/24/21 07:42:00 AM,40958.3,27.83,55167.9,36.5664
146,05/24/21 07:42:30 AM,41035.5,27.80,55303.6,36.6678
147,05/24/21 07:43:00 AM,41002.4,27.82,55237.9,36.6187
148,05/24/21 07:43:30 AM,40991.4,27.86,55181.0,36.5761
149,05/24/21 07:44:00 AM,40947.3,27.86,55121.6,36.5317
150,05/24/21 07:44:30 AM,40936.3,27.84,55127.8,36.5363
151,05/24/21 07:45:00 AM,40952.8,27.86,55129.0,36.5373
152,05/24/21 07:45:30 AM,40947.3,27.86,55121.6,36.5317
153,05/24/21 07:46:00 AM,40963.8,27.84,55164.8,36.5640
154,05/24/21 07:46:30 AM,40810.1,27.86,54936.7,36.3936
155,05/24/21 07:47:00 AM,40886.9,27.83,55071.6,36.4944
156,05/24/21 07:47:30 AM,40859.5,27.82,55045.2,36.4746
157,05/24/21 07:48:00 AM,40892.4,27.84,55068.6,36.4921
158,05/24/21 07:48:30 AM,40870.4,27.85,55028.4,36.4621
159,05/24/21 07:49:00 AM,40892.4,27.85,55058.1,36.4843
160,05/24/21 07:49:30 AM,40908.8,27.83,55101.2,36.5165
161,05/24/21 07:50:00 AM,40848.5,27.82,55030.3,36.4635
162,05/24/21 07:50:30 AM,40848.5,27.82,55030.3,36.4635
163,05/24/21 07:51:00 AM,40815.6,27.80,55006.9,36.4461
