"Plot Title: CT_740_052421"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494740)","Salinity, ppt (LGR S/N: 20494740)"
1,05/23/21 10:29:30 PM,0.0,24.02,0.0,0.0123
2,05/23/21 10:30:00 PM,0.0,24.05,0.0,0.0123
3,05/23/21 10:30:30 PM,0.0,24.12,0.0,0.0123
4,05/23/21 10:31:00 PM,0.0,24.18,0.0,0.0123
5,05/23/21 10:31:30 PM,0.0,24.26,0.0,0.0123
6,05/23/21 10:32:00 PM,0.0,24.31,0.0,0.0123
7,05/23/21 10:32:30 PM,0.0,24.31,0.0,0.0123
8,05/23/21 10:33:00 PM,0.0,24.37,0.0,0.0123
9,05/23/21 10:33:30 PM,0.0,24.36,0.0,0.0123
10,05/23/21 10:34:00 PM,0.0,24.41,0.0,0.0123
11,05/23/21 10:34:30 PM,0.0,24.48,0.0,0.0123
12,05/23/21 10:35:00 PM,0.0,24.54,0.0,0.0123
13,05/23/21 10:35:30 PM,0.0,24.56,0.0,0.0123
14,05/23/21 10:36:00 PM,0.0,24.62,0.0,0.0123
15,05/23/21 10:36:30 PM,0.0,24.65,0.0,0.0123
16,05/23/21 10:37:00 PM,0.0,24.69,0.0,0.0123
17,05/23/21 10:37:30 PM,0.0,24.72,0.0,0.0123
18,05/23/21 10:38:00 PM,0.0,24.73,0.0,0.0123
19,05/23/21 10:38:30 PM,0.0,24.75,0.0,0.0123
20,05/23/21 10:39:00 PM,0.0,24.78,0.0,0.0123
21,05/23/21 10:39:30 PM,0.0,24.80,0.0,0.0123
22,05/23/21 10:40:00 PM,0.0,24.80,0.0,0.0123
23,05/23/21 10:40:30 PM,0.0,24.81,0.0,0.0123
24,05/23/21 10:41:00 PM,0.0,24.81,0.0,0.0123
25,05/23/21 10:41:30 PM,0.0,24.82,0.0,0.0123
26,05/23/21 10:42:00 PM,0.0,24.83,0.0,0.0123
27,05/23/21 10:42:30 PM,0.0,24.83,0.0,0.0123
28,05/23/21 10:43:00 PM,0.0,24.83,0.0,0.0123
29,05/23/21 10:43:30 PM,0.0,24.83,0.0,0.0123
30,05/23/21 10:44:00 PM,0.0,24.82,0.0,0.0123
31,05/23/21 10:44:30 PM,0.0,24.82,0.0,0.0123
32,05/23/21 10:45:00 PM,0.0,24.79,0.0,0.0123
33,05/23/21 10:45:30 PM,0.0,24.78,0.0,0.0123
34,05/23/21 10:46:00 PM,0.0,24.75,0.0,0.0123
35,05/23/21 10:46:30 PM,0.0,24.72,0.0,0.0123
36,05/23/21 10:47:00 PM,0.0,24.73,0.0,0.0123
37,05/23/21 10:47:30 PM,0.0,24.73,0.0,0.0123
38,05/23/21 10:48:00 PM,0.0,24.72,0.0,0.0123
39,05/23/21 10:48:30 PM,0.0,24.70,0.0,0.0123
40,05/23/21 10:49:00 PM,0.0,24.70,0.0,0.0123
41,05/23/21 10:49:30 PM,0.0,24.67,0.0,0.0123
42,05/23/21 10:50:00 PM,0.0,24.66,0.0,0.0123
43,05/23/21 10:50:30 PM,0.0,24.64,0.0,0.0123
44,05/23/21 10:51:00 PM,0.0,24.62,0.0,0.0123
45,05/23/21 10:51:30 PM,0.0,24.58,0.0,0.0123
46,05/23/21 10:52:00 PM,0.0,24.56,0.0,0.0123
47,05/23/21 10:52:30 PM,0.0,24.54,0.0,0.0123
48,05/23/21 10:53:00 PM,0.0,24.52,0.0,0.0123
49,05/23/21 10:53:30 PM,0.0,24.48,0.0,0.0123
50,05/23/21 10:54:00 PM,0.0,24.46,0.0,0.0123
51,05/23/21 10:54:30 PM,0.0,24.43,0.0,0.0123
52,05/23/21 10:55:00 PM,0.0,24.40,0.0,0.0123
53,05/23/21 10:55:30 PM,0.0,24.37,0.0,0.0123
54,05/23/21 10:56:00 PM,0.0,24.35,0.0,0.0123
55,05/23/21 10:56:30 PM,0.0,24.32,0.0,0.0123
56,05/23/21 10:57:00 PM,0.0,24.29,0.0,0.0123
57,05/23/21 10:57:30 PM,0.0,24.27,0.0,0.0123
58,05/23/21 10:58:00 PM,0.0,24.22,0.0,0.0123
59,05/23/21 10:58:30 PM,0.0,24.20,0.0,0.0123
60,05/23/21 10:59:00 PM,0.0,24.18,0.0,0.0123
61,05/23/21 10:59:30 PM,0.0,24.15,0.0,0.0123
62,05/23/21 11:00:00 PM,0.0,24.13,0.0,0.0123
63,05/23/21 11:00:30 PM,0.0,24.11,0.0,0.0123
64,05/23/21 11:01:00 PM,0.0,24.09,0.0,0.0123
65,05/23/21 11:01:30 PM,0.0,24.06,0.0,0.0123
66,05/23/21 11:02:00 PM,0.0,24.05,0.0,0.0123
67,05/23/21 11:02:30 PM,0.0,24.03,0.0,0.0123
68,05/23/21 11:03:00 PM,0.0,24.01,0.0,0.0123
69,05/23/21 11:03:30 PM,0.0,23.97,0.0,0.0123
70,05/23/21 11:04:00 PM,0.0,23.95,0.0,0.0123
71,05/23/21 11:04:30 PM,0.0,23.94,0.0,0.0123
72,05/23/21 11:05:00 PM,0.0,23.92,0.0,0.0123
73,05/23/21 11:05:30 PM,0.0,23.90,0.0,0.0123
74,05/23/21 11:06:00 PM,0.0,23.88,0.0,0.0123
75,05/23/21 11:06:30 PM,0.0,23.86,0.0,0.0123
76,05/23/21 11:07:00 PM,0.0,23.85,0.0,0.0123
77,05/23/21 11:07:30 PM,0.0,23.83,0.0,0.0123
78,05/23/21 11:08:00 PM,0.0,23.82,0.0,0.0123
79,05/23/21 11:08:30 PM,0.0,23.80,0.0,0.0123
80,05/23/21 11:09:00 PM,0.0,23.79,0.0,0.0123
81,05/23/21 11:09:30 PM,0.0,23.76,0.0,0.0123
82,05/23/21 11:10:00 PM,0.0,23.74,0.0,0.0123
83,05/23/21 11:10:30 PM,0.0,23.71,0.0,0.0123
84,05/23/21 11:11:00 PM,0.0,23.69,0.0,0.0123
85,05/23/21 11:11:30 PM,0.0,23.68,0.0,0.0123
86,05/23/21 11:12:00 PM,0.0,23.66,0.0,0.0123
87,05/23/21 11:12:30 PM,0.0,23.65,0.0,0.0123
88,05/23/21 11:13:00 PM,0.0,23.64,0.0,0.0123
89,05/23/21 11:13:30 PM,0.0,23.62,0.0,0.0123
90,05/23/21 11:14:00 PM,0.0,23.61,0.0,0.0123
91,05/23/21 11:14:30 PM,0.0,23.59,0.0,0.0123
92,05/23/21 11:15:00 PM,0.0,23.57,0.0,0.0123
93,05/23/21 11:15:30 PM,0.0,23.55,0.0,0.0123
94,05/23/21 11:16:00 PM,0.0,23.53,0.0,0.0123
95,05/23/21 11:16:30 PM,0.0,23.51,0.0,0.0123
96,05/23/21 11:17:00 PM,0.0,23.50,0.0,0.0123
97,05/23/21 11:17:30 PM,0.0,23.49,0.0,0.0123
98,05/23/21 11:18:00 PM,0.0,23.48,0.0,0.0123
99,05/23/21 11:18:30 PM,0.0,23.47,0.0,0.0123
100,05/23/21 11:19:00 PM,0.0,23.45,0.0,0.0123
101,05/23/21 11:19:30 PM,0.0,23.45,0.0,0.0123
102,05/23/21 11:20:00 PM,0.0,23.47,0.0,0.0123
103,05/23/21 11:20:30 PM,0.0,23.45,0.0,0.0123
104,05/23/21 11:21:00 PM,0.0,23.45,0.0,0.0123
105,05/23/21 11:21:30 PM,0.0,23.45,0.0,0.0123
106,05/23/21 11:22:00 PM,0.0,23.45,0.0,0.0123
107,05/23/21 11:22:30 PM,0.0,23.44,0.0,0.0123
108,05/23/21 11:23:00 PM,0.0,23.44,0.0,0.0123
109,05/23/21 11:23:30 PM,0.0,23.43,0.0,0.0123
110,05/23/21 11:24:00 PM,0.0,23.42,0.0,0.0123
111,05/23/21 11:24:30 PM,0.0,23.42,0.0,0.0123
112,05/23/21 11:25:00 PM,0.0,23.42,0.0,0.0123
113,05/23/21 11:25:30 PM,0.0,23.41,0.0,0.0123
114,05/23/21 11:26:00 PM,0.0,23.41,0.0,0.0123
115,05/23/21 11:26:30 PM,0.0,23.41,0.0,0.0123
116,05/23/21 11:27:00 PM,0.0,23.40,0.0,0.0123
117,05/23/21 11:27:30 PM,0.0,23.40,0.0,0.0123
118,05/23/21 11:28:00 PM,0.0,23.40,0.0,0.0123
119,05/23/21 11:28:30 PM,0.0,23.39,0.0,0.0123
120,05/23/21 11:29:00 PM,0.0,23.39,0.0,0.0123
121,05/23/21 11:29:30 PM,0.0,23.39,0.0,0.0123
122,05/23/21 11:30:00 PM,0.0,23.39,0.0,0.0123
123,05/23/21 11:30:30 PM,0.0,23.39,0.0,0.0123
124,05/23/21 11:31:00 PM,0.0,23.38,0.0,0.0123
125,05/23/21 11:31:30 PM,0.0,23.38,0.0,0.0123
