Plot Title: CT_355_Varari,,,
#,"Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739355, SEN S/N: 20739355)","Temp, °C (LGR S/N: 20739355, SEN S/N: 20739355)"
1,8/2/21 08:20,0,24.29
2,8/2/21 08:40,0,24.36
3,8/2/21 09:00,0,24.53
4,8/2/21 09:20,0,24.62
5,8/2/21 09:40,35745.8,24.4
6,8/2/21 10:00,1521.6,24.12
7,8/2/21 10:20,82.8,23.61
8,8/2/21 10:40,0,23.55
9,8/2/21 11:00,39308.4,27.88
10,8/2/21 11:20,39326.1,27.95
11,8/2/21 11:40,39406.1,28.08
12,8/2/21 12:00,39432.8,28.08
13,8/2/21 12:20,39361.6,28.13
14,8/2/21 12:40,39352.7,28.09
15,8/2/21 13:00,39330.5,28.1
16,8/2/21 13:20,39303.9,28.05
17,8/2/21 13:40,39197.8,28
18,8/2/21 14:00,39136.2,28.03
19,8/2/21 14:20,39105.5,28.05
20,8/2/21 14:40,39009.1,28
21,8/2/21 15:00,39000.4,28.06
22,8/2/21 15:20,4841.1,26.08
23,8/2/21 15:40,1514.4,25.4
24,8/2/21 16:00,1305.8,24.27
25,8/2/21 16:20,1489.1,23.66
26,8/2/21 16:40,1316.1,22.85
27,8/2/21 17:00,1342.8,22.84
28,8/2/21 17:20,1377.7,23.04
29,8/2/21 17:40,0,23.2
30,8/2/21 18:00,0,22.04
31,8/2/21 18:20,0,21.31
32,8/2/21 18:40,0,21.22
33,8/2/21 19:00,0,21.6
34,8/2/21 19:20,0,21.9
35,8/2/21 19:40,0,22.15
36,8/2/21 20:00,138.4,22.5
37,8/2/21 20:20,0,22.83
38,8/2/21 20:40,0,22.04
39,8/2/21 21:00,0,20.93
40,8/2/21 21:20,0,21.48
41,8/2/21 21:40,0,22.1
42,8/2/21 22:00,0,22.46
43,8/2/21 22:20,0,22.68
44,8/2/21 22:40,0,22.82
45,8/2/21 23:00,0,22.88
46,8/2/21 23:20,0,22.9
47,8/2/21 23:40,0,22.9
48,8/3/21 00:00,0,22.84
49,8/3/21 00:20,0,22.75
50,8/3/21 00:40,0,22.22
51,8/3/21 01:00,0,21.76
52,8/3/21 01:20,0,21.39
53,8/3/21 01:40,0,21.43
54,8/3/21 02:00,0,21.77
55,8/3/21 02:20,0,22.05
56,8/3/21 02:40,0,22.17
57,8/3/21 03:00,0,22.23
58,8/3/21 03:20,0,22.32
59,8/3/21 03:40,0,22.4
60,8/3/21 04:00,0,22.46
61,8/3/21 04:20,0,22.5
62,8/3/21 04:40,0,22.5
63,8/3/21 05:00,0,22.5
64,8/3/21 05:20,0,22.54
65,8/3/21 05:40,0,22.57
66,8/3/21 06:00,0,22.61
67,8/3/21 06:20,0,22.61
68,8/3/21 06:40,0,22.34
69,8/3/21 07:00,0,23.62
70,8/3/21 07:20,0,24.54
71,8/3/21 07:40,0,24.75
72,8/3/21 08:00,0,24.73
73,8/3/21 08:20,0,24.31
74,8/3/21 08:40,0,24.33
75,8/3/21 09:00,0,25.22
76,8/3/21 09:20,0,26.03
77,8/3/21 09:40,0,27.55
78,8/3/21 10:00,0,35.63
79,8/3/21 10:20,0,33.32
80,8/3/21 10:40,0,32.49
81,8/3/21 11:00,0,34.31
82,8/3/21 11:20,0,31.32
83,8/3/21 11:40,0,29.07
84,8/3/21 12:00,0,28.72
85,8/3/21 12:20,0,28.43
86,8/3/21 12:40,0,28.36
87,8/3/21 13:00,0,28.65
88,8/3/21 13:20,0,28.46
89,8/3/21 13:40,0,28.08
90,8/3/21 14:00,0,28.05
91,8/3/21 14:20,0,28.06
92,8/3/21 14:40,0,27.48
93,8/3/21 15:00,0,26.14
94,8/3/21 15:20,39647.8,27.89
95,8/3/21 15:40,39317.2,27.88
96,8/3/21 16:00,39303.9,27.95
97,8/3/21 16:20,39105.5,27.92
98,8/3/21 16:40,38895.8,27.94
99,8/3/21 17:00,38597.9,27.83
100,8/3/21 17:20,38266.3,27.76
101,8/3/21 17:40,37944,27.67
102,8/3/21 18:00,37753.9,27.61
103,8/3/21 18:20,37553.3,27.5
104,8/3/21 18:40,37488.2,27.44
105,8/3/21 19:00,37532.9,27.33
106,8/3/21 19:20,37626.7,27.25
107,8/3/21 19:40,37671.7,27.17
108,8/3/21 20:00,37716.9,27.1
109,8/3/21 20:20,37852.8,27.03
110,8/3/21 20:40,38278.9,27
111,8/3/21 21:00,38384.7,26.97
112,8/3/21 21:20,38555.1,26.94
113,8/3/21 21:40,38787.4,26.95
114,8/3/21 22:00,38874,26.95
115,8/3/21 22:20,38996,26.94
116,8/3/21 22:40,38956.7,26.92
117,8/3/21 23:00,38956.7,26.92
118,8/3/21 23:20,38996,26.92
119,8/3/21 23:40,38956.7,26.92
120,8/4/21 00:00,39022.2,26.98
121,8/4/21 00:20,39048.5,27.05
122,8/4/21 00:40,39026.6,27.13
123,8/4/21 01:00,39061.6,27.14
124,8/4/21 01:20,39118.6,27.2
125,8/4/21 01:40,39079.1,27.16
126,8/4/21 02:00,39057.2,27.11
127,8/4/21 02:20,39000.4,27.02
128,8/4/21 02:40,38978.5,26.94
129,8/4/21 03:00,38882.7,26.86
130,8/4/21 03:20,38891.4,26.81
131,8/4/21 03:40,38891.4,26.78
132,8/4/21 04:00,38930.6,26.78
