03 29 2022 13 00 00.000     1     1 00000000 01110000  12.0 1548.3  29.4 -11.2   0.7   0.038  31.39     0     0 3  17
  1   0.150  -0.688  -0.247   0.164  54.0  54.0  47.0   1.0   2.0   1.0   0.731  250.25 0 0 0 0 0 0
  2   0.200  -0.227  -0.128   0.209  28.0  28.0  25.0   1.0   2.0   1.0   0.261  240.58 0 0 0 0 0 0
  3   0.250  -0.371  -0.168   0.298  20.0  20.0  19.0   0.0   1.0   0.0   0.407  245.64 0 0 0 0 0 0
  4   0.300  -0.500   0.012   0.213  18.0  18.0  18.0   1.0   1.0   1.0   0.500  271.37 0 0 0 0 0 0
  5   0.350  -0.409  -0.404   0.197  17.0  18.0  17.0   1.0   0.0   1.0   0.575  225.35 0 0 0 0 0 0
  6   0.400  -0.228  -0.202   0.243  17.0  17.0  17.0   1.0   1.0   0.0   0.305  228.46 0 0 0 0 0 0
  7   0.450  -0.327  -0.387   0.264  17.0  17.0  17.0   1.0   2.0   1.0   0.507  220.20 0 0 0 0 0 0
  8   0.500  -0.270  -0.181   0.160  17.0  17.0  17.0   1.0   2.0   1.0   0.325  236.16 0 0 0 0 0 0
  9   0.550  -0.543  -0.470   0.324  17.0  17.0  17.0   1.0   1.0   1.0   0.718  229.12 0 0 0 0 0 0
 10   0.600  -0.372  -0.283   0.219  17.0  17.0  18.0   1.0   1.0   0.0   0.467  232.74 0 0 0 0 0 0
 11   0.650  -0.461  -0.259   0.269  17.0  17.0  17.0   1.0   1.0   1.0   0.529  240.67 0 0 0 0 0 0
 12   0.700  -0.728  -0.199   0.178  17.0  17.0  17.0   1.0   1.0   1.0   0.755  254.71 0 0 0 0 0 0
 13   0.750  -0.398  -0.111   0.258  17.0  17.0  17.0   0.0   1.0   0.0   0.413  254.42 0 0 0 0 0 0
 14   0.800  -0.627  -0.129   0.222  17.0  17.0  17.0   0.0   1.0   2.0   0.640  258.37 0 0 0 0 0 0
 15   0.850  -0.490  -0.315   0.244  17.0  17.0  17.0   1.0   1.0   1.0   0.583  237.26 0 0 0 0 0 0
 16   0.900  -0.174  -0.065   0.151  17.0  17.0  17.0   1.0   0.0   0.0   0.186  249.52 0 0 0 0 0 0
 17   0.950  -0.376  -0.092   0.155  17.0  17.0  17.0   1.0   0.0   1.0   0.387  256.25 0 0 0 0 0 0
03 29 2022 13 02 00.000     1     8 00000000 01110000  12.0 1548.2 318.9  -1.6  -7.5   0.042  31.35     0     0 3  17
  1   0.150  -0.360  -0.185  -0.124  54.0  53.0  47.0   1.0   1.0   1.0   0.405  242.80 0 0 0 0 0 0
  2   0.200  -0.768  -0.378  -0.159  28.0  28.0  25.0   1.0   2.0   1.0   0.856  243.79 0 0 0 0 0 0
  3   0.250  -0.593  -0.484  -0.077  20.0  20.0  19.0   2.0   0.0   0.0   0.765  230.78 0 0 0 0 0 0
  4   0.300  -0.494  -0.278  -0.158  18.0  18.0  18.0   1.0   1.0   0.0   0.567  240.63 0 0 0 0 0 0
  5   0.350  -0.907  -0.392  -0.169  17.0  17.0  17.0   2.0   1.0   1.0   0.988  246.63 0 0 0 0 0 0
  6   0.400  -0.671  -0.292  -0.014  17.0  17.0  17.0   1.0   1.0   1.0   0.732  246.48 0 0 0 0 0 0
  7   0.450  -0.733  -0.256  -0.071  17.0  17.0  17.0   1.0   1.0   0.0   0.776  250.75 0 0 0 0 0 0
  8   0.500  -0.870  -0.382  -0.095  17.0  17.0  17.0   2.0   1.0   1.0   0.950  246.29 0 0 0 0 0 0
  9   0.550  -0.756  -0.051  -0.109  17.0  17.0  17.0   1.0   1.0   1.0   0.758  266.14 0 0 0 0 0 0
 10   0.600  -0.759  -0.416  -0.202  17.0  17.0  17.0   1.0   1.0   1.0   0.866  241.27 0 0 0 0 0 0
 11   0.650  -0.950  -0.230  -0.110  17.0  17.0  17.0   0.0   1.0   0.0   0.977  256.39 0 0 0 0 0 0
