DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.150m);Dir#1(0.150m);Speed#2(0.200m);Dir#2(0.200m);Speed#3(0.250m);Dir#3(0.250m);Speed#4(0.300m);Dir#4(0.300m);Speed#5(0.350m);Dir#5(0.350m);Speed#6(0.400m);Dir#6(0.400m);Speed#7(0.450m);Dir#7(0.450m);Speed#8(0.500m);Dir#8(0.500m);Speed#9(0.550m);Dir#9(0.550m);Speed#10(0.600m);Dir#10(0.600m);Speed#11(0.650m);Dir#11(0.650m);Speed#12(0.700m);Dir#12(0.700m);Speed#13(0.750m);Dir#13(0.750m);Speed#14(0.800m);Dir#14(0.800m);Speed#15(0.850m);Dir#15(0.850m);Speed#16(0.900m);Dir#16(0.900m);Speed#17(0.950m);Dir#17(0.950m);
3/29/2022 13:20:00; 12.0;149.7; -6.0; -0.3;  0.029; 32.17;    0;    0;  0.424; 271.49;  0.654; 302.45;  0.521; 308.85;  0.871; 292.41;  0.608; 272.45;  0.651; 290.33;  0.631; 266.10;  0.518; 305.25;  0.467; 291.73;  0.450; 299.70;  0.772; 306.47;  0.634; 282.30;  0.668; 290.50;  0.556; 321.42;  0.368; 278.13;  0.567; 286.17;  0.792; 288.09;
3/29/2022 13:22:00; 12.0;173.5; -3.1;  0.0;  0.036; 31.71;    0;    0;  0.805;  16.61;  0.763;  21.29;  0.683;  37.51;  0.961;  47.74;  0.888;  28.38;  0.715;  48.12;  0.832;  45.00;  0.700;  46.45;  0.728;  39.20;  0.694;  32.89;  0.681;  49.41;  0.761;  47.61;  0.730;  29.20;  0.604;  42.25;  0.444;  41.44;  0.604;  42.25;  0.871;  18.06;
3/29/2022 13:24:00; 12.0;344.2; -5.6;  2.1;  0.039; 31.41;    0;    0;  0.277; 128.69;  0.535;  85.07;  0.347; 124.42;  0.412;  81.48;  0.677;  64.65;  0.485;  81.70;  0.314;  95.11;  0.255; 101.75;  0.477;  94.09;  0.463;  87.65;  0.449;  88.72;  0.156;  61.62;  0.591;  95.14;  0.496;  58.26;  0.278; 103.09;  0.543;  93.69;  0.352; 111.32;
3/29/2022 13:26:00; 12.0; 21.4; -1.7; -2.0;  0.037; 31.43;    0;    0;  0.160; 217.87;  0.167; 354.84;  0.075; 279.96;  0.112; 285.03;  0.285;  55.86;  0.379; 156.88;  0.338;  84.91;  0.262;   6.12;  0.204;  81.55;  0.207; 127.75;  0.340; 143.50;  0.185;  73.72;  0.469; 128.95;  0.307;  68.79;  0.366; 123.65;  0.248; 200.26;  0.143; 358.00;
3/29/2022 13:28:00; 12.0;246.2;  0.1; -4.2;  0.041; 31.02;    0;    0;  0.573; 155.36;  1.021; 162.86;  0.648; 163.41;  1.160; 170.98;  0.926; 160.37;  1.157; 160.05;  1.009; 167.23;  0.617; 171.99;  0.819; 159.71;  0.811; 143.88;  0.729; 165.70;  0.857; 152.18;  0.909; 168.84;  0.911; 152.25;  0.730; 166.46;  0.803; 168.73;  0.936; 177.98;
3/29/2022 13:30:00; 12.0;294.1;-31.1;-29.8;  1.240; 30.71;    0;    0;  0.100;  91.72;  0.078; 118.20;  0.103; 172.74;  0.135; 179.15;  0.137; 197.90;  0.131; 205.39;  0.162; 239.16;  0.178; 134.55;  0.180; 141.09;  0.215; 136.13;  0.193; 137.53;  0.195; 138.32;  0.200; 137.23;  0.182; 136.11;  0.172; 144.00;  0.187; 135.22;  0.163; 138.98;
3/29/2022 13:32:00; 12.0;112.9;  5.5;  1.4;  2.436; 30.15;    0;    0;  0.009; 110.56;  0.008; 119.74;  0.008; 119.74;  0.004; 165.96;  0.005; 191.31;  0.005; 233.13;  0.003; 251.57;  0.005;  21.80;  0.010;  53.13;  0.009;   6.34;  0.011; 338.20;  0.005; 338.20;  0.006; 260.54;  0.006; 315.00;  0.007; 333.43;  0.004; 345.96;  0.006; 321.34;
3/29/2022 13:34:00; 12.0;112.9;  5.5;  1.4;  2.434; 29.87;    0;    0;  0.023;  34.38;  0.016;  60.26;  0.021;  73.30;  0.014;  72.90;  0.011;  52.13;  0.006;  38.66;  0.001;  90.00;  0.004; 135.00;  0.006;  59.04;  0.005;  11.31;  0.020;  23.96;  0.021;  45.00;  0.032;  34.70;  0.022;  24.23;  0.026;   6.58;  0.030;   0.00;  0.029; 350.22;
3/29/2022 13:36:00; 12.0;139.3;  3.4;  5.5;  2.556; 29.73;    0;    0;  0.029; 141.95;  0.022; 136.85;  0.020; 110.22;  0.014; 143.97;  0.017; 159.44;  0.014; 149.74;  0.013; 138.01;  0.017; 122.74;  0.017; 113.63;  0.016; 104.93;  0.009; 130.60;  0.012; 189.46;  0.017; 208.07;  0.012; 214.99;  0.007; 285.95;  0.021; 328.57;  0.028; 341.57;
3/29/2022 13:38:00; 12.0;139.1;  3.4;  5.5;  2.593; 29.52;    0;    0;  0.016;  50.19;  0.018;  45.00;  0.018;  40.60;  0.020;  36.87;  0.021;  41.19;  0.023;  39.81;  0.025;  45.00;  0.028;  49.40;  0.027;  53.97;  0.025;  49.90;  0.025;  58.24;  0.027;  58.67;  0.022;  63.43;  0.022;  63.43;  0.020;  69.78;  0.015;  78.69;  0.015;  78.69;
3/29/2022 13:40:00; 12.0;139.2;  3.4;  5.5;  2.562; 29.34;    0;    0;  0.014;  17.10;  0.017;  28.07;  0.020;  23.96;  0.023;  30.96;  0.022;  35.84;  0.021;  41.19;  0.022;  43.15;  0.021;  41.19;  0.023;  50.19;  0.025;  49.90;  0.024;  53.62;  0.021;  58.57;  0.019;  57.99;  0.017;  57.26;  0.012;  59.04;  0.010;  60.95;  0.007;  33.69;
3/29/2022 13:42:00; 12.0;139.2;  3.3;  5.5;  2.562; 29.24;    0;    0;  0.006;  38.66;  0.015;  47.73;  0.021;  46.97;  0.025;  40.10;  0.024;  45.00;  0.025;  36.87;  0.023;  30.96;  0.021;  37.41;  0.023;  45.00;  0.023;  48.58;  0.025;  40.10;  0.024;  38.29;  0.021;  37.41;  0.019;  34.51;  0.018;  40.60;  0.016;  42.51;  0.013;  61.39;
3/29/2022 13:44:00; 12.0;139.1;  3.3;  5.5;  2.548; 29.17;    0;    0;  0.013; 347.01;  0.013; 347.01;  0.013; 351.25;  0.014;   4.09;  0.011;  21.80;  0.013;  26.57;  0.013;  26.57;  0.015;  28.30;  0.015;  28.30;  0.014;  24.78;  0.015;  19.65;  0.012;  19.98;  0.010;  11.31;  0.007;   8.13;  0.005;  21.80;  0.005;  36.87;  0.006;  38.66;
3/29/2022 13:46:00; 12.0;139.2;  3.3;  5.5;  2.564; 29.12;    0;    0;  0.002; 153.43;  0.002; 153.43;  0.005;  53.13;  0.005;  68.20;  0.005;  68.20;  0.006;  71.57;  0.009;  54.46;  0.005;  21.80;  0.008;   7.13;  0.009;  20.56;  0.012;  19.98;  0.010;  23.96;  0.013;  22.62;  0.014;  30.26;  0.012;  19.98;  0.014;  24.78;  0.011;  26.57;
3/29/2022 13:48:00; 12.0;139.1;  3.3;  5.5;  2.585; 29.10;    0;    0;  0.018; 225.00;  0.018; 225.00;  0.017; 239.04;  0.018; 243.43;  0.016; 251.57;  0.015; 262.41;  0.017; 263.29;  0.016; 273.58;  0.014; 278.13;  0.016; 296.57;  0.018; 296.57;  0.020; 290.22;  0.020; 300.47;  0.018; 299.36;  0.018; 296.57;  0.020; 281.31;  0.019; 278.97;
3/29/2022 13:50:00; 11.9;139.1;  3.3;  5.5;  2.558; 29.06;    0;    0;  0.016; 248.20;  0.016; 251.57;  0.013; 243.43;  0.015; 241.70;  0.018; 243.43;  0.017; 234.46;  0.015; 241.70;  0.016; 251.57;  0.015; 262.41;  0.015; 266.19;  0.015; 266.19;  0.016; 273.58;  0.013; 274.40;  0.013; 274.40;  0.012; 270.00;  0.010; 270.00;  0.012; 270.00;
3/29/2022 13:52:00; 11.9;139.2;  3.3;  5.5;  2.537; 29.05;    0;    0;  0.032;  69.86;  0.033;  72.12;  0.029;  74.05;  0.029;  69.68;  0.026;  67.38;  0.025;  64.44;  0.024;  67.75;  0.026;  54.46;  0.025;  48.18;  0.029;  43.60;  0.027;  53.97;  0.026;  54.46;  0.028;  62.53;  0.023;  64.54;  0.025;  61.39;  0.025;  68.63;  0.023;  70.02;
3/29/2022 13:54:00; 11.9;139.1;  3.3;  5.5;  2.559; 29.04;    0;    0;  0.014; 338.96;  0.014; 338.96;  0.013; 351.25;  0.011;   0.00;  0.011;   0.00;  0.011;  15.26;  0.010;  16.70;  0.010;  16.70;  0.010;   5.71;  0.010;  16.70;  0.013;   8.75;  0.013;   8.75;  0.011;   0.00;  0.005;  11.31;  0.008;   7.13;  0.007; 333.43;  0.006; 329.04;
3/29/2022 13:56:00; 11.9;139.1;  3.3;  5.5;  2.559; 29.05;    0;    0;  0.019;  57.99;  0.017;  57.26;  0.019;  57.99;  0.019;  55.49;  0.019;  55.49;  0.019;  53.75;  0.019;  51.34;  0.022;  46.85;  0.024;  45.00;  0.026;  51.34;  0.022;  50.53;  0.019;  51.34;  0.019;  51.34;  0.019;  53.75;  0.014;  65.22;  0.017;  72.65;  0.015;  74.05;
3/29/2022 13:58:00; 11.9;139.2;  3.3;  5.5;  2.563; 29.02;    0;    0;  0.016; 280.62;  0.012; 284.04;  0.009; 288.43;  0.007; 278.13;  0.007; 278.13;  0.006; 300.96;  0.007; 285.95;  0.010; 315.00;  0.010; 315.00;  0.011; 322.13;  0.012; 329.04;  0.013; 327.53;  0.013; 333.43;  0.015; 336.80;  0.015; 344.05;  0.015; 336.80;  0.015; 340.35;
3/29/2022 14:00:00; 11.9;139.2;  3.3;  5.5;  2.556; 28.99;    0;    0;  0.002; 206.57;  0.002; 243.43;  0.001;   0.00;  0.005; 306.87;  0.004; 326.31;  0.002; 333.43;  0.004;  33.69;  0.006;  38.66;  0.006;  59.04;  0.011;  48.81;  0.008;  45.00;  0.008;  45.00;  0.006;  38.66;  0.006;  71.57;  0.004;  90.00;  0.006; 135.00;  0.005; 111.80;
3/29/2022 14:02:00; 11.9;139.1;  3.3;  5.5;  2.571; 28.98;    0;    0;  0.015;  58.39;  0.014;  56.31;  0.017;  49.76;  0.021;  48.81;  0.020;  40.91;  0.017;  40.24;  0.018;  40.60;  0.021;  37.41;  0.024;  33.02;  0.027;  31.33;  0.025;  36.87;  0.025;  36.87;  0.026;  29.48;  0.020;  32.91;  0.020;  36.87;  0.017;  40.24;  0.017;  35.54;
3/29/2022 14:04:00; 11.9;139.2;  3.3;  5.5;  2.543; 28.98;    0;    0;  0.027;  55.71;  0.023;  55.62;  0.025;  61.39;  0.025;  64.44;  0.026;  59.42;  0.030;  48.99;  0.029;  43.60;  0.028;  45.00;  0.029;  46.40;  0.025;  48.18;  0.025;  49.90;  0.027;  51.01;  0.025;  48.18;  0.024;  45.00;  0.025;  49.90;  0.022;  43.15;  0.018;  49.40;
3/29/2022 14:06:00; 11.9;139.1;  3.3;  5.5;  2.549; 28.99;    0;    0;  0.011;  41.19;  0.011;  41.19;  0.011;  45.00;  0.010;  60.95;  0.010;  60.95;  0.011;  41.19;  0.013;  41.99;  0.016;  50.19;  0.018;  49.40;  0.018;  45.00;  0.016;  45.00;  0.017;  45.00;  0.016;  50.19;  0.016;  45.00;  0.016;  55.30;  0.013;  63.43;  0.010;  60.95;
3/29/2022 14:08:00; 11.9;139.2;  3.3;  5.5;  2.545; 28.99;    0;    0;  0.003; 270.00;  0.004; 255.96;  0.002; 243.43;  0.004; 255.96;  0.003; 270.00;  0.005; 306.87;  0.010; 354.29;  0.010;   5.71;  0.011;  15.26;  0.014;  17.10;  0.010;  29.05;  0.007;  33.69;  0.004;  45.00;  0.003; 108.43;  0.002; 180.00;  0.002; 180.00;  0.004; 255.96;
3/29/2022 14:10:00; 11.9;139.1;  3.3;  5.5;  2.540; 29.02;    0;    0;  0.010;  73.30;  0.011;  68.20;  0.012;  55.01;  0.011;  41.19;  0.013;  51.34;  0.013;  41.99;  0.013;  41.99;  0.013;  51.34;  0.014;  45.00;  0.014;  50.71;  0.017;  35.54;  0.019;  34.51;  0.016;  26.57;  0.016;  21.80;  0.014;  24.78;  0.014;  30.26;  0.013;  22.62;
3/29/2022 14:12:00; 11.9;139.3;  3.3;  5.5;  2.540; 29.01;    0;    0;  0.018;  63.43;  0.018;  67.62;  0.018;  63.43;  0.019;  57.99;  0.024;  53.62;  0.027;  45.00;  0.028;  37.69;  0.020;  32.91;  0.021;  37.41;  0.021;  48.81;  0.024;  53.62;  0.021;  45.00;  0.021;  45.00;  0.020;  40.91;  0.017;  45.00;  0.017;  45.00;  0.017;  49.76;
3/29/2022 14:14:00; 11.9;139.1;  3.3;  5.5;  2.553; 28.99;    0;    0;  0.002;  26.57;  0.002;  63.43;  0.002;  63.43;  0.004;  56.31;  0.002; 333.43;  0.002; 333.43;  0.004; 345.96;  0.004;  14.04;  0.005;   0.00;  0.004;  14.04;  0.001;  45.00;  0.004;  56.31;  0.006;  59.04;  0.008;  50.19;  0.004; 345.96;  0.001;   0.00;  0.004; 345.96;
3/29/2022 14:16:00; 11.9;139.2;  3.3;  5.5;  2.540; 28.99;    0;    0;  0.023; 265.03;  0.022; 262.23;  0.021; 259.22;  0.020; 249.78;  0.020; 255.26;  0.020; 255.26;  0.022; 254.05;  0.023; 254.74;  0.021; 253.30;  0.022; 259.70;  0.020; 258.69;  0.024; 265.24;  0.022; 264.81;  0.021; 261.87;  0.019; 261.03;  0.019; 276.01;  0.020; 278.53;
3/29/2022 14:18:00; 11.9;139.1;  3.3;  5.5;  2.520; 28.98;    0;    0;  0.009; 324.46;  0.009; 319.40;  0.007; 315.00;  0.006; 341.57;  0.004;   0.00;  0.004;  14.04;  0.007;   8.13;  0.005;  21.80;  0.008;   7.13;  0.008;   7.13;  0.009;   0.00;  0.009;   0.00;  0.008;   7.13;  0.004;  14.04;  0.004;  26.57;  0.005;  68.20;  0.002;  90.00;
3/29/2022 14:20:00; 11.9;139.2;  3.3;  5.5;  2.540; 28.98;    0;    0;  0.018;  49.40;  0.022;  59.93;  0.022;  59.93;  0.020;  59.53;  0.019;  55.49;  0.020;  59.53;  0.017;  57.26;  0.021;  52.59;  0.022;  50.53;  0.019;  51.34;  0.019;  47.12;  0.017;  35.54;  0.020;  40.91;  0.027;  45.00;  0.026;  38.66;  0.024;  45.00;  0.025;  36.87;
3/29/2022 14:22:00; 11.9;139.1;  3.3;  5.5;  2.537; 28.97;    0;    0;  0.005;  21.80;  0.005;  36.87;  0.004;  56.31;  0.003; 108.43;  0.004; 116.57;  0.008; 129.81;  0.008; 113.20;  0.005; 111.80;  0.004;  90.00;  0.006;  38.66;  0.004;  33.69;  0.004;  26.57;  0.005;   0.00;  0.005;   0.00;  0.004;  14.04;  0.006;  38.66;  0.007;  26.57;
3/29/2022 14:24:00; 11.9;139.2;  3.3;  5.5;  2.538; 28.98;    0;    0;  0.022;  50.53;  0.021;  52.59;  0.022;  59.93;  0.019;  64.80;  0.018;  67.62;  0.020;  69.78;  0.017;  64.98;  0.016;  55.30;  0.021;  52.59;  0.020;  57.09;  0.017;  57.26;  0.020;  53.13;  0.020;  53.13;  0.021;  52.59;  0.025;  58.24;  0.027;  55.71;  0.027;  56.89;
3/29/2022 14:26:00; 11.9;139.2;  3.3;  5.5;  2.524; 28.98;    0;    0;  0.002; 243.43;  0.002; 243.43;  0.002; 243.43;  0.001; 315.00;  0.003; 270.00;  0.004; 303.69;  0.004; 326.31;  0.006; 308.66;  0.009; 305.54;  0.009; 305.54;  0.010; 306.87;  0.010; 315.00;  0.012; 329.04;  0.012; 318.37;  0.012; 329.04;  0.013; 327.53;  0.012; 335.56;
3/29/2022 14:28:00; 11.9;139.3;  3.3;  5.5;  2.520; 28.99;    0;    0;  0.023;  74.74;  0.021;  75.96;  0.021;  75.96;  0.019;  81.03;  0.017;  76.76;  0.015;  70.35;  0.013;  63.43;  0.013;  57.53;  0.014;  45.00;  0.013;  57.53;  0.013;  51.34;  0.014;  50.71;  0.014;  50.71;  0.016;  55.30;  0.017;  59.04;  0.021;  62.24;  0.021;  48.81;
3/29/2022 14:30:00; 11.9;139.1;  3.3;  5.5;  2.522; 28.99;    0;    0;  0.022;  76.61;  0.025;  78.23;  0.024;  77.74;  0.022;  76.61;  0.023;  77.20;  0.022;  79.70;  0.020;  75.26;  0.017;  66.37;  0.019;  64.80;  0.021;  52.59;  0.019;  51.34;  0.021;  48.81;  0.019;  47.12;  0.021;  45.00;  0.024;  45.00;  0.025;  41.82;  0.021;  52.59;
3/29/2022 14:32:00; 11.9;139.1;  3.3;  5.5;  2.520; 29.00;    0;    0;  0.004;  33.69;  0.002;  63.43;  0.000;   0.00;  0.002; 333.43;  0.001;   0.00;  0.002; 296.57;  0.002; 296.57;  0.002;   0.00;  0.004; 345.96;  0.008; 352.87;  0.007; 326.31;  0.004; 326.31;  0.000;   0.00;  0.004;  45.00;  0.008;  50.19;  0.006; 350.54;  0.008; 345.96;
3/29/2022 14:34:00; 11.9;139.2;  3.3;  5.5;  2.517; 29.01;    0;    0;  0.007; 296.57;  0.006; 270.00;  0.005; 258.69;  0.008; 255.96;  0.009; 263.66;  0.005; 258.69;  0.007; 254.05;  0.007; 254.05;  0.005; 270.00;  0.007; 285.95;  0.007; 285.95;  0.007; 303.69;  0.008; 284.04;  0.009; 305.54;  0.007; 303.69;  0.009; 324.46;  0.007; 333.43;
3/29/2022 14:36:00; 11.9;139.2;  3.3;  5.5;  2.511; 29.02;    0;    0;  0.011; 243.43;  0.013; 237.53;  0.013; 231.34;  0.013; 231.34;  0.013; 237.53;  0.013; 251.57;  0.008; 270.00;  0.008; 284.04;  0.006; 308.66;  0.009; 296.57;  0.006; 350.54;  0.006; 308.66;  0.006; 300.96;  0.007; 303.69;  0.006; 308.66;  0.007; 285.95;  0.007; 278.13;
3/29/2022 14:38:00; 11.9;139.2;  3.3;  5.5;  2.509; 29.01;    0;    0;  0.008;  60.26;  0.009;  63.43;  0.011;  52.13;  0.016;  45.00;  0.016;  37.57;  0.014;  33.69;  0.016;  45.00;  0.017;  40.24;  0.017;  32.74;  0.014;  33.69;  0.017;  32.74;  0.014;  39.29;  0.014;  36.03;  0.014;  39.29;  0.014;  39.29;  0.013;  51.34;  0.013;  41.99;
3/29/2022 14:40:00; 11.9;139.1;  3.3;  5.5;  2.516; 29.01;    0;    0;  0.001; 315.00;  0.002; 333.43;  0.004; 345.96;  0.006; 350.54;  0.004;  14.04;  0.004;  26.57;  0.007;  26.57;  0.007;  15.95;  0.006; 350.54;  0.006; 350.54;  0.008; 345.96;  0.007;   0.00;  0.006; 350.54;  0.009;   0.00;  0.009; 347.47;  0.012; 355.24;  0.014; 347.91;
3/29/2022 14:42:00; 11.9;139.3;  3.3;  5.5;  2.512; 29.01;    0;    0;  0.011;  48.81;  0.011;  48.81;  0.011;  48.81;  0.011;  41.19;  0.011;  48.81;  0.011;  48.81;  0.011;  52.13;  0.011;  45.00;  0.016;  60.26;  0.016;  50.19;  0.016;  52.43;  0.016;  50.19;  0.016;  50.19;  0.017;  45.00;  0.016;  45.00;  0.017;  35.54;  0.020;  36.87;
3/29/2022 14:44:00; 11.9;139.2;  3.3;  5.5;  2.507; 29.01;    0;    0;  0.003; 270.00;  0.002; 243.43;  0.002; 243.43;  0.000;   0.00;  0.001;  90.00;  0.005;  53.13;  0.006;  38.66;  0.009;  54.46;  0.008;  23.20;  0.008;  45.00;  0.009;  32.01;  0.010;  23.96;  0.013;  28.61;  0.014;  24.78;  0.014;  30.26;  0.014;  45.00;  0.013;  28.61;
3/29/2022 14:46:00; 11.9;139.2;  3.3;  5.5;  2.527; 29.01;    0;    0;  0.007;  15.95;  0.010;  23.96;  0.011;  33.69;  0.011;  41.19;  0.011;  41.19;  0.009;  32.01;  0.010;  23.96;  0.010;  16.70;  0.008;  14.04;  0.010;  16.70;  0.010;  16.70;  0.008;  29.74;  0.008;  29.74;  0.011;  26.57;  0.013;  22.62;  0.012;  19.98;  0.014;  17.10;
3/29/2022 14:48:00; 11.9;139.2;  3.3;  5.5;  2.508; 29.01;    0;    0;  0.008;  29.74;  0.010;  23.96;  0.011;  26.57;  0.007;  26.57;  0.006;  38.66;  0.008;  50.19;  0.009;  32.01;  0.008;  50.19;  0.005;  53.13;  0.008;  50.19;  0.009;  54.46;  0.008;  39.81;  0.011;  41.19;  0.011;  41.19;  0.014;  36.03;  0.013;  41.99;  0.014;  39.29;
3/29/2022 14:50:00; 11.9;139.3;  3.3;  5.5;  2.507; 29.01;    0;    0;  0.007;  26.57;  0.008;  39.81;  0.008;  39.81;  0.008;  45.00;  0.011;  41.19;  0.011;  37.87;  0.011;  37.87;  0.014;  30.26;  0.013;  28.61;  0.013;  41.99;  0.014;  36.03;  0.011;  41.19;  0.011;  41.19;  0.008;  60.26;  0.008;  50.19;  0.011;  48.81;  0.009;  63.43;
3/29/2022 14:52:00; 11.9;139.3;  3.3;  5.4;  2.506; 29.02;    0;    0;  0.006; 251.57;  0.006; 279.46;  0.003; 270.00;  0.001; 315.00;  0.001; 315.00;  0.004; 296.57;  0.006; 279.46;  0.008; 293.20;  0.006; 270.00;  0.007; 278.13;  0.007; 278.13;  0.006; 279.46;  0.006; 270.00;  0.005; 233.13;  0.006; 225.00;  0.010; 240.95;  0.012; 239.04;
3/29/2022 14:54:00; 11.9;139.2;  3.3;  5.5;  2.499; 29.02;    0;    0;  0.000;   0.00;  0.001; 315.00;  0.002; 333.43;  0.002; 333.43;  0.000;   0.00;  0.000;   0.00;  0.002;  63.43;  0.001;  90.00;  0.000;   0.00;  0.002;  63.43;  0.005;  53.13;  0.006;  38.66;  0.006;  59.04;  0.008;  75.96;  0.005;  68.20;  0.010;  60.95;  0.008;  50.19;
3/29/2022 14:56:00; 11.9;139.2;  3.3;  5.5;  2.498; 29.03;    0;    0;  0.006; 198.43;  0.008; 187.13;  0.006; 198.43;  0.006; 189.46;  0.006; 210.96;  0.005; 201.80;  0.004; 236.31;  0.004; 255.96;  0.002; 243.43;  0.002; 206.57;  0.002; 243.43;  0.000;   0.00;  0.001; 315.00;  0.003; 270.00;  0.001;   0.00;  0.004;  90.00;  0.005; 143.13;
3/29/2022 14:58:00; 11.9;139.2;  3.3;  5.4;  2.487; 29.05;    0;    0;  0.004; 146.31;  0.004; 135.00;  0.004; 104.04;  0.004; 104.04;  0.005; 101.31;  0.005; 101.31;  0.003;  90.00;  0.003;  90.00;  0.001;   0.00;  0.002;  63.43;  0.003;  18.43;  0.004;  33.69;  0.002;  63.43;  0.001;   0.00;  0.002;  63.43;  0.001;   0.00;  0.007;   8.13;
