"","DateTime","Northing","Easting","Pressure","Temperature","Heading","Pitch","Roll","Direction.Avg","Speed.Avg"
"1",2022-03-29 13:36:00,-0.00755912687991784,0.00371742864327264,2.556,29.73,139.3,3.4,5.5,-26.187044170773,0.00842375657913501
"2",2022-03-29 13:38:00,0.00843206199230726,0.0193895785587241,2.593,29.52,139.1,3.4,5.5,66.4969351809609,0.0211436852541615
"3",2022-03-29 13:40:00,0.0100019149963173,0.0152826658874669,2.562,29.34,139.2,3.4,5.5,56.7968011084743,0.0182646702740975
"4",2022-03-29 13:42:00,0.0116530399697735,0.016254100419943,2.562,29.24,139.2,3.3,5.5,54.362154318914,0.0199997280231189
"5",2022-03-29 13:44:00,0.00967408373636878,0.00522710400863418,2.548,29.17,139.1,3.3,5.5,28.383253832807,0.010995931631988
"6",2022-03-29 13:46:00,0.00536932214051097,0.00541409368946606,2.564,29.12,139.2,3.3,5.5,45.2378843678173,0.00762509217825578
"7",2022-03-29 13:48:00,0.00400045112711288,-0.0153449840882488,2.585,29.1,139.1,3.3,5.5,-75.3881745652809,0.0158578733091492
"8",2022-03-29 13:50:00,-6.55038942114283e-05,-0.0141330548457905,2.558,29.06,139.1,3.3,5.5,89.7344473755047,0.0141332066437266
"9",2022-03-29 13:52:00,0.00643948766320249,0.0256603186094464,2.537,29.05,139.2,3.3,5.5,75.912474322191,0.0264559814125812
"10",2022-03-29 13:54:00,0.00981247661506777,0.00227156038409854,2.559,29.04,139.1,3.3,5.5,13.0342084787978,0.0100719751737113
"11",2022-03-29 13:56:00,0.00715565209035559,0.0177443370257745,2.559,29.05,139.1,3.3,5.5,68.0375543740703,0.0191328213633662
"12",2022-03-29 13:58:00,0.0089274488053323,-0.00533761370910988,2.563,29.02,139.2,3.3,5.5,-30.8746928528779,0.0104014163592997
"13",2022-03-29 14:00:00,0.00152575842439244,0.00296107253761463,2.556,28.99,139.2,3.3,5.5,62.7392063759903,0.00333104928552851
"14",2022-03-29 14:02:00,0.0123066071043678,0.0158365325834192,2.571,28.98,139.1,3.3,5.5,52.1491358540638,0.0200561298033038
"15",2022-03-29 14:04:00,0.0111813877691464,0.0227239237367062,2.543,28.98,139.2,3.3,5.5,63.8003428978725,0.0253258789074665
"16",2022-03-29 14:06:00,0.00636707040021849,0.0120203673712608,2.549,28.99,139.1,3.3,5.5,62.0902711634139,0.013602529809613
"17",2022-03-29 14:08:00,0.00320987263973652,0.00061823738121719,2.545,28.99,139.2,3.3,5.5,10.9019507334633,0.00326886827860399
"18",2022-03-29 14:10:00,0.0079139805481897,0.0106940842169248,2.54,29.02,139.1,3.3,5.5,53.4973187344614,0.0133039289443309
"19",2022-03-29 14:12:00,0.00975752639871241,0.0178845437466462,2.54,29.01,139.3,3.3,5.5,61.3838106681195,0.0203731741868387
"20",2022-03-29 14:14:00,0.00236287704469492,0.0017736117278762,2.553,28.99,139.1,3.3,5.5,36.8924546278586,0.0029544689014451
"21",2022-03-29 14:16:00,0.00137796195419976,-0.0209042436227641,2.54,28.99,139.2,3.3,5.5,-86.2286437704601,0.0209496105115846
"22",2022-03-29 14:18:00,0.00549042356949031,0.00115968726749193,2.52,28.98,139.1,3.3,5.5,11.9267111036819,0.0056115617728755
"23",2022-03-29 14:20:00,0.00968341043201737,0.0184609938620993,2.54,28.98,139.2,3.3,5.5,62.3214827347451,0.0208465040707398
"24",2022-03-29 14:22:00,0.00128129985932516,0.00345546140901008,2.537,28.97,139.1,3.3,5.5,69.6550043064141,0.00368536875748745
"25",2022-03-29 14:24:00,0.00689750486666319,0.0194861233537712,2.538,28.98,139.2,3.3,5.5,70.5075597420275,0.0206708629898229
"26",2022-03-29 14:26:00,0.00579055149366246,-0.00357304195484265,2.524,28.98,139.2,3.3,5.5,-31.6765327871632,0.00680419836658385
"27",2022-03-29 14:28:00,0.00387524435376847,0.0159700747967443,2.52,28.99,139.3,3.3,5.5,76.3604306537751,0.0164335269438737
"28",2022-03-29 14:30:00,0.00526437155168353,0.0201259379216251,2.522,28.99,139.1,3.3,5.5,75.3414777120541,0.0208030523015081
"29",2022-03-29 14:32:00,0.00309391512165968,0.00056271198915879,2.52,29,139.1,3.3,5.5,10.3081084227221,0.00314467097846142
"30",2022-03-29 14:34:00,0.00293049028429339,-0.00571092636921418,2.517,29.01,139.2,3.3,5.5,-62.8359414641515,0.00641891371658194
"31",2022-03-29 14:36:00,0.00133203526851618,-0.00741319250970179,2.511,29.02,139.2,3.3,5.5,-79.8135406519978,0.00753191483903461
"32",2022-03-29 14:38:00,0.00807810639718423,0.0111953483020922,2.509,29.01,139.2,3.3,5.5,54.1873214577014,0.0138054926232057
"33",2022-03-29 14:40:00,0.0063167791153387,0.00106105290364463,2.516,29.01,139.1,3.3,5.5,9.53517150229461,0.0064052737378126
"34",2022-03-29 14:42:00,0.00691324473063083,0.0120808623587659,2.512,29.01,139.3,3.3,5.5,60.2197546786886,0.0139190584464985
"35",2022-03-29 14:44:00,0.00481869133764585,0.00487689085817257,2.507,29.01,139.2,3.3,5.5,45.3439243542603,0.00685593543216609
"36",2022-03-29 14:46:00,0.00794722382006101,0.0061790821359044,2.527,29.01,139.2,3.3,5.5,37.8655852321432,0.0100667483572601
"37",2022-03-29 14:48:00,0.0057116679022984,0.00733776082649542,2.508,29.01,139.2,3.3,5.5,52.1030293238049,0.00929870335976993
"38",2022-03-29 14:50:00,0.0060203456644958,0.00826200840297126,2.507,29.01,139.3,3.3,5.5,53.9199912325811,0.010222785568072
"39",2022-03-29 14:52:00,0.000704895485946343,-0.00538666221270706,2.506,29.02,139.3,3.3,5.4,-82.5446704815571,0.00543258754553607
"40",2022-03-29 14:54:00,0.00119727559579452,0.00282704207330247,2.499,29.02,139.2,3.3,5.5,67.0469423173505,0.00307011982445432
"41",2022-03-29 14:56:00,-0.00227506422486087,-0.00167718826522351,2.498,29.03,139.2,3.3,5.5,36.3978178526817,0.0028264602782005
"42",2022-03-29 14:58:00,-3.12890648170878e-06,0.00230139657221698,2.487,29.05,139.2,3.3,5.4,-89.9221025061045,0.00230139869919748
"43",2022-03-29 15:00:00,-0.00115590904609591,-0.00460301836998763,2.49,29.06,139.3,3.3,5.4,75.903386828199,0.00474593550707234
"44",2022-03-29 15:02:00,0.00475005348706308,0.00124791305308491,2.49,29.06,139.2,3.3,5.4,14.7198588178599,0.00491124170836865
"45",2022-03-29 15:04:00,0.00762608106016312,0.000772109299392244,2.491,29.07,139.2,3.3,5.4,5.78126136680099,0.00766506784747445
"46",2022-03-29 15:06:00,5.02015080922712e-05,0.00660063690520736,2.49,29.08,139.3,3.3,5.4,89.5642421902469,0.00660082780761626
"47",2022-03-29 15:08:00,0.00217859034819685,0.00843470753068872,2.487,29.08,139.3,3.3,5.4,75.5176592889578,0.00871151806710596
"48",2022-03-29 15:10:00,-0.00269983183068171,-0.00520388517806191,2.482,29.1,139.2,3.3,5.4,62.5792281042366,0.00586255173626763
"49",2022-03-29 15:12:00,0.00608572800015704,0.00964925428336666,2.479,29.1,139.3,3.3,5.4,57.7606106393787,0.0114080758025605
"50",2022-03-29 15:14:00,0.0033481194367597,0.0136069514740158,2.486,29.11,139.3,3.3,5.4,76.1764469019176,0.0140128167111052
"51",2022-03-29 15:16:00,-0.00411588386485095,-0.00636577126913308,2.476,29.1,139.2,3.3,5.4,57.1147119658363,0.00758047121489559
"52",2022-03-29 15:18:00,-0.00364962524302218,-0.00796667042916108,2.469,29.11,139.3,3.3,5.4,65.3869284092567,0.00876285353873807
"53",2022-03-29 15:20:00,0.00222968948749929,0.00169429490853819,2.472,29.11,139.3,3.3,5.4,37.2304504568331,0.00280038398220018
"54",2022-03-29 15:22:00,0.00271851791946568,0.00807404364346277,2.466,29.11,139.2,3.3,5.4,71.3917008116393,0.00851942019359285
"55",2022-03-29 15:24:00,0.00531412801890821,0.0121698127662265,2.476,29.12,139.3,3.3,5.4,66.4108034075511,0.0132794690920366
"56",2022-03-29 15:26:00,0.0018689082122417,-0.00449464049374347,2.468,29.12,139.3,3.3,5.4,-67.4220599777677,0.00486771107131299
"57",2022-03-29 15:28:00,0.00491113328240187,0.00226060822465116,2.455,29.12,139.2,3.3,5.4,24.7167460991607,0.00540643872275233
