DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),ODO (% Sat),ODO (mg/L),pH,pH (mV),Turbidity (FNU),TSS (mg/L),Temp (°C),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Pressure (psi a),Depth (m),Vertical Position (m)
3/30/2022,10:08:21 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,78.6,5.04,7.83,-66.5,0.59,0,28.5,55734.5,52244.2,34.3,51864.4,33959,17.9,21.7,21.7,0.344,0.237,0.487
3/30/2022,10:08:22 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,78.5,5.04,7.84,-66.6,0.59,0,28.5,55731.9,52245.9,34.3,51866.6,33960,17.9,21.7,21.7,0.427,0.294,0.562
3/30/2022,10:08:23 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,78.5,5.04,7.84,-66.8,0.59,0,28.5,55730.7,52248.4,34.3,51869.5,33961,17.9,21.7,21.7,0.482,0.332,0.587
3/30/2022,10:08:24 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,78.6,5.04,7.84,-67,0.58,0,28.5,55730,52252.5,34.3,51874.1,33964,17.9,21.7,21.7,0.572,0.393,0.637
3/30/2022,10:08:25 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,78.7,5.05,7.85,-67.2,0.56,0,28.5,55727.8,52256.8,34.31,51879.1,33967,17.9,21.7,21.7,0.657,0.452,0.667
3/30/2022,10:08:26 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,78.9,5.06,7.85,-67.3,0.55,0,28.5,55725,52258.6,34.31,51881.5,33968,17.9,21.7,21.7,0.712,0.49,0.647
3/30/2022,10:08:27 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,79.1,5.08,7.85,-67.5,0.52,0,28.5,55723.7,52260.9,34.31,51884.2,33970,17.9,21.7,21.7,0.755,0.52,0.632
3/30/2022,10:08:28 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,79.4,5.1,7.86,-67.7,0.52,0,28.5,55721.5,52263.1,34.31,51886.9,33971,17.9,21.7,21.7,0.809,0.557,0.624
3/30/2022,10:08:29 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,79.7,5.11,7.86,-67.9,0.51,0,28.5,55715.9,52264.6,34.31,51889.2,33972,17.9,21.7,21.7,0.864,0.595,0.678
3/30/2022,10:08:30 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,80,5.14,7.86,-68.1,0.52,0,28.5,55713.1,52266.1,34.31,51891.2,33973,17.9,21.7,21.7,0.895,0.616,0.7
3/30/2022,10:08:31 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,80.4,5.16,7.87,-68.2,0.51,0,28.4,55708,52266.4,34.31,51892.1,33973,18,21.7,21.7,0.917,0.631,0.675
3/30/2022,10:08:32 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,80.8,5.18,7.87,-68.4,0.5,0,28.4,55705,52267.1,34.31,51893.2,33974,18,21.7,21.7,0.946,0.651,0.757
3/30/2022,10:08:33 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,81.1,5.21,7.87,-68.5,0.49,0,28.4,55703,52267.2,34.31,51893.6,33974,18,21.7,21.7,0.966,0.665,0.804
3/30/2022,10:08:34 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,81.4,5.23,7.87,-68.6,0.5,0,28.4,55698.7,52265.8,34.31,51892.5,33973,18,21.7,21.7,0.995,0.685,0.839
3/30/2022,10:08:35 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,81.6,5.24,7.87,-68.7,0.49,0,28.4,55697.3,52266,34.31,51892.9,33973,18,21.7,21.7,1.017,0.7,0.841
3/30/2022,10:08:36 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,81.9,5.26,7.88,-68.8,0.49,0,28.4,55693.2,52264.6,34.31,51891.9,33972,18,21.7,21.7,1.065,0.733,0.905
3/30/2022,10:08:37 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,82.1,5.27,7.88,-68.9,0.49,0,28.4,55690.6,52263.6,34.31,51891,33971,18,21.7,21.7,1.112,0.765,0.951
3/30/2022,10:08:38 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,82.4,5.29,7.88,-69.1,0.49,0,28.4,55689.6,52264.9,34.31,51892.6,33972,18,21.7,21.7,1.168,0.803,0.992
3/30/2022,10:08:39 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,82.5,5.3,7.88,-69.2,0.5,0,28.4,55689.3,52265.5,34.31,51893.2,33973,18,21.7,21.7,1.211,0.833,1.022
3/30/2022,10:08:40 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,82.8,5.32,7.88,-69.3,0.48,0,28.4,55688.6,52265.9,34.31,51893.7,33973,18,21.7,21.7,1.278,0.879,1.076
3/30/2022,10:08:41 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,83,5.33,7.88,-69.4,0.48,0,28.4,55687.9,52266.6,34.31,51894.6,33973,18,21.7,21.7,1.352,0.931,1.148
3/30/2022,10:08:42 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,83.2,5.34,7.89,-69.4,0.48,0,28.4,55688.1,52267.4,34.32,51895.5,33974,18,21.7,21.8,1.402,0.964,1.192
3/30/2022,10:08:43 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,83.4,5.35,7.89,-69.5,0.48,0,28.4,55687.2,52267,34.32,51895.1,33974,18,21.7,21.8,1.456,1.002,1.179
3/30/2022,10:08:44 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,83.5,5.37,7.89,-69.6,0.47,0,28.4,55687.9,52267.8,34.32,51896,33974,18,21.7,21.8,1.514,1.042,1.165
3/30/2022,10:08:45 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,83.7,5.37,7.89,-69.7,0.47,0,28.4,55687.5,52267.8,34.32,51896,33974,18,21.7,21.8,1.567,1.078,1.276
3/30/2022,10:08:46 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,83.7,5.38,7.89,-69.7,0.49,0,28.4,55687.7,52268.2,34.32,51896.4,33974,18,21.7,21.8,1.627,1.119,1.341
3/30/2022,10:08:47 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,83.9,5.39,7.89,-69.8,0.5,0,28.4,55686.3,52267.2,34.32,51895.5,33974,18,21.7,21.8,1.683,1.158,1.338
3/30/2022,10:08:48 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.2,83.9,5.39,7.89,-69.8,0.51,0,28.4,55686.3,52267.2,34.32,51895.5,33974,18,21.7,21.8,1.749,1.204,1.369
3/30/2022,10:08:49 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84,5.4,7.89,-69.9,0.49,0,28.4,55685.5,52266.4,34.31,51894.7,33973,18,21.7,21.7,1.802,1.24,1.413
3/30/2022,10:08:50 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.1,5.4,7.89,-69.9,0.5,0,28.4,55685.8,52266.5,34.31,51894.8,33973,18,21.7,21.7,1.834,1.262,1.403
3/30/2022,10:08:51 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,84.1,5.4,7.9,-70,0.49,0,28.4,55684.7,52265.3,34.31,51893.6,33972,18,21.7,21.7,1.892,1.302,1.461
3/30/2022,10:08:52 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,84.2,5.41,7.9,-70.1,0.49,0,28.4,55685,52265.2,34.31,51893.4,33972,18,21.7,21.7,1.953,1.344,1.532
3/30/2022,10:08:53 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.2,5.41,7.9,-70.1,0.51,0,28.4,55686.3,52266.3,34.31,51894.5,33973,18,21.7,21.7,2.012,1.384,1.608
3/30/2022,10:08:54 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,84.3,5.41,7.9,-70.2,0.5,0,28.4,55687.1,52267.1,34.32,51895.3,33974,18,21.7,21.8,2.075,1.428,1.643
3/30/2022,10:08:55 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.3,5.42,7.9,-70.2,0.48,0,28.4,55688.7,52268.6,34.32,51896.8,33975,18,21.7,21.8,2.117,1.457,1.645
3/30/2022,10:08:56 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.4,5.42,7.9,-70.3,0.47,0,28.4,55689.1,52269.1,34.32,51897.3,33975,18,21.7,21.8,2.177,1.498,1.721
3/30/2022,10:08:57 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.4,5.42,7.9,-70.3,0.45,0,28.4,55689.8,52269.7,34.32,51897.9,33975,18,21.7,21.8,2.254,1.551,1.804
3/30/2022,10:08:58 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.4,5.42,7.9,-70.4,0.45,0,28.4,55689.7,52269.6,34.32,51897.8,33975,18,21.7,21.8,2.323,1.599,1.858
3/30/2022,10:08:59 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.4,5.42,7.9,-70.4,0.45,0,28.4,55690.4,52270.5,34.32,51898.7,33976,18,21.7,21.8,2.387,1.642,1.843
3/30/2022,10:09:00 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,84.4,5.42,7.9,-70.5,0.44,0,28.4,55691,52271.3,34.32,51899.6,33976,18,21.7,21.8,2.452,1.687,1.867
3/30/2022,10:09:01 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.2,84.4,5.42,7.9,-70.5,0.45,0,28.4,55691.2,52272.1,34.32,51900.4,33977,18,21.7,21.8,2.528,1.739,1.948
3/30/2022,10:09:02 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,84.4,5.42,7.91,-70.6,0.47,0,28.4,55690.5,52272.5,34.32,51900.9,33977,18,21.7,21.8,2.589,1.782,1.974
3/30/2022,10:09:03 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,84.5,5.43,7.91,-70.6,0.47,0,28.4,55690,52273,34.32,51901.6,33977,18,21.7,21.8,2.637,1.815,1.938
3/30/2022,10:09:04 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,84.7,5.44,7.91,-70.7,0.47,0,28.4,55689.1,52273.1,34.32,51901.7,33978,18,21.7,21.8,2.692,1.852,1.942
3/30/2022,10:09:05 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,84.8,5.45,7.91,-70.8,0.48,0,28.4,55687.6,52272.6,34.32,51901.3,33977,18,21.7,21.8,2.736,1.883,1.987
3/30/2022,10:09:06 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.2,85,5.46,7.91,-70.9,0.49,0,28.4,55687.6,52273.4,34.32,51902.2,33978,18,21.7,21.8,2.77,1.906,1.997
3/30/2022,10:09:07 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,85.3,5.48,7.91,-71,0.49,0,28.4,55687.6,52274.4,34.32,51903.3,33978,18,21.7,21.8,2.791,1.92,1.963
3/30/2022,10:09:08 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,85.5,5.49,7.91,-71.1,0.49,0,28.4,55688.2,52275.8,34.32,51904.8,33979,18,21.7,21.8,2.813,1.936,1.995
3/30/2022,10:09:09 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,85.8,5.51,7.92,-71.2,0.49,0,28.4,55688.1,52276.4,34.32,51905.6,33980,18,21.7,21.8,2.845,1.958,2.071
3/30/2022,10:09:10 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,86.1,5.53,7.92,-71.3,0.48,0,28.4,55687.4,52276.1,34.32,51905.3,33979,18,21.7,21.8,2.873,1.977,2.142
3/30/2022,10:09:11 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,86.4,5.55,7.92,-71.4,0.47,0,28.4,55688.4,52277.7,34.32,51907,33981,18,21.7,21.8,2.908,2.001,2.14
3/30/2022,10:09:12 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,86.6,5.56,7.92,-71.5,0.47,0,28.4,55688.7,52278.4,34.32,51907.7,33981,18,21.7,21.8,2.939,2.022,2.187
3/30/2022,10:09:13 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.2,86.8,5.57,7.92,-71.5,0.48,0,28.4,55689,52279.9,34.32,51909.4,33982,18,21.7,21.8,2.989,2.057,2.231
3/30/2022,10:09:14 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,86.9,5.58,7.92,-71.6,0.5,0,28.4,55688.6,52281.4,34.33,51911.1,33983,18,21.8,21.8,3.032,2.086,2.219
3/30/2022,10:09:15 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.2,87,5.59,7.92,-71.6,0.49,0,28.4,55688.3,52282.1,34.33,51911.8,33983,18,21.8,21.8,3.063,2.108,2.202
3/30/2022,10:09:16 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91386 °,760.3,87.1,5.6,7.92,-71.7,0.49,0,28.4,55687.2,52282,34.33,51911.9,33983,18,21.8,21.8,3.109,2.139,2.224
3/30/2022,10:09:53 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,80.4,5.16,7.93,-71.8,1.24,0,28.5,55759.5,52267.3,34.31,51887.3,33974,17.9,21.7,21.7,0.116,0.08,0.14
3/30/2022,10:09:54 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,80.5,5.16,7.92,-71.7,1.27,0,28.5,55760.9,52258.9,34.31,51877.7,33968,17.9,21.7,21.7,0.11,0.076,0.081
3/30/2022,10:09:55 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,80.4,5.16,7.92,-71.6,1.27,0,28.5,55759.3,52253,34.3,51871.3,33964,17.9,21.7,21.7,0.11,0.076,0.083
3/30/2022,10:09:56 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,80.4,5.16,7.92,-71.6,0.58,0,28.5,55757.6,52246.7,34.3,51864.5,33960,17.9,21.7,21.7,0.115,0.079,0.086
3/30/2022,10:09:57 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.3,80.4,5.16,7.92,-71.6,0.55,0,28.5,55756,52250,34.3,51868.4,33962,17.9,21.7,21.7,0.124,0.085,0.101
3/30/2022,10:09:58 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,80.4,5.15,7.92,-71.7,0.55,0,28.5,55754.5,52257,34.31,51876.3,33967,17.9,21.7,21.7,0.139,0.096,0.156
3/30/2022,10:09:59 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91385 °,760.2,80.3,5.15,7.92,-71.7,0.54,0,28.5,55752.5,52262.7,34.31,51883,33971,17.9,21.7,21.7,0.158,0.109,0.191
3/30/2022,10:10:00 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,80.3,5.15,7.93,-71.8,0.53,0,28.5,55748.6,52266,34.31,51887.1,33973,17.9,21.7,21.7,0.181,0.125,0.261
3/30/2022,10:10:01 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,80.3,5.15,7.93,-71.8,0.54,0,28.5,55746.4,52266.5,34.31,51887.9,33973,17.9,21.7,21.7,0.206,0.142,0.353
3/30/2022,10:10:02 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,80.3,5.15,7.93,-71.9,0.52,0,28.5,55743.6,52267.6,34.31,51889.4,33974,17.9,21.7,21.7,0.248,0.171,0.437
3/30/2022,10:10:03 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,80.3,5.15,7.93,-71.9,0.52,0,28.5,55739,52267,34.31,51889.3,33974,17.9,21.7,21.7,0.297,0.204,0.465
3/30/2022,10:10:04 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,80.4,5.16,7.93,-72,0.52,0,28.5,55736.2,52268.4,34.31,51891.2,33974,17.9,21.7,21.7,0.376,0.259,0.533
3/30/2022,10:10:05 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,80.4,5.16,7.93,-72,0.53,0,28.5,55734.4,52271.7,34.32,51895,33977,17.9,21.7,21.7,0.448,0.308,0.575
3/30/2022,10:10:06 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,80.6,5.17,7.93,-72.2,0.53,0,28.5,55732.1,52273.2,34.32,51897,33978,17.9,21.7,21.7,0.527,0.363,0.617
3/30/2022,10:10:07 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,80.7,5.18,7.93,-72.2,0.54,0,28.5,55728.9,52275.1,34.32,51899.4,33979,17.9,21.7,21.7,0.605,0.416,0.647
3/30/2022,10:10:08 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,80.8,5.19,7.93,-72.3,0.53,0,28.5,55727.1,52276.5,34.32,51901.3,33980,17.9,21.7,21.7,0.695,0.478,0.69
3/30/2022,10:10:09 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,81.1,5.2,7.94,-72.4,0.54,0,28.5,55724.2,52276.8,34.32,51901.9,33980,17.9,21.7,21.7,0.773,0.532,0.789
3/30/2022,10:10:10 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,81.3,5.22,7.94,-72.5,0.53,0,28.4,55723.3,52278.4,34.32,51903.7,33981,17.9,21.7,21.7,0.854,0.588,0.846
3/30/2022,10:10:11 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,81.5,5.23,7.94,-72.6,0.51,0,28.4,55721,52279.1,34.32,51904.8,33981,17.9,21.7,21.7,0.929,0.639,0.905
3/30/2022,10:10:12 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.3,81.8,5.25,7.94,-72.7,0.51,0,28.4,55718.4,52279.2,34.32,51905.2,33981,17.9,21.7,21.7,1.016,0.699,0.967
3/30/2022,10:10:13 AM,Cabral,PitProfile_10AM,-17.51651 °,-149.91383 °,760.2,82,5.26,7.94,-72.7,0.5,0,28.4,55717.4,52280.3,34.32,51906.6,33982,17.9,21.7,21.7,1.091,0.751,1.028
3/30/2022,10:10:14 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.2,82.2,5.28,7.94,-72.8,0.5,0,28.4,55716.4,52281.3,34.33,51907.8,33983,17.9,21.7,21.8,1.169,0.804,1.06
3/30/2022,10:10:15 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,82.4,5.29,7.94,-72.8,0.48,0,28.4,55714.8,52281.5,34.33,51908.2,33983,17.9,21.7,21.8,1.243,0.855,1.089
3/30/2022,10:10:16 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,82.5,5.3,7.94,-72.8,0.48,0,28.4,55713.6,52282,34.33,51908.9,33983,17.9,21.7,21.8,1.333,0.917,1.149
3/30/2022,10:10:17 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.2,82.7,5.31,7.94,-72.9,0.48,0,28.4,55714.6,52284.2,34.33,51911.2,33985,17.9,21.7,21.8,1.408,0.969,1.202
3/30/2022,10:10:18 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,82.8,5.32,7.95,-72.9,0.49,0,28.4,55712.8,52283.6,34.33,51910.8,33984,17.9,21.7,21.8,1.487,1.023,1.251
3/30/2022,10:10:19 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,82.9,5.32,7.95,-72.9,0.47,0,28.4,55713.6,52285,34.33,51912.3,33985,17.9,21.7,21.8,1.547,1.064,1.251
3/30/2022,10:10:20 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,82.9,5.32,7.95,-72.9,0.47,0,28.4,55713,52284.9,34.33,51912.1,33985,17.9,21.7,21.8,1.622,1.116,1.288
3/30/2022,10:10:21 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,83,5.33,7.95,-73,0.48,0,28.4,55712.6,52284.7,34.33,51912,33985,17.9,21.7,21.8,1.681,1.157,1.384
3/30/2022,10:10:22 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.3,83,5.33,7.95,-73,0.48,0,28.4,55712.9,52285.3,34.33,51912.7,33985,17.9,21.8,21.8,1.743,1.199,1.407
3/30/2022,10:10:23 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91383 °,760.2,83,5.33,7.95,-73,0.49,0,28.4,55712.6,52285.7,34.33,51913.1,33986,17.9,21.8,21.8,1.796,1.236,1.399
3/30/2022,10:10:24 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,83.1,5.34,7.95,-73,0.47,0,28.4,55711.7,52285.7,34.33,51913.2,33986,17.9,21.8,21.8,1.87,1.287,1.498
3/30/2022,10:10:25 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,83.2,5.35,7.95,-73.1,0.46,0,28.4,55709.8,52285.4,34.33,51913.1,33985,18,21.8,21.8,1.935,1.332,1.603
3/30/2022,10:10:26 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,83.4,5.36,7.95,-73.1,0.46,0,28.4,55708.9,52285.5,34.33,51913.4,33986,18,21.8,21.8,2.006,1.38,1.665
3/30/2022,10:10:27 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,83.7,5.37,7.95,-73.2,0.46,0,28.4,55706.3,52284.4,34.33,51912.4,33985,18,21.8,21.8,2.077,1.429,1.699
3/30/2022,10:10:28 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,83.9,5.39,7.95,-73.3,0.46,0,28.4,55704.8,52285,34.33,51913.2,33985,18,21.8,21.8,2.165,1.49,1.749
3/30/2022,10:10:29 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,84.3,5.41,7.95,-73.4,0.45,0,28.4,55702.7,52285.2,34.33,51913.6,33985,18,21.8,21.8,2.238,1.54,1.766
3/30/2022,10:10:30 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.2,84.7,5.44,7.96,-73.5,0.43,0,28.4,55701,52285.7,34.33,51914.4,33986,18,21.8,21.8,2.308,1.588,1.794
3/30/2022,10:10:31 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.2,85.1,5.47,7.96,-73.6,0.42,0,28.4,55699.1,52286.3,34.33,51915.3,33986,18,21.8,21.8,2.363,1.626,1.77
3/30/2022,10:10:32 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,85.5,5.49,7.96,-73.7,0.43,0,28.4,55697.4,52287,34.33,51916.3,33987,18,21.8,21.8,2.435,1.676,1.803
3/30/2022,10:10:33 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,86,5.52,7.96,-73.8,0.43,0,28.4,55694.9,52287.2,34.33,51916.8,33987,18,21.8,21.8,2.49,1.713,1.851
3/30/2022,10:10:34 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,86.4,5.55,7.96,-73.8,0.45,0,28.4,55693.5,52287.4,34.33,51917.2,33987,18,21.8,21.8,2.537,1.746,1.865
3/30/2022,10:10:35 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.2,86.8,5.58,7.96,-73.9,0.45,0,28.4,55692.7,52287.8,34.33,51917.7,33987,18,21.8,21.8,2.574,1.771,1.854
3/30/2022,10:10:36 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,87.1,5.6,7.96,-74,0.44,0,28.4,55691,52287.8,34.33,51917.9,33987,18,21.8,21.8,2.614,1.799,1.909
3/30/2022,10:10:37 AM,Cabral,PitProfile_10AM,-17.51650 °,-149.91385 °,760.3,87.5,5.62,7.96,-74,0.42,0,28.4,55689.9,52287.5,34.33,51917.8,33987,18,21.8,21.8,2.642,1.818,1.949
