DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),ODO (% Sat),ODO (mg/L),pH,pH (mV),Turbidity (FNU),TSS (mg/L),Temp (°C),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Pressure (psi a),Depth (m),Vertical Position (m)
3/31/2022,1:13:26 AM,Cabral,PitProfile_1AM,0.00000 °,0.00000 °,758.4,99,6.35,8.01,-76.5,0.51,0,28.6,55662.7,52118.6,34.2,51732.6,33877,18,21.6,21.6,0.321,0.221,0.471
3/31/2022,1:13:27 AM,Cabral,PitProfile_1AM,0.00000 °,0.00000 °,758.4,99,6.35,8.01,-76.5,0.51,0,28.6,55682.7,52129.6,34.21,51742.5,33884,18,21.6,21.6,0.384,0.264,0.493
3/31/2022,1:13:28 AM,Cabral,PitProfile_1AM,0.00000 °,0.00000 °,758.5,99,6.34,8.01,-76.5,0.52,0,28.6,55700.6,52138.7,34.22,51750.7,33890,18,21.6,21.6,0.458,0.315,0.548
3/31/2022,1:13:29 AM,Cabral,PitProfile_1AM,0.00000 °,0.00000 °,758.5,99,6.34,8.01,-76.6,0.53,0,28.6,55715.4,52145.5,34.22,51756.5,33895,17.9,21.6,21.6,0.515,0.355,0.538
3/31/2022,1:13:30 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,98.9,6.34,8.01,-76.6,0.52,0,28.6,55727.2,52156,34.23,51766.9,33901,17.9,21.6,21.6,0.594,0.409,0.508
3/31/2022,1:13:31 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,98.9,6.34,8.01,-76.6,0.52,0,28.6,55735.3,52161.4,34.23,51772,33905,17.9,21.6,21.6,0.646,0.445,0.529
3/31/2022,1:13:32 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.9,6.34,8.01,-76.6,0.52,0,28.6,55741.7,52165.1,34.23,51775.3,33907,17.9,21.6,21.6,0.69,0.475,0.566
3/31/2022,1:13:33 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,98.9,6.34,8.01,-76.7,0.52,0,28.6,55746.8,52169.2,34.24,51779.4,33910,17.9,21.6,21.6,0.755,0.52,0.598
3/31/2022,1:13:34 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,98.9,6.34,8.01,-76.7,0.51,0,28.6,55750.4,52173.9,34.24,51784.2,33913,17.9,21.6,21.6,0.787,0.542,0.596
3/31/2022,1:13:35 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,98.9,6.33,8.01,-76.7,0.52,0,28.6,55752.2,52175.5,34.24,51785.8,33914,17.9,21.6,21.6,0.811,0.558,0.627
3/31/2022,1:13:36 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.5,98.9,6.33,8.01,-76.7,0.53,0,28.6,55757.3,52179.4,34.25,51789.6,33917,17.9,21.6,21.6,0.846,0.582,0.711
3/31/2022,1:13:37 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.3,98.9,6.33,8.01,-76.7,0.52,0,28.6,55761.6,52182,34.25,51791.9,33918,17.9,21.6,21.6,0.895,0.616,0.781
3/31/2022,1:13:38 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.5,98.9,6.33,8.01,-76.8,0.51,0,28.6,55769.5,52188.4,34.25,51798.2,33922,17.9,21.6,21.6,0.924,0.636,0.797
3/31/2022,1:13:39 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.5,98.9,6.33,8.01,-76.8,0.5,0,28.6,55777.5,52193.8,34.26,51803.3,33926,17.9,21.6,21.6,0.959,0.66,0.8
3/31/2022,1:13:40 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,98.9,6.33,8.01,-76.8,0.51,0,28.6,55784,52194.9,34.26,51803.8,33927,17.9,21.6,21.6,1.016,0.699,0.836
3/31/2022,1:13:41 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,98.9,6.33,8.01,-76.8,0.52,0,28.6,55788.4,52197.4,34.26,51806.1,33928,17.9,21.6,21.6,1.054,0.725,0.87
3/31/2022,1:13:42 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,98.9,6.34,8.01,-76.9,0.53,0,28.6,55794.3,52201.3,34.26,51809.7,33931,17.9,21.6,21.6,1.114,0.766,0.901
3/31/2022,1:13:43 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.5,98.9,6.34,8.01,-76.9,0.51,0,28.6,55800.6,52205.1,34.26,51813.3,33933,17.9,21.6,21.6,1.175,0.809,0.962
3/31/2022,1:13:44 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.5,99,6.34,8.01,-76.9,0.51,0,28.6,55804.4,52206.7,34.26,51814.6,33934,17.9,21.6,21.6,1.224,0.843,1.004
3/31/2022,1:13:45 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91385 °,758.4,99,6.34,8.01,-76.9,0.5,0,28.6,55808.6,52207.4,34.27,51814.9,33935,17.9,21.6,21.7,1.279,0.88,1.025
3/31/2022,1:13:46 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99,6.34,8.01,-76.9,0.5,0,28.6,55810.9,52208.7,34.27,51816.1,33936,17.9,21.6,21.7,1.343,0.924,1.108
3/31/2022,1:13:47 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.1,6.34,8.01,-77,0.52,0,28.6,55814.6,52210.4,34.27,51817.6,33937,17.9,21.6,21.7,1.393,0.959,1.127
3/31/2022,1:13:48 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.1,6.35,8.01,-77,0.51,0,28.6,55817.3,52210.2,34.27,51817,33937,17.9,21.6,21.6,1.444,0.993,1.152
3/31/2022,1:13:49 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.1,6.35,8.01,-77,0.51,0,28.6,55821.8,52211.7,34.27,51818.1,33938,17.9,21.6,21.6,1.523,1.048,1.209
3/31/2022,1:13:50 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.01,-77,0.5,0,28.6,55825.3,52213.4,34.27,51819.6,33939,17.9,21.6,21.6,1.564,1.076,1.21
3/31/2022,1:13:51 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77,0.5,0,28.6,55827.5,52213.2,34.27,51819.2,33939,17.9,21.6,21.6,1.61,1.108,1.217
3/31/2022,1:13:52 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77,0.49,0,28.6,55831.4,52214.9,34.27,51820.7,33940,17.9,21.6,21.6,1.671,1.15,1.254
3/31/2022,1:13:53 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77,0.49,0,28.6,55831.7,52214.2,34.27,51819.8,33939,17.9,21.6,21.6,1.695,1.167,1.28
3/31/2022,1:13:54 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.1,0.49,0,28.6,55832.5,52212.7,34.27,51818,33938,17.9,21.6,21.6,1.75,1.205,1.326
3/31/2022,1:13:55 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.1,0.48,0,28.6,55833,52212.7,34.27,51818,33938,17.9,21.6,21.6,1.799,1.238,1.351
3/31/2022,1:13:56 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.1,0.48,0,28.6,55832.1,52211.9,34.27,51817.2,33938,17.9,21.6,21.6,1.83,1.26,1.375
3/31/2022,1:13:57 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.1,0.48,0,28.6,55830.1,52211.3,34.27,51816.7,33937,17.9,21.6,21.6,1.866,1.285,1.387
3/31/2022,1:13:58 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.1,0.48,0,28.6,55829.4,52211.6,34.27,51817.2,33938,17.9,21.6,21.6,1.919,1.321,1.429
3/31/2022,1:13:59 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.1,0.48,0,28.6,55829.7,52211.7,34.27,51817.2,33938,17.9,21.6,21.6,1.947,1.34,1.447
3/31/2022,1:14:00 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.1,0.49,0,28.6,55830.3,52211.1,34.27,51816.5,33937,17.9,21.6,21.6,1.983,1.365,1.493
3/31/2022,1:14:01 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.1,0.49,0,28.6,55831,52211.7,34.27,51817.2,33938,17.9,21.6,21.6,2.027,1.395,1.494
3/31/2022,1:14:02 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.1,0.5,0,28.6,55830.1,52211.5,34.27,51817.1,33938,17.9,21.6,21.6,2.068,1.423,1.495
3/31/2022,1:14:03 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.1,0.51,0,28.6,55828.9,52211.7,34.27,51817.4,33938,17.9,21.6,21.6,2.095,1.442,1.495
3/31/2022,1:14:04 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.1,0.5,0,28.6,55830.3,52214.7,34.27,51820.6,33940,17.9,21.6,21.7,2.114,1.455,1.491
3/31/2022,1:14:05 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.2,0.5,0,28.6,55831.7,52215.1,34.27,51820.9,33940,17.9,21.6,21.6,2.133,1.468,1.493
3/31/2022,1:14:06 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.2,0.5,0,28.6,55833.9,52215.7,34.27,51821.3,33940,17.9,21.6,21.6,2.164,1.489,1.557
3/31/2022,1:14:07 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.2,6.35,8.02,-77.2,0.48,0,28.6,55836,52214.7,34.27,51819.9,33940,17.9,21.6,21.6,2.188,1.506,1.579
3/31/2022,1:14:08 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.3,99.2,6.35,8.02,-77.2,0.48,0,28.6,55836.5,52214.5,34.27,51819.7,33939,17.9,21.6,21.6,2.209,1.52,1.583
3/31/2022,1:14:09 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.2,0.47,0,28.6,55838.5,52216,34.27,51821.1,33940,17.9,21.6,21.6,2.234,1.537,1.596
3/31/2022,1:14:10 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.2,6.35,8.02,-77.2,0.46,0,28.6,55839.3,52216,34.27,51821,33940,17.9,21.6,21.6,2.264,1.558,1.694
3/31/2022,1:14:11 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.1,6.35,8.02,-77.2,0.44,0,28.6,55842.5,52217.6,34.27,51822.4,33941,17.9,21.6,21.6,2.299,1.582,1.748
3/31/2022,1:14:12 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99.1,6.34,8.02,-77.2,0.41,0,28.6,55845.9,52217.8,34.27,51822.3,33942,17.9,21.6,21.6,2.342,1.612,1.857
3/31/2022,1:14:13 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99.1,6.34,8.02,-77.2,0.42,0,28.6,55849.2,52219.2,34.27,51823.5,33943,17.9,21.6,21.6,2.402,1.653,1.864
3/31/2022,1:14:14 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,99,6.34,8.02,-77.2,0.43,0,28.6,55850.8,52218.6,34.27,51822.5,33942,17.9,21.6,21.6,2.472,1.701,1.881
3/31/2022,1:14:15 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,99,6.33,8.02,-77.2,0.42,0,28.6,55852,52218.6,34.27,51822.4,33942,17.9,21.6,21.6,2.528,1.74,1.882
3/31/2022,1:14:16 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,98.9,6.33,8.02,-77.2,0.43,0,28.6,55853.4,52219.4,34.27,51823.1,33943,17.9,21.6,21.6,2.577,1.774,1.907
3/31/2022,1:14:17 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,98.9,6.33,8.02,-77.2,0.43,0,28.6,55855,52220.3,34.27,51823.9,33943,17.9,21.6,21.6,2.628,1.809,1.912
3/31/2022,1:14:18 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,98.8,6.32,8.02,-77.2,0.43,0,28.6,55856.3,52220.4,34.27,51823.9,33943,17.9,21.6,21.6,2.69,1.851,1.924
3/31/2022,1:14:19 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,98.8,6.32,8.02,-77.2,0.45,0,28.6,55855.8,52219.3,34.27,51822.8,33943,17.9,21.6,21.6,2.736,1.883,1.958
3/31/2022,1:14:20 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,98.7,6.32,8.02,-77.2,0.44,0,28.6,55856.5,52219.9,34.27,51823.3,33943,17.9,21.6,21.6,2.771,1.907,1.962
3/31/2022,1:14:21 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,98.7,6.32,8.02,-77.2,0.47,0,28.6,55855.6,52219.1,34.27,51822.5,33942,17.9,21.6,21.6,2.809,1.933,1.999
3/31/2022,1:14:22 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,98.7,6.32,8.02,-77.2,0.48,0,28.6,55855.4,52219.2,34.27,51822.7,33942,17.9,21.6,21.6,2.826,1.945,2.01
3/31/2022,1:14:23 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,98.7,6.32,8.02,-77.2,0.48,0,28.6,55855.1,52219.2,34.27,51822.8,33942,17.9,21.6,21.6,2.844,1.958,2.017
3/31/2022,1:14:24 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.4,98.7,6.32,8.02,-77.2,0.48,0,28.6,55854.4,52218.8,34.27,51822.4,33942,17.9,21.6,21.6,2.864,1.971,2.034
3/31/2022,1:14:25 AM,Cabral,PitProfile_1AM,-17.51646 °,-149.91386 °,758.5,98.7,6.32,8.02,-77.2,0.48,0,28.6,55853.9,52218.9,34.27,51822.5,33942,17.9,21.6,21.6,2.891,1.99,2.02
3/31/2022,1:14:26 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.3,98.7,6.32,8.02,-77.2,0.48,0,28.6,55853,52218.3,34.27,51822,33942,17.9,21.6,21.6,2.915,2.006,2.054
3/31/2022,1:14:27 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.7,6.32,8.02,-77.2,0.51,0,28.6,55853,52218.4,34.27,51822.1,33942,17.9,21.6,21.6,2.93,2.017,2.074
3/31/2022,1:14:28 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.7,6.32,8.02,-77.2,0.5,0,28.6,55853.4,52218.8,34.27,51822.5,33942,17.9,21.6,21.6,2.95,2.031,2.078
3/31/2022,1:14:29 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.7,6.32,8.02,-77.2,0.49,0,28.6,55853.1,52218.6,34.27,51822.3,33942,17.9,21.6,21.6,2.976,2.048,2.128
3/31/2022,1:14:30 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.7,6.32,8.02,-77.2,0.5,0,28.6,55852.9,52218.3,34.27,51822,33942,17.9,21.6,21.6,3.009,2.071,2.157
3/31/2022,1:14:31 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.7,6.31,8.02,-77.2,0.51,0,28.6,55852.7,52218.2,34.27,51821.9,33942,17.9,21.6,21.6,3.032,2.087,2.193
3/31/2022,1:14:32 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.6,6.31,8.02,-77.2,0.51,0,28.6,55851.7,52217,34.27,51820.7,33941,17.9,21.6,21.6,3.056,2.103,2.184
3/31/2022,1:14:33 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.6,6.31,8.02,-77.2,0.5,0,28.6,55851.2,52216.6,34.27,51820.3,33941,17.9,21.6,21.6,3.09,2.127,2.231
3/31/2022,1:14:34 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.6,6.31,8.02,-77.2,0.5,0,28.6,55851,52216.2,34.27,51819.8,33941,17.9,21.6,21.6,3.134,2.157,2.304
3/31/2022,1:14:35 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.6,6.31,8.02,-77.2,0.51,0,28.6,55851.5,52216.6,34.27,51820.2,33941,17.9,21.6,21.6,3.182,2.19,2.387
3/31/2022,1:14:36 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.5,6.31,8.02,-77.2,0.53,0,28.6,55851.3,52216.3,34.27,51820,33941,17.9,21.6,21.6,3.232,2.224,2.412
3/31/2022,1:14:37 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.5,6.3,8.02,-77.2,0.52,0,28.6,55849.8,52215.2,34.27,51818.9,33940,17.9,21.6,21.6,3.291,2.265,2.499
3/31/2022,1:14:38 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98.4,6.3,8.02,-77.2,0.54,0,28.6,55848,52214.4,34.27,51818.2,33939,17.9,21.6,21.6,3.374,2.322,2.579
3/31/2022,1:14:39 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.3,6.29,8.02,-77.2,0.56,0,28.6,55847.4,52215,34.27,51819,33940,17.9,21.6,21.7,3.441,2.368,2.623
3/31/2022,1:14:40 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.3,6.29,8.02,-77.2,0.56,0,28.6,55845.9,52215.1,34.27,51819.2,33940,17.9,21.6,21.7,3.515,2.419,2.674
3/31/2022,1:14:41 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,98.1,6.28,8.02,-77.2,0.57,0,28.6,55845.6,52216.3,34.27,51820.6,33941,17.9,21.6,21.7,3.59,2.47,2.68
3/31/2022,1:14:42 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,98,6.27,8.02,-77.2,0.58,0,28.6,55843.7,52216.4,34.27,51820.9,33941,17.9,21.6,21.7,3.681,2.533,2.708
3/31/2022,1:14:43 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,97.8,6.26,8.02,-77.1,0.59,0,28.6,55841.1,52215.9,34.27,51820.7,33940,17.9,21.6,21.7,3.735,2.571,2.71
3/31/2022,1:14:44 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,97.7,6.25,8.02,-77.1,0.6,0,28.6,55839.6,52216.4,34.27,51821.4,33941,17.9,21.6,21.7,3.805,2.619,2.735
3/31/2022,1:14:45 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,97.5,6.24,8.02,-77.1,0.58,0,28.6,55836.9,52215.7,34.27,51820.9,33940,17.9,21.6,21.7,3.861,2.657,2.785
3/31/2022,1:14:46 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,97.4,6.23,8.02,-77,0.57,0,28.6,55835.7,52216.3,34.27,51821.8,33941,17.9,21.6,21.7,3.905,2.687,2.796
3/31/2022,1:14:47 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,97.2,6.22,8.01,-77,0.57,0,28.6,55835.7,52217.8,34.27,51823.4,33942,17.9,21.6,21.7,3.972,2.734,2.862
3/31/2022,1:14:48 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,97.1,6.21,8.01,-77,0.56,0,28.6,55835.1,52218.2,34.27,51823.9,33942,17.9,21.6,21.7,4.013,2.761,2.871
3/31/2022,1:14:49 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,96.9,6.2,8.01,-76.9,0.55,0,28.6,55834,52218.1,34.27,51823.9,33942,17.9,21.6,21.7,4.045,2.783,2.883
3/31/2022,1:14:50 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,96.7,6.19,8.01,-76.9,0.56,0,28.6,55833.3,52218.2,34.27,51824.1,33942,17.9,21.6,21.7,4.087,2.813,2.902
3/31/2022,1:14:51 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.5,96.6,6.19,8.01,-76.9,0.55,0,28.6,55831.6,52217.3,34.27,51823.3,33941,17.9,21.6,21.7,4.118,2.834,2.931
3/31/2022,1:14:52 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91386 °,758.4,96.5,6.18,8.01,-76.8,0.55,0,28.6,55831.5,52217.6,34.27,51823.6,33941,17.9,21.6,21.7,4.141,2.85,2.921
3/31/2022,1:14:53 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.5,96.3,6.17,8.01,-76.8,0.55,0,28.6,55830.9,52217.8,34.27,51824,33942,17.9,21.6,21.7,4.181,2.877,2.945
3/31/2022,1:14:54 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91388 °,758.5,96.2,6.16,8.01,-76.8,0.58,0,28.6,55830.6,52218.1,34.27,51824.3,33942,17.9,21.6,21.7,4.217,2.902,2.978
3/31/2022,1:14:55 AM,Cabral,PitProfile_1AM,-17.51647 °,-149.91388 °,758.4,96,6.15,8.01,-76.7,0.61,0,28.6,55830,52218.4,34.27,51824.8,33942,17.9,21.6,21.7,4.239,2.917,2.956
3/31/2022,1:14:56 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.4,95.9,6.14,8.01,-76.7,0.63,0,28.6,55827.4,52217.2,34.27,51823.6,33941,17.9,21.6,21.7,4.263,2.934,3.012
3/31/2022,1:14:57 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.4,95.7,6.13,8.01,-76.7,0.63,0,28.6,55826,52217,34.27,51823.6,33941,17.9,21.6,21.7,4.286,2.95,3.031
3/31/2022,1:14:58 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91386 °,758.4,95.5,6.12,8.01,-76.7,0.64,0,28.6,55823.4,52217.4,34.27,51824.4,33941,17.9,21.6,21.7,4.305,2.962,3.024
3/31/2022,1:14:59 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91386 °,758.5,95.4,6.11,8.01,-76.6,0.65,0,28.6,55821.2,52217.4,34.27,51824.6,33941,17.9,21.6,21.7,4.337,2.985,3.052
3/31/2022,1:15:00 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.5,95.1,6.09,8.01,-76.6,0.66,0,28.6,55820.1,52218.5,34.27,51826,33942,17.9,21.6,21.7,4.357,2.999,3.098
3/31/2022,1:15:01 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.5,94.9,6.08,8.01,-76.5,0.65,0,28.6,55817.3,52220.3,34.27,51828.3,33943,17.9,21.6,21.7,4.385,3.018,3.12
3/31/2022,1:15:02 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.5,94.7,6.06,8.01,-76.4,0.68,0,28.6,55810.8,52220.4,34.27,51829.2,33943,17.9,21.6,21.7,4.434,3.051,3.186
3/31/2022,1:15:03 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.5,94.3,6.04,8,-76.4,0.71,0,28.6,55805.3,52220.8,34.27,51830.2,33943,17.9,21.7,21.7,4.464,3.072,3.231
3/31/2022,1:15:04 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.4,90.8,5.82,8,-76.2,0.69,0,28.6,55794.8,52222.8,34.28,51833.6,33945,17.9,21.7,21.7,4.506,3.101,3.262
3/31/2022,1:15:05 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.4,90.5,5.8,8,-76.1,0.68,0,28.6,55786.1,52222.9,34.28,51834.8,33945,17.9,21.7,21.7,4.562,3.14,3.271
3/31/2022,1:15:06 AM,Cabral,PitProfile_1AM,-17.51648 °,-149.91388 °,758.5,90,5.77,8,-76,0.68,0,28.6,55779.7,52223.5,34.28,51836.2,33945,17.9,21.7,21.7,4.594,3.161,3.276
