"Plot Title: CT_330_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739330, SEN S/N: 20739330)","Temp, °F (LGR S/N: 20739330, SEN S/N: 20739330)"
1,03/23/22 08:00:00 AM,107.4,82.17
2,03/23/22 08:20:00 AM,100.6,83.01
3,03/23/22 08:40:00 AM,109.3,84.24
4,03/23/22 09:00:00 AM,35325.4,84.40
5,03/23/22 09:20:00 AM,544.3,87.66
6,03/23/22 09:40:00 AM,666.0,91.29
7,03/23/22 10:00:00 AM,35379.8,85.23
8,03/23/22 10:20:00 AM,35409.7,85.32
9,03/23/22 10:40:00 AM,35322.7,85.39
10,03/23/22 11:00:00 AM,35344.4,85.39
11,03/23/22 11:20:00 AM,35358.0,85.46
12,03/23/22 11:40:00 AM,35363.4,85.68
13,03/23/22 12:00:00 PM,35368.9,85.89
14,03/23/22 12:20:00 PM,35390.6,86.16
15,03/23/22 12:40:00 PM,35420.6,86.32
16,03/23/22 01:00:00 PM,35409.7,86.34
17,03/23/22 01:20:00 PM,35407.0,86.56
18,03/23/22 01:40:00 PM,35445.1,86.81
19,03/23/22 02:00:00 PM,35453.3,86.90
20,03/23/22 02:20:00 PM,35461.5,87.03
21,03/23/22 02:40:00 PM,35464.2,87.17
22,03/23/22 03:00:00 PM,35439.7,87.24
23,03/23/22 03:20:00 PM,35467.0,87.42
24,03/23/22 03:40:00 PM,35502.5,87.53
25,03/23/22 04:00:00 PM,35467.0,87.62
26,03/23/22 04:20:00 PM,35499.7,87.69
27,03/23/22 04:40:00 PM,35469.7,87.62
28,03/23/22 05:00:00 PM,35480.6,87.51
29,03/23/22 05:20:00 PM,35431.5,87.42
30,03/23/22 05:40:00 PM,35431.5,87.33
31,03/23/22 06:00:00 PM,35407.0,87.17
32,03/23/22 06:20:00 PM,35417.9,87.08
33,03/23/22 06:40:00 PM,35431.5,86.90
34,03/23/22 07:00:00 PM,35412.4,86.83
35,03/23/22 07:20:00 PM,35412.4,86.74
36,03/23/22 07:40:00 PM,35407.0,86.65
37,03/23/22 08:00:00 PM,35390.6,86.59
38,03/23/22 08:20:00 PM,35401.5,86.54
39,03/23/22 08:40:00 PM,35401.5,86.47
40,03/23/22 09:00:00 PM,35382.5,86.41
41,03/23/22 09:20:00 PM,35344.4,86.34
42,03/23/22 09:40:00 PM,35379.8,86.29
43,03/23/22 10:00:00 PM,35396.1,86.20
44,03/23/22 10:20:00 PM,35371.6,86.13
45,03/23/22 10:40:00 PM,35333.6,86.09
46,03/23/22 11:00:00 PM,35320.0,86.04
47,03/23/22 11:20:00 PM,35371.6,86.02
48,03/23/22 11:40:00 PM,35358.0,85.95
49,03/24/22 12:00:00 AM,35333.6,85.89
50,03/24/22 12:20:00 AM,35339.0,85.86
51,03/24/22 12:40:00 AM,35347.1,85.77
52,03/24/22 01:00:00 AM,35325.4,85.73
53,03/24/22 01:20:00 AM,35352.6,85.66
54,03/24/22 01:40:00 AM,35333.6,85.59
55,03/24/22 02:00:00 AM,35320.0,85.46
56,03/24/22 02:20:00 AM,35303.7,85.41
57,03/24/22 02:40:00 AM,35377.0,85.39
58,03/24/22 03:00:00 AM,35330.9,85.32
59,03/24/22 03:20:00 AM,35333.6,85.23
60,03/24/22 03:40:00 AM,35322.7,85.14
61,03/24/22 04:00:00 AM,35322.7,85.10
62,03/24/22 04:20:00 AM,35255.0,84.96
63,03/24/22 04:40:00 AM,35325.4,84.92
64,03/24/22 05:00:00 AM,35298.3,84.78
65,03/24/22 05:20:00 AM,35279.3,84.69
66,03/24/22 05:40:00 AM,35271.2,84.61
67,03/24/22 06:00:00 AM,35271.2,84.54
68,03/24/22 06:20:00 AM,35236.1,84.51
69,03/24/22 06:40:00 AM,35244.2,84.42
70,03/24/22 07:00:00 AM,35260.4,84.42
71,03/24/22 07:20:00 AM,35244.2,84.40
72,03/24/22 07:40:00 AM,35230.7,84.45
73,03/24/22 08:00:00 AM,35211.8,84.43
74,03/24/22 08:20:00 AM,35236.1,84.45
75,03/24/22 08:40:00 AM,35198.3,84.49
76,03/24/22 09:00:00 AM,35219.9,84.61
77,03/24/22 09:20:00 AM,35219.9,84.69
78,03/24/22 09:40:00 AM,35217.2,84.76
79,03/24/22 10:00:00 AM,35271.2,85.10
80,03/24/22 10:20:00 AM,35295.6,85.39
81,03/24/22 10:40:00 AM,35322.7,85.66
82,03/24/22 11:00:00 AM,35341.7,86.00
83,03/24/22 11:20:00 AM,35360.7,86.20
84,03/24/22 11:40:00 AM,35358.0,86.25
85,03/24/22 12:00:00 PM,35355.3,86.29
86,03/24/22 12:20:00 PM,35366.2,86.36
87,03/24/22 12:40:00 PM,35404.3,86.41
88,03/24/22 01:00:00 PM,35412.4,86.72
89,03/24/22 01:20:00 PM,35458.8,87.15
90,03/24/22 01:40:00 PM,35475.2,87.35
91,03/24/22 02:00:00 PM,35494.3,87.42
92,03/24/22 02:20:00 PM,35477.9,87.69
93,03/24/22 02:40:00 PM,35521.6,87.93
94,03/24/22 03:00:00 PM,35540.8,87.94
95,03/24/22 03:20:00 PM,35543.5,88.27
96,03/24/22 03:40:00 PM,35587.4,88.29
97,03/24/22 04:00:00 PM,35576.4,88.21
98,03/24/22 04:20:00 PM,35557.2,88.29
99,03/24/22 04:40:00 PM,35560.0,88.29
100,03/24/22 05:00:00 PM,35560.0,88.23
101,03/24/22 05:20:00 PM,35527.1,88.12
102,03/24/22 05:40:00 PM,35535.3,87.96
103,03/24/22 06:00:00 PM,35521.6,87.85
104,03/24/22 06:20:00 PM,35521.6,87.75
105,03/24/22 06:40:00 PM,35510.7,87.67
106,03/24/22 07:00:00 PM,35513.4,87.57
107,03/24/22 07:20:00 PM,35538.1,87.48
108,03/24/22 07:40:00 PM,35521.6,87.39
109,03/24/22 08:00:00 PM,35516.2,87.31
110,03/24/22 08:20:00 PM,35472.4,87.21
111,03/24/22 08:40:00 PM,35475.2,87.12
112,03/24/22 09:00:00 PM,35472.4,87.03
113,03/24/22 09:20:00 PM,35464.2,86.88
114,03/24/22 09:40:00 PM,35461.5,86.79
115,03/24/22 10:00:00 PM,35442.4,86.70
116,03/24/22 10:20:00 PM,35445.1,86.59
117,03/24/22 10:40:00 PM,35475.2,86.50
118,03/24/22 11:00:00 PM,35417.9,86.41
119,03/24/22 11:20:00 PM,35423.3,86.32
120,03/24/22 11:40:00 PM,35464.2,86.16
121,03/25/22 12:00:00 AM,35412.4,86.02
122,03/25/22 12:20:00 AM,35252.3,85.86
123,03/25/22 12:40:00 AM,35420.6,85.77
124,03/25/22 01:00:00 AM,35228.0,85.59
125,03/25/22 01:20:00 AM,35379.8,85.46
126,03/25/22 01:40:00 AM,35355.3,85.30
127,03/25/22 02:00:00 AM,35309.2,85.19
128,03/25/22 02:20:00 AM,35382.5,85.05
129,03/25/22 02:40:00 AM,35387.9,84.96
130,03/25/22 03:00:00 AM,35314.6,84.85
131,03/25/22 03:20:00 AM,35371.6,84.70
132,03/25/22 03:40:00 AM,35366.2,84.61
133,03/25/22 04:00:00 AM,35341.7,84.52
134,03/25/22 04:20:00 AM,35303.7,84.45
135,03/25/22 04:40:00 AM,35330.9,84.40
136,03/25/22 05:00:00 AM,35209.1,84.27
137,03/25/22 05:20:00 AM,35311.9,84.18
138,03/25/22 05:40:00 AM,35155.1,84.06
139,03/25/22 06:00:00 AM,35301.0,84.00
140,03/25/22 06:20:00 AM,35298.3,83.91
141,03/25/22 06:40:00 AM,35284.8,83.91
142,03/25/22 07:00:00 AM,35292.9,83.88
143,03/25/22 07:20:00 AM,35228.0,83.88
144,03/25/22 07:40:00 AM,35303.7,83.89
145,03/25/22 08:00:00 AM,35311.9,83.89
146,03/25/22 08:20:00 AM,35273.9,83.98
147,03/25/22 08:40:00 AM,35322.7,84.22
148,03/25/22 09:00:00 AM,35336.3,84.43
149,03/25/22 09:20:00 AM,35382.5,84.70
150,03/25/22 09:40:00 AM,35407.0,84.96
151,03/25/22 10:00:00 AM,35431.5,85.23
152,03/25/22 10:20:00 AM,35445.1,85.57
153,03/25/22 10:40:00 AM,35475.2,85.89
154,03/25/22 11:00:00 AM,35491.5,86.11
155,03/25/22 11:20:00 AM,35516.2,86.45
156,03/25/22 11:40:00 AM,35568.2,86.70
157,03/25/22 12:00:00 PM,35557.2,87.06
158,03/25/22 12:20:00 PM,35573.7,87.21
159,03/25/22 12:40:00 PM,35560.0,87.26
160,03/25/22 01:00:00 PM,35628.6,87.60
161,03/25/22 01:20:00 PM,35620.4,87.78
162,03/25/22 01:40:00 PM,35639.6,88.00
163,03/25/22 02:00:00 PM,35653.4,88.32
164,03/25/22 02:20:00 PM,35672.6,88.52
165,03/25/22 02:40:00 PM,35700.2,88.52
166,03/25/22 03:00:00 PM,35705.7,88.63
167,03/25/22 03:20:00 PM,35672.6,88.56
168,03/25/22 03:40:00 PM,35656.1,88.48
169,03/25/22 04:00:00 PM,35647.9,88.52
