MiniDOT Logger Concatenated Data File
Sensor:             7450-735719
Concatenation Date: 2021Jan19 13:54:14 HST

DO concentration compensated for salinity: 34.0 (ppt)
Saturation computed at elevation: -0.8 (meter)

"            Unix Timestamp,               UTC_Date_&_Time,          Hawaii Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q"
"                1583378940,           2020-03-05 03:29:00,           2020-03-04 17:29:00,      3.420000,     20.453000,          7.037152,                    95.375413,      0.979000"
"                1583379000,           2020-03-05 03:30:00,           2020-03-04 17:30:00,      3.420000,     20.461000,          7.039693,                    95.423760,      0.979000"
"                1583379060,           2020-03-05 03:31:00,           2020-03-04 17:31:00,      3.420000,     20.453000,          7.042065,                    95.441993,      0.979000"
"                1583379120,           2020-03-05 03:32:00,           2020-03-04 17:32:00,      3.420000,     20.461000,          7.033143,                    95.334974,      0.978000"
"                1583379180,           2020-03-05 03:33:00,           2020-03-04 17:33:00,      3.420000,     20.453000,          7.039609,                    95.408703,      0.979000"
"                1583379240,           2020-03-05 03:34:00,           2020-03-04 17:34:00,      3.420000,     20.453000,          7.042884,                    95.453090,      0.979000"
"                1583379300,           2020-03-05 03:35:00,           2020-03-04 17:35:00,      3.420000,     20.453000,          7.038790,                    95.397607,      0.979000"
"                1583379360,           2020-03-05 03:36:00,           2020-03-04 17:36:00,      3.420000,     20.469000,          7.032409,                    95.338917,      0.979000"
"                1583379420,           2020-03-05 03:37:00,           2020-03-04 17:37:00,      3.420000,     20.453000,          7.041246,                    95.430896,      0.979000"
"                1583379480,           2020-03-05 03:38:00,           2020-03-04 17:38:00,      3.420000,     20.461000,          7.029868,                    95.290580,      0.978000"
"                1583379540,           2020-03-05 03:39:00,           2020-03-04 17:39:00,      3.420000,     20.478000,          7.040691,                    95.466861,      0.979000"
"                1583379600,           2020-03-05 03:40:00,           2020-03-04 17:40:00,      3.420000,     20.478000,          7.030866,                    95.333636,      0.979000"
"                1583379660,           2020-03-05 03:41:00,           2020-03-04 17:41:00,      3.420000,     20.469000,          7.042234,                    95.472119,      0.979000"
"                1583379720,           2020-03-05 03:42:00,           2020-03-04 17:42:00,      3.420000,     20.461000,          7.038874,                    95.412662,      0.979000"
"                1583379780,           2020-03-05 03:43:00,           2020-03-04 17:43:00,      3.420000,     20.461000,          7.040512,                    95.434859,      0.979000"
"                1583379840,           2020-03-05 03:44:00,           2020-03-04 17:44:00,      3.420000,     20.461000,          7.046243,                    95.512547,      0.979000"
"                1583379900,           2020-03-05 03:45:00,           2020-03-04 17:45:00,      3.420000,     20.486000,          7.027675,                    95.304260,      0.978000"
"                1583379960,           2020-03-05 03:46:00,           2020-03-04 17:46:00,      3.420000,     20.469000,          7.047965,                    95.549819,      0.980000"
"                1583380020,           2020-03-05 03:47:00,           2020-03-04 17:47:00,      3.420000,     20.469000,          7.043871,                    95.494319,      0.979000"
"                1583380080,           2020-03-05 03:48:00,           2020-03-04 17:48:00,      3.420000,     20.469000,          7.045509,                    95.516519,      0.979000"
"                1583380140,           2020-03-05 03:49:00,           2020-03-04 17:49:00,      3.420000,     20.478000,          7.040691,                    95.466861,      0.979000"
"                1583380200,           2020-03-05 03:50:00,           2020-03-04 17:50:00,      3.420000,     20.469000,          7.038140,                    95.416618,      0.979000"
"                1583380260,           2020-03-05 03:51:00,           2020-03-04 17:51:00,      3.420000,     20.478000,          7.039873,                    95.455759,      0.979000"
"                1583380320,           2020-03-05 03:52:00,           2020-03-04 17:52:00,      3.420000,     20.478000,          7.036597,                    95.411350,      0.979000"
"                1583380380,           2020-03-05 03:53:00,           2020-03-04 17:53:00,      3.420000,     20.469000,          7.046328,                    95.527619,      0.979000"
"                1583380440,           2020-03-05 03:54:00,           2020-03-04 17:54:00,      3.420000,     20.478000,          7.037416,                    95.422453,      0.979000"
"                1583380500,           2020-03-05 03:55:00,           2020-03-04 17:55:00,      3.420000,     20.486000,          7.043232,                    95.515233,      0.979000"
"                1583380560,           2020-03-05 03:56:00,           2020-03-04 17:56:00,      3.420000,     20.486000,          7.044051,                    95.526337,      0.979000"
"                1583380620,           2020-03-05 03:57:00,           2020-03-04 17:57:00,      3.420000,     20.478000,          7.038235,                    95.433555,      0.979000"
"                1583380680,           2020-03-05 03:58:00,           2020-03-04 17:58:00,      3.420000,     20.478000,          7.042329,                    95.489065,      0.979000"
"                1583380740,           2020-03-05 03:59:00,           2020-03-04 17:59:00,      3.420000,     20.486000,          7.032588,                    95.370883,      0.978000"
"                1583380800,           2020-03-05 04:00:00,           2020-03-04 18:00:00,      3.420000,     20.478000,          7.048060,                    95.566780,      0.980000"
"                1583380860,           2020-03-05 04:01:00,           2020-03-04 18:01:00,      3.420000,     20.486000,          7.036682,                    95.426402,      0.979000"
"                1583380920,           2020-03-05 04:02:00,           2020-03-04 18:02:00,      3.420000,     20.478000,          7.038235,                    95.433555,      0.979000"
"                1583380980,           2020-03-05 04:03:00,           2020-03-04 18:03:00,      3.420000,     20.486000,          7.039957,                    95.470818,      0.979000"
"                1583381040,           2020-03-05 04:04:00,           2020-03-04 18:04:00,      3.420000,     20.486000,          7.035863,                    95.415298,      0.979000"
"                1583381100,           2020-03-05 04:05:00,           2020-03-04 18:05:00,      3.420000,     20.495000,          7.038415,                    95.465548,      0.979000"
"                1583381160,           2020-03-05 04:06:00,           2020-03-04 18:06:00,      3.420000,     20.486000,          7.034226,                    95.393091,      0.978000"
"                1583381220,           2020-03-05 04:07:00,           2020-03-04 18:07:00,      3.420000,     20.495000,          7.042509,                    95.521077,      0.979000"
"                1583381280,           2020-03-05 04:08:00,           2020-03-04 18:08:00,      3.420000,     20.495000,          7.035139,                    95.421125,      0.979000"
"                1583381340,           2020-03-05 04:09:00,           2020-03-04 18:09:00,      3.430000,     20.478000,          7.040691,                    95.466861,      0.979000"
"                1583381400,           2020-03-05 04:10:00,           2020-03-04 18:10:00,      3.420000,     20.503000,          7.035224,                    95.436174,      0.979000"
"                1583381460,           2020-03-05 04:11:00,           2020-03-04 18:11:00,      3.430000,     20.495000,          7.034321,                    95.410019,      0.979000"
"                1583381520,           2020-03-05 04:12:00,           2020-03-04 18:12:00,      3.420000,     20.495000,          7.038415,                    95.465548,      0.979000"
"                1583381580,           2020-03-05 04:13:00,           2020-03-04 18:13:00,      3.430000,     20.486000,          7.030132,                    95.337572,      0.978000"
"                1583381640,           2020-03-05 04:14:00,           2020-03-04 18:14:00,      3.430000,     20.511000,          7.032852,                    95.417896,      0.979000"
"                1583381700,           2020-03-05 04:15:00,           2020-03-04 18:15:00,      3.430000,     20.503000,          7.044231,                    95.558357,      0.980000"
"                1583381760,           2020-03-05 04:16:00,           2020-03-04 18:16:00,      3.430000,     20.503000,          7.028673,                    95.347313,      0.978000"
"                1583381820,           2020-03-05 04:17:00,           2020-03-04 18:17:00,      3.430000,     20.495000,          7.037596,                    95.454442,      0.979000"
"                1583381880,           2020-03-05 04:18:00,           2020-03-04 18:18:00,      3.430000,     20.511000,          7.030395,                    95.384568,      0.979000"
"                1583381940,           2020-03-05 04:19:00,           2020-03-04 18:19:00,      3.430000,     20.495000,          7.042509,                    95.521077,      0.979000"
"                1583382000,           2020-03-05 04:20:00,           2020-03-04 18:20:00,      3.430000,     20.520000,          7.031309,                    95.412599,      0.979000"
"                1583382060,           2020-03-05 04:21:00,           2020-03-04 18:21:00,      3.430000,     20.520000,          7.037860,                    95.501489,      0.979000"
"                1583382120,           2020-03-05 04:22:00,           2020-03-04 18:22:00,      3.430000,     20.503000,          7.045049,                    95.569465,      0.979000"
"                1583382180,           2020-03-05 04:23:00,           2020-03-04 18:23:00,      3.430000,     20.503000,          7.043412,                    95.547249,      0.979000"
"                1583382240,           2020-03-05 04:24:00,           2020-03-04 18:24:00,      3.430000,     20.495000,          7.038415,                    95.465548,      0.979000"
"                1583382300,           2020-03-05 04:25:00,           2020-03-04 18:25:00,      3.430000,     20.511000,          7.037765,                    95.484552,      0.979000"
"                1583382360,           2020-03-05 04:26:00,           2020-03-04 18:26:00,      3.430000,     20.495000,          7.041690,                    95.509971,      0.979000"
"                1583382420,           2020-03-05 04:27:00,           2020-03-04 18:27:00,      3.430000,     20.503000,          7.041774,                    95.525034,      0.979000"
"                1583382480,           2020-03-05 04:28:00,           2020-03-04 18:28:00,      3.430000,     20.503000,          7.037680,                    95.469497,      0.979000"
"                1583382540,           2020-03-05 04:29:00,           2020-03-04 18:29:00,      3.430000,     20.520000,          7.037860,                    95.501489,      0.979000"
"                1583382600,           2020-03-05 04:30:00,           2020-03-04 18:30:00,      3.430000,     20.520000,          7.030490,                    95.401487,      0.979000"
"                1583382660,           2020-03-05 04:31:00,           2020-03-04 18:31:00,      3.430000,     20.520000,          7.034584,                    95.457044,      0.979000"
"                1583382720,           2020-03-05 04:32:00,           2020-03-04 18:32:00,      3.430000,     20.528000,          7.033850,                    95.460980,      0.979000"
"                1583382780,           2020-03-05 04:33:00,           2020-03-04 18:33:00,      3.430000,     20.511000,          7.038583,                    95.495661,      0.979000"
"                1583382840,           2020-03-05 04:34:00,           2020-03-04 18:34:00,      3.430000,     20.511000,          7.038583,                    95.495661,      0.979000"
"                1583382900,           2020-03-05 04:35:00,           2020-03-04 18:35:00,      3.430000,     20.511000,          7.047590,                    95.617863,      0.980000"
"                1583382960,           2020-03-05 04:36:00,           2020-03-04 18:36:00,      3.430000,     20.520000,          7.037860,                    95.501489,      0.979000"
"                1583383020,           2020-03-05 04:37:00,           2020-03-04 18:37:00,      3.430000,     20.511000,          7.040221,                    95.517879,      0.979000"
"                1583383080,           2020-03-05 04:38:00,           2020-03-04 18:38:00,      3.430000,     20.520000,          7.029671,                    95.390376,      0.978000"
"                1583383140,           2020-03-05 04:39:00,           2020-03-04 18:39:00,      3.430000,     20.520000,          7.036222,                    95.479266,      0.979000"
"                1583383200,           2020-03-05 04:40:00,           2020-03-04 18:40:00,      3.430000,     20.520000,          7.037860,                    95.501489,      0.979000"
"                1583383260,           2020-03-05 04:41:00,           2020-03-04 18:41:00,      3.430000,     20.528000,          7.046951,                    95.638788,      0.980000"
"                1583383320,           2020-03-05 04:42:00,           2020-03-04 18:42:00,      3.430000,     20.511000,          7.044315,                    95.573426,      0.979000"
"                1583383380,           2020-03-05 04:43:00,           2020-03-04 18:43:00,      3.430000,     20.528000,          7.036306,                    95.494319,      0.979000"
"                1583383440,           2020-03-05 04:44:00,           2020-03-04 18:44:00,      3.430000,     20.536000,          7.034753,                    95.487142,      0.979000"
"                1583383500,           2020-03-05 04:45:00,           2020-03-04 18:45:00,      3.430000,     20.503000,          7.043412,                    95.547249,      0.979000"
"                1583383560,           2020-03-05 04:46:00,           2020-03-04 18:46:00,      3.430000,     20.511000,          7.039402,                    95.506770,      0.979000"
"                1583383620,           2020-03-05 04:47:00,           2020-03-04 18:47:00,      3.430000,     20.528000,          7.038763,                    95.527658,      0.979000"
"                1583383680,           2020-03-05 04:48:00,           2020-03-04 18:48:00,      3.430000,     20.520000,          7.037860,                    95.501489,      0.979000"
"                1583383740,           2020-03-05 04:49:00,           2020-03-04 18:49:00,      3.430000,     20.536000,          7.033934,                    95.476028,      0.979000"
"                1583383800,           2020-03-05 04:50:00,           2020-03-04 18:50:00,      3.430000,     20.528000,          7.041219,                    95.560997,      0.979000"
"                1583383860,           2020-03-05 04:51:00,           2020-03-04 18:51:00,      3.430000,     20.520000,          7.040316,                    95.534823,      0.979000"
"                1583383920,           2020-03-05 04:52:00,           2020-03-04 18:52:00,      3.430000,     20.520000,          7.048504,                    95.645936,      0.979000"
"                1583383980,           2020-03-05 04:53:00,           2020-03-04 18:53:00,      3.430000,     20.545000,          7.036485,                    95.526307,      0.979000"
"                1583384040,           2020-03-05 04:54:00,           2020-03-04 18:54:00,      3.430000,     20.528000,          7.042038,                    95.572110,      0.979000"
"                1583384100,           2020-03-05 04:55:00,           2020-03-04 18:55:00,      3.430000,     20.536000,          7.039666,                    95.553831,      0.979000"
"                1583384160,           2020-03-05 04:56:00,           2020-03-04 18:56:00,      3.430000,     20.528000,          7.029756,                    95.405415,      0.978000"
"                1583384220,           2020-03-05 04:57:00,           2020-03-04 18:57:00,      3.430000,     20.528000,          7.035487,                    95.483206,      0.979000"
"                1583384280,           2020-03-05 04:58:00,           2020-03-04 18:58:00,      3.430000,     20.545000,          7.036485,                    95.526307,      0.979000"
"                1583384340,           2020-03-05 04:59:00,           2020-03-04 18:59:00,      3.430000,     20.536000,          7.041304,                    95.576061,      0.979000"
"                1583384400,           2020-03-05 05:00:00,           2020-03-04 19:00:00,      3.430000,     20.528000,          7.042038,                    95.572110,      0.979000"
"                1583384460,           2020-03-05 05:01:00,           2020-03-04 19:01:00,      3.430000,     20.528000,          7.047770,                    95.649901,      0.980000"
"                1583384520,           2020-03-05 05:02:00,           2020-03-04 19:02:00,      3.430000,     20.520000,          7.042773,                    95.568157,      0.979000"
"                1583384580,           2020-03-05 05:03:00,           2020-03-04 19:03:00,      3.430000,     20.536000,          7.037209,                    95.520487,      0.979000"
"                1583384640,           2020-03-05 05:04:00,           2020-03-04 19:04:00,      3.430000,     20.536000,          7.038847,                    95.542716,      0.979000"
"                1583384700,           2020-03-05 05:05:00,           2020-03-04 19:05:00,      3.430000,     20.536000,          7.041304,                    95.576061,      0.979000"
"                1583384760,           2020-03-05 05:06:00,           2020-03-04 19:06:00,      3.430000,     20.553000,          7.038208,                    95.563598,      0.979000"
"                1583384820,           2020-03-05 05:07:00,           2020-03-04 19:07:00,      3.430000,     20.536000,          7.042123,                    95.587176,      0.979000"
"                1583384880,           2020-03-05 05:08:00,           2020-03-04 19:08:00,      3.430000,     20.520000,          7.044410,                    95.590379,      0.979000"
"                1583384940,           2020-03-05 05:09:00,           2020-03-04 19:09:00,      3.430000,     20.528000,          7.041219,                    95.560997,      0.979000"
"                1583385000,           2020-03-05 05:10:00,           2020-03-04 19:10:00,      3.430000,     20.545000,          7.036485,                    95.526307,      0.979000"
"                1583385060,           2020-03-05 05:11:00,           2020-03-04 19:11:00,      3.430000,     20.545000,          7.034029,                    95.492957,      0.979000"
"                1583385120,           2020-03-05 05:12:00,           2020-03-04 19:12:00,      3.430000,     20.545000,          7.031572,                    95.459607,      0.978000"
"                1583385180,           2020-03-05 05:13:00,           2020-03-04 19:13:00,      3.430000,     20.545000,          7.039761,                    95.570774,      0.979000"
"                1583385240,           2020-03-05 05:14:00,           2020-03-04 19:14:00,      3.430000,     20.528000,          7.037125,                    95.505432,      0.979000"
"                1583385300,           2020-03-05 05:15:00,           2020-03-04 19:15:00,      3.430000,     20.536000,          7.034753,                    95.487142,      0.978000"
"                1583385360,           2020-03-05 05:16:00,           2020-03-04 19:16:00,      3.430000,     20.545000,          7.035667,                    95.515190,      0.979000"
"                1583385420,           2020-03-05 05:17:00,           2020-03-04 19:17:00,      3.430000,     20.536000,          7.044579,                    95.620520,      0.979000"
"                1583385480,           2020-03-05 05:18:00,           2020-03-04 19:18:00,      3.430000,     20.545000,          7.037304,                    95.537424,      0.979000"
"                1583385540,           2020-03-05 05:19:00,           2020-03-04 19:19:00,      3.430000,     20.553000,          7.030019,                    95.452413,      0.978000"
"                1583385600,           2020-03-05 05:20:00,           2020-03-04 19:20:00,      3.430000,     20.536000,          7.047036,                    95.653864,      0.980000"
"                1583385660,           2020-03-05 05:21:00,           2020-03-04 19:21:00,      3.430000,     20.553000,          7.029200,                    95.441295,      0.978000"
"                1583385720,           2020-03-05 05:22:00,           2020-03-04 19:22:00,      3.430000,     20.553000,          7.037389,                    95.552480,      0.979000"
"                1583385780,           2020-03-05 05:23:00,           2020-03-04 19:23:00,      3.430000,     20.545000,          7.038123,                    95.548541,      0.979000"
"                1583385840,           2020-03-05 05:24:00,           2020-03-04 19:24:00,      3.430000,     20.553000,          7.038208,                    95.563598,      0.979000"
"                1583385900,           2020-03-05 05:25:00,           2020-03-04 19:25:00,      3.430000,     20.570000,          7.040025,                    95.617841,      0.980000"
"                1583385960,           2020-03-05 05:26:00,           2020-03-04 19:26:00,      3.430000,     20.545000,          7.035667,                    95.515190,      0.979000"
"                1583386020,           2020-03-05 05:27:00,           2020-03-04 19:27:00,      3.430000,     20.545000,          7.035667,                    95.515190,      0.979000"
"                1583386080,           2020-03-05 05:28:00,           2020-03-04 19:28:00,      3.430000,     20.553000,          7.047215,                    95.685902,      0.980000"
"                1583386140,           2020-03-05 05:29:00,           2020-03-04 19:29:00,      3.430000,     20.545000,          7.043036,                    95.615241,      0.979000"
"                1583386200,           2020-03-05 05:30:00,           2020-03-04 19:30:00,      3.430000,     20.562000,          7.039121,                    95.591659,      0.979000"
"                1583386260,           2020-03-05 05:31:00,           2020-03-04 19:31:00,      3.430000,     20.545000,          7.043036,                    95.615241,      0.979000"
"                1583386320,           2020-03-05 05:32:00,           2020-03-04 19:32:00,      3.430000,     20.545000,          7.041399,                    95.593008,      0.979000"
"                1583386380,           2020-03-05 05:33:00,           2020-03-04 19:33:00,      3.430000,     20.562000,          7.039121,                    95.591659,      0.979000"
"                1583386440,           2020-03-05 05:34:00,           2020-03-04 19:34:00,      3.430000,     20.553000,          7.040664,                    95.596954,      0.979000"
