"Plot Title: Depth_012221_877_wRAD"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810877, SEN S/N: 20810877)","Temp, °C (LGR S/N: 20810877, SEN S/N: 20810877)","Water Level, meters (LGR S/N: 20810877)","Coupler Detached (LGR S/N: 20810877)","Coupler Attached (LGR S/N: 20810877)","Host Connected (LGR S/N: 20810877)","Stopped (LGR S/N: 20810877)","End Of File (LGR S/N: 20810877)"
36,01/22/21 12:35:00 PM,101.388,32.086,0.077,,,,,
37,01/22/21 12:36:00 PM,101.432,31.778,0.081,,,,,
38,01/22/21 12:37:00 PM,101.353,31.574,0.073,,,,,
39,01/22/21 12:38:00 PM,101.188,31.472,0.057,,,,,
40,01/22/21 12:39:00 PM,102.637,31.268,0.201,,,,,
41,01/22/21 12:40:00 PM,102.349,31.268,0.172,,,,,
42,01/22/21 12:41:00 PM,102.328,31.166,0.170,,,,,
43,01/22/21 12:42:00 PM,102.486,31.064,0.186,,,,,
44,01/22/21 12:43:00 PM,102.612,31.064,0.198,,,,,
45,01/22/21 12:44:00 PM,102.687,31.166,0.206,,,,,
46,01/22/21 12:45:00 PM,102.648,31.064,0.202,,,,,
47,01/22/21 12:46:00 PM,102.936,31.064,0.231,,,,,
48,01/22/21 12:47:00 PM,102.666,31.064,0.204,,,,,
49,01/22/21 12:48:00 PM,102.651,31.166,0.202,,,,,
50,01/22/21 12:49:00 PM,102.655,31.268,0.203,,,,,
51,01/22/21 12:50:00 PM,102.860,31.472,0.223,,,,,
52,01/22/21 12:51:00 PM,102.766,31.370,0.214,,,,,
53,01/22/21 12:52:00 PM,102.835,31.268,0.220,,,,,
54,01/22/21 12:53:00 PM,102.763,31.268,0.213,,,,,
55,01/22/21 12:54:00 PM,102.655,31.268,0.203,,,,,
56,01/22/21 12:55:00 PM,102.727,31.268,0.210,,,,,
57,01/22/21 12:56:00 PM,102.676,31.370,0.205,,,,,
58,01/22/21 12:57:00 PM,102.730,31.370,0.210,,,,,
59,01/22/21 12:58:00 PM,102.745,31.268,0.212,,,,,
60,01/22/21 12:59:00 PM,102.759,31.166,0.213,,,,,
61,01/22/21 01:00:00 PM,102.745,31.268,0.212,,,,,
62,01/22/21 01:01:00 PM,102.694,31.370,0.206,,,,,
63,01/22/21 01:02:00 PM,102.712,31.370,0.208,,,,,
64,01/22/21 01:03:00 PM,102.730,31.370,0.210,,,,,
65,01/22/21 01:04:00 PM,102.748,31.370,0.212,,,,,
66,01/22/21 01:05:00 PM,102.788,31.472,0.216,,,,,
67,01/22/21 01:06:00 PM,102.788,31.472,0.216,,,,,
68,01/22/21 01:07:00 PM,102.777,31.166,0.215,,,,,
69,01/22/21 01:08:00 PM,102.763,31.268,0.213,,,,,
70,01/22/21 01:09:00 PM,102.784,31.370,0.215,,,,,
71,01/22/21 01:10:00 PM,102.752,31.472,0.212,,,,,
72,01/22/21 01:11:00 PM,102.777,31.676,0.215,,,,,
73,01/22/21 01:12:00 PM,102.708,31.778,0.208,,,,,
74,01/22/21 01:13:00 PM,102.698,31.472,0.207,,,,,
75,01/22/21 01:14:00 PM,102.727,31.268,0.210,,,,,
76,01/22/21 01:15:00 PM,102.831,31.166,0.220,,,,,
77,01/22/21 01:16:00 PM,102.738,31.064,0.211,,,,,
78,01/22/21 01:17:00 PM,102.720,31.064,0.209,,,,,
79,01/22/21 01:18:00 PM,102.759,31.166,0.213,,,,,
80,01/22/21 01:19:00 PM,102.723,31.166,0.209,,,,,
81,01/22/21 01:20:00 PM,102.835,31.268,0.220,,,,,
82,01/22/21 01:21:00 PM,102.719,31.574,0.209,,,,,
83,01/22/21 01:22:00 PM,102.755,31.574,0.213,,,,,
84,01/22/21 01:23:00 PM,102.773,31.574,0.214,,,,,
85,01/22/21 01:24:00 PM,102.734,31.472,0.210,,,,,
86,01/22/21 01:25:00 PM,102.730,31.370,0.210,,,,,
87,01/22/21 01:26:00 PM,102.694,31.370,0.206,,,,,
88,01/22/21 01:27:00 PM,102.712,31.370,0.208,,,,,
89,01/22/21 01:28:00 PM,102.709,31.268,0.208,,,,,
90,01/22/21 01:29:00 PM,102.709,31.268,0.208,,,,,
91,01/22/21 01:30:00 PM,102.748,31.370,0.212,,,,,
92,01/22/21 01:31:00 PM,102.734,31.472,0.210,,,,,
93,01/22/21 01:32:00 PM,102.712,31.370,0.208,,,,,
94,01/22/21 01:33:00 PM,102.694,31.370,0.206,,,,,
95,01/22/21 01:34:00 PM,102.730,31.370,0.210,,,,,
96,01/22/21 01:35:00 PM,102.709,31.268,0.208,,,,,
97,01/22/21 01:36:00 PM,102.705,31.166,0.208,,,,,
98,01/22/21 01:37:00 PM,102.687,31.166,0.206,,,,,
99,01/22/21 01:38:00 PM,102.727,31.268,0.210,,,,,
100,01/22/21 01:39:00 PM,102.673,31.268,0.204,,,,,
101,01/22/21 01:40:00 PM,102.727,31.268,0.210,,,,,
102,01/22/21 01:41:00 PM,102.745,31.268,0.212,,,,,
103,01/22/21 01:42:00 PM,102.727,31.268,0.210,,,,,
104,01/22/21 01:43:00 PM,102.745,31.268,0.212,,,,,
105,01/22/21 01:44:00 PM,102.763,31.268,0.213,,,,,
106,01/22/21 01:45:00 PM,102.730,31.370,0.210,,,,,
107,01/22/21 01:46:00 PM,102.701,31.574,0.207,,,,,
108,01/22/21 01:47:00 PM,102.716,31.472,0.209,,,,,
109,01/22/21 01:48:00 PM,102.716,31.472,0.209,,,,,
110,01/22/21 01:49:00 PM,102.647,31.574,0.202,,,,,
111,01/22/21 01:50:00 PM,102.759,31.676,0.213,,,,,
112,01/22/21 01:51:00 PM,102.795,31.676,0.216,,,,,
113,01/22/21 01:52:00 PM,102.726,31.778,0.210,,,,,
114,01/22/21 01:53:00 PM,102.669,31.676,0.204,,,,,
115,01/22/21 01:54:00 PM,102.723,31.676,0.209,,,,,
116,01/22/21 01:55:00 PM,102.726,31.778,0.210,,,,,
117,01/22/21 01:56:00 PM,102.687,31.676,0.206,,,,,
118,01/22/21 01:57:00 PM,102.741,31.676,0.211,,,,,
119,01/22/21 01:58:00 PM,102.705,31.676,0.208,,,,,
120,01/22/21 01:59:00 PM,102.705,31.676,0.208,,,,,
121,01/22/21 02:00:00 PM,102.726,31.778,0.210,,,,,
122,01/22/21 02:01:00 PM,102.708,31.778,0.208,,,,,
123,01/22/21 02:02:00 PM,102.712,31.880,0.208,,,,,
124,01/22/21 02:03:00 PM,102.708,31.778,0.208,,,,,
125,01/22/21 02:04:00 PM,102.712,31.880,0.208,,,,,
126,01/22/21 02:05:00 PM,102.672,31.778,0.204,,,,,
127,01/22/21 02:06:00 PM,102.741,31.676,0.211,,,,,
128,01/22/21 02:07:00 PM,102.867,31.676,0.224,,,,,
129,01/22/21 02:08:00 PM,102.881,31.574,0.225,,,,,
130,01/22/21 02:09:00 PM,102.838,31.370,0.221,,,,,
131,01/22/21 02:10:00 PM,102.856,31.370,0.223,,,,,
132,01/22/21 02:11:00 PM,102.907,31.268,0.228,,,,,
133,01/22/21 02:12:00 PM,102.889,31.268,0.226,,,,,
134,01/22/21 02:13:00 PM,102.817,31.268,0.219,,,,,
135,01/22/21 02:14:00 PM,102.781,31.268,0.215,,,,,
136,01/22/21 02:15:00 PM,102.799,31.268,0.217,,,,,
137,01/22/21 02:16:00 PM,102.817,31.268,0.219,,,,,
138,01/22/21 02:17:00 PM,102.730,31.370,0.210,,,,,
139,01/22/21 02:18:00 PM,102.694,31.370,0.206,,,,,
140,01/22/21 02:19:00 PM,102.644,31.472,0.201,,,,,
141,01/22/21 02:20:00 PM,102.662,31.472,0.203,,,,,
142,01/22/21 02:21:00 PM,102.680,31.472,0.205,,,,,
143,01/22/21 02:22:00 PM,102.662,31.472,0.203,,,,,
144,01/22/21 02:23:00 PM,102.662,31.472,0.203,,,,,
145,01/22/21 02:24:00 PM,102.676,31.370,0.205,,,,,
146,01/22/21 02:25:00 PM,102.658,31.370,0.203,,,,,
147,01/22/21 02:26:00 PM,102.676,31.370,0.205,,,,,
148,01/22/21 02:27:00 PM,102.680,31.472,0.205,,,,,
149,01/22/21 02:28:00 PM,102.669,31.676,0.204,,,,,
150,01/22/21 02:29:00 PM,102.705,31.676,0.208,,,,,
151,01/22/21 02:30:00 PM,102.723,31.676,0.209,,,,,
152,01/22/21 02:31:00 PM,102.636,31.778,0.201,,,,,
153,01/22/21 02:32:00 PM,102.672,31.778,0.204,,,,,
154,01/22/21 02:33:00 PM,102.712,31.880,0.208,,,,,
155,01/22/21 02:34:00 PM,102.676,31.880,0.205,,,,,
156,01/22/21 02:35:00 PM,102.679,31.983,0.205,,,,,
157,01/22/21 02:36:00 PM,102.676,31.880,0.205,,,,,
158,01/22/21 02:37:00 PM,102.726,31.778,0.210,,,,,
159,01/22/21 02:38:00 PM,102.636,31.778,0.201,,,,,
160,01/22/21 02:39:00 PM,102.669,31.676,0.204,,,,,
161,01/22/21 02:40:00 PM,102.669,31.676,0.204,,,,,
162,01/22/21 02:41:00 PM,102.708,31.778,0.208,,,,,
163,01/22/21 02:42:00 PM,102.744,31.778,0.211,,,,,
164,01/22/21 02:43:00 PM,102.636,31.778,0.201,,,,,
165,01/22/21 02:44:00 PM,102.672,31.778,0.204,,,,,
166,01/22/21 02:45:00 PM,102.741,31.676,0.211,,,,,
167,01/22/21 02:46:00 PM,102.719,31.574,0.209,,,,,
168,01/22/21 02:47:00 PM,102.719,31.574,0.209,,,,,
169,01/22/21 02:48:00 PM,102.644,31.472,0.201,,,,,
170,01/22/21 02:49:00 PM,102.712,31.370,0.208,,,,,
171,01/22/21 02:50:00 PM,102.640,31.370,0.201,,,,,
172,01/22/21 02:51:00 PM,102.676,31.370,0.205,,,,,
173,01/22/21 02:52:00 PM,102.691,31.268,0.206,,,,,
174,01/22/21 02:53:00 PM,102.637,31.268,0.201,,,,,
175,01/22/21 02:54:00 PM,102.669,31.166,0.204,,,,,
176,01/22/21 02:55:00 PM,102.673,31.268,0.204,,,,,
177,01/22/21 02:56:00 PM,102.637,31.268,0.201,,,,,
178,01/22/21 02:57:00 PM,102.673,31.268,0.204,,,,,
179,01/22/21 02:58:00 PM,102.691,31.268,0.206,,,,,
180,01/22/21 02:59:00 PM,102.651,31.166,0.202,,,,,
181,01/22/21 03:00:00 PM,102.648,31.064,0.202,,,,,
182,01/22/21 03:01:00 PM,102.702,31.064,0.207,,,,,
183,01/22/21 03:02:00 PM,102.662,30.963,0.203,,,,,
184,01/22/21 03:03:00 PM,102.673,31.268,0.204,,,,,
185,01/22/21 03:04:00 PM,102.655,31.268,0.203,,,,,
186,01/22/21 03:05:00 PM,102.694,31.370,0.206,,,,,
187,01/22/21 03:06:00 PM,102.691,31.268,0.206,,,,,
188,01/22/21 03:07:00 PM,102.676,31.370,0.205,,,,,
189,01/22/21 03:08:00 PM,102.644,31.472,0.201,,,,,
190,01/22/21 03:09:00 PM,102.662,31.472,0.203,,,,,
191,01/22/21 03:10:00 PM,102.716,31.472,0.209,,,,,
192,01/22/21 03:11:00 PM,102.611,31.574,0.198,,,,,
193,01/22/21 03:12:00 PM,102.604,31.370,0.197,,,,,
194,01/22/21 03:13:00 PM,102.662,31.472,0.203,,,,,
195,01/22/21 03:14:00 PM,102.658,31.370,0.203,,,,,
196,01/22/21 03:15:00 PM,102.608,31.472,0.198,,,,,
197,01/22/21 03:16:00 PM,102.644,31.472,0.201,,,,,
198,01/22/21 03:17:00 PM,102.608,31.472,0.198,,,,,
199,01/22/21 03:18:00 PM,102.658,31.370,0.203,,,,,
200,01/22/21 03:19:00 PM,102.658,31.370,0.203,,,,,
201,01/22/21 03:20:00 PM,102.658,31.370,0.203,,,,,
202,01/22/21 03:21:00 PM,102.637,31.268,0.201,,,,,
203,01/22/21 03:22:00 PM,102.637,31.268,0.201,,,,,
204,01/22/21 03:23:00 PM,102.615,31.166,0.199,,,,,
205,01/22/21 03:24:00 PM,102.651,31.166,0.202,,,,,
206,01/22/21 03:25:00 PM,102.651,31.166,0.202,,,,,
207,01/22/21 03:26:00 PM,102.648,31.064,0.202,,,,,
208,01/22/21 03:27:00 PM,102.626,30.963,0.200,,,,,
209,01/22/21 03:28:00 PM,102.626,30.963,0.200,,,,,
210,01/22/21 03:29:00 PM,102.662,30.963,0.203,,,,,
211,01/22/21 03:30:00 PM,102.662,30.963,0.203,,,,,
212,01/22/21 03:31:00 PM,102.677,30.862,0.205,,,,,
213,01/22/21 03:32:00 PM,102.662,30.963,0.203,,,,,
214,01/22/21 03:33:00 PM,102.605,30.862,0.198,,,,,
215,01/22/21 03:34:00 PM,102.641,30.862,0.201,,,,,
216,01/22/21 03:35:00 PM,102.641,30.862,0.201,,,,,
217,01/22/21 03:36:00 PM,102.605,30.862,0.198,,,,,
218,01/22/21 03:37:00 PM,102.659,30.862,0.203,,,,,
219,01/22/21 03:38:00 PM,102.659,30.862,0.203,,,,,
220,01/22/21 03:39:00 PM,102.695,30.862,0.207,,,,,
221,01/22/21 03:40:00 PM,102.659,30.862,0.203,,,,,
222,01/22/21 03:41:00 PM,102.601,30.760,0.197,,,,,
223,01/22/21 03:42:00 PM,102.605,30.862,0.198,,,,,
224,01/22/21 03:43:00 PM,102.659,30.862,0.203,,,,,
225,01/22/21 03:44:00 PM,102.637,30.760,0.201,,,,,
226,01/22/21 03:45:00 PM,102.673,30.760,0.204,,,,,
227,01/22/21 03:46:00 PM,102.641,30.862,0.201,,,,,
228,01/22/21 03:47:00 PM,102.623,30.862,0.199,,,,,
229,01/22/21 03:48:00 PM,102.637,30.760,0.201,,,,,
230,01/22/21 03:49:00 PM,102.601,30.760,0.197,,,,,
231,01/22/21 03:50:00 PM,102.659,30.862,0.203,,,,,
232,01/22/21 03:51:00 PM,102.677,30.862,0.205,,,,,
233,01/22/21 03:52:00 PM,102.641,30.862,0.201,,,,,
234,01/22/21 03:53:00 PM,102.659,30.862,0.203,,,,,
235,01/22/21 03:54:00 PM,102.626,30.963,0.200,,,,,
236,01/22/21 03:55:00 PM,102.684,31.064,0.205,,,,,
237,01/22/21 03:56:00 PM,102.626,30.963,0.200,,,,,
238,01/22/21 03:57:00 PM,102.644,30.963,0.201,,,,,
239,01/22/21 03:58:00 PM,102.662,30.963,0.203,,,,,
240,01/22/21 03:59:00 PM,102.662,30.963,0.203,,,,,
241,01/22/21 04:00:00 PM,102.662,30.963,0.203,,,,,
242,01/22/21 04:01:00 PM,102.680,30.963,0.205,,,,,
243,01/22/21 04:02:00 PM,102.626,30.963,0.200,,,,,
244,01/22/21 04:03:00 PM,102.677,30.862,0.205,,,,,
245,01/22/21 04:04:00 PM,102.644,30.963,0.201,,,,,
246,01/22/21 04:05:00 PM,102.662,30.963,0.203,,,,,
247,01/22/21 04:06:00 PM,102.659,30.862,0.203,,,,,
248,01/22/21 04:07:00 PM,102.641,30.862,0.201,,,,,
249,01/22/21 04:08:00 PM,102.641,30.862,0.201,,,,,
250,01/22/21 04:09:00 PM,102.605,30.862,0.198,,,,,
251,01/22/21 04:10:00 PM,102.659,30.862,0.203,,,,,
252,01/22/21 04:11:00 PM,102.641,30.862,0.201,,,,,
253,01/22/21 04:12:00 PM,102.659,30.862,0.203,,,,,
254,01/22/21 04:13:00 PM,102.677,30.862,0.205,,,,,
255,01/22/21 04:14:00 PM,102.659,30.862,0.203,,,,,
256,01/22/21 04:15:00 PM,102.644,30.963,0.201,,,,,
257,01/22/21 04:16:00 PM,102.644,30.963,0.201,,,,,
258,01/22/21 04:17:00 PM,102.641,30.862,0.201,,,,,
259,01/22/21 04:18:00 PM,102.641,30.862,0.201,,,,,
260,01/22/21 04:19:00 PM,102.659,30.862,0.203,,,,,
261,01/22/21 04:20:00 PM,102.623,30.862,0.199,,,,,
262,01/22/21 04:21:00 PM,102.641,30.862,0.201,,,,,
263,01/22/21 04:22:00 PM,102.641,30.862,0.201,,,,,
264,01/22/21 04:23:00 PM,102.641,30.862,0.201,,,,,
265,01/22/21 04:24:00 PM,102.695,30.862,0.207,,,,,
266,01/22/21 04:25:00 PM,102.659,30.862,0.203,,,,,
267,01/22/21 04:26:00 PM,102.641,30.862,0.201,,,,,
268,01/22/21 04:27:00 PM,102.659,30.862,0.203,,,,,
269,01/22/21 04:28:00 PM,102.680,30.963,0.205,,,,,
270,01/22/21 04:29:00 PM,102.662,30.963,0.203,,,,,
271,01/22/21 04:30:00 PM,102.677,30.862,0.205,,,,,
272,01/22/21 04:31:00 PM,102.698,30.963,0.207,,,,,
273,01/22/21 04:32:00 PM,102.716,30.963,0.209,,,,,
274,01/22/21 04:33:00 PM,102.752,30.963,0.212,,,,,
275,01/22/21 04:34:00 PM,102.680,30.963,0.205,,,,,
276,01/22/21 04:35:00 PM,102.716,30.963,0.209,,,,,
277,01/22/21 04:36:00 PM,102.662,30.963,0.203,,,,,
278,01/22/21 04:37:00 PM,102.626,30.963,0.200,,,,,
279,01/22/21 04:38:00 PM,102.698,30.963,0.207,,,,,
280,01/22/21 04:39:00 PM,102.644,30.963,0.201,,,,,
281,01/22/21 04:40:00 PM,102.648,31.064,0.202,,,,,
282,01/22/21 04:41:00 PM,102.648,31.064,0.202,,,,,
283,01/22/21 04:42:00 PM,102.612,31.064,0.198,,,,,
284,01/22/21 04:43:00 PM,102.684,31.064,0.205,,,,,
285,01/22/21 04:44:00 PM,102.648,31.064,0.202,,,,,
286,01/22/21 04:45:00 PM,102.648,31.064,0.202,,,,,
287,01/22/21 04:46:00 PM,102.666,31.064,0.204,,,,,
288,01/22/21 04:47:00 PM,102.594,31.064,0.196,,,,,
289,01/22/21 04:48:00 PM,102.626,30.963,0.200,,,,,
290,01/22/21 04:49:00 PM,102.608,30.963,0.198,,,,,
291,01/22/21 04:50:00 PM,102.644,30.963,0.201,,,,,
292,01/22/21 04:51:00 PM,102.630,31.064,0.200,,,,,
293,01/22/21 04:52:00 PM,102.630,31.064,0.200,,,,,
294,01/22/21 04:53:00 PM,102.630,31.064,0.200,,,,,
295,01/22/21 04:54:00 PM,102.684,31.064,0.205,,,,,
296,01/22/21 04:55:00 PM,102.630,31.064,0.200,,,,,
297,01/22/21 04:56:00 PM,102.630,31.064,0.200,,,,,
298,01/22/21 04:57:00 PM,102.630,31.064,0.200,,,,,
299,01/22/21 04:58:00 PM,102.594,31.064,0.196,,,,,
300,01/22/21 04:59:00 PM,102.630,31.064,0.200,,,,,
301,01/22/21 05:00:00 PM,102.720,31.064,0.209,,,,,
302,01/22/21 05:01:00 PM,102.684,31.064,0.205,,,,,
303,01/22/21 05:02:00 PM,102.633,31.166,0.200,,,,,
304,01/22/21 05:03:00 PM,102.669,31.166,0.204,,,,,
305,01/22/21 05:04:00 PM,102.579,31.166,0.195,,,,,
306,01/22/21 05:05:00 PM,102.687,31.166,0.206,,,,,
307,01/22/21 05:06:00 PM,102.687,31.166,0.206,,,,,
308,01/22/21 05:07:00 PM,102.651,31.166,0.202,,,,,
309,01/22/21 05:08:00 PM,102.648,31.064,0.202,,,,,
310,01/22/21 05:09:00 PM,102.576,31.064,0.195,,,,,
311,01/22/21 05:10:00 PM,102.666,31.064,0.204,,,,,
312,01/22/21 05:11:00 PM,102.662,30.963,0.203,,,,,
313,01/22/21 05:12:00 PM,102.644,30.963,0.201,,,,,
314,01/22/21 05:13:00 PM,102.648,31.064,0.202,,,,,
315,01/22/21 05:14:00 PM,102.684,31.064,0.205,,,,,
316,01/22/21 05:15:00 PM,102.648,31.064,0.202,,,,,
317,01/22/21 05:16:00 PM,102.648,31.064,0.202,,,,,
318,01/22/21 05:17:00 PM,102.666,31.064,0.204,,,,,
319,01/22/21 05:18:00 PM,102.666,31.064,0.204,,,,,
320,01/22/21 05:19:00 PM,102.666,31.064,0.204,,,,,
321,01/22/21 05:20:00 PM,102.666,31.064,0.204,,,,,
322,01/22/21 05:21:00 PM,102.648,31.064,0.202,,,,,
323,01/22/21 05:22:00 PM,102.630,31.064,0.200,,,,,
324,01/22/21 05:23:00 PM,102.684,31.064,0.205,,,,,
325,01/22/21 05:24:00 PM,102.687,31.166,0.206,,,,,
326,01/22/21 05:25:00 PM,102.687,31.166,0.206,,,,,
327,01/22/21 05:26:00 PM,102.702,31.064,0.207,,,,,
328,01/22/21 05:27:00 PM,102.684,31.064,0.205,,,,,
329,01/22/21 05:28:00 PM,102.702,31.064,0.207,,,,,
330,01/22/21 05:29:00 PM,102.702,31.064,0.207,,,,,
331,01/22/21 05:30:00 PM,102.684,31.064,0.205,,,,,
332,01/22/21 05:31:00 PM,102.702,31.064,0.207,,,,,
333,01/22/21 05:32:00 PM,102.684,31.064,0.205,,,,,
334,01/22/21 05:33:00 PM,102.716,30.963,0.209,,,,,
335,01/22/21 05:34:00 PM,102.734,30.963,0.210,,,,,
336,01/22/21 05:35:00 PM,102.716,30.963,0.209,,,,,
337,01/22/21 05:36:00 PM,102.698,30.963,0.207,,,,,
338,01/22/21 05:37:00 PM,102.698,30.963,0.207,,,,,
339,01/22/21 05:38:00 PM,102.680,30.963,0.205,,,,,
340,01/22/21 05:39:00 PM,102.734,30.963,0.210,,,,,
341,01/22/21 05:40:00 PM,102.720,31.064,0.209,,,,,
342,01/22/21 05:41:00 PM,102.684,31.064,0.205,,,,,
343,01/22/21 05:42:00 PM,102.738,31.064,0.211,,,,,
344,01/22/21 05:43:00 PM,102.666,31.064,0.204,,,,,
345,01/22/21 05:44:00 PM,102.720,31.064,0.209,,,,,
346,01/22/21 05:45:00 PM,102.684,31.064,0.205,,,,,
347,01/22/21 05:46:00 PM,102.684,31.064,0.205,,,,,
348,01/22/21 05:47:00 PM,102.680,30.963,0.205,,,,,
349,01/22/21 05:48:00 PM,102.716,30.963,0.209,,,,,
350,01/22/21 05:49:00 PM,102.702,31.064,0.207,,,,,
351,01/22/21 05:50:00 PM,102.698,30.963,0.207,,,,,
352,01/22/21 05:51:00 PM,102.680,30.963,0.205,,,,,
353,01/22/21 05:52:00 PM,102.698,30.963,0.207,,,,,
354,01/22/21 05:53:00 PM,102.680,30.963,0.205,,,,,
355,01/22/21 05:54:00 PM,102.680,30.963,0.205,,,,,
356,01/22/21 05:55:00 PM,102.677,30.862,0.205,,,,,
357,01/22/21 05:56:00 PM,102.677,30.862,0.205,,,,,
358,01/22/21 05:57:00 PM,102.713,30.862,0.208,,,,,
359,01/22/21 05:58:00 PM,102.709,30.760,0.208,,,,,
360,01/22/21 05:59:00 PM,102.709,30.760,0.208,,,,,
361,01/22/21 06:00:00 PM,102.709,30.760,0.208,,,,,
362,01/22/21 06:01:00 PM,102.695,30.862,0.207,,,,,
363,01/22/21 06:02:00 PM,102.695,30.862,0.207,,,,,
364,01/22/21 06:03:00 PM,102.709,30.760,0.208,,,,,
365,01/22/21 06:04:00 PM,102.709,30.760,0.208,,,,,
366,01/22/21 06:05:00 PM,102.688,30.659,0.206,,,,,
367,01/22/21 06:06:00 PM,102.727,30.760,0.210,,,,,
368,01/22/21 06:07:00 PM,102.670,30.659,0.204,,,,,
369,01/22/21 06:08:00 PM,102.706,30.659,0.208,,,,,
370,01/22/21 06:09:00 PM,102.724,30.659,0.209,,,,,
371,01/22/21 06:10:00 PM,102.685,30.558,0.206,,,,,
372,01/22/21 06:11:00 PM,102.778,30.659,0.215,,,,,
373,01/22/21 06:12:00 PM,102.742,30.659,0.211,,,,,
374,01/22/21 06:13:00 PM,102.742,30.659,0.211,,,,,
375,01/22/21 06:14:00 PM,102.742,30.659,0.211,,,,,
376,01/22/21 06:15:00 PM,102.706,30.659,0.208,,,,,
377,01/22/21 06:16:00 PM,102.828,30.558,0.220,,,,,
378,01/22/21 06:17:00 PM,102.631,30.558,0.200,,,,,
379,01/22/21 06:18:00 PM,102.616,30.659,0.199,,,,,
380,01/22/21 06:19:00 PM,102.634,30.659,0.200,,,,,
381,01/22/21 06:20:00 PM,102.655,30.760,0.203,,,,,
382,01/22/21 06:21:00 PM,102.590,30.963,0.196,,,,,
383,01/22/21 06:22:00 PM,102.651,31.166,0.202,,,,,
384,01/22/21 06:23:00 PM,102.630,31.064,0.200,,,,,
385,01/22/21 06:24:00 PM,102.612,31.064,0.198,,,,,
386,01/22/21 06:25:00 PM,102.605,30.862,0.198,,,,,
387,01/22/21 06:26:00 PM,102.781,30.760,0.215,,,,,
388,01/22/21 06:27:00 PM,102.562,30.659,0.193,,,,,
389,01/22/21 06:28:00 PM,102.667,30.558,0.204,,,,,
390,01/22/21 06:29:00 PM,102.681,30.457,0.205,,,,,
391,01/22/21 06:30:00 PM,102.876,30.356,0.225,,,,,
392,01/22/21 06:31:00 PM,102.876,30.356,0.225,,,,,
393,01/22/21 06:32:00 PM,102.818,30.255,0.219,,,,,
394,01/22/21 06:33:00 PM,101.147,30.255,0.053,,,,,
395,01/22/21 06:34:00 PM,101.135,29.352,0.051,,,,,
396,01/22/21 06:35:00 PM,101.213,28.456,0.059,,,,,
397,01/22/21 06:36:00 PM,101.196,27.961,0.057,,,,,
398,01/22/21 06:37:00 PM,101.133,27.665,0.051,,,,,
