"","DateTime","Battery","Heading","Pitch","Roll","Pressure","Temperature","AnalogIn1","AnalogIn2","Speed.1.0.150m.","Dir.1.0.150m.","Speed.2.0.200m.","Dir.2.0.200m.","Speed.3.0.250m.","Dir.3.0.250m.","Speed.4.0.300m.","Dir.4.0.300m.","Speed.5.0.350m.","Dir.5.0.350m.","Speed.6.0.400m.","Dir.6.0.400m.","Speed.7.0.450m.","Dir.7.0.450m.","Speed.8.0.500m.","Dir.8.0.500m.","Speed.9.0.550m.","Dir.9.0.550m.","Speed.10.0.600m.","Dir.10.0.600m.","Speed.11.0.650m.","Dir.11.0.650m.","Speed.12.0.700m.","Dir.12.0.700m.","Speed.13.0.750m.","Dir.13.0.750m.","Speed.14.0.800m.","Dir.14.0.800m.","Speed.15.0.850m.","Dir.15.0.850m.","Speed.16.0.900m.","Dir.16.0.900m.","Speed.17.0.950m.","Dir.17.0.950m.","X"
"11",2021-08-08 17:20:00,11.4,354.9,-2.8,0.6,1.643,27.73,0,0,0.033,68.84,0.035,67.89,0.033,68.84,0.031,75.07,0.027,79.51,0.023,77.2,0.022,76.61,0.017,54.46,0.017,59.04,0.013,51.34,0.012,41.63,0.009,26.57,0.009,353.66,0.009,327.99,0.01,343.3,0.011,338.2,0.01,336.04,NA
"12",2021-08-08 17:22:00,11.4,354.9,-2.8,0.6,1.636,27.7,0,0,0.032,65.85,0.031,63.43,0.029,59.04,0.026,60.52,0.023,61.19,0.016,68.2,0.013,81.25,0.011,68.2,0.008,90,0.009,90,0.006,80.54,0.009,83.66,0.005,90,0.005,111.8,0.002,63.43,0.003,315,0.003,315,NA
"13",2021-08-08 17:24:00,11.4,354.9,-2.8,0.6,1.621,27.66,0,0,0.021,70.71,0.017,64.98,0.011,68.2,0.011,95.19,0.007,105.95,0.005,90,0.001,135,0.004,213.69,0.005,291.8,0.007,303.69,0.007,303.69,0.007,315,0.004,14.04,0.01,315,0.011,326.31,0.009,353.66,0.009,327.99,NA
"14",2021-08-08 17:26:00,11.4,354.9,-2.8,0.6,1.628,27.62,0,0,0.003,161.57,0.001,135,0.002,270,0.003,251.57,0.006,260.54,0.003,288.43,0.011,225,0.011,248.2,0.017,244.98,0.019,251.57,0.023,246.8,0.027,250.2,0.025,246.5,0.029,240.75,0.034,252.65,0.032,255.53,0.038,261.03,NA
"15",2021-08-08 17:28:00,11.4,354.9,-2.8,0.6,1.635,27.57,0,0,0.001,90,0.006,30.96,0.007,33.69,0.008,23.2,0.004,345.96,0.001,315,0.004,194.04,0.005,248.2,0.009,251.57,0.009,243.43,0.011,254.74,0.014,261.87,0.015,258.69,0.017,259.99,0.018,260.54,0.022,262.23,0.023,265.03,NA
"16",2021-08-08 17:30:00,11.4,354.9,-2.8,0.6,1.634,27.54,0,0,0.03,66.8,0.03,64.29,0.028,64.36,0.022,63.43,0.016,60.26,0.017,64.98,0.006,30.96,0.004,56.31,0.001,90,0.004,14.04,0.002,270,0.003,315,0.002,26.57,0.002,26.57,0.004,14.04,0.003,315,0.007,303.69,NA
"17",2021-08-08 17:32:00,11.4,354.9,-2.8,0.6,1.614,27.5,0,0,0.007,146.31,0.008,172.87,0.009,206.57,0.009,215.54,0.012,221.63,0.009,186.34,0.011,243.43,0.011,243.43,0.016,243.43,0.016,243.43,0.016,240.26,0.018,253.61,0.022,264.81,0.023,267.51,0.026,270,0.029,273.95,0.031,273.69,NA
"18",2021-08-08 17:34:00,11.4,354.9,-2.8,0.6,1.634,27.47,0,0,0.036,260.27,0.034,261.63,0.031,260.84,0.031,256.87,0.029,254.05,0.031,250.97,0.027,248.2,0.025,248.63,0.022,249.15,0.025,246.5,0.027,250.2,0.029,249.68,0.025,251.57,0.031,256.87,0.032,259.05,0.033,263.09,0.033,263.09,NA
"19",2021-08-08 17:36:00,11.4,354.9,-2.8,0.6,1.599,27.48,0,0,0.008,320.19,0.01,306.87,0.01,286.7,0.009,288.43,0.013,274.4,0.012,279.46,0.013,274.4,0.012,284.04,0.012,284.04,0.013,278.75,0.016,288.43,0.017,287.35,0.021,278.13,0.022,275.19,0.024,279.46,0.027,280.49,0.029,279.78,NA
"20",2021-08-08 17:38:00,11.4,354.9,-2.8,0.6,1.63,27.47,0,0,0.054,91.06,0.057,91.01,0.055,88.96,0.055,88.96,0.052,87.8,0.046,88.75,0.048,82.87,0.051,84.4,0.048,86.42,0.047,90,0.044,90,0.046,88.75,0.046,88.75,0.041,88.6,0.041,81.67,0.04,84.29,0.038,83.99,NA
"21",2021-08-08 17:40:00,11.4,354.9,-2.8,0.6,1.617,27.47,0,0,0.033,268.26,0.029,270,0.026,274.4,0.025,272.29,0.025,276.84,0.027,278.43,0.029,273.95,0.028,284.53,0.025,281.31,0.024,272.39,0.025,272.29,0.026,272.2,0.029,270,0.031,264.47,0.031,264.47,0.034,259.7,0.037,257.47,NA
"22",2021-08-08 17:42:00,11.4,354.9,-2.8,0.6,1.621,27.47,0,0,0.031,247.52,0.029,249.68,0.027,246.25,0.026,247.38,0.027,241.56,0.019,231.34,0.026,239.42,0.025,236.31,0.027,235.71,0.03,235.78,0.032,237.8,0.034,240.46,0.036,234.09,0.036,239.86,0.038,234.64,0.038,232.52,0.034,240.46,NA
"23",2021-08-08 17:44:00,11.4,355,-2.8,0.6,1.611,27.48,0,0,0.027,257.01,0.027,257.01,0.023,265.03,0.022,267.4,0.018,266.82,0.016,266.42,0.016,273.58,0.017,263.29,0.016,255.07,0.018,257.47,0.018,253.61,0.024,255.38,0.021,250.71,0.022,262.23,0.025,263.16,0.026,267.8,0.029,270,NA
"24",2021-08-08 17:46:00,11.4,355,-2.8,0.6,1.592,27.49,0,0,0.03,78.31,0.026,85.6,0.021,92.73,0.02,87.14,0.02,87.14,0.014,72.9,0.015,61.7,0.012,75.96,0.013,85.6,0.013,85.6,0.009,90,0.011,95.19,0.012,90,0.008,97.13,0.006,99.46,0.004,33.69,0.002,333.43,NA
"25",2021-08-08 17:48:00,11.4,354.8,-2.8,0.6,1.608,27.5,0,0,0.047,83.93,0.047,83.93,0.049,84.17,0.052,83.42,0.059,81.18,0.057,76.7,0.052,83.42,0.049,81.87,0.049,84.17,0.048,86.42,0.045,80.96,0.043,84.69,0.041,83.05,0.039,85.6,0.037,83.83,0.034,84.96,0.034,81.63,NA
"26",2021-08-08 17:50:00,11.4,354.9,-2.8,0.6,1.615,27.51,0,0,0.009,234.46,0.003,161.57,0.001,315,0.005,21.8,0.007,45,0.012,85.24,0.009,49.4,0.011,26.57,0.011,33.69,0.012,19.98,0.008,14.04,0.005,0,0.005,0,0.003,225,0.007,243.43,0.012,245.56,0.016,240.26,NA
"27",2021-08-08 17:52:00,11.4,354.9,-2.8,0.6,1.601,27.52,0,0,0.02,246.04,0.02,246.04,0.016,248.2,0.016,240.26,0.022,243.43,0.017,229.76,0.015,246.8,0.017,239.04,0.016,266.42,0.016,270,0.016,266.42,0.017,263.29,0.018,266.82,0.02,258.69,0.025,258.23,0.029,257.91,0.029,254.05,NA
"28",2021-08-08 17:54:00,11.4,354.9,-2.8,0.6,1.593,27.53,0,0,0.013,102.99,0.013,102.99,0.013,98.75,0.013,85.6,0.013,94.4,0.009,90,0.01,78.69,0.011,68.2,0.011,63.43,0.01,90,0.011,68.2,0.01,66.04,0.008,66.8,0.008,66.8,0.008,75.96,0.006,99.46,0.006,120.96,NA
"29",2021-08-08 17:56:00,11.4,354.9,-2.8,0.6,1.592,27.54,0,0,0.011,264.81,0.01,258.69,0.007,270,0.001,135,0.009,102.53,0.005,201.8,0.006,260.54,0.004,236.31,0.003,251.57,0.006,260.54,0.007,243.43,0.007,243.43,0.007,254.05,0.007,243.43,0.009,243.43,0.013,241.39,0.017,244.98,NA
"30",2021-08-08 17:58:00,11.4,354.9,-2.8,0.6,1.603,27.55,0,0,0.024,228.37,0.014,216.03,0.007,213.69,0.012,235.01,0.016,240.26,0.019,237.99,0.015,233.13,0.008,203.2,0.008,119.74,0.017,93.37,0.018,99.46,0.017,93.37,0.015,90,0.015,101.31,0.013,98.75,0.011,105.26,0.01,113.96,NA
"31",2021-08-08 18:00:00,11.4,354.9,-2.8,0.6,1.586,27.56,0,0,0.011,158.2,0.013,151.39,0.017,147.26,0.015,143.13,0.014,129.29,0.019,137.12,0.014,120.26,0.015,101.31,0.016,104.04,0.021,92.73,0.025,94.57,0.023,94.97,0.018,99.46,0.015,105.95,0.013,118.61,0.013,118.61,0.015,105.95,NA
"32",2021-08-08 18:02:00,11.4,354.9,-2.8,0.6,1.583,27.57,0,0,0.025,241.39,0.024,242.35,0.025,248.63,0.025,248.63,0.017,263.29,0.014,252.9,0.019,251.57,0.021,250.71,0.022,245.77,0.019,251.57,0.019,251.57,0.019,251.57,0.02,243.43,0.022,245.77,0.022,249.15,0.025,248.63,0.024,255.38,NA
"33",2021-08-08 18:04:00,11.4,354.8,-2.8,0.6,1.588,27.58,0,0,0.041,87.21,0.043,88.67,0.04,87.14,0.04,88.57,0.048,86.42,0.047,83.93,0.042,81.87,0.044,87.4,0.043,87.34,0.043,88.67,0.04,88.57,0.039,90,0.04,88.57,0.042,90,0.04,91.43,0.036,93.18,0.035,94.9,NA
"34",2021-08-08 18:06:00,11.4,354.9,-2.8,0.6,1.587,27.58,0,0,0.032,81.12,0.03,80.54,0.035,79.99,0.034,78.02,0.038,68.2,0.042,78.96,0.032,75.53,0.03,80.54,0.034,78.02,0.032,73.81,0.03,82.41,0.03,86.19,0.027,79.51,0.025,90,0.022,90,0.025,101.77,0.023,107.65,NA
"35",2021-08-08 18:08:00,11.4,354.9,-2.8,0.6,1.581,27.58,0,0,0.013,94.4,0.013,81.25,0.014,77.91,0.016,75.96,0.02,87.14,0.02,30.47,0.014,72.9,0.018,77.47,0.021,84.56,0.013,85.6,0.013,85.6,0.015,97.59,0.015,90,0.011,95.19,0.009,90,0.006,99.46,0.007,135,NA
"36",2021-08-08 18:10:00,11.4,354.9,-2.8,0.6,1.59,27.58,0,0,0.06,85.24,0.064,85.53,0.065,82.98,0.065,82.98,0.053,90,0.06,75.5,0.07,81.75,0.068,76.37,0.067,81.38,0.064,82.87,0.063,80.84,0.064,82.87,0.063,86.37,0.056,84.9,0.058,88.03,0.051,87.75,0.051,90,NA
"37",2021-08-08 18:12:00,11.4,354.9,-2.8,0.6,1.598,27.57,0,0,0.029,102.09,0.03,99.46,0.031,97.35,0.032,98.88,0.03,95.71,0.031,103.13,0.032,95.36,0.032,84.64,0.031,88.15,0.036,85.24,0.04,87.14,0.034,84.96,0.035,86.73,0.037,90,0.036,91.59,0.028,92.05,0.024,94.76,NA
"38",2021-08-08 18:14:00,11.4,354.9,-2.8,0.6,1.608,27.57,0,0,0.011,116.57,0.015,105.95,0.013,94.4,0.016,82.87,0.021,84.56,0.013,98.75,0.011,56.31,0.016,71.57,0.009,54.46,0.015,66.8,0.011,68.2,0.018,80.54,0.023,80.13,0.023,74.74,0.02,87.14,0.016,86.42,0.013,85.6,NA
"39",2021-08-08 18:16:00,11.4,354.9,-2.8,0.6,1.581,27.56,0,0,0.041,261.67,0.041,261.67,0.043,260.54,0.042,258.96,0.037,251.08,0.062,256.87,0.054,259.32,0.052,257.83,0.051,257.59,0.045,262.41,0.038,262.5,0.041,263.05,0.038,261.03,0.036,255.58,0.036,257.12,0.038,251.57,0.039,252.03,NA
"40",2021-08-08 18:18:00,11.4,354.9,-2.8,0.6,1.567,27.58,0,0,0.048,86.42,0.048,86.42,0.052,88.9,0.052,88.9,0.054,87.88,0.041,98.33,0.04,84.29,0.044,83.52,0.038,81.03,0.039,76.68,0.036,75.58,0.035,86.73,0.033,81.38,0.026,85.6,0.021,87.27,0.015,101.31,0.015,101.31,NA
"41",2021-08-08 18:20:00,11.4,354.9,-2.7,0.6,1.565,27.58,0,0,0.016,116.57,0.017,107.35,0.016,104.04,0.015,113.2,0.015,90,0.014,68.96,0.009,90,0.008,90,0.005,68.2,0.003,315,0.001,315,0.004,116.57,0.006,149.04,0.007,135,0.006,135,0.004,135,0.004,116.57,NA
"42",2021-08-08 18:22:00,11.4,354.9,-2.8,0.6,1.577,27.58,0,0,0.058,88.03,0.059,85.16,0.056,85.91,0.059,85.16,0.063,84.56,0.061,80.54,0.048,86.42,0.05,79.59,0.052,81.09,0.049,84.17,0.047,85.14,0.047,85.14,0.045,82.41,0.044,83.52,0.045,84.92,0.043,76.61,0.042,78.96,NA
"43",2021-08-08 18:24:00,11.4,354.9,-2.8,0.6,1.555,27.58,0,0,0.002,90,0.002,26.57,0.002,90,0.001,225,0.004,236.31,0.003,315,0.006,321.34,0.006,315,0.004,296.57,0.005,281.31,0.01,264.29,0.01,258.69,0.009,263.66,0.011,254.74,0.016,266.42,0.022,262.23,0.023,260.13,NA
"44",2021-08-08 18:26:00,11.4,354.9,-2.8,0.6,1.544,27.59,0,0,0.006,120.96,0.007,135,0.003,161.57,0.001,225,0.006,149.04,0.009,251.57,0.012,235.01,0.018,257.47,0.022,262.23,0.023,265.03,0.025,265.43,0.025,265.43,0.026,267.8,0.026,270,0.024,272.39,0.026,267.8,0.026,263.42,NA
"45",2021-08-08 18:28:00,11.4,354.9,-2.8,0.6,1.56,27.58,0,0,0.01,73.3,0.01,73.3,0.01,66.04,0.004,104.04,0.006,71.57,0.006,99.46,0.005,111.8,0.003,161.57,0,0,0.004,236.31,0.007,180,0.01,180,0.012,170.54,0.011,180,0.011,180,0.009,167.47,0.011,180,NA
"46",2021-08-08 18:30:00,11.4,354.8,-2.7,0.6,1.578,27.55,0,0,0.057,81.87,0.052,82.33,0.052,82.33,0.055,82.75,0.049,92.34,0.05,91.15,0.048,84.05,0.044,86.1,0.046,90,0.043,92.66,0.046,94.97,0.043,95.31,0.043,92.66,0.039,92.94,0.041,98.33,0.038,94.51,0.038,94.51,NA
"47",2021-08-08 18:32:00,11.4,354.9,-2.8,0.6,1.572,27.52,0,0,0.036,69.08,0.036,67.01,0.034,72.65,0.041,71.57,0.051,76.5,0.046,81.16,0.043,68.2,0.04,69.78,0.038,77.8,0.034,81.63,0.03,82.41,0.032,90,0.029,93.95,0.032,93.58,0.031,95.53,0.032,98.88,0.032,98.88,NA
"48",2021-08-08 18:34:00,11.4,354.9,-2.8,0.6,1.571,27.49,0,0,0.028,85.91,0.026,81.25,0.025,83.16,0.024,87.61,0.029,82.15,0.023,94.97,0.021,84.56,0.017,90,0.016,86.42,0.012,104.04,0.015,121.61,0.017,122.74,0.017,130.24,0.018,130.6,0.015,113.2,0.018,112.38,0.02,116.57,NA
"49",2021-08-08 18:36:00,11.4,354.9,-2.8,0.6,1.546,27.47,0,0,0.015,258.69,0.013,274.4,0.01,275.71,0.013,278.75,0.016,296.57,0.016,288.43,0.016,277.13,0.01,286.7,0.01,275.71,0.013,278.75,0.015,281.31,0.016,270,0.017,263.29,0.016,266.42,0.019,254.48,0.021,250.71,0.025,253.74,NA
"50",2021-08-08 18:38:00,11.4,354.9,-2.8,0.6,1.541,27.47,0,0,0.03,86.19,0.029,84.09,0.026,83.42,0.026,83.42,0.018,73.61,0.024,87.61,0.025,83.16,0.025,83.16,0.024,85.24,0.021,87.27,0.022,87.4,0.018,80.54,0.021,84.56,0.02,90,0.02,98.53,0.018,99.46,0.016,111.8,NA
"51",2021-08-08 18:40:00,11.4,355,-2.8,0.6,1.562,27.44,0,0,0.029,84.09,0.032,90,0.032,95.36,0.032,98.88,0.038,96.01,0.033,91.74,0.034,81.63,0.032,75.53,0.031,76.87,0.029,84.09,0.028,83.88,0.025,90,0.025,94.57,0.025,104.04,0.024,104.62,0.022,111.8,0.018,130.6,NA
"52",2021-08-08 18:42:00,11.4,355,-2.8,0.6,1.55,27.41,0,0,0.012,235.01,0.014,230.71,0.014,233.97,0.011,243.43,0.013,274.4,0.012,284.04,0.01,293.96,0.009,282.53,0.01,275.71,0.014,270,0.016,248.2,0.016,248.2,0.017,239.04,0.018,236.31,0.019,235.49,0.021,234.78,0.022,230.53,NA
"53",2021-08-08 18:44:00,11.3,354.9,-2.8,0.6,1.543,27.38,0,0,0.029,88.03,0.025,90,0.024,92.39,0.023,97.43,0.024,92.39,0.026,83.42,0.028,85.91,0.027,79.51,0.027,77.01,0.028,73.5,0.026,76.5,0.023,77.2,0.025,78.69,0.025,78.69,0.025,78.69,0.022,82.23,0.022,82.23,NA
"54",2021-08-08 18:46:00,11.3,354.9,-2.8,0.6,1.534,27.37,0,0,0.038,262.5,0.038,259.29,0.038,259.29,0.031,256.87,0.034,264.96,0.028,272.05,0.029,264.09,0.03,262.41,0.03,260.54,0.031,260.84,0.031,260.84,0.031,260.84,0.03,262.41,0.029,260.22,0.033,263.09,0.035,263.48,0.04,259.82,NA
"55",2021-08-08 18:48:00,11.3,354.8,-2.8,0.6,1.538,27.38,0,0,0.01,113.96,0.011,95.19,0.011,95.19,0.017,90,0.02,90,0.021,84.56,0.023,74.74,0.025,71.57,0.024,77.74,0.023,74.74,0.022,76.61,0.022,76.61,0.017,79.99,0.015,70.35,0.012,85.24,0.01,113.96,0.008,150.26,NA
"56",2021-08-08 18:50:00,11.3,354.9,-2.8,0.6,1.54,27.38,0,0,0.008,66.8,0.01,73.3,0.01,113.96,0.008,104.04,0.016,75.96,0.021,81.87,0.021,81.87,0.017,93.37,0.017,93.37,0.02,90,0.022,90,0.022,90,0.017,93.37,0.017,90,0.013,94.4,0.009,110.56,0.007,135,NA
"57",2021-08-08 18:52:00,11.3,354.9,-2.7,0.6,1.547,27.39,0,0,0.028,255.47,0.023,260.13,0.022,264.81,0.017,246.37,0.014,261.87,0.015,246.8,0.015,233.13,0.011,243.43,0.012,235.01,0.011,225,0.01,233.13,0.012,235.01,0.011,225,0.01,233.13,0.013,241.39,0.012,235.01,0.012,228.37,NA
"58",2021-08-08 18:54:00,11.3,354.9,-2.8,0.6,1.526,27.41,0,0,0.017,266.63,0.017,266.63,0.015,281.31,0.009,288.43,0.01,258.69,0.008,277.13,0.003,288.43,0.001,315,0.004,326.31,0.006,350.54,0.006,315,0.007,326.31,0.008,330.26,0.008,330.26,0.008,330.26,0.009,305.54,0.009,282.53,NA
"59",2021-08-08 18:56:00,11.3,354.9,-2.8,0.6,1.531,27.42,0,0,0.054,87.88,0.054,86.82,0.059,86.12,0.059,84.19,0.058,81.03,0.063,81.74,0.065,84.73,0.071,83.57,0.07,82.57,0.069,84.21,0.067,86.58,0.064,83.76,0.064,82.87,0.061,80.54,0.061,81.47,0.056,85.91,0.055,90,NA
"60",2021-08-08 18:58:00,11.3,354.9,-2.8,0.6,1.538,27.43,0,0,0.031,97.35,0.032,93.58,0.034,96.71,0.039,92.94,0.041,87.21,0.045,86.19,0.048,82.87,0.048,82.87,0.052,82.33,0.049,81.87,0.051,79.8,0.052,81.09,0.052,81.09,0.051,77.59,0.051,79.8,0.05,79.59,0.047,83.93,NA
"61",2021-08-08 19:00:00,11.3,355,-2.7,0.6,1.524,27.44,0,0,0.013,128.66,0.012,109.98,0.015,105.95,0.013,118.61,0.015,101.31,0.018,102.53,0.018,99.46,0.017,83.29,0.014,81.87,0.014,68.96,0.014,68.96,0.015,66.8,0.015,61.7,0.014,68.96,0.011,56.31,0.008,75.96,0.006,99.46,NA
"62",2021-08-08 19:02:00,11.3,354.9,-2.7,0.6,1.541,27.46,0,0,0.011,138.81,0.012,124.99,0.013,112.62,0.015,101.31,0.009,90,0.015,101.31,0.013,94.4,0.013,85.6,0.016,93.58,0.014,81.87,0.015,90,0.017,93.37,0.017,93.37,0.017,83.29,0.016,86.42,0.016,86.42,0.016,86.42,NA
"63",2021-08-08 19:04:00,11.3,355,-2.7,0.6,1.525,27.48,0,0,0.006,80.54,0.005,126.87,0.005,90,0.003,135,0.004,104.04,0.005,90,0.008,97.13,0.009,102.53,0.008,90,0.008,75.96,0.012,75.96,0.011,63.43,0.012,70.02,0.015,70.35,0.011,63.43,0.012,70.02,0.01,66.04,NA
"64",2021-08-08 19:06:00,11.3,354.9,-2.7,0.6,1.523,27.49,0,0,0.007,270,0.005,270,0.005,270,0.007,254.05,0.008,277.13,0.007,303.69,0.007,315,0.007,303.69,0.006,300.96,0.006,350.54,0.006,350.54,0.006,18.43,0.007,45,0.005,36.87,0.007,33.69,0.005,36.87,0.002,63.43,NA
"65",2021-08-08 19:08:00,11.3,354.8,-2.7,0.6,1.518,27.5,0,0,0.006,180,0.006,180,0.006,149.04,0.004,153.43,0.004,153.43,0.005,111.8,0.009,122.01,0.008,119.74,0.009,110.56,0.01,126.87,0.01,126.87,0.013,118.61,0.012,109.98,0.012,104.04,0.009,102.53,0.01,126.87,0.012,149.04,NA
"66",2021-08-08 19:10:00,11.3,354.8,-2.8,0.6,1.515,27.51,0,0,0.009,270,0.007,270,0.003,251.57,0.005,270,0.002,243.43,0.002,180,0.004,33.69,0.002,63.43,0.001,315,0.003,288.43,0.006,288.43,0.005,291.8,0.006,315,0.005,281.31,0.006,260.54,0.009,234.46,0.01,225,NA
"67",2021-08-08 19:12:00,11.3,354.9,-2.8,0.6,1.519,27.52,0,0,0.032,93.58,0.031,95.53,0.032,98.88,0.029,102.09,0.028,96.12,0.028,92.05,0.031,88.15,0.031,95.53,0.029,93.95,0.026,87.8,0.029,90,0.029,90,0.028,92.05,0.031,88.15,0.028,90,0.028,83.88,0.025,90,NA
"68",2021-08-08 19:14:00,11.3,354.9,-2.8,0.6,1.517,27.53,0,0,0.015,258.69,0.014,261.87,0.014,270,0.019,251.57,0.013,257.01,0.013,274.4,0.013,278.75,0.01,275.71,0.009,282.53,0.01,264.29,0.01,258.69,0.014,257.91,0.015,258.69,0.016,266.42,0.02,258.69,0.021,255.96,0.022,249.15,NA
"69",2021-08-08 19:16:00,11.3,354.9,-2.8,0.6,1.516,27.54,0,0,0.028,96.12,0.028,96.12,0.031,95.53,0.031,97.35,0.028,104.53,0.028,98.13,0.028,106.5,0.029,102.09,0.027,100.49,0.03,95.71,0.03,107.24,0.027,102.99,0.023,105.26,0.018,102.53,0.02,95.71,0.017,90,0.017,83.29,NA
"70",2021-08-08 19:18:00,11.3,354.9,-2.8,0.6,1.512,27.54,0,0,0.02,243.43,0.016,248.2,0.012,270,0.012,245.56,0.01,258.69,0.013,247.38,0.013,241.39,0.011,254.74,0.012,245.56,0.014,239.74,0.018,243.43,0.015,246.8,0.014,239.74,0.014,261.87,0.021,264.56,0.024,272.39,0.025,270,NA
"71",2021-08-08 19:20:00,11.3,355,-2.8,0.6,1.512,27.55,0,0,0.017,90,0.016,86.42,0.016,97.13,0.01,113.96,0.017,93.37,0.02,101.31,0.018,99.46,0.017,107.35,0.015,101.31,0.016,97.13,0.013,94.4,0.017,83.29,0.016,75.96,0.016,68.2,0.015,70.35,0.01,90,0.009,102.53,NA
"72",2021-08-08 19:22:00,11.3,354.9,-2.8,0.6,1.522,27.56,0,0,0.04,90,0.041,88.6,0.039,85.6,0.034,81.63,0.038,83.99,0.043,87.34,0.041,85.82,0.044,87.4,0.048,88.81,0.048,88.81,0.051,87.75,0.053,88.92,0.051,86.63,0.047,85.14,0.049,81.87,0.047,80.13,0.049,79.38,NA
