"Plot Title: CT_739_CTD_Casting"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)","Specific Conductance, μS/cm (LGR S/N: 20494739)","Salinity, ppt (LGR S/N: 20494739)"
50,05/13/21 08:02:27 AM,0.0,26.39,0.0,0.0123
51,05/13/21 08:02:30 AM,0.0,26.39,0.0,0.0123
52,05/13/21 08:02:33 AM,0.0,26.39,0.0,0.0123
53,05/13/21 08:02:36 AM,0.0,26.39,0.0,0.0123
54,05/13/21 08:02:39 AM,0.0,26.38,0.0,0.0123
55,05/13/21 08:02:42 AM,0.0,26.38,0.0,0.0123
56,05/13/21 08:02:45 AM,0.0,26.38,0.0,0.0123
57,05/13/21 08:02:48 AM,0.0,26.37,0.0,0.0123
58,05/13/21 08:02:51 AM,0.0,26.37,0.0,0.0123
59,05/13/21 08:02:54 AM,0.0,26.37,0.0,0.0123
60,05/13/21 08:02:57 AM,0.0,26.37,0.0,0.0123
61,05/13/21 08:03:00 AM,0.0,26.37,0.0,0.0123
62,05/13/21 08:03:03 AM,0.0,26.37,0.0,0.0123
63,05/13/21 08:03:06 AM,0.0,26.36,0.0,0.0123
64,05/13/21 08:03:09 AM,0.0,26.36,0.0,0.0123
65,05/13/21 08:03:12 AM,0.0,26.36,0.0,0.0123
66,05/13/21 08:03:15 AM,0.0,26.36,0.0,0.0123
67,05/13/21 08:03:18 AM,0.0,26.35,0.0,0.0123
68,05/13/21 08:03:21 AM,0.0,26.35,0.0,0.0123
69,05/13/21 08:03:24 AM,0.0,26.35,0.0,0.0123
70,05/13/21 08:03:27 AM,0.0,26.35,0.0,0.0123
71,05/13/21 08:03:30 AM,0.0,26.33,0.0,0.0123
72,05/13/21 08:03:33 AM,0.0,26.33,0.0,0.0123
73,05/13/21 08:03:36 AM,0.0,26.33,0.0,0.0123
74,05/13/21 08:03:39 AM,0.0,26.33,0.0,0.0123
75,05/13/21 08:03:42 AM,0.0,26.33,0.0,0.0123
76,05/13/21 08:03:45 AM,0.0,26.32,0.0,0.0123
77,05/13/21 08:03:48 AM,0.0,26.32,0.0,0.0123
78,05/13/21 08:03:51 AM,0.0,26.32,0.0,0.0123
79,05/13/21 08:03:54 AM,0.0,26.32,0.0,0.0123
80,05/13/21 08:03:57 AM,0.0,26.32,0.0,0.0123
81,05/13/21 08:04:00 AM,0.0,26.32,0.0,0.0123
82,05/13/21 08:04:03 AM,0.0,26.31,0.0,0.0123
83,05/13/21 08:04:06 AM,0.0,26.31,0.0,0.0123
84,05/13/21 08:04:09 AM,0.0,26.31,0.0,0.0123
85,05/13/21 08:04:12 AM,0.0,26.30,0.0,0.0123
86,05/13/21 08:04:15 AM,0.0,26.30,0.0,0.0123
87,05/13/21 08:04:18 AM,0.0,26.30,0.0,0.0123
88,05/13/21 08:04:21 AM,0.0,26.30,0.0,0.0123
89,05/13/21 08:04:24 AM,0.0,26.30,0.0,0.0123
90,05/13/21 08:04:27 AM,0.0,26.29,0.0,0.0123
91,05/13/21 08:04:30 AM,0.0,26.29,0.0,0.0123
92,05/13/21 08:04:33 AM,0.0,26.29,0.0,0.0123
93,05/13/21 08:04:36 AM,0.0,26.29,0.0,0.0123
94,05/13/21 08:04:39 AM,0.0,26.29,0.0,0.0123
95,05/13/21 08:04:42 AM,0.0,26.28,0.0,0.0123
96,05/13/21 08:04:45 AM,0.0,26.28,0.0,0.0123
97,05/13/21 08:04:48 AM,0.0,26.28,0.0,0.0123
98,05/13/21 08:04:51 AM,0.0,26.28,0.0,0.0123
99,05/13/21 08:04:54 AM,0.0,26.28,0.0,0.0123
100,05/13/21 08:04:57 AM,0.0,26.28,0.0,0.0123
101,05/13/21 08:05:00 AM,0.0,26.27,0.0,0.0123
102,05/13/21 08:05:03 AM,0.0,26.27,0.0,0.0123
103,05/13/21 08:05:06 AM,0.0,26.27,0.0,0.0123
104,05/13/21 08:05:09 AM,0.0,26.27,0.0,0.0123
105,05/13/21 08:05:12 AM,0.0,26.27,0.0,0.0123
106,05/13/21 08:05:15 AM,0.0,26.27,0.0,0.0123
107,05/13/21 08:05:18 AM,0.0,26.27,0.0,0.0123
108,05/13/21 08:05:21 AM,0.0,26.26,0.0,0.0123
109,05/13/21 08:05:24 AM,0.0,26.26,0.0,0.0123
110,05/13/21 08:05:27 AM,0.0,26.26,0.0,0.0123
111,05/13/21 08:05:30 AM,0.0,26.26,0.0,0.0123
112,05/13/21 08:05:33 AM,0.0,26.24,0.0,0.0123
113,05/13/21 08:05:36 AM,0.0,26.26,0.0,0.0123
114,05/13/21 08:05:39 AM,0.0,26.24,0.0,0.0123
115,05/13/21 08:05:42 AM,0.0,26.24,0.0,0.0123
116,05/13/21 08:05:45 AM,0.0,26.24,0.0,0.0123
117,05/13/21 08:05:48 AM,0.0,26.24,0.0,0.0123
118,05/13/21 08:05:51 AM,0.0,26.23,0.0,0.0123
119,05/13/21 08:05:54 AM,0.0,26.23,0.0,0.0123
120,05/13/21 08:05:57 AM,0.0,26.23,0.0,0.0123
121,05/13/21 08:06:00 AM,0.0,26.23,0.0,0.0123
122,05/13/21 08:06:03 AM,0.0,26.23,0.0,0.0123
123,05/13/21 08:06:06 AM,0.0,26.23,0.0,0.0123
124,05/13/21 08:06:09 AM,0.0,26.22,0.0,0.0123
125,05/13/21 08:06:12 AM,0.0,26.22,0.0,0.0123
126,05/13/21 08:06:15 AM,0.0,26.22,0.0,0.0123
127,05/13/21 08:06:18 AM,0.0,26.22,0.0,0.0123
128,05/13/21 08:06:21 AM,0.0,26.22,0.0,0.0123
129,05/13/21 08:06:24 AM,0.0,26.21,0.0,0.0123
130,05/13/21 08:06:27 AM,0.0,26.21,0.0,0.0123
131,05/13/21 08:06:30 AM,0.0,26.21,0.0,0.0123
132,05/13/21 08:06:33 AM,0.0,26.21,0.0,0.0123
133,05/13/21 08:06:36 AM,0.0,26.21,0.0,0.0123
134,05/13/21 08:06:39 AM,0.0,26.21,0.0,0.0123
135,05/13/21 08:06:42 AM,0.0,26.20,0.0,0.0123
136,05/13/21 08:06:45 AM,0.0,26.20,0.0,0.0123
137,05/13/21 08:06:48 AM,0.0,26.20,0.0,0.0123
138,05/13/21 08:06:51 AM,0.0,26.20,0.0,0.0123
139,05/13/21 08:06:54 AM,0.0,26.20,0.0,0.0123
140,05/13/21 08:06:57 AM,0.0,26.19,0.0,0.0123
141,05/13/21 08:07:00 AM,0.0,26.19,0.0,0.0123
142,05/13/21 08:07:03 AM,0.0,26.19,0.0,0.0123
143,05/13/21 08:07:06 AM,0.0,26.19,0.0,0.0123
144,05/13/21 08:07:09 AM,0.0,26.19,0.0,0.0123
145,05/13/21 08:07:12 AM,0.0,26.19,0.0,0.0123
146,05/13/21 08:07:15 AM,0.0,26.19,0.0,0.0123
147,05/13/21 08:07:18 AM,0.0,26.18,0.0,0.0123
148,05/13/21 08:07:21 AM,0.0,26.18,0.0,0.0123
149,05/13/21 08:07:24 AM,0.0,26.18,0.0,0.0123
150,05/13/21 08:07:27 AM,0.0,26.18,0.0,0.0123
151,05/13/21 08:07:30 AM,0.0,26.18,0.0,0.0123
152,05/13/21 08:07:33 AM,0.0,26.16,0.0,0.0123
153,05/13/21 08:07:36 AM,0.0,26.16,0.0,0.0123
154,05/13/21 08:07:39 AM,0.0,26.16,0.0,0.0123
155,05/13/21 08:07:42 AM,0.0,26.16,0.0,0.0123
156,05/13/21 08:07:45 AM,0.0,26.16,0.0,0.0123
157,05/13/21 08:07:48 AM,0.0,26.15,0.0,0.0123
158,05/13/21 08:07:51 AM,0.0,26.16,0.0,0.0123
159,05/13/21 08:07:54 AM,0.0,26.15,0.0,0.0123
160,05/13/21 08:07:57 AM,0.0,26.15,0.0,0.0123
161,05/13/21 08:08:00 AM,0.0,26.15,0.0,0.0123
162,05/13/21 08:08:03 AM,0.0,26.14,0.0,0.0123
163,05/13/21 08:08:06 AM,0.0,26.14,0.0,0.0123
164,05/13/21 08:08:09 AM,0.0,26.14,0.0,0.0123
165,05/13/21 08:08:12 AM,0.0,26.14,0.0,0.0123
166,05/13/21 08:08:15 AM,0.0,26.14,0.0,0.0123
167,05/13/21 08:08:18 AM,0.0,26.14,0.0,0.0123
168,05/13/21 08:08:21 AM,0.0,26.14,0.0,0.0123
169,05/13/21 08:08:24 AM,0.0,26.13,0.0,0.0123
170,05/13/21 08:08:27 AM,0.0,26.13,0.0,0.0123
171,05/13/21 08:08:30 AM,0.0,26.13,0.0,0.0123
172,05/13/21 08:08:33 AM,0.0,26.13,0.0,0.0123
173,05/13/21 08:08:36 AM,0.0,26.13,0.0,0.0123
174,05/13/21 08:08:39 AM,0.0,26.13,0.0,0.0123
175,05/13/21 08:08:42 AM,0.0,26.12,0.0,0.0123
176,05/13/21 08:08:45 AM,0.0,26.12,0.0,0.0123
177,05/13/21 08:08:48 AM,0.0,26.12,0.0,0.0123
178,05/13/21 08:08:51 AM,0.0,26.12,0.0,0.0123
179,05/13/21 08:08:54 AM,0.0,26.12,0.0,0.0123
180,05/13/21 08:08:57 AM,0.0,26.12,0.0,0.0123
181,05/13/21 08:09:00 AM,0.0,26.11,0.0,0.0123
182,05/13/21 08:09:03 AM,0.0,26.11,0.0,0.0123
183,05/13/21 08:09:06 AM,0.0,26.11,0.0,0.0123
184,05/13/21 08:09:09 AM,0.0,26.11,0.0,0.0123
185,05/13/21 08:09:12 AM,0.0,26.11,0.0,0.0123
186,05/13/21 08:09:15 AM,0.0,26.10,0.0,0.0123
187,05/13/21 08:09:18 AM,0.0,26.10,0.0,0.0123
188,05/13/21 08:09:21 AM,0.0,26.10,0.0,0.0123
189,05/13/21 08:09:24 AM,0.0,26.10,0.0,0.0123
190,05/13/21 08:09:27 AM,0.0,26.10,0.0,0.0123
191,05/13/21 08:09:30 AM,0.0,26.10,0.0,0.0123
192,05/13/21 08:09:33 AM,0.0,26.08,0.0,0.0123
193,05/13/21 08:09:36 AM,0.0,26.08,0.0,0.0123
194,05/13/21 08:09:39 AM,0.0,26.08,0.0,0.0123
195,05/13/21 08:09:42 AM,0.0,26.08,0.0,0.0123
196,05/13/21 08:09:45 AM,0.0,26.08,0.0,0.0123
197,05/13/21 08:09:48 AM,0.0,26.07,0.0,0.0123
198,05/13/21 08:09:51 AM,0.0,26.07,0.0,0.0123
199,05/13/21 08:09:54 AM,0.0,26.07,0.0,0.0123
200,05/13/21 08:09:57 AM,0.0,26.07,0.0,0.0123
201,05/13/21 08:10:00 AM,0.0,26.07,0.0,0.0123
202,05/13/21 08:10:03 AM,0.0,26.07,0.0,0.0123
203,05/13/21 08:10:06 AM,0.0,26.06,0.0,0.0123
204,05/13/21 08:10:09 AM,0.0,26.07,0.0,0.0123
205,05/13/21 08:10:12 AM,0.0,26.06,0.0,0.0123
206,05/13/21 08:10:15 AM,0.0,26.06,0.0,0.0123
207,05/13/21 08:10:18 AM,0.0,26.06,0.0,0.0123
208,05/13/21 08:10:21 AM,0.0,26.06,0.0,0.0123
209,05/13/21 08:10:24 AM,0.0,26.06,0.0,0.0123
210,05/13/21 08:10:27 AM,0.0,26.05,0.0,0.0123
211,05/13/21 08:10:30 AM,0.0,26.05,0.0,0.0123
212,05/13/21 08:10:33 AM,0.0,26.05,0.0,0.0123
213,05/13/21 08:10:36 AM,0.0,26.05,0.0,0.0123
214,05/13/21 08:10:39 AM,0.0,26.04,0.0,0.0123
215,05/13/21 08:10:42 AM,0.0,26.04,0.0,0.0123
216,05/13/21 08:10:45 AM,0.0,26.04,0.0,0.0123
217,05/13/21 08:10:48 AM,0.0,26.04,0.0,0.0123
218,05/13/21 08:10:51 AM,0.0,26.04,0.0,0.0123
219,05/13/21 08:10:54 AM,0.0,26.04,0.0,0.0123
220,05/13/21 08:10:57 AM,0.0,26.03,0.0,0.0123
221,05/13/21 08:11:00 AM,0.0,26.04,0.0,0.0123
222,05/13/21 08:11:03 AM,0.0,26.03,0.0,0.0123
223,05/13/21 08:11:06 AM,0.0,26.03,0.0,0.0123
224,05/13/21 08:11:09 AM,0.0,26.03,0.0,0.0123
225,05/13/21 08:11:12 AM,0.0,26.03,0.0,0.0123
226,05/13/21 08:11:15 AM,0.0,26.02,0.0,0.0123
227,05/13/21 08:11:18 AM,0.0,26.02,0.0,0.0123
228,05/13/21 08:11:21 AM,0.0,26.02,0.0,0.0123
229,05/13/21 08:11:24 AM,0.0,26.02,0.0,0.0123
230,05/13/21 08:11:27 AM,0.0,26.02,0.0,0.0123
231,05/13/21 08:11:30 AM,0.0,26.02,0.0,0.0123
232,05/13/21 08:11:33 AM,0.0,26.00,0.0,0.0123
233,05/13/21 08:11:36 AM,0.0,26.00,0.0,0.0123
234,05/13/21 08:11:39 AM,0.0,26.00,0.0,0.0123
235,05/13/21 08:11:42 AM,0.0,26.00,0.0,0.0123
236,05/13/21 08:11:45 AM,0.0,26.00,0.0,0.0123
237,05/13/21 08:11:48 AM,0.0,26.00,0.0,0.0123
238,05/13/21 08:11:51 AM,0.0,25.99,0.0,0.0123
239,05/13/21 08:11:54 AM,0.0,26.00,0.0,0.0123
240,05/13/21 08:11:57 AM,0.0,25.99,0.0,0.0123
241,05/13/21 08:12:00 AM,0.0,25.99,0.0,0.0123
242,05/13/21 08:12:03 AM,0.0,25.99,0.0,0.0123
243,05/13/21 08:12:06 AM,0.0,25.99,0.0,0.0123
244,05/13/21 08:12:09 AM,0.0,25.99,0.0,0.0123
245,05/13/21 08:12:12 AM,0.0,25.98,0.0,0.0123
246,05/13/21 08:12:15 AM,0.0,25.98,0.0,0.0123
247,05/13/21 08:12:18 AM,0.0,25.99,0.0,0.0123
248,05/13/21 08:12:21 AM,0.0,25.98,0.0,0.0123
249,05/13/21 08:12:24 AM,0.0,25.98,0.0,0.0123
250,05/13/21 08:12:27 AM,0.0,25.98,0.0,0.0123
251,05/13/21 08:12:30 AM,0.0,25.98,0.0,0.0123
252,05/13/21 08:12:33 AM,0.0,25.97,0.0,0.0123
253,05/13/21 08:12:36 AM,0.0,25.97,0.0,0.0123
254,05/13/21 08:12:39 AM,0.0,25.97,0.0,0.0123
255,05/13/21 08:12:42 AM,0.0,25.97,0.0,0.0123
256,05/13/21 08:12:45 AM,0.0,25.97,0.0,0.0123
257,05/13/21 08:12:48 AM,0.0,25.97,0.0,0.0123
258,05/13/21 08:12:51 AM,0.0,25.97,0.0,0.0123
259,05/13/21 08:12:54 AM,0.0,25.96,0.0,0.0123
260,05/13/21 08:12:57 AM,0.0,25.96,0.0,0.0123
261,05/13/21 08:13:00 AM,0.0,25.97,0.0,0.0123
262,05/13/21 08:13:03 AM,0.0,25.96,0.0,0.0123
263,05/13/21 08:13:06 AM,0.0,25.96,0.0,0.0123
264,05/13/21 08:13:09 AM,0.0,25.95,0.0,0.0123
265,05/13/21 08:13:12 AM,0.0,25.96,0.0,0.0123
266,05/13/21 08:13:15 AM,0.0,25.96,0.0,0.0123
267,05/13/21 08:13:18 AM,0.0,25.95,0.0,0.0123
268,05/13/21 08:13:21 AM,0.0,25.96,0.0,0.0123
269,05/13/21 08:13:24 AM,0.0,25.95,0.0,0.0123
270,05/13/21 08:13:27 AM,0.0,25.95,0.0,0.0123
271,05/13/21 08:13:30 AM,0.0,25.95,0.0,0.0123
272,05/13/21 08:13:33 AM,0.0,25.94,0.0,0.0123
273,05/13/21 08:13:36 AM,0.0,25.94,0.0,0.0123
274,05/13/21 08:13:39 AM,0.0,25.94,0.0,0.0123
275,05/13/21 08:13:42 AM,0.0,25.94,0.0,0.0123
276,05/13/21 08:13:45 AM,0.0,25.94,0.0,0.0123
277,05/13/21 08:13:48 AM,0.0,25.94,0.0,0.0123
278,05/13/21 08:13:51 AM,0.0,25.94,0.0,0.0123
279,05/13/21 08:13:54 AM,0.0,25.94,0.0,0.0123
280,05/13/21 08:13:57 AM,0.0,25.94,0.0,0.0123
281,05/13/21 08:14:00 AM,0.0,25.92,0.0,0.0123
282,05/13/21 08:14:03 AM,0.0,25.92,0.0,0.0123
283,05/13/21 08:14:06 AM,0.0,25.92,0.0,0.0123
284,05/13/21 08:14:09 AM,0.0,25.92,0.0,0.0123
285,05/13/21 08:14:12 AM,0.0,25.91,0.0,0.0123
286,05/13/21 08:14:15 AM,0.0,25.92,0.0,0.0123
287,05/13/21 08:14:18 AM,0.0,25.91,0.0,0.0123
288,05/13/21 08:14:21 AM,0.0,25.91,0.0,0.0123
289,05/13/21 08:14:24 AM,0.0,25.91,0.0,0.0123
290,05/13/21 08:14:27 AM,0.0,25.91,0.0,0.0123
291,05/13/21 08:14:30 AM,0.0,25.91,0.0,0.0123
292,05/13/21 08:14:33 AM,0.0,25.91,0.0,0.0123
293,05/13/21 08:14:36 AM,0.0,25.91,0.0,0.0123
294,05/13/21 08:14:39 AM,0.0,25.90,0.0,0.0123
295,05/13/21 08:14:42 AM,0.0,25.90,0.0,0.0123
296,05/13/21 08:14:45 AM,0.0,25.90,0.0,0.0123
297,05/13/21 08:14:48 AM,0.0,25.90,0.0,0.0123
298,05/13/21 08:14:51 AM,0.0,25.90,0.0,0.0123
299,05/13/21 08:14:54 AM,0.0,25.90,0.0,0.0123
300,05/13/21 08:14:57 AM,0.0,25.89,0.0,0.0123
301,05/13/21 08:15:00 AM,0.0,25.89,0.0,0.0123
302,05/13/21 08:15:03 AM,0.0,25.90,0.0,0.0123
303,05/13/21 08:15:06 AM,0.0,25.89,0.0,0.0123
304,05/13/21 08:15:09 AM,0.0,25.89,0.0,0.0123
305,05/13/21 08:15:12 AM,0.0,25.89,0.0,0.0123
306,05/13/21 08:15:15 AM,0.0,25.89,0.0,0.0123
307,05/13/21 08:15:18 AM,0.0,25.89,0.0,0.0123
308,05/13/21 08:15:21 AM,0.0,25.89,0.0,0.0123
309,05/13/21 08:15:24 AM,0.0,25.88,0.0,0.0123
310,05/13/21 08:15:27 AM,0.0,25.88,0.0,0.0123
311,05/13/21 08:15:30 AM,0.0,25.88,0.0,0.0123
312,05/13/21 08:15:33 AM,0.0,25.88,0.0,0.0123
313,05/13/21 08:15:36 AM,0.0,25.88,0.0,0.0123
314,05/13/21 08:15:39 AM,0.0,25.88,0.0,0.0123
315,05/13/21 08:15:42 AM,0.0,25.88,0.0,0.0123
316,05/13/21 08:15:45 AM,0.0,25.88,0.0,0.0123
317,05/13/21 08:15:48 AM,0.0,25.88,0.0,0.0123
318,05/13/21 08:15:51 AM,0.0,25.87,0.0,0.0123
319,05/13/21 08:15:54 AM,0.0,25.87,0.0,0.0123
320,05/13/21 08:15:57 AM,0.0,25.87,0.0,0.0123
321,05/13/21 08:16:00 AM,0.0,25.87,0.0,0.0123
322,05/13/21 08:16:03 AM,0.0,25.87,0.0,0.0123
323,05/13/21 08:16:06 AM,0.0,25.86,0.0,0.0123
324,05/13/21 08:16:09 AM,0.0,25.87,0.0,0.0123
325,05/13/21 08:16:12 AM,0.0,25.86,0.0,0.0123
326,05/13/21 08:16:15 AM,0.0,25.86,0.0,0.0123
327,05/13/21 08:16:18 AM,0.0,25.86,0.0,0.0123
328,05/13/21 08:16:21 AM,0.0,25.86,0.0,0.0123
329,05/13/21 08:16:24 AM,0.0,25.86,0.0,0.0123
330,05/13/21 08:16:27 AM,0.0,25.85,0.0,0.0123
331,05/13/21 08:16:30 AM,0.0,25.86,0.0,0.0123
332,05/13/21 08:16:33 AM,0.0,25.85,0.0,0.0123
333,05/13/21 08:16:36 AM,0.0,25.85,0.0,0.0123
334,05/13/21 08:16:39 AM,0.0,25.85,0.0,0.0123
335,05/13/21 08:16:42 AM,0.0,25.85,0.0,0.0123
336,05/13/21 08:16:45 AM,0.0,25.85,0.0,0.0123
337,05/13/21 08:16:48 AM,0.0,25.85,0.0,0.0123
338,05/13/21 08:16:51 AM,0.0,25.83,0.0,0.0123
339,05/13/21 08:16:54 AM,0.0,25.83,0.0,0.0123
340,05/13/21 08:16:57 AM,0.0,25.83,0.0,0.0123
341,05/13/21 08:17:00 AM,0.0,25.83,0.0,0.0123
342,05/13/21 08:17:03 AM,0.0,25.83,0.0,0.0123
343,05/13/21 08:17:06 AM,0.0,25.83,0.0,0.0123
344,05/13/21 08:17:09 AM,0.0,25.83,0.0,0.0123
345,05/13/21 08:17:12 AM,0.0,25.83,0.0,0.0123
346,05/13/21 08:17:15 AM,0.0,25.83,0.0,0.0123
347,05/13/21 08:17:18 AM,0.0,25.83,0.0,0.0123
348,05/13/21 08:17:21 AM,0.0,25.82,0.0,0.0123
349,05/13/21 08:17:24 AM,0.0,25.82,0.0,0.0123
350,05/13/21 08:17:27 AM,0.0,25.82,0.0,0.0123
351,05/13/21 08:17:30 AM,0.0,25.82,0.0,0.0123
352,05/13/21 08:17:33 AM,0.0,25.82,0.0,0.0123
353,05/13/21 08:17:36 AM,0.0,25.82,0.0,0.0123
354,05/13/21 08:17:39 AM,0.0,25.82,0.0,0.0123
355,05/13/21 08:17:42 AM,0.0,25.82,0.0,0.0123
356,05/13/21 08:17:45 AM,0.0,25.81,0.0,0.0123
357,05/13/21 08:17:48 AM,0.0,25.81,0.0,0.0123
358,05/13/21 08:17:51 AM,0.0,25.81,0.0,0.0123
359,05/13/21 08:17:54 AM,0.0,25.81,0.0,0.0123
360,05/13/21 08:17:57 AM,0.0,25.81,0.0,0.0123
361,05/13/21 08:18:00 AM,0.0,25.81,0.0,0.0123
362,05/13/21 08:18:03 AM,0.0,25.81,0.0,0.0123
363,05/13/21 08:18:06 AM,0.0,25.80,0.0,0.0123
364,05/13/21 08:18:09 AM,0.0,25.80,0.0,0.0123
365,05/13/21 08:18:12 AM,0.0,25.80,0.0,0.0123
366,05/13/21 08:18:15 AM,0.0,25.80,0.0,0.0123
367,05/13/21 08:18:18 AM,0.0,25.80,0.0,0.0123
368,05/13/21 08:18:21 AM,0.0,25.80,0.0,0.0123
369,05/13/21 08:18:24 AM,0.0,25.80,0.0,0.0123
370,05/13/21 08:18:27 AM,0.0,25.80,0.0,0.0123
371,05/13/21 08:18:30 AM,0.0,25.80,0.0,0.0123
372,05/13/21 08:18:33 AM,0.0,25.80,0.0,0.0123
373,05/13/21 08:18:36 AM,0.0,25.80,0.0,0.0123
374,05/13/21 08:18:39 AM,0.0,25.80,0.0,0.0123
375,05/13/21 08:18:42 AM,0.0,25.79,0.0,0.0123
376,05/13/21 08:18:45 AM,0.0,25.79,0.0,0.0123
377,05/13/21 08:18:48 AM,0.0,25.79,0.0,0.0123
378,05/13/21 08:18:51 AM,0.0,25.79,0.0,0.0123
379,05/13/21 08:18:54 AM,0.0,25.79,0.0,0.0123
380,05/13/21 08:18:57 AM,0.0,25.79,0.0,0.0123
381,05/13/21 08:19:00 AM,0.0,25.79,0.0,0.0123
382,05/13/21 08:19:03 AM,0.0,25.79,0.0,0.0123
383,05/13/21 08:19:06 AM,0.0,25.79,0.0,0.0123
384,05/13/21 08:19:09 AM,0.0,25.78,0.0,0.0123
385,05/13/21 08:19:12 AM,0.0,25.78,0.0,0.0123
386,05/13/21 08:19:15 AM,0.0,25.78,0.0,0.0123
387,05/13/21 08:19:18 AM,0.0,25.79,0.0,0.0123
388,05/13/21 08:19:21 AM,0.0,25.78,0.0,0.0123
389,05/13/21 08:19:24 AM,0.0,25.78,0.0,0.0123
390,05/13/21 08:19:27 AM,0.0,25.78,0.0,0.0123
391,05/13/21 08:19:30 AM,0.0,25.78,0.0,0.0123
392,05/13/21 08:19:33 AM,0.0,25.78,0.0,0.0123
393,05/13/21 08:19:36 AM,0.0,25.78,0.0,0.0123
394,05/13/21 08:19:39 AM,0.0,25.78,0.0,0.0123
395,05/13/21 08:19:42 AM,0.0,25.78,0.0,0.0123
396,05/13/21 08:19:45 AM,0.0,25.78,0.0,0.0123
397,05/13/21 08:19:48 AM,0.0,25.77,0.0,0.0123
398,05/13/21 08:19:51 AM,0.0,25.77,0.0,0.0123
399,05/13/21 08:19:54 AM,0.0,25.77,0.0,0.0123
400,05/13/21 08:19:57 AM,0.0,25.77,0.0,0.0123
401,05/13/21 08:20:00 AM,0.0,25.77,0.0,0.0123
