"Plot Title: CT_738_Cabral"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494738, SEN S/N: 20494738, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494738, SEN S/N: 20494738, LBL: Temperature)"
1,06/06/21 03:00:00 PM,0.0,24.14
2,06/06/21 03:20:00 PM,0.0,24.29
3,06/06/21 03:40:00 PM,0.0,25.16
4,06/06/21 04:00:00 PM,0.0,26.44
5,06/06/21 04:20:00 PM,0.0,27.30
6,06/06/21 04:40:00 PM,41643.6,28.92
7,06/06/21 05:00:00 PM,41162.7,28.66
8,06/06/21 05:20:00 PM,40690.0,28.83
9,06/06/21 05:40:00 PM,40903.4,28.79
10,06/06/21 06:00:00 PM,41480.5,28.76
11,06/06/21 06:20:00 PM,41547.9,28.76
12,06/06/21 06:40:00 PM,41508.6,28.75
13,06/06/21 07:00:00 PM,41576.0,28.74
14,06/06/21 07:20:00 PM,41508.6,28.73
15,06/06/21 07:40:00 PM,41508.6,28.70
16,06/06/21 08:00:00 PM,41446.9,28.64
17,06/06/21 08:20:00 PM,41435.7,28.62
18,06/06/21 08:40:00 PM,41424.5,28.58
19,06/06/21 09:00:00 PM,41441.3,28.57
20,06/06/21 09:20:00 PM,41424.5,28.57
21,06/06/21 09:40:00 PM,41446.9,28.54
22,06/06/21 10:00:00 PM,41424.5,28.53
23,06/06/21 10:20:00 PM,41262.7,28.52
24,06/06/21 10:40:00 PM,41151.6,28.50
25,06/06/21 11:00:00 PM,41162.7,28.48
26,06/06/21 11:20:00 PM,41229.3,28.50
27,06/06/21 11:40:00 PM,41234.9,28.46
28,06/07/21 12:00:00 AM,41268.2,28.46
29,06/07/21 12:20:00 AM,41301.7,28.45
30,06/07/21 12:40:00 AM,41307.2,28.47
31,06/07/21 01:00:00 AM,41257.1,28.40
32,06/07/21 01:20:00 AM,41296.1,28.38
33,06/07/21 01:40:00 AM,41207.1,28.36
34,06/07/21 02:00:00 AM,41257.1,28.32
35,06/07/21 02:20:00 AM,41196.0,28.29
36,06/07/21 02:40:00 AM,41262.7,28.27
37,06/07/21 03:00:00 AM,41273.8,28.26
38,06/07/21 03:20:00 AM,41196.0,28.20
39,06/07/21 03:40:00 AM,41184.9,28.15
40,06/07/21 04:00:00 AM,41207.1,28.14
41,06/07/21 04:20:00 AM,41168.2,28.10
42,06/07/21 04:40:00 AM,41312.8,28.10
43,06/07/21 05:00:00 AM,41201.5,28.09
44,06/07/21 05:20:00 AM,41212.6,28.04
45,06/07/21 05:40:00 AM,41212.6,28.03
46,06/07/21 06:00:00 AM,41162.7,27.99
47,06/07/21 06:20:00 AM,41184.9,27.96
48,06/07/21 06:40:00 AM,41151.6,27.93
49,06/07/21 07:00:00 AM,41129.5,27.88
50,06/07/21 07:20:00 AM,41112.8,27.86
51,06/07/21 07:40:00 AM,41118.4,27.85
52,06/07/21 08:00:00 AM,41079.7,27.82
53,06/07/21 08:20:00 AM,41024.4,27.83
54,06/07/21 08:40:00 AM,41035.5,27.88
55,06/07/21 09:00:00 AM,41057.6,27.99
56,06/07/21 09:20:00 AM,41002.4,28.19
57,06/07/21 09:40:00 AM,40996.9,28.27
58,06/07/21 10:00:00 AM,41018.9,28.32
59,06/07/21 10:20:00 AM,40963.8,28.50
60,06/07/21 10:40:00 AM,41002.4,28.59
61,06/07/21 11:00:00 AM,41079.7,28.65
62,06/07/21 11:20:00 AM,41024.4,28.63
63,06/07/21 11:40:00 AM,41090.7,28.75
64,06/07/21 12:00:00 PM,41096.3,28.79
65,06/07/21 12:20:00 PM,41096.3,28.85
66,06/07/21 12:40:00 PM,41146.1,28.98
67,06/07/21 01:00:00 PM,41162.7,28.93
68,06/07/21 01:20:00 PM,41229.3,28.98
69,06/07/21 01:40:00 PM,41135.0,28.90
70,06/07/21 02:00:00 PM,41123.9,28.93
71,06/07/21 02:20:00 PM,41085.2,28.94
72,06/07/21 02:40:00 PM,41002.4,28.88
73,06/07/21 03:00:00 PM,41024.4,28.71
74,06/07/21 03:20:00 PM,41052.0,28.71
75,06/07/21 03:40:00 PM,41030.0,28.75
76,06/07/21 04:00:00 PM,41030.0,28.78
77,06/07/21 04:20:00 PM,40991.4,28.72
78,06/07/21 04:40:00 PM,41041.0,28.70
79,06/07/21 05:00:00 PM,40974.8,28.63
80,06/07/21 05:20:00 PM,41013.4,28.58
81,06/07/21 05:40:00 PM,41052.0,28.58
82,06/07/21 06:00:00 PM,41090.7,28.53
83,06/07/21 06:20:00 PM,41052.0,28.52
84,06/07/21 06:40:00 PM,41057.6,28.50
85,06/07/21 07:00:00 PM,40991.4,28.48
86,06/07/21 07:20:00 PM,41035.5,28.40
87,06/07/21 07:40:00 PM,40947.3,28.34
88,06/07/21 08:00:00 PM,40886.9,28.26
89,06/07/21 08:20:00 PM,40875.9,28.18
90,06/07/21 08:40:00 PM,40859.5,28.18
91,06/07/21 09:00:00 PM,40974.8,28.11
92,06/07/21 09:20:00 PM,40826.6,28.02
93,06/07/21 09:40:00 PM,40793.7,27.96
94,06/07/21 10:00:00 PM,40810.1,27.86
95,06/07/21 10:20:00 PM,40826.6,27.79
96,06/07/21 10:40:00 PM,40815.6,27.80
97,06/07/21 11:00:00 PM,40793.7,27.76
98,06/07/21 11:20:00 PM,40870.4,27.76
99,06/07/21 11:40:00 PM,40777.3,27.77
100,06/08/21 12:00:00 AM,40815.6,27.74
101,06/08/21 12:20:00 AM,40804.7,27.75
102,06/08/21 12:40:00 AM,40843.0,27.77
103,06/08/21 01:00:00 AM,40930.8,27.87
104,06/08/21 01:20:00 AM,40925.3,27.92
105,06/08/21 01:40:00 AM,40952.8,27.96
106,06/08/21 02:00:00 AM,40958.3,27.94
107,06/08/21 02:20:00 AM,40991.4,27.97
108,06/08/21 02:40:00 AM,41035.5,28.01
109,06/08/21 03:00:00 AM,41002.4,27.99
110,06/08/21 03:20:00 AM,41018.9,28.00
111,06/08/21 03:40:00 AM,41041.0,27.97
112,06/08/21 04:00:00 AM,41041.0,27.96
113,06/08/21 04:20:00 AM,41074.1,27.94
114,06/08/21 04:40:00 AM,41030.0,27.92
115,06/08/21 05:00:00 AM,41046.5,27.91
116,06/08/21 05:20:00 AM,40963.8,27.80
117,06/08/21 05:40:00 AM,40952.8,27.79
118,06/08/21 06:00:00 AM,40837.5,27.68
119,06/08/21 06:20:00 AM,40815.6,27.53
120,06/08/21 06:40:00 AM,40870.4,27.55
121,06/08/21 07:00:00 AM,40782.8,27.57
122,06/08/21 07:20:00 AM,40832.0,27.55
123,06/08/21 07:40:00 AM,40777.3,27.53
124,06/08/21 08:00:00 AM,40799.2,27.51
125,06/08/21 08:20:00 AM,40673.7,27.48
