Plot Title: CT_327_Cabral,,,
#,"Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739327, SEN S/N: 20739327)","Temp, °C (LGR S/N: 20739327, SEN S/N: 20739327)"
1,6/6/21 14:40,0,23.6
2,6/6/21 15:00,0,24.37
3,6/6/21 15:20,47505.2,28.47
4,6/6/21 15:40,47618.9,28.15
5,6/6/21 16:00,47486.3,28.14
6,6/6/21 16:20,47423.4,28.05
7,6/6/21 16:40,47423.4,28.04
8,6/6/21 17:00,47492.6,28.05
9,6/6/21 17:20,47141.7,28.04
10,6/6/21 17:40,47172.8,27.94
11,6/6/21 18:00,47360.6,27.96
12,6/6/21 18:20,47310.4,27.8
13,6/6/21 18:40,47272.8,27.72
14,6/6/21 19:00,47285.3,27.64
15,6/6/21 19:20,47254,27.54
16,6/6/21 19:40,47266.6,27.47
17,6/6/21 20:00,47360.6,27.42
18,6/6/21 20:20,47329.2,27.48
19,6/6/21 20:40,47524.2,27.58
20,6/6/21 21:00,47676,27.91
21,6/6/21 21:20,47879.5,28.14
22,6/6/21 21:40,47841.2,28.17
23,6/6/21 22:00,47879.5,28.3
24,6/6/21 22:20,47758.5,28.27
25,6/6/21 22:40,47771.2,28.2
26,6/6/21 23:00,47707.7,28.12
27,6/6/21 23:20,47562,27.99
28,6/6/21 23:40,47600,27.84
29,6/7/21 0:00,47650.6,27.78
30,6/7/21 0:20,47663.3,27.69
31,6/7/21 0:40,47822.1,27.8
32,6/7/21 1:00,47879.5,27.77
33,6/7/21 1:20,47796.6,27.73
34,6/7/21 1:40,47771.2,27.67
35,6/7/21 2:00,47771.2,27.62
36,6/7/21 2:20,47714,27.56
37,6/7/21 2:40,47549.4,27.46
38,6/7/21 3:00,47461.1,27.4
39,6/7/21 3:20,47385.7,27.32
40,6/7/21 3:40,47454.8,27.31
41,6/7/21 4:00,47530.5,27.33
42,6/7/21 4:20,47714,27.43
43,6/7/21 4:40,47930.6,27.57
44,6/7/21 5:00,47854,27.72
45,6/7/21 5:20,48039.4,27.9
46,6/7/21 5:40,48122.9,28.16
